Fol_2018-02-25.13_34_14.2_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -379.41097  82.06667 -158.35963 -281.86020 143.80412 -171.24408       (-14.556,-138.056) (-61.737,-143.804) (-235.607,-27.440)      2.84217e-14
1    -379.04575  81.92273 -158.43696 -281.71625 143.51623 -171.10013       (-14.921,-138.200) (-61.593,-143.516) (-235.530,-27.584)      0.533303
2    -378.68053  81.77878 -158.51428 -281.57230 143.22833 -170.95618       (-15.286,-138.344) (-61.450,-143.228) (-235.452,-27.728)      1.06661
3    -378.31531  81.63483 -158.59161 -281.42835 142.94043 -170.81224       (-15.651,-138.488) (-61.306,-142.940) (-235.375,-27.872)      1.59991
4    -377.95009  81.49088 -158.66893 -281.28441 142.65254 -170.66829       (-16.016,-138.632) (-61.162,-142.653) (-235.298,-28.016)      2.13321
5    -377.58487  81.34693 -158.74626 -281.14046 142.36464 -170.52434       (-16.382,-138.776) (-61.018,-142.365) (-235.220,-28.160)      2.66652
6    -377.21965  81.20299 -158.82358 -280.99651 142.07674 -170.38039       (-16.747,-138.920) (-60.874,-142.077) (-235.143,-28.304)      3.19982
7    -376.85443  81.05904 -158.90090 -280.85256 141.78885 -170.23644       (-17.112,-139.064) (-60.730,-141.789) (-235.066,-28.448)      3.73312
8    -376.48921  80.91509 -158.97823 -280.70861 141.50095 -170.09250       (-17.477,-139.208) (-60.586,-141.501) (-234.988,-28.592)      4.26643
9    -376.12398  80.77114 -159.05555 -280.56466 141.21306 -169.94855       (-17.842,-139.352) (-60.442,-141.213) (-234.911,-28.735)      4.79973
10    -375.75876  80.62719 -159.13288 -280.42072 140.92516 -169.80460       (-18.208,-139.496) (-60.298,-140.925) (-234.834,-28.879)      5.33303
11    -375.39354  80.48325 -159.21020 -280.27677 140.63726 -169.66065       (-18.573,-139.640) (-60.154,-140.637) (-234.756,-29.023)      5.86634
12    -375.02832  80.33930 -159.28753 -280.13282 140.34937 -169.51670       (-18.938,-139.783) (-60.010,-140.349) (-234.679,-29.167)      6.39964
13    -374.66310  80.19535 -159.36485 -279.98887 140.06147 -169.37276       (-19.303,-139.927) (-59.866,-140.061) (-234.602,-29.311)      6.93294
