10PERCENT_2018-03-07.11_27_42.886_.txt     Output is probe cell, reduced cell, NCDist distance between
0      4.47584 -13.40314   0.89433   5.73617 -27.18057 -44.52488       (-0.752,-6.122) (-5.878,-20.666) (-14.794,-0.142)      3.55271e-15
1      4.45655 -13.39048   0.88755   5.73029 -27.15949 -44.50100       (-0.733,-6.077) (-5.885,-20.732) (-14.851,-0.155)      0.101612
2      4.43726 -13.37782   0.88077   5.72440 -27.13841 -44.47711       (-0.713,-6.031) (-5.892,-20.798) (-14.908,-0.167)      0.203223
3      4.41797 -13.36515   0.87399   5.71852 -27.11733 -44.45323       (-0.694,-5.986) (-5.899,-20.864) (-14.966,-0.180)      0.304835
4      4.39869 -13.35249   0.86721   5.71264 -27.09625 -44.42935       (-0.674,-5.940) (-5.905,-20.931) (-15.023,-0.193)      0.406446
5      4.37940 -13.33983   0.86043   5.70675 -27.07517 -44.40546       (-0.655,-5.895) (-5.912,-20.997) (-15.080,-0.205)      0.508058
6      4.36011 -13.32716   0.85365   5.70087 -27.05409 -44.38158       (-0.636,-5.849) (-5.919,-21.063) (-15.137,-0.218)      0.609669
7      4.34082 -13.31450   0.84687   5.69498 -27.03301 -44.35770       (-0.616,-5.804) (-5.926,-21.129) (-15.195,-0.231)      0.711281
8      4.32153 -13.30184   0.84009   5.68910 -27.01193 -44.33381       (-0.597,-5.758) (-5.933,-21.196) (-15.252,-0.243)      0.812892
9      4.30224 -13.28917   0.83331   5.68322 -26.99085 -44.30993       (-0.577,-5.713) (-5.939,-21.262) (-15.309,-0.256)      0.914504
10      4.28295 -13.27651   0.82654   5.67733 -26.96977 -44.28605       (-0.558,-5.667) (-5.946,-21.328) (-15.367,-0.269)      1.01612
11      4.26366 -13.26384   0.81976   5.67145 -26.94869 -44.26217       (-0.538,-5.622) (-5.953,-21.394) (-15.424,-0.281)      1.11773
12      4.24438 -13.25118   0.81298   5.66556 -26.92761 -44.23828       (-0.519,-5.576) (-5.960,-21.461) (-15.481,-0.294)      1.21934
13      4.22509 -13.23852   0.80620   5.65968 -26.90653 -44.21440       (-0.499,-5.531) (-5.966,-21.527) (-15.538,-0.307)      1.32095
14      4.20580 -13.22585   0.79942   5.65379 -26.88546 -44.19052       (-0.480,-5.485) (-5.973,-21.593) (-15.596,-0.319)      1.42256
15      4.18651 -13.21319   0.79264   5.64791 -26.86438 -44.16663       (-0.461,-5.440) (-5.980,-21.659) (-15.653,-0.332)      1.52417
16      4.16722 -13.20053   0.78586   5.64203 -26.84330 -44.14275       (-0.441,-5.394) (-5.987,-21.726) (-15.710,-0.345)      1.62578
17      4.14793 -13.18786   0.77908   5.63614 -26.82222 -44.11887       (-0.422,-5.349) (-5.994,-21.792) (-15.767,-0.357)      1.7274
18      4.12864 -13.17520   0.77230   5.63026 -26.80114 -44.09498       (-0.402,-5.303) (-6.000,-21.858) (-15.825,-0.370)      1.82901
19      4.10935 -13.16254   0.76552   5.62437 -26.78006 -44.07110       (-0.383,-5.258) (-6.007,-21.924) (-15.882,-0.383)      1.93062
20      4.09006 -13.14987   0.75874   5.61849 -26.75898 -44.04722       (-0.363,-5.212) (-6.014,-21.991) (-15.939,-0.395)      2.03223
21      4.07078 -13.13721   0.75196   5.61260 -26.73790 -44.02333       (-0.344,-5.167) (-6.021,-22.057) (-15.997,-0.408)      2.13384
22      4.05149 -13.12455   0.74518   5.60672 -26.71682 -43.99945       (-0.324,-5.121) (-6.027,-22.123) (-16.054,-0.421)      2.23545
23      4.03220 -13.11188   0.73840   5.60084 -26.69574 -43.97557       (-0.305,-5.076) (-6.034,-22.189) (-16.111,-0.433)      2.33707
24      4.01291 -13.09922   0.73162   5.59495 -26.67466 -43.95169       (-0.286,-5.030) (-6.041,-22.256) (-16.168,-0.446)      2.43868
25      3.99362 -13.08655   0.72484   5.58907 -26.65358 -43.92780       (-0.266,-4.985) (-6.048,-22.322) (-16.226,-0.459)      2.54029
26      3.97433 -13.07389   0.71806   5.58318 -26.63250 -43.90392       (-0.247,-4.939) (-6.055,-22.388) (-16.283,-0.471)      2.6419
27      3.95504 -13.06123   0.71129   5.57730 -26.61142 -43.88004       (-0.227,-4.894) (-6.061,-22.454) (-16.340,-0.484)      2.74351
28      3.93575 -13.04856   0.70451   5.57142 -26.59035 -43.85615       (-0.208,-4.848) (-6.068,-22.521) (-16.398,-0.497)      2.84512
29      3.91646 -13.03590   0.69773   5.56553 -26.56927 -43.83227       (-0.188,-4.803) (-6.075,-22.587) (-16.455,-0.509)      2.94673
30      3.89718 -13.02324   0.69095   5.55965 -26.54819 -43.80839       (-0.169,-4.757) (-6.082,-22.653) (-16.512,-0.522)      3.04835
31      3.87789 -13.01057   0.68417   5.55376 -26.52711 -43.78450       (-0.149,-4.712) (-6.088,-22.719) (-16.569,-0.535)      3.14996
32      3.85860 -12.99791   0.67739   5.54788 -26.50603 -43.76062       (-0.130,-4.666) (-6.095,-22.785) (-16.627,-0.547)      3.25157
33      3.83931 -12.98525   0.67061   5.54199 -26.48495 -43.73674       (-0.111,-4.620) (-6.102,-22.852) (-16.684,-0.560)      3.35318
34      3.82002 -12.97258   0.66383   5.53611 -26.46387 -43.71285       (-0.091,-4.575) (-6.109,-22.918) (-16.741,-0.573)      3.45479
35      3.80073 -12.95992   0.65705   5.53023 -26.44279 -43.68897       (-0.072,-4.529) (-6.116,-22.984) (-16.798,-0.585)      3.5564
36      3.78144 -12.94725   0.65027   5.52434 -26.42171 -43.66509       (-0.052,-4.484) (-6.122,-23.050) (-16.856,-0.598)      3.65802
37      3.76215 -12.93459   0.64349   5.51846 -26.40063 -43.64121       (-0.033,-4.438) (-6.129,-23.117) (-16.913,-0.611)      3.75963
38      3.74287 -12.92193   0.63671   5.51257 -26.37955 -43.61732       (-0.013,-4.393) (-6.136,-23.183) (-16.970,-0.623)      3.86124
39      3.72358 -12.90926   0.62993   5.50669 -26.35847 -43.59344       (-0.006,-4.354) (-6.137,-17.022) (-23.243,-0.630)      3.95156
