2BOUNDS_2018-03-07.14_37_47.437_.txt     Output is probe cell, reduced cell, NCDist distance between
0     14.43827 -34.69236   3.08674 -31.61532 -42.95514 -17.88073       (-10.992,-11.355) (-3.091,-6.533) (-7.905,-20.606)      0
1     14.40319 -34.66073   3.07228 -31.59159 -42.91869 -17.87384       (-11.040,-11.550) (-2.965,-6.435) (-7.968,-20.763)      0.306912
2     14.36811 -34.62910   3.05782 -31.56785 -42.88223 -17.86694       (-11.088,-11.744) (-2.839,-6.338) (-8.030,-20.921)      0.613824
3     14.33303 -34.59746   3.04337 -31.54412 -42.84577 -17.86005       (-11.136,-11.938) (-2.713,-6.240) (-8.093,-21.078)      0.920737
4     14.29796 -34.56583   3.02891 -31.52039 -42.80931 -17.85315       (-11.184,-12.133) (-2.587,-6.142) (-8.156,-21.236)      1.22765
5     14.26288 -34.53420   3.01445 -31.49665 -42.77285 -17.84626       (-11.233,-12.327) (-2.461,-6.045) (-8.218,-21.393)      1.53456
6     14.22780 -34.50256   3.00000 -31.47292 -42.73639 -17.83936       (-11.281,-12.521) (-2.335,-5.947) (-8.281,-21.551)      1.84147
7     14.19272 -34.47093   2.98554 -31.44918 -42.69993 -17.83246       (-11.329,-12.716) (-2.210,-5.849) (-8.343,-21.708)      2.14839
8     14.15764 -34.43930   2.97109 -31.42545 -42.66348 -17.82557       (-11.377,-12.910) (-2.084,-5.752) (-8.406,-21.866)      2.4553
9     14.12256 -34.40766   2.95663 -31.40172 -42.62702 -17.81867       (-11.425,-13.104) (-1.958,-5.654) (-8.469,-22.023)      2.76221
10     14.08748 -34.37603   2.94217 -31.37798 -42.59056 -17.81178       (-11.473,-13.299) (-1.832,-5.556) (-8.531,-22.181)      3.06912
11     14.05240 -34.34440   2.92772 -31.35425 -42.55410 -17.80488       (-11.522,-13.493) (-1.706,-5.459) (-8.594,-22.338)      3.37603
12     14.01732 -34.31276   2.91326 -31.33051 -42.51764 -17.79799       (-11.570,-13.687) (-1.580,-5.361) (-8.656,-22.496)      3.68295
13     13.98224 -34.28113   2.89880 -31.30678 -42.48118 -17.79109       (-11.618,-13.881) (-1.454,-5.263) (-8.719,-22.653)      3.98986
14     13.94716 -34.24950   2.88435 -31.28305 -42.44473 -17.78419       (-11.666,-14.076) (-1.328,-5.165) (-8.782,-22.811)      4.29677
15     13.91208 -34.21786   2.86989 -31.25931 -42.40827 -17.77730       (-11.714,-14.270) (-1.203,-5.068) (-8.844,-22.968)      4.60368
16     13.87700 -34.18623   2.85543 -31.23558 -42.37181 -17.77040       (-11.762,-14.464) (-1.077,-4.970) (-8.907,-23.126)      4.9106
17     13.84193 -34.15460   2.84098 -31.21184 -42.33535 -17.76351       (-11.811,-14.659) (-0.951,-4.872) (-8.970,-23.283)      5.21751
18     13.80685 -34.12296   2.82652 -31.18811 -42.29889 -17.75661       (-11.859,-14.853) (-0.825,-4.775) (-9.032,-23.441)      5.52442
19     13.77177 -34.09133   2.81206 -31.16438 -42.26243 -17.74971       (-11.907,-15.047) (-0.699,-4.677) (-9.095,-23.598)      5.83133
20     13.73669 -34.05970   2.79761 -31.14064 -42.22597 -17.74282       (-11.955,-15.242) (-0.573,-4.579) (-9.157,-23.756)      6.13824
21     13.70161 -34.02806   2.78315 -31.11691 -42.18952 -17.73592       (-12.003,-15.436) (-0.447,-4.482) (-9.220,-23.913)      6.44516
22     13.66653 -33.99643   2.76869 -31.09317 -42.15306 -17.72903       (-12.051,-15.630) (-0.321,-4.384) (-9.283,-24.071)      6.75207
23     13.63145 -33.96480   2.75424 -31.06944 -42.11660 -17.72213       (-12.099,-15.825) (-0.196,-4.286) (-9.345,-24.228)      7.05898
24     13.59637 -33.93316   2.73978 -31.04571 -42.08014 -17.71524       (-12.148,-16.019) (-0.070,-4.189) (-9.408,-24.386)      7.36589
25     13.56129 -33.90153   2.72532 -31.02197 -42.04368 -17.70834       (-24.487,-16.157) (-0.056,-4.147) (-9.414,-12.140)      7.57054
26     13.52621 -33.86990   2.71087 -30.99824 -42.00722 -17.70144       (-24.519,-16.226) (-0.182,-4.175) (-9.351,-12.062)      7.65093
27     13.49113 -33.83826   2.69641 -30.97450 -41.97077 -17.69455       (-24.551,-16.294) (-0.308,-4.203) (-9.288,-11.984)      7.73466
28     13.45605 -33.80663   2.68195 -30.95077 -41.93431 -17.68765       (-24.582,-16.362) (-0.434,-4.232) (-9.224,-11.906)      7.82164
29     13.42097 -33.77500   2.66750 -30.92704 -41.89785 -17.68076       (-24.614,-16.431) (-0.560,-4.260) (-9.161,-11.829)      7.91175
30     13.38590 -33.74336   2.65304 -30.90330 -41.86139 -17.67386       (-24.645,-16.499) (-0.686,-4.288) (-9.098,-11.751)      8.00489
31     13.35082 -33.71173   2.63858 -30.87957 -41.82493 -17.66697       (-24.677,-16.568) (-0.811,-4.316) (-9.035,-11.673)      8.10096
32     13.31574 -33.68010   2.62413 -30.85584 -41.78847 -17.66007       (-24.709,-16.636) (-0.937,-4.344) (-8.971,-11.596)      8.19985
33     13.28066 -33.64846   2.60967 -30.83210 -41.75202 -17.65317       (-24.740,-16.705) (-1.063,-4.373) (-8.908,-11.518)      8.30146
34     13.24558 -33.61683   2.59522 -30.80837 -41.71556 -17.64628       (-24.772,-16.773) (-1.189,-4.401) (-8.845,-11.440)      8.40569
35     13.21050 -33.58520   2.58076 -30.78463 -41.67910 -17.63938       (-24.804,-16.842) (-1.315,-4.429) (-8.782,-11.362)      8.51245
36     13.17542 -33.55356   2.56630 -30.76090 -41.64264 -17.63249       (-24.835,-16.910) (-1.441,-4.457) (-8.718,-11.285)      8.62164
37     13.14034 -33.52193   2.55185 -30.73717 -41.60618 -17.62559       (-24.867,-16.978) (-1.567,-4.485) (-8.655,-11.207)      8.73318
38     13.10526 -33.49030   2.53739 -30.71343 -41.56972 -17.61870       (-24.898,-17.047) (-1.693,-4.513) (-8.592,-11.129)      8.84696
39     13.07018 -33.45866   2.52293 -30.68970 -41.53326 -17.61180       (-24.930,-17.115) (-1.818,-4.542) (-8.529,-11.051)      8.96291
40     13.03510 -33.42703   2.50848 -30.66596 -41.49681 -17.60490       (-24.962,-17.184) (-1.944,-4.570) (-8.465,-10.974)      9.08095
41     13.00002 -33.39540   2.49402 -30.64223 -41.46035 -17.59801       (-24.993,-17.252) (-2.070,-4.598) (-8.402,-10.896)      9.20099
42     12.96494 -33.36376   2.47956 -30.61850 -41.42389 -17.59111       (-25.025,-17.321) (-2.196,-4.626) (-8.339,-10.818)      9.32296
43     12.92987 -33.33213   2.46511 -30.59476 -41.38743 -17.58422       (-25.057,-17.389) (-2.322,-4.654) (-8.276,-10.741)      9.44677
44     12.89479 -33.30050   2.45065 -30.57103 -41.35097 -17.57732       (-25.088,-17.457) (-2.448,-4.683) (-8.212,-10.663)      9.57237
45     12.85971 -33.26886   2.43619 -30.54729 -41.31451 -17.57042       (-25.120,-17.526) (-2.574,-4.711) (-8.149,-10.585)      9.69968
46     12.82463 -33.23723   2.42174 -30.52356 -41.27806 -17.56353       (-25.152,-17.594) (-2.700,-4.739) (-8.086,-10.507)      9.82863
47     12.78955 -33.20560   2.40728 -30.49983 -41.24160 -17.55663       (-25.183,-17.663) (-2.825,-4.767) (-8.022,-10.430)      9.95916
48     12.75447 -33.17396   2.39282 -30.47609 -41.20514 -17.54974       (-25.215,-17.731) (-2.951,-4.795) (-7.959,-10.352)      10.0912
49     12.71939 -33.14233   2.37837 -30.45236 -41.16868 -17.54284       (-25.246,-17.800) (-3.077,-4.823) (-7.896,-10.274)      10.2247
50     12.68431 -33.11070   2.36391 -30.42862 -41.13222 -17.53595       (-25.278,-17.868) (-3.203,-4.852) (-7.833,-10.197)      10.3596
51     12.64923 -33.07906   2.34945 -30.40489 -41.09576 -17.52905       (-25.310,-17.937) (-3.329,-4.880) (-7.769,-10.119)      10.4959
52     12.61415 -33.04743   2.33500 -30.38116 -41.05930 -17.52215       (-25.341,-18.005) (-3.455,-4.908) (-7.706,-10.041)      10.6335
53     12.57907 -33.01580   2.32054 -30.35742 -41.02285 -17.51526       (-25.373,-18.073) (-3.581,-4.936) (-7.643,-9.963)      10.7723
54     12.54399 -32.98416   2.30608 -30.33369 -40.98639 -17.50836       (-25.405,-18.142) (-3.707,-4.964) (-7.580,-9.886)      10.9123
55     12.50892 -32.95253   2.29163 -30.30995 -40.94993 -17.50147       (-25.436,-18.210) (-3.832,-4.993) (-7.516,-9.808)      11.0535
56     12.47384 -32.92090   2.27717 -30.28622 -40.91347 -17.49457       (-25.468,-18.279) (-3.958,-5.021) (-7.453,-9.730)      11.1957
57     12.43876 -32.88926   2.26271 -30.26249 -40.87701 -17.48768       (-25.499,-18.347) (-4.084,-5.049) (-7.390,-9.653)      11.3391
58     12.40368 -32.85763   2.24826 -30.23875 -40.84055 -17.48078       (-25.531,-18.416) (-4.210,-5.077) (-7.327,-9.575)      11.4835
59     12.36860 -32.82600   2.23380 -30.21502 -40.80410 -17.47388       (-25.563,-18.484) (-4.336,-5.105) (-7.263,-9.497)      11.6288
60     12.33352 -32.79436   2.21934 -30.19129 -40.76764 -17.46699       (-25.594,-18.553) (-4.462,-5.133) (-7.200,-9.419)      11.7751
61     12.29844 -32.76273   2.20489 -30.16755 -40.73118 -17.46009       (-25.626,-18.621) (-4.588,-5.162) (-7.137,-9.342)      11.9224
62     12.26336 -32.73110   2.19043 -30.14382 -40.69472 -17.45320       (-25.658,-18.689) (-4.714,-5.190) (-7.074,-9.264)      12.0705
63     12.22828 -32.69946   2.17598 -30.12008 -40.65826 -17.44630       (-25.689,-18.758) (-4.839,-5.218) (-7.010,-9.186)      12.2195
64     12.19320 -32.66783   2.16152 -30.09635 -40.62180 -17.43941       (-25.721,-18.826) (-4.965,-5.246) (-6.947,-9.109)      12.3693
65     12.15812 -32.63620   2.14706 -30.07262 -40.58534 -17.43251       (-25.752,-18.895) (-5.091,-5.274) (-6.884,-9.031)      12.4791
66     12.12304 -32.60456   2.13261 -30.04888 -40.54889 -17.42561       (-25.784,-18.963) (-5.217,-5.303) (-6.820,-8.953)      12.4328
67     12.08796 -32.57293   2.11815 -30.02515 -40.51243 -17.41872       (-25.816,-19.032) (-5.343,-5.331) (-6.757,-8.875)      12.3889
68     12.05289 -32.54130   2.10369 -30.00141 -40.47597 -17.41182       (-25.847,-19.100) (-5.469,-5.359) (-6.694,-8.798)      12.3475
69     12.01781 -32.50966   2.08924 -29.97768 -40.43951 -17.40493       (-25.879,-19.169) (-5.595,-5.387) (-6.631,-8.720)      12.3086
70     11.98273 -32.47803   2.07478 -29.95395 -40.40305 -17.39803       (-25.911,-19.237) (-5.721,-5.415) (-6.567,-8.642)      12.2722
71     11.94765 -32.44640   2.06032 -29.93021 -40.36659 -17.39113       (-25.942,-19.305) (-5.846,-5.443) (-6.504,-8.564)      12.2383
72     11.91257 -32.41476   2.04587 -29.90648 -40.33014 -17.38424       (-25.974,-19.374) (-5.972,-5.472) (-6.441,-8.487)      12.207
