2BOUNDS_2018-03-07.14_27_28.195_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -11.98259 -59.88258  12.67268 -27.44160  -9.58283 -24.40723       (-3.090,-13.389) (-41.030,-0.690) (-5.113,-37.080)      7.32411e-15
1    -11.97369 -59.86371  12.65488 -27.42753  -9.57393 -24.41991       (-3.081,-13.410) (-41.047,-0.681) (-5.131,-37.075)      0.0352939
2    -11.96479 -59.84484  12.63707 -27.41347  -9.56503 -24.43260       (-3.072,-13.432) (-41.064,-0.672) (-5.148,-37.070)      0.0705877
3    -11.95588 -59.82597  12.61927 -27.39940  -9.55613 -24.44529       (-3.063,-13.453) (-41.080,-0.663) (-5.166,-37.065)      0.105882
4    -11.94698 -59.80710  12.60147 -27.38533  -9.54722 -24.45797       (-3.054,-13.475) (-41.097,-0.654) (-5.184,-37.059)      0.141175
5    -11.93808 -59.78823  12.58366 -27.37126  -9.53832 -24.47066       (-3.045,-13.496) (-41.114,-0.646) (-5.202,-37.054)      0.176469
6    -11.92918 -59.76935  12.56586 -27.35720  -9.52942 -24.48334       (-3.036,-13.518) (-41.131,-0.637) (-5.220,-37.049)      0.211763
7    -11.92028 -59.75048  12.54806 -27.34313  -9.52052 -24.49603       (-3.028,-13.540) (-41.147,-0.628) (-5.237,-37.044)      0.247057
8    -11.91138 -59.73161  12.53025 -27.32906  -9.51162 -24.50871       (-3.019,-13.561) (-41.164,-0.619) (-5.255,-37.039)      0.282351
9    -11.90247 -59.71274  12.51245 -27.31500  -9.50272 -24.52140       (-3.010,-13.583) (-41.181,-0.610) (-5.273,-37.034)      0.317645
10    -11.89357 -59.69387  12.49465 -27.30093  -9.49381 -24.53408       (-3.001,-13.604) (-41.198,-0.601) (-5.291,-37.029)      0.352939
11    -11.88467 -59.67500  12.47684 -27.28686  -9.48491 -24.54677       (-2.992,-13.626) (-41.214,-0.592) (-5.309,-37.024)      0.388232
12    -11.87577 -59.65613  12.45904 -27.27280  -9.47601 -24.55945       (-2.983,-13.647) (-41.231,-0.583) (-5.326,-37.018)      0.423526
13    -11.86687 -59.63726  12.44124 -27.25873  -9.46711 -24.57214       (-2.974,-13.669) (-41.248,-0.574) (-5.344,-37.013)      0.45882
14    -11.85797 -59.61838  12.42343 -27.24466  -9.45821 -24.58482       (-2.965,-13.690) (-41.265,-0.565) (-5.362,-37.008)      0.494114
15    -11.84906 -59.59951  12.40563 -27.23059  -9.44931 -24.59751       (-2.956,-13.712) (-41.281,-0.557) (-5.380,-37.003)      0.529408
16    -11.84016 -59.58064  12.38783 -27.21653  -9.44041 -24.61020       (-2.947,-13.733) (-41.298,-0.548) (-5.398,-36.998)      0.564702
17    -11.83126 -59.56177  12.37002 -27.20246  -9.43150 -24.62288       (-2.939,-13.755) (-41.315,-0.539) (-5.415,-36.993)      0.599996
18    -11.82236 -59.54290  12.35222 -27.18839  -9.42260 -24.63557       (-2.930,-13.776) (-41.331,-0.530) (-5.433,-36.988)      0.635289
19    -11.81346 -59.52403  12.33442 -27.17433  -9.41370 -24.64825       (-2.921,-13.798) (-41.348,-0.521) (-5.451,-36.983)      0.670583
20    -11.80456 -59.50516  12.31661 -27.16026  -9.40480 -24.66094       (-2.912,-13.820) (-41.365,-0.512) (-5.469,-36.978)      0.705877
21    -11.79565 -59.48629  12.29881 -27.14619  -9.39590 -24.67362       (-2.903,-13.841) (-41.382,-0.503) (-5.487,-36.972)      0.741171
22    -11.78675 -59.46741  12.28101 -27.13213  -9.38700 -24.68631       (-2.894,-13.863) (-41.398,-0.494) (-5.504,-36.967)      0.776465
23    -11.77785 -59.44854  12.26320 -27.11806  -9.37809 -24.69899       (-2.885,-13.884) (-41.415,-0.485) (-5.522,-36.962)      0.811759
24    -11.76895 -59.42967  12.24540 -27.10399  -9.36919 -24.71168       (-2.876,-13.906) (-41.432,-0.476) (-5.540,-36.957)      0.847052
25    -11.76005 -59.41080  12.22760 -27.08993  -9.36029 -24.72436       (-2.867,-13.927) (-41.449,-0.468) (-5.558,-36.952)      0.882346
26    -11.75115 -59.39193  12.20979 -27.07586  -9.35139 -24.73705       (-2.858,-13.949) (-41.465,-0.459) (-5.576,-36.947)      0.91764
27    -11.74225 -59.37306  12.19199 -27.06179  -9.34249 -24.74973       (-2.850,-13.970) (-41.482,-0.450) (-5.593,-36.942)      0.952934
28    -11.73334 -59.35419  12.17419 -27.04772  -9.33359 -24.76242       (-2.841,-13.992) (-41.499,-0.441) (-5.611,-36.937)      0.988228
29    -11.72444 -59.33532  12.15638 -27.03366  -9.32468 -24.77511       (-2.832,-14.013) (-41.516,-0.432) (-5.629,-36.931)      1.02352
30    -11.71554 -59.31644  12.13858 -27.01959  -9.31578 -24.78779       (-2.823,-14.035) (-41.532,-0.423) (-5.647,-36.926)      1.05882
31    -11.70664 -59.29757  12.12078 -27.00552  -9.30688 -24.80048       (-2.814,-14.056) (-41.549,-0.414) (-5.665,-36.921)      1.09411
32    -11.69774 -59.27870  12.10297 -26.99146  -9.29798 -24.81316       (-2.805,-14.078) (-41.566,-0.405) (-5.683,-36.916)      1.1294
33    -11.68884 -59.25983  12.08517 -26.97739  -9.28908 -24.82585       (-2.796,-14.100) (-41.582,-0.396) (-5.700,-36.911)      1.1647
34    -11.67993 -59.24096  12.06737 -26.96332  -9.28018 -24.83853       (-2.787,-14.121) (-41.599,-0.387) (-5.718,-36.906)      1.19999
35    -11.67103 -59.22209  12.04956 -26.94926  -9.27127 -24.85122       (-2.778,-14.143) (-41.616,-0.379) (-5.736,-36.901)      1.23528
36    -11.66213 -59.20322  12.03176 -26.93519  -9.26237 -24.86390       (-2.769,-14.164) (-41.633,-0.370) (-5.754,-36.896)      1.27058
37    -11.65323 -59.18435  12.01396 -26.92112  -9.25347 -24.87659       (-2.760,-14.186) (-41.649,-0.361) (-5.772,-36.891)      1.30587
38    -11.64433 -59.16547  11.99615 -26.90706  -9.24457 -24.88927       (-2.752,-14.207) (-41.666,-0.352) (-5.789,-36.885)      1.34117
39    -11.63543 -59.14660  11.97835 -26.89299  -9.23567 -24.90196       (-2.743,-14.229) (-41.683,-0.343) (-5.807,-36.880)      1.37646
40    -11.62652 -59.12773  11.96055 -26.87892  -9.22677 -24.91464       (-2.734,-14.250) (-41.700,-0.334) (-5.825,-36.875)      1.41175
41    -11.61762 -59.10886  11.94274 -26.86485  -9.21786 -24.92733       (-2.725,-14.272) (-41.716,-0.325) (-5.843,-36.870)      1.44705
42    -11.60872 -59.08999  11.92494 -26.85079  -9.20896 -24.94001       (-2.716,-14.293) (-41.733,-0.316) (-5.861,-36.865)      1.48234
43    -11.59982 -59.07112  11.90714 -26.83672  -9.20006 -24.95270       (-2.707,-14.315) (-41.750,-0.307) (-5.878,-36.860)      1.51764
44    -11.59092 -59.05225  11.88933 -26.82265  -9.19116 -24.96539       (-2.698,-14.336) (-41.767,-0.298) (-5.896,-36.855)      1.55293
45    -11.58202 -59.03338  11.87153 -26.80859  -9.18226 -24.97807       (-2.689,-14.358) (-41.783,-0.290) (-5.914,-36.850)      1.58822
46    -11.57311 -59.01450  11.85373 -26.79452  -9.17336 -24.99076       (-2.680,-14.380) (-41.800,-0.281) (-5.932,-36.844)      1.62352
47    -11.56421 -58.99563  11.83592 -26.78045  -9.16445 -25.00344       (-2.671,-14.401) (-41.817,-0.272) (-5.950,-36.839)      1.65881
48    -11.55531 -58.97676  11.81812 -26.76639  -9.15555 -25.01613       (-2.663,-14.423) (-41.834,-0.263) (-5.967,-36.834)      1.6941
