Fol_.17_.txt     Output is probe cell, reduced cell, NCDist distance between
0    639.87095 505.95665 2193.52560 -4415.94003 -5965.71516 -1334.68454       (-54.943,-238.820) (-5.672,-80.996) (-246.814,-128.243)      0
1    639.10207 505.39518 2191.24880 -4411.76673 -5959.98253 -1333.35420       (-55.150,-240.257) (-6.026,-81.031) (-247.519,-127.681)      1.74589
2    638.33319 504.83372 2188.97200 -4407.59343 -5954.24991 -1332.02385       (-55.357,-241.695) (-6.380,-81.066) (-248.223,-127.120)      3.49179
3    637.56430 504.27226 2186.69520 -4403.42013 -5948.51728 -1330.69351       (-55.565,-243.133) (-6.734,-81.100) (-248.928,-126.558)      5.23768
4    636.79542 503.71080 2184.41840 -4399.24683 -5942.78465 -1329.36317       (-55.772,-244.571) (-7.088,-81.135) (-249.632,-125.997)      6.98357
5    636.02654 503.14934 2182.14160 -4395.07353 -5937.05202 -1328.03282       (-55.980,-246.008) (-7.442,-81.169) (-250.337,-125.435)      8.72946
6    635.25766 502.58788 2179.86480 -4390.90023 -5931.31939 -1326.70248       (-56.187,-247.446) (-7.796,-81.204) (-251.041,-124.874)      10.4754
7    634.48877 502.02642 2177.58800 -4386.72693 -5925.58677 -1325.37214       (-56.395,-248.884) (-8.150,-81.238) (-251.746,-124.313)      12.2212
8    633.71989 501.46496 2175.31121 -4382.55363 -5919.85414 -1324.04179       (-56.602,-250.322) (-8.504,-81.273) (-252.450,-123.751)      13.9671
9    632.95101 500.90350 2173.03441 -4378.38034 -5914.12151 -1322.71145       (-56.809,-251.759) (-8.858,-81.307) (-253.155,-123.190)      15.713
10    632.18213 500.34204 2170.75761 -4374.20704 -5908.38888 -1321.38111       (-57.017,-253.197) (-9.212,-81.342) (-253.859,-122.628)      17.4589
11    631.41324 499.78058 2168.48081 -4370.03374 -5902.65625 -1320.05076       (-57.224,-254.635) (-9.566,-81.376) (-254.564,-122.067)      19.2048
12    630.64436 499.21912 2166.20401 -4365.86044 -5896.92363 -1318.72042       (-57.432,-256.072) (-9.920,-81.411) (-255.268,-121.505)      20.9507
13    629.87548 498.65766 2163.92721 -4361.68714 -5891.19100 -1317.39008       (-57.639,-257.510) (-10.274,-81.446) (-255.973,-120.944)      22.6966
14    629.10660 498.09620 2161.65041 -4357.51384 -5885.45837 -1316.05973       (-57.847,-258.948) (-10.628,-81.480) (-256.677,-120.382)      24.4425
15    628.33771 497.53473 2159.37361 -4353.34054 -5879.72574 -1314.72939       (-58.054,-260.386) (-10.982,-81.515) (-257.382,-119.821)      26.1884
16    627.56883 496.97327 2157.09682 -4349.16724 -5873.99311 -1313.39905       (-58.261,-261.823) (-11.336,-81.549) (-258.086,-119.259)      27.9343
17    626.79995 496.41181 2154.82002 -4344.99394 -5868.26049 -1312.06870       (-58.469,-263.261) (-11.690,-81.584) (-258.791,-118.698)      29.6802
18    626.03107 495.85035 2152.54322 -4340.82065 -5862.52786 -1310.73836       (-58.676,-264.699) (-12.044,-81.618) (-259.495,-118.136)      31.4261
19    625.26218 495.28889 2150.26642 -4336.64735 -5856.79523 -1309.40802       (-58.884,-266.136) (-12.398,-81.653) (-260.200,-117.575)      33.172
20    624.49330 494.72743 2147.98962 -4332.47405 -5851.06260 -1308.07767       (-59.091,-267.574) (-12.752,-81.687) (-260.904,-117.014)      34.9179
21    623.72442 494.16597 2145.71282 -4328.30075 -5845.32997 -1306.74733       (-59.298,-269.012) (-13.106,-81.722) (-261.609,-116.452)      36.6637
22    622.95553 493.60451 2143.43602 -4324.12745 -5839.59735 -1305.41699       (-59.506,-270.450) (-13.460,-81.756) (-262.313,-115.891)      38.4096
23    622.18665 493.04305 2141.15922 -4319.95415 -5833.86472 -1304.08664       (-59.713,-271.887) (-13.814,-81.791) (-263.018,-115.329)      40.1555
24    621.41777 492.48159 2138.88242 -4315.78085 -5828.13209 -1302.75630       (-59.921,-273.325) (-14.168,-81.826) (-263.722,-114.768)      41.9014
25    620.64889 491.92013 2136.60563 -4311.60755 -5822.39946 -1301.42596       (-60.128,-274.763) (-14.523,-81.860) (-264.427,-114.206)      43.6473
26    619.88000 491.35867 2134.32883 -4307.43425 -5816.66683 -1300.09561       (-60.336,-276.200) (-14.877,-81.895) (-265.131,-113.645)      45.3932
27    619.11112 490.79721 2132.05203 -4303.26096 -5810.93421 -1298.76527       (-60.543,-277.638) (-15.231,-81.929) (-265.836,-113.083)      47.1391
28    618.34224 490.23574 2129.77523 -4299.08766 -5805.20158 -1297.43493       (-60.750,-279.076) (-15.585,-81.964) (-266.540,-112.522)      48.885
29    617.57336 489.67428 2127.49843 -4294.91436 -5799.46895 -1296.10458       (-60.958,-280.514) (-15.939,-81.998) (-267.245,-111.960)      50.6309
30    616.80447 489.11282 2125.22163 -4290.74106 -5793.73632 -1294.77424       (-61.165,-281.951) (-16.293,-82.033) (-267.949,-111.399)      52.3768
31    616.03559 488.55136 2122.94483 -4286.56776 -5788.00369 -1293.44390       (-61.373,-283.389) (-16.647,-82.067) (-268.654,-110.837)      54.1227
32    615.26671 487.98990 2120.66803 -4282.39446 -5782.27107 -1292.11355       (-61.580,-284.827) (-17.001,-82.102) (-269.358,-110.276)      55.8686
33    614.49783 487.42844 2118.39123 -4278.22116 -5776.53844 -1290.78321       (-61.788,-286.265) (-17.355,-82.136) (-270.063,-109.715)      57.6145
34    613.72894 486.86698 2116.11444 -4274.04786 -5770.80581 -1289.45287       (-61.995,-287.702) (-17.709,-82.171) (-270.767,-109.153)      59.3603
35    612.96006 486.30552 2113.83764 -4269.87456 -5765.07318 -1288.12252       (-62.202,-289.140) (-18.063,-82.206) (-271.472,-108.592)      61.1062
36    612.19118 485.74406 2111.56084 -4265.70127 -5759.34055 -1286.79218       (-62.410,-290.578) (-18.417,-82.240) (-272.176,-108.030)      62.8521
37    611.42230 485.18260 2109.28404 -4261.52797 -5753.60793 -1285.46184       (-62.617,-292.015) (-18.771,-82.275) (-272.881,-107.469)      64.598
38    610.65341 484.62114 2107.00724 -4257.35467 -5747.87530 -1284.13149       (-62.825,-293.453) (-19.125,-82.309) (-273.585,-106.907)      66.3439
39    609.88453 484.05968 2104.73044 -4253.18137 -5742.14267 -1282.80115       (-63.032,-294.891) (-19.479,-82.344) (-274.290,-106.346)      68.0898
40    609.11565 483.49822 2102.45364 -4249.00807 -5736.41004 -1281.47081       (-63.240,-296.329) (-19.833,-82.378) (-274.994,-105.784)      69.8357
41    608.34677 482.93676 2100.17684 -4244.83477 -5730.67741 -1280.14046       (-63.447,-297.766) (-20.187,-82.413) (-275.698,-105.223)      71.5816
42    607.57788 482.37529 2097.90005 -4240.66147 -5724.94479 -1278.81012       (-63.654,-299.204) (-20.541,-82.447) (-276.403,-104.661)      73.3275
43    606.80900 481.81383 2095.62325 -4236.48817 -5719.21216 -1277.47978       (-63.862,-300.642) (-20.895,-82.482) (-277.107,-104.100)      75.0734
44    606.04012 481.25237 2093.34645 -4232.31488 -5713.47953 -1276.14943       (-64.069,-302.079) (-21.249,-82.516) (-277.812,-103.538)      76.8193
45    605.27124 480.69091 2091.06965 -4228.14158 -5707.74690 -1274.81909       (-64.277,-303.517) (-21.603,-82.551) (-278.516,-102.977)      78.5652
46    604.50235 480.12945 2088.79285 -4223.96828 -5702.01427 -1273.48875       (-64.484,-304.955) (-21.957,-82.586) (-279.221,-102.416)      80.3111
47    603.73347 479.56799 2086.51605 -4219.79498 -5696.28165 -1272.15840       (-64.691,-306.393) (-22.311,-82.620) (-279.925,-101.854)      82.0569
48    602.96459 479.00653 2084.23925 -4215.62168 -5690.54902 -1270.82806       (-64.899,-307.830) (-22.665,-82.655) (-280.630,-101.293)      83.8028
49    602.19570 478.44507 2081.96245 -4211.44838 -5684.81639 -1269.49772       (-65.106,-309.268) (-23.019,-82.689) (-281.334,-100.731)      85.5487
50    601.42682 477.88361 2079.68565 -4207.27508 -5679.08376 -1268.16737       (-65.314,-310.706) (-23.373,-82.724) (-282.039,-100.170)      87.2946
51    600.65794 477.32215 2077.40886 -4203.10178 -5673.35113 -1266.83703       (-65.521,-312.143) (-23.728,-82.758) (-282.743,-99.608)      89.0405
52    599.88906 476.76069 2075.13206 -4198.92848 -5667.61851 -1265.50669       (-65.729,-313.581) (-24.082,-82.793) (-283.448,-99.047)      90.7864
53    599.12017 476.19923 2072.85526 -4194.75519 -5661.88588 -1264.17634       (-65.936,-315.019) (-24.436,-82.827) (-284.152,-98.485)      92.5323
54    598.35129 475.63777 2070.57846 -4190.58189 -5656.15325 -1262.84600       (-66.143,-316.457) (-24.790,-82.862) (-284.857,-97.924)      94.2782
55    597.58241 475.07630 2068.30166 -4186.40859 -5650.42062 -1261.51566       (-66.351,-317.894) (-25.144,-82.896) (-285.561,-97.362)      96.0241
56    596.81353 474.51484 2066.02486 -4182.23529 -5644.68799 -1260.18531       (-66.558,-319.332) (-25.498,-82.931) (-286.266,-96.801)      97.77
57    596.04464 473.95338 2063.74806 -4178.06199 -5638.95537 -1258.85497       (-66.766,-320.770) (-25.852,-82.965) (-286.970,-96.239)      99.5159
58    595.27576 473.39192 2061.47126 -4173.88869 -5633.22274 -1257.52463       (-66.973,-322.208) (-26.206,-83.000) (-287.675,-95.678)      101.262
59    594.50688 472.83046 2059.19447 -4169.71539 -5627.49011 -1256.19428       (-67.181,-323.645) (-26.560,-83.035) (-288.379,-95.117)      103.008
60    593.73800 472.26900 2056.91767 -4165.54209 -5621.75748 -1254.86394       (-67.388,-325.083) (-26.914,-83.069) (-289.084,-94.555)      104.754
61    592.96911 471.70754 2054.64087 -4161.36879 -5616.02485 -1253.53360       (-67.595,-326.521) (-27.268,-83.104) (-289.788,-93.994)      106.499
62    592.20023 471.14608 2052.36407 -4157.19550 -5610.29223 -1252.20325       (-67.803,-327.958) (-27.622,-83.138) (-290.493,-93.432)      108.245
63    591.43135 470.58462 2050.08727 -4153.02220 -5604.55960 -1250.87291       (-68.010,-329.396) (-27.976,-83.173) (-291.197,-92.871)      109.991
64    590.66247 470.02316 2047.81047 -4148.84890 -5598.82697 -1249.54257       (-68.218,-330.834) (-28.330,-83.207) (-291.902,-92.309)      111.737
65    589.89358 469.46170 2045.53367 -4144.67560 -5593.09434 -1248.21222       (-68.425,-332.272) (-28.684,-83.242) (-292.606,-91.748)      113.483
66    589.12470 468.90024 2043.25687 -4140.50230 -5587.36171 -1246.88188       (-68.632,-333.709) (-29.038,-83.276) (-293.311,-91.186)      115.229
67    588.35582 468.33878 2040.98007 -4136.32900 -5581.62909 -1245.55154       (-68.840,-335.147) (-29.392,-83.311) (-294.015,-90.625)      116.975
68    587.58694 467.77732 2038.70328 -4132.15570 -5575.89646 -1244.22119       (-69.047,-336.585) (-29.746,-83.345) (-294.720,-90.063)      118.721
69    586.81805 467.21585 2036.42648 -4127.98240 -5570.16383 -1242.89085       (-69.255,-338.022) (-30.100,-83.380) (-295.424,-89.502)      120.467
70    586.04917 466.65439 2034.14968 -4123.80910 -5564.43120 -1241.56051       (-69.462,-339.460) (-30.454,-83.415) (-296.129,-88.941)      122.204
71    585.28029 466.09293 2031.87288 -4119.63581 -5558.69857 -1240.23016       (-69.670,-340.898) (-30.808,-83.449) (-296.833,-88.379)      123.936
72    584.51141 465.53147 2029.59608 -4115.46251 -5552.96595 -1238.89982       (-69.877,-342.336) (-31.162,-83.484) (-297.538,-87.818)      125.667
73    583.74252 464.97001 2027.31928 -4111.28921 -5547.23332 -1237.56948       (-70.084,-343.773) (-31.516,-83.518) (-298.242,-87.256)      127.399
74    582.97364 464.40855 2025.04248 -4107.11591 -5541.50069 -1236.23913       (-70.292,-345.211) (-31.870,-83.553) (-298.947,-86.695)      129.131
75    582.20476 463.84709 2022.76568 -4102.94261 -5535.76806 -1234.90879       (-70.499,-346.649) (-32.224,-83.587) (-299.651,-86.133)      130.864
76    581.43587 463.28563 2020.48889 -4098.76931 -5530.03543 -1233.57845       (-70.707,-348.086) (-32.579,-83.622) (-300.356,-85.572)      132.597
77    580.66699 462.72417 2018.21209 -4094.59601 -5524.30281 -1232.24810       (-70.914,-349.524) (-32.933,-83.656) (-301.060,-85.010)      134.33
78    579.89811 462.16271 2015.93529 -4090.42271 -5518.57018 -1230.91776       (-71.122,-350.962) (-33.287,-83.691) (-301.765,-84.449)      136.064
79    579.12923 461.60125 2013.65849 -4086.24941 -5512.83755 -1229.58742       (-71.329,-352.400) (-33.641,-83.725) (-302.469,-83.887)      137.798
80    578.36034 461.03979 2011.38169 -4082.07612 -5507.10492 -1228.25707       (-71.536,-353.837) (-33.995,-83.760) (-303.174,-83.326)      139.532
81    577.59146 460.47833 2009.10489 -4077.90282 -5501.37229 -1226.92673       (-71.744,-355.275) (-34.349,-83.795) (-303.878,-82.764)      141.267
82    576.82258 459.91686 2006.82809 -4073.72952 -5495.63967 -1225.59639       (-71.951,-356.713) (-34.703,-83.829) (-304.583,-82.203)      143.002
83    576.05370 459.35540 2004.55129 -4069.55622 -5489.90704 -1224.26604       (-72.159,-358.150) (-35.057,-83.864) (-305.287,-81.642)      144.737
84    575.28481 458.79394 2002.27449 -4065.38292 -5484.17441 -1222.93570       (-72.366,-359.588) (-35.411,-83.898) (-305.992,-81.080)      146.472
85    574.51593 458.23248 1999.99770 -4061.20962 -5478.44178 -1221.60536       (-72.573,-361.026) (-35.765,-83.933) (-306.696,-80.519)      148.208
86    573.74705 457.67102 1997.72090 -4057.03632 -5472.70915 -1220.27501       (-72.781,-362.464) (-36.119,-83.967) (-307.400,-79.957)      149.943
87    572.97817 457.10956 1995.44410 -4052.86302 -5466.97652 -1218.94467       (-72.988,-363.901) (-36.473,-84.002) (-308.105,-79.396)      151.679
88    572.20928 456.54810 1993.16730 -4048.68972 -5461.24390 -1217.61433       (-73.196,-365.339) (-36.827,-84.036) (-308.809,-78.834)      153.387
89    571.44040 455.98664 1990.89050 -4044.51643 -5455.51127 -1216.28398       (-73.403,-366.777) (-37.181,-84.071) (-309.514,-78.273)      154.734
90    570.67152 455.42518 1988.61370 -4040.34313 -5449.77864 -1214.95364       (-73.611,-368.215) (-37.535,-84.105) (-310.218,-77.711)      156.089
91    569.90264 454.86372 1986.33690 -4036.16983 -5444.04601 -1213.62330       (-73.818,-369.652) (-37.889,-84.140) (-310.923,-77.150)      157.452
92    569.13375 454.30226 1984.06010 -4031.99653 -5438.31338 -1212.29295       (-74.025,-371.090) (-38.243,-84.175) (-311.627,-76.588)      158.822
93    568.36487 453.74080 1981.78330 -4027.82323 -5432.58076 -1210.96261       (-74.233,-372.528) (-38.597,-84.209) (-312.332,-76.027)      160.2
94    567.59599 453.17934 1979.50651 -4023.64993 -5426.84813 -1209.63227       (-74.440,-373.965) (-38.951,-84.244) (-313.036,-75.465)      161.584
95    566.82711 452.61788 1977.22971 -4019.47663 -5421.11550 -1208.30192       (-74.648,-375.403) (-39.305,-84.278) (-313.741,-74.904)      162.976
96    566.05822 452.05641 1974.95291 -4015.30333 -5415.38287 -1206.97158       (-74.855,-376.841) (-39.659,-84.313) (-314.445,-74.343)      164.374
97    565.28934 451.49495 1972.67611 -4011.13004 -5409.65024 -1205.64124       (-75.063,-378.279) (-40.013,-84.347) (-315.150,-73.781)      165.779
98    564.52046 450.93349 1970.39931 -4006.95674 -5403.91762 -1204.31089       (-75.270,-379.716) (-40.367,-84.382) (-315.854,-73.220)      167.19
99    563.75158 450.37203 1968.12251 -4002.78344 -5398.18499 -1202.98055       (-75.477,-381.154) (-40.721,-84.416) (-316.559,-72.658)      168.608
100    562.98269 449.81057 1965.84571 -3998.61014 -5392.45236 -1201.65021       (-75.685,-382.592) (-41.075,-84.451) (-317.263,-72.097)      170.032
101    562.21381 449.24911 1963.56891 -3994.43684 -5386.71973 -1200.31986       (-75.892,-384.029) (-41.429,-84.485) (-317.968,-71.535)      171.462
102    561.44493 448.68765 1961.29212 -3990.26354 -5380.98710 -1198.98952       (-76.100,-385.467) (-41.784,-84.520) (-318.672,-70.974)      172.897
103    560.67604 448.12619 1959.01532 -3986.09024 -5375.25448 -1197.65918       (-76.307,-386.905) (-42.138,-84.555) (-319.377,-70.412)      174.338
104    559.90716 447.56473 1956.73852 -3981.91694 -5369.52185 -1196.32883       (-76.515,-388.343) (-42.492,-84.589) (-320.081,-69.851)      175.785
105    559.13828 447.00327 1954.46172 -3977.74364 -5363.78922 -1194.99849       (-76.722,-389.780) (-42.846,-84.624) (-320.786,-69.289)      177.237
106    558.36940 446.44181 1952.18492 -3973.57035 -5358.05659 -1193.66815       (-76.929,-391.218) (-43.200,-84.658) (-321.490,-68.728)      178.694
107    557.60051 445.88035 1949.90812 -3969.39705 -5352.32396 -1192.33780       (-77.137,-392.656) (-43.554,-84.693) (-322.195,-68.166)      180.157
108    556.83163 445.31889 1947.63132 -3965.22375 -5346.59134 -1191.00746       (-77.344,-394.093) (-43.908,-84.727) (-322.899,-67.605)      181.624
109    556.06275 444.75742 1945.35452 -3961.05045 -5340.85871 -1189.67712       (-77.552,-395.531) (-44.262,-84.762) (-323.604,-67.044)      183.097
110    555.29387 444.19596 1943.07772 -3956.87715 -5335.12608 -1188.34677       (-77.759,-396.969) (-44.616,-84.796) (-324.308,-66.482)      184.574
111    554.52498 443.63450 1940.80093 -3952.70385 -5329.39345 -1187.01643       (-77.966,-398.407) (-44.970,-84.831) (-325.013,-65.921)      186.056
112    553.75610 443.07304 1938.52413 -3948.53055 -5323.66082 -1185.68609       (-78.174,-399.844) (-45.324,-84.865) (-325.717,-65.359)      187.542
113    552.98722 442.51158 1936.24733 -3944.35725 -5317.92820 -1184.35574       (-78.381,-401.282) (-45.678,-84.900) (-326.422,-64.798)      189.033
114    552.21834 441.95012 1933.97053 -3940.18395 -5312.19557 -1183.02540       (-78.589,-402.720) (-46.032,-84.935) (-327.126,-64.236)      190.528
115    551.44945 441.38866 1931.69373 -3936.01066 -5306.46294 -1181.69506       (-78.796,-404.158) (-46.386,-84.969) (-327.831,-63.675)      192.027
116    550.68057 440.82720 1929.41693 -3931.83736 -5300.73031 -1180.36471       (-79.004,-405.595) (-46.740,-85.004) (-328.535,-63.113)      193.531
117    549.91169 440.26574 1927.14013 -3927.66406 -5294.99768 -1179.03437       (-79.211,-407.033) (-47.094,-85.038) (-329.240,-62.552)      195.038
118    549.14281 439.70428 1924.86333 -3923.49076 -5289.26506 -1177.70403       (-79.418,-408.471) (-47.448,-85.073) (-329.944,-61.990)      196.55
119    548.37392 439.14282 1922.58654 -3919.31746 -5283.53243 -1176.37368       (-79.626,-409.908) (-47.802,-85.107) (-330.649,-61.429)      198.065
120    547.60504 438.58136 1920.30974 -3915.14416 -5277.79980 -1175.04334       (-79.833,-411.346) (-48.156,-85.142) (-331.353,-60.867)      199.584
121    546.83616 438.01990 1918.03294 -3910.97086 -5272.06717 -1173.71300       (-80.041,-412.784) (-48.510,-85.176) (-332.058,-60.306)      201.107
122    546.06728 437.45844 1915.75614 -3906.79756 -5266.33454 -1172.38265       (-80.248,-414.222) (-48.864,-85.211) (-332.762,-59.745)      202.633
123    545.29839 436.89697 1913.47934 -3902.62426 -5260.60192 -1171.05231       (-80.456,-415.659) (-49.218,-85.245) (-333.467,-59.183)      204.163
124    544.52951 436.33551 1911.20254 -3898.45097 -5254.86929 -1169.72197       (-80.663,-417.097) (-49.572,-85.280) (-334.171,-58.622)      205.696
125    543.76063 435.77405 1908.92574 -3894.27767 -5249.13666 -1168.39162       (-80.870,-418.535) (-49.926,-85.315) (-334.876,-58.060)      207.233
126    542.99174 435.21259 1906.64894 -3890.10437 -5243.40403 -1167.06128       (-81.078,-419.972) (-50.280,-85.349) (-335.580,-57.499)      208.773
127    542.22286 434.65113 1904.37214 -3885.93107 -5237.67140 -1165.73094       (-81.285,-421.410) (-50.634,-85.384) (-336.285,-56.937)      210.316
128    541.45398 434.08967 1902.09535 -3881.75777 -5231.93878 -1164.40059       (-81.493,-422.848) (-50.989,-85.418) (-336.989,-56.376)      211.863
129    540.68510 433.52821 1899.81855 -3877.58447 -5226.20615 -1163.07025       (-81.700,-424.286) (-51.343,-85.453) (-337.694,-55.814)      213.412
130    539.91621 432.96675 1897.54175 -3873.41117 -5220.47352 -1161.73991       (-81.907,-425.723) (-51.697,-85.487) (-338.398,-55.253)      214.964
131    539.14733 432.40529 1895.26495 -3869.23787 -5214.74089 -1160.40956       (-82.115,-427.161) (-52.051,-85.522) (-339.102,-54.691)      216.52
132    538.37845 431.84383 1892.98815 -3865.06457 -5209.00826 -1159.07922       (-82.322,-428.599) (-52.405,-85.556) (-339.807,-54.130)      218.078
133    537.60957 431.28237 1890.71135 -3860.89128 -5203.27564 -1157.74888       (-82.530,-430.036) (-52.759,-85.591) (-340.511,-53.568)      219.639
134    536.84068 430.72091 1888.43455 -3856.71798 -5197.54301 -1156.41853       (-82.737,-431.474) (-53.113,-85.625) (-341.216,-53.007)      221.203
135    536.07180 430.15945 1886.15775 -3852.54468 -5191.81038 -1155.08819       (-82.945,-432.912) (-53.467,-85.660) (-341.920,-52.446)      222.77
136    535.30292 429.59798 1883.88095 -3848.37138 -5186.07775 -1153.75785       (-83.152,-434.350) (-53.821,-85.695) (-342.625,-51.884)      224.339
137    534.53404 429.03652 1881.60416 -3844.19808 -5180.34512 -1152.42750       (-83.359,-435.787) (-54.175,-85.729) (-343.329,-51.323)      225.911
138    533.76515 428.47506 1879.32736 -3840.02478 -5174.61250 -1151.09716       (-83.567,-437.225) (-54.529,-85.764) (-344.034,-50.761)      227.485
139    532.99627 427.91360 1877.05056 -3835.85148 -5168.87987 -1149.76682       (-83.774,-438.663) (-54.883,-85.798) (-344.738,-50.200)      229.062
140    532.22739 427.35214 1874.77376 -3831.67818 -5163.14724 -1148.43647       (-83.982,-440.101) (-55.237,-85.833) (-345.443,-49.638)      230.641
141    531.45851 426.79068 1872.49696 -3827.50489 -5157.41461 -1147.10613       (-84.189,-441.538) (-55.591,-85.867) (-346.147,-49.077)      232.223
142    530.68962 426.22922 1870.22016 -3823.33159 -5151.68198 -1145.77579       (-84.397,-442.976) (-55.945,-85.902) (-346.852,-48.515)      233.807
143    529.92074 425.66776 1867.94336 -3819.15829 -5145.94936 -1144.44544       (-84.604,-444.414) (-56.299,-85.936) (-347.556,-47.954)      235.393
144    529.15186 425.10630 1865.66656 -3814.98499 -5140.21673 -1143.11510       (-84.811,-445.851) (-56.653,-85.971) (-348.261,-47.392)      236.981
145    528.38298 424.54484 1863.38977 -3810.81169 -5134.48410 -1141.78476       (-85.019,-447.289) (-57.007,-86.005) (-348.965,-46.831)      238.572
146    527.61409 423.98338 1861.11297 -3806.63839 -5128.75147 -1140.45441       (-85.226,-448.727) (-57.361,-86.040) (-349.670,-46.269)      240.165
147    526.84521 423.42192 1858.83617 -3802.46509 -5123.01884 -1139.12407       (-85.434,-450.165) (-57.715,-86.075) (-350.374,-45.708)      241.76
148    526.07633 422.86046 1856.55937 -3798.29179 -5117.28622 -1137.79373       (-85.641,-451.602) (-58.069,-86.109) (-351.079,-45.147)      243.357
149    525.30745 422.29900 1854.28257 -3794.11849 -5111.55359 -1136.46338       (-85.848,-453.040) (-58.423,-86.144) (-351.783,-44.585)      244.956
150    524.53856 421.73753 1852.00577 -3789.94520 -5105.82096 -1135.13304       (-86.056,-454.478) (-58.777,-86.178) (-352.488,-44.024)      246.557
151    523.76968 421.17607 1849.72897 -3785.77190 -5100.08833 -1133.80270       (-353.192,-43.462) (-86.263,-455.915) (-59.131,-86.213)      248.16
152    523.00080 420.61461 1847.45217 -3781.59860 -5094.35570 -1132.47235       (-353.897,-42.901) (-86.471,-457.353) (-59.485,-86.247)      249.765
153    522.23191 420.05315 1845.17537 -3777.42530 -5088.62308 -1131.14201       (-354.601,-42.339) (-86.678,-458.791) (-59.839,-86.282)      251.372
154    521.46303 419.49169 1842.89858 -3773.25200 -5082.89045 -1129.81167       (-355.306,-41.778) (-86.886,-460.229) (-60.194,-86.316)      252.981
155    520.69415 418.93023 1840.62178 -3769.07870 -5077.15782 -1128.48132       (-356.010,-41.216) (-87.093,-461.666) (-60.548,-86.351)      254.591
156    519.92527 418.36877 1838.34498 -3764.90540 -5071.42519 -1127.15098       (-356.715,-40.655) (-87.300,-463.104) (-60.902,-86.385)      256.203
157    519.15638 417.80731 1836.06818 -3760.73210 -5065.69256 -1125.82064       (-357.419,-40.093) (-87.508,-464.542) (-61.256,-86.420)      257.817
158    518.38750 417.24585 1833.79138 -3756.55880 -5059.95994 -1124.49029       (-358.124,-39.532) (-87.715,-465.979) (-61.610,-86.455)      259.433
159    517.61862 416.68439 1831.51458 -3752.38551 -5054.22731 -1123.15995       (-358.828,-38.971) (-87.923,-467.417) (-61.964,-86.489)      261.051
160    516.84974 416.12293 1829.23778 -3748.21221 -5048.49468 -1121.82961       (-359.533,-38.409) (-88.130,-468.855) (-62.318,-86.524)      262.67
161    516.08085 415.56147 1826.96098 -3744.03891 -5042.76205 -1120.49926       (-360.237,-37.848) (-88.338,-470.293) (-62.672,-86.558)      264.29
162    515.31197 415.00001 1824.68419 -3739.86561 -5037.02942 -1119.16892       (-360.942,-37.286) (-88.545,-471.730) (-63.026,-86.593)      265.912
163    514.54309 414.43854 1822.40739 -3735.69231 -5031.29680 -1117.83858       (-361.646,-36.725) (-88.752,-473.168) (-63.380,-86.627)      267.536
164    513.77421 413.87708 1820.13059 -3731.51901 -5025.56417 -1116.50823       (-362.351,-36.163) (-88.960,-474.606) (-63.734,-86.662)      269.161
165    513.00532 413.31562 1817.85379 -3727.34571 -5019.83154 -1115.17789       (-363.055,-35.602) (-89.167,-476.043) (-64.088,-86.696)      270.788
166    512.23644 412.75416 1815.57699 -3723.17241 -5014.09891 -1113.84755       (-363.760,-35.040) (-89.375,-477.481) (-64.442,-86.731)      272.417
167    511.46756 412.19270 1813.30019 -3718.99911 -5008.36628 -1112.51720       (-364.464,-34.479) (-89.582,-478.919) (-64.796,-86.765)      274.046
168    510.69868 411.63124 1811.02339 -3714.82582 -5002.63366 -1111.18686       (-365.169,-33.917) (-89.790,-480.357) (-65.150,-86.800)      275.677
169    509.92979 411.06978 1808.74659 -3710.65252 -4996.90103 -1109.85652       (-365.873,-33.356) (-89.997,-481.794) (-65.504,-86.835)      277.31
170    509.16091 410.50832 1806.46979 -3706.47922 -4991.16840 -1108.52617       (-366.578,-32.794) (-90.204,-483.232) (-65.858,-86.869)      278.944
171    508.39203 409.94686 1804.19300 -3702.30592 -4985.43577 -1107.19583       (-367.282,-32.233) (-90.412,-484.670) (-66.212,-86.904)      280.579
172    507.62315 409.38540 1801.91620 -3698.13262 -4979.70314 -1105.86549       (-367.987,-31.672) (-90.619,-486.108) (-66.566,-86.938)      282.216
