Fol_2018-02-25.13_34_27.15_.txt     Output is probe cell, reduced cell, NCDist distance between
0    3758.31269 -5199.50191 -3893.00856 3715.42317 -4037.06542 -4271.36846       (-3758.313,-42.890) (-1441.189,-134.696) (-278.753,-513.056)      0
1    3750.78854 -5195.73983 -3889.39069 3711.66110 -4033.15915 -4267.60638       (-3750.789,-39.127) (-1444.951,-138.602) (-282.371,-516.818)      11.2881
2    3743.26439 -5191.97776 -3885.77282 3707.89902 -4029.25287 -4263.84431       (-3743.264,-35.365) (-1448.713,-142.508) (-285.988,-520.580)      22.5761
3    3735.74024 -5188.21568 -3882.15494 3704.13695 -4025.34660 -4260.08224       (-3735.740,-31.603) (-1452.475,-146.415) (-289.606,-524.342)      33.8642
4    3728.21609 -5184.45361 -3878.53707 3700.37487 -4021.44032 -4256.32016       (-3728.216,-27.841) (-1456.238,-150.321) (-293.224,-528.104)      45.1523
5    3720.69194 -5180.69153 -3874.91919 3696.61280 -4017.53404 -4252.55809       (-3720.692,-24.079) (-1460.000,-154.227) (-296.842,-531.866)      56.4403
6    3713.16779 -5176.92946 -3871.30132 3692.85072 -4013.62777 -4248.79601       (-3713.168,-20.317) (-1463.762,-158.134) (-300.460,-535.628)      67.7284
7    3705.64364 -5173.16738 -3867.68345 3689.08865 -4009.72149 -4245.03394       (-3705.644,-16.555) (-1467.524,-162.040) (-304.078,-539.390)      79.0165
8    3698.11949 -5169.40531 -3864.06557 3685.32657 -4005.81522 -4241.27186       (-3698.119,-12.793) (-1471.286,-165.946) (-307.696,-543.152)      90.3045
9    3690.59534 -5165.64323 -3860.44770 3681.56450 -4001.90894 -4237.50979       (-3690.595,-9.031) (-1475.048,-169.852) (-311.314,-546.914)      101.593
10    3683.07119 -5161.88116 -3856.82983 3677.80242 -3998.00266 -4233.74771       (-3683.071,-5.269) (-1478.810,-173.759) (-314.931,-550.677)      112.881
11    3675.54704 -5158.11908 -3853.21195 3674.04035 -3994.09639 -4229.98564       (-3675.547,-1.507) (-1482.572,-177.665) (-318.549,-554.439)      124.169
12    3668.02289 -5154.35701 -3849.59408 3670.27827 -3990.19011 -4226.22356       (-2.255,-3670.278) (-179.316,-319.912) (-1484.079,-555.945)      130.966
13    3660.49874 -5150.59493 -3845.97620 3666.51620 -3986.28384 -4222.46149       (-6.017,-3666.516) (-179.460,-319.768) (-1484.079,-555.945)      134.846
14    3652.97459 -5146.83286 -3842.35833 3662.75412 -3982.37756 -4218.69941       (-9.780,-3662.754) (-179.604,-319.623) (-1484.079,-555.945)      138.822
15    3645.45044 -5143.07078 -3838.74046 3658.99205 -3978.47129 -4214.93734       (-13.542,-3658.992) (-179.748,-319.479) (-1484.079,-555.945)      142.886
16    3637.92630 -5139.30871 -3835.12258 3655.22997 -3974.56501 -4211.17526       (-17.304,-3655.230) (-179.893,-319.335) (-1484.079,-555.945)      147.03
17    3630.40215 -5135.54663 -3831.50471 3651.46790 -3970.65873 -4207.41319       (-21.066,-3651.468) (-180.037,-319.191) (-1484.079,-555.945)      151.249
18    3622.87800 -5131.78456 -3827.88684 3647.70583 -3966.75246 -4203.65111       (-24.828,-3647.706) (-180.181,-319.047) (-1484.079,-555.945)      155.535
19    3615.35385 -5128.02249 -3824.26896 3643.94375 -3962.84618 -4199.88904       (-28.590,-3643.944) (-180.325,-318.902) (-1484.079,-555.945)      159.883
20    3607.82970 -5124.26041 -3820.65109 3640.18168 -3958.93991 -4196.12696       (-32.352,-3640.182) (-180.469,-318.758) (-1484.079,-555.945)      164.289
21    3600.30555 -5120.49834 -3817.03321 3636.41960 -3955.03363 -4192.36489       (-36.114,-3636.420) (-180.614,-318.614) (-1484.079,-555.945)      168.748
22    3592.78140 -5116.73626 -3813.41534 3632.65753 -3951.12735 -4188.60281       (-39.876,-3632.658) (-180.758,-318.470) (-1484.079,-555.945)      173.256
23    3585.25725 -5112.97419 -3809.79747 3628.89545 -3947.22108 -4184.84074       (-43.638,-3628.895) (-180.902,-318.326) (-1484.079,-555.945)      177.809
24    3577.73310 -5109.21211 -3806.17959 3625.13338 -3943.31480 -4181.07867       (-47.400,-3625.133) (-181.046,-318.181) (-1484.079,-555.945)      182.403
25    3570.20895 -5105.45004 -3802.56172 3621.37130 -3939.40853 -4177.31659       (-51.162,-3621.371) (-181.190,-318.037) (-1484.079,-555.945)      187.037
26    3562.68480 -5101.68796 -3798.94385 3617.60923 -3935.50225 -4173.55452       (-54.924,-3617.609) (-181.335,-317.893) (-1484.079,-555.945)      191.706
27    3555.16065 -5097.92589 -3795.32597 3613.84715 -3931.59598 -4169.79244       (-58.687,-3613.847) (-181.479,-317.749) (-1484.079,-555.945)      196.409
28    3547.63650 -5094.16381 -3791.70810 3610.08508 -3927.68970 -4166.03037       (-62.449,-3610.085) (-181.623,-317.605) (-1484.079,-555.945)      201.142
29    3540.11235 -5090.40174 -3788.09023 3606.32300 -3923.78342 -4162.26829       (-66.211,-3606.323) (-181.767,-317.460) (-1484.079,-555.945)      205.905
30    3532.58820 -5086.63966 -3784.47235 3602.56093 -3919.87715 -4158.50622       (-69.973,-3602.561) (-181.911,-317.316) (-1484.079,-555.945)      210.694
31    3525.06405 -5082.87759 -3780.85448 3598.79885 -3915.97087 -4154.74414       (-73.735,-3598.799) (-182.056,-317.172) (-1484.079,-555.945)      215.508
32    3517.53990 -5079.11551 -3777.23660 3595.03678 -3912.06460 -4150.98207       (-77.497,-3595.037) (-182.200,-317.028) (-1484.079,-555.945)      220.346
33    3510.01575 -5075.35344 -3773.61873 3591.27470 -3908.15832 -4147.21999       (-81.259,-3591.275) (-182.344,-316.884) (-1484.079,-555.945)      225.206
34    3502.49160 -5071.59136 -3770.00086 3587.51263 -3904.25204 -4143.45792       (-85.021,-3587.513) (-182.488,-316.739) (-1484.079,-555.945)      230.087
35    3494.96745 -5067.82929 -3766.38298 3583.75055 -3900.34577 -4139.69584       (-88.783,-3583.751) (-182.632,-316.595) (-1484.079,-555.945)      234.986
36    3487.44330 -5064.06721 -3762.76511 3579.98848 -3896.43949 -4135.93377       (-92.545,-3579.988) (-182.777,-316.451) (-1484.079,-555.945)      239.904
37    3479.91916 -5060.30514 -3759.14724 3576.22640 -3892.53322 -4132.17169       (-96.307,-3576.226) (-182.921,-316.307) (-1484.079,-555.945)      244.839
38    3472.39501 -5056.54306 -3755.52936 3572.46433 -3888.62694 -4128.40962       (-100.069,-3572.464) (-183.065,-316.163) (-1484.079,-555.945)      249.79
39    3464.87086 -5052.78099 -3751.91149 3568.70226 -3884.72067 -4124.64754       (-103.831,-3568.702) (-183.209,-316.018) (-1484.079,-555.945)      254.756
40    3457.34671 -5049.01892 -3748.29361 3564.94018 -3880.81439 -4120.88547       (-107.593,-3564.940) (-183.353,-315.874) (-1484.079,-555.945)      259.736
41    3449.82256 -5045.25684 -3744.67574 3561.17811 -3876.90811 -4117.12339       (-111.356,-3561.178) (-183.498,-315.730) (-1484.079,-555.945)      264.729
42    3442.29841 -5041.49477 -3741.05787 3557.41603 -3873.00184 -4113.36132       (-115.118,-3557.416) (-183.642,-315.586) (-1484.079,-555.945)      269.735
43    3434.77426 -5037.73269 -3737.43999 3553.65396 -3869.09556 -4109.59924       (-118.880,-3553.654) (-183.786,-315.442) (-1484.079,-555.945)      274.753
44    3427.25011 -5033.97062 -3733.82212 3549.89188 -3865.18929 -4105.83717       (-122.642,-3549.892) (-183.930,-315.297) (-1484.079,-555.945)      279.783
45    3419.72596 -5030.20854 -3730.20425 3546.12981 -3861.28301 -4102.07510       (-126.404,-3546.130) (-184.074,-315.153) (-1484.079,-555.945)      284.823
46    3412.20181 -5026.44647 -3726.58637 3542.36773 -3857.37674 -4098.31302       (-130.166,-3542.368) (-184.219,-315.009) (-1484.079,-555.945)      289.873
47    3404.67766 -5022.68439 -3722.96850 3538.60566 -3853.47046 -4094.55095       (-133.928,-3538.606) (-184.363,-314.865) (-1484.079,-555.945)      294.933
48    3397.15351 -5018.92232 -3719.35062 3534.84358 -3849.56418 -4090.78887       (-137.690,-3534.844) (-184.507,-314.721) (-1484.079,-555.945)      300.002
49    3389.62936 -5015.16024 -3715.73275 3531.08151 -3845.65791 -4087.02680       (-141.452,-3531.082) (-184.651,-314.576) (-1484.079,-555.945)      305.08
50    3382.10521 -5011.39817 -3712.11488 3527.31943 -3841.75163 -4083.26472       (-145.214,-3527.319) (-184.795,-314.432) (-1484.079,-555.945)      310.166
51    3374.58106 -5007.63609 -3708.49700 3523.55736 -3837.84536 -4079.50265       (-148.976,-3523.557) (-184.940,-314.288) (-1484.079,-555.945)      315.26
52    3367.05691 -5003.87402 -3704.87913 3519.79528 -3833.93908 -4075.74057       (-152.738,-3519.795) (-185.084,-314.144) (-1484.079,-555.945)      320.361
53    3359.53276 -5000.11194 -3701.26126 3516.03321 -3830.03280 -4071.97850       (-156.500,-3516.033) (-185.228,-314.000) (-1484.079,-555.945)      325.47
54    3352.00861 -4996.34987 -3697.64338 3512.27113 -3826.12653 -4068.21642       (-160.263,-3512.271) (-185.372,-313.855) (-1484.079,-555.945)      330.585
55    3344.48446 -4992.58779 -3694.02551 3508.50906 -3822.22025 -4064.45435       (-164.025,-3508.509) (-185.516,-313.711) (-1484.079,-555.945)      335.707
56    3336.96031 -4988.82572 -3690.40764 3504.74698 -3818.31398 -4060.69227       (-167.787,-3504.747) (-185.661,-313.567) (-1484.079,-555.945)      340.835
57    3329.43616 -4985.06364 -3686.78976 3500.98491 -3814.40770 -4056.93020       (-171.549,-3500.985) (-185.805,-313.423) (-1484.079,-555.945)      345.969
58    3321.91202 -4981.30157 -3683.17189 3497.22283 -3810.50143 -4053.16812       (-175.311,-3497.223) (-185.949,-313.279) (-1484.079,-555.945)      351.109
59    3314.38787 -4977.53949 -3679.55401 3493.46076 -3806.59515 -4049.40605       (-179.073,-3493.461) (-186.093,-313.134) (-1484.079,-555.945)      356.254
60    3306.86372 -4973.77742 -3675.93614 3489.69869 -3802.68887 -4045.64397       (-182.835,-3489.699) (-186.237,-312.990) (-1484.079,-555.945)      361.404
61    3299.33957 -4970.01535 -3672.31827 3485.93661 -3798.78260 -4041.88190       (-186.597,-3485.937) (-186.382,-312.846) (-1484.079,-555.945)      366.559
62    3291.81542 -4966.25327 -3668.70039 3482.17454 -3794.87632 -4038.11982       (-190.359,-3482.175) (-186.526,-312.702) (-1484.079,-555.945)      371.719
63    3284.29127 -4962.49120 -3665.08252 3478.41246 -3790.97005 -4034.35775       (-194.121,-3478.412) (-186.670,-312.558) (-1484.079,-555.945)      376.884
64    3276.76712 -4958.72912 -3661.46465 3474.65039 -3787.06377 -4030.59567       (-197.883,-3474.650) (-186.814,-312.413) (-1484.079,-555.945)      382.053
65    3269.24297 -4954.96705 -3657.84677 3470.88831 -3783.15749 -4026.83360       (-201.645,-3470.888) (-186.958,-312.269) (-1484.079,-555.945)      387.226
66    3261.71882 -4951.20497 -3654.22890 3467.12624 -3779.25122 -4023.07153       (-205.407,-3467.126) (-187.103,-312.125) (-1484.079,-555.945)      392.403
67    3254.19467 -4947.44290 -3650.61102 3463.36416 -3775.34494 -4019.30945       (-209.169,-3463.364) (-187.247,-311.981) (-1484.079,-555.945)      397.584
68    3246.67052 -4943.68082 -3646.99315 3459.60209 -3771.43867 -4015.54738       (-212.932,-3459.602) (-187.391,-311.837) (-1484.079,-555.945)      402.769
69    3239.14637 -4939.91875 -3643.37528 3455.84001 -3767.53239 -4011.78530       (-216.694,-3455.840) (-187.535,-311.692) (-1484.079,-555.945)      407.957
70    3231.62222 -4936.15667 -3639.75740 3452.07794 -3763.62612 -4008.02323       (-220.456,-3452.078) (-187.679,-311.548) (-1484.079,-555.945)      413.149
71    3224.09807 -4932.39460 -3636.13953 3448.31586 -3759.71984 -4004.26115       (-224.218,-3448.316) (-187.824,-311.404) (-1484.079,-555.945)      418.344
72    3216.57392 -4928.63252 -3632.52166 3444.55379 -3755.81356 -4000.49908       (-227.980,-3444.554) (-187.968,-311.260) (-1484.079,-555.945)      423.543
73    3209.04977 -4924.87045 -3628.90378 3440.79171 -3751.90729 -3996.73700       (-231.742,-3440.792) (-188.112,-311.116) (-1484.079,-555.945)      428.744
74    3201.52562 -4921.10837 -3625.28591 3437.02964 -3748.00101 -3992.97493       (-235.504,-3437.030) (-188.256,-310.971) (-1484.079,-555.945)      433.949
75    3194.00147 -4917.34630 -3621.66804 3433.26756 -3744.09474 -3989.21285       (-239.266,-3433.268) (-188.400,-310.827) (-1484.079,-555.945)      439.156
76    3186.47732 -4913.58422 -3618.05016 3429.50549 -3740.18846 -3985.45078       (-243.028,-3429.505) (-188.545,-310.683) (-1484.079,-555.945)      444.366
77    3178.95317 -4909.82215 -3614.43229 3425.74341 -3736.28218 -3981.68870       (-246.790,-3425.743) (-188.689,-310.539) (-1484.079,-555.945)      449.579
78    3171.42902 -4906.06007 -3610.81441 3421.98134 -3732.37591 -3977.92663       (-250.552,-3421.981) (-188.833,-310.395) (-1484.079,-555.945)      454.794
79    3163.90488 -4902.29800 -3607.19654 3418.21926 -3728.46963 -3974.16455       (-254.314,-3418.219) (-188.977,-310.250) (-1484.079,-555.945)      460.012
80    3156.38073 -4898.53592 -3603.57867 3414.45719 -3724.56336 -3970.40248       (-258.076,-3414.457) (-189.121,-310.106) (-1484.079,-555.945)      465.233
81    3148.85658 -4894.77385 -3599.96079 3410.69512 -3720.65708 -3966.64040       (-261.839,-3410.695) (-189.266,-309.962) (-1484.079,-555.945)      470.455
82    3141.33243 -4891.01178 -3596.34292 3406.93304 -3716.75081 -3962.87833       (-265.601,-3406.933) (-189.410,-309.818) (-1484.079,-555.945)      475.68
83    3133.80828 -4887.24970 -3592.72505 3403.17097 -3712.84453 -3959.11625       (-269.363,-3403.171) (-189.554,-309.674) (-1484.079,-555.945)      480.907
84    3126.28413 -4883.48763 -3589.10717 3399.40889 -3708.93825 -3955.35418       (-273.125,-3399.409) (-189.698,-309.529) (-1484.079,-555.945)      486.136
85    3118.75998 -4879.72555 -3585.48930 3395.64682 -3705.03198 -3951.59210       (-276.887,-3395.647) (-189.842,-309.385) (-1484.079,-555.945)      491.367
86    3111.23583 -4875.96348 -3581.87142 3391.88474 -3701.12570 -3947.83003       (-280.649,-3391.885) (-189.987,-309.241) (-1484.079,-555.945)      496.601
87    3103.71168 -4872.20140 -3578.25355 3388.12267 -3697.21943 -3944.06796       (-284.411,-3388.123) (-190.131,-309.097) (-1484.079,-555.945)      501.836
88    3096.18753 -4868.43933 -3574.63568 3384.36059 -3693.31315 -3940.30588       (-288.173,-3384.361) (-190.275,-308.953) (-1484.079,-555.945)      507.073
89    3088.66338 -4864.67725 -3571.01780 3380.59852 -3689.40687 -3936.54381       (-291.935,-3380.599) (-190.419,-308.808) (-1484.079,-555.945)      512.311
90    3081.13923 -4860.91518 -3567.39993 3376.83644 -3685.50060 -3932.78173       (-295.697,-3376.836) (-190.563,-308.664) (-1484.079,-555.945)      517.552
91    3073.61508 -4857.15310 -3563.78206 3373.07437 -3681.59432 -3929.01966       (-299.459,-3373.074) (-190.708,-308.520) (-1484.079,-555.945)      522.794
92    3066.09093 -4853.39103 -3560.16418 3369.31229 -3677.68805 -3925.25758       (-303.221,-3369.312) (-190.852,-308.376) (-1484.079,-555.945)      528.038
93    3058.56678 -4849.62895 -3556.54631 3365.55022 -3673.78177 -3921.49551       (-306.983,-3365.550) (-190.996,-308.232) (-1484.079,-555.945)      533.283
94    3051.04263 -4845.86688 -3552.92843 3361.78814 -3669.87550 -3917.73343       (-310.746,-3361.788) (-191.140,-308.087) (-1484.079,-555.945)      538.53
95    3043.51848 -4842.10480 -3549.31056 3358.02607 -3665.96922 -3913.97136       (-314.508,-3358.026) (-191.284,-307.943) (-1484.079,-555.945)      543.779
96    3035.99433 -4838.34273 -3545.69269 3354.26399 -3662.06294 -3910.20928       (-318.270,-3354.264) (-191.429,-307.799) (-1484.079,-555.945)      549.029
97    3028.47018 -4834.58065 -3542.07481 3350.50192 -3658.15667 -3906.44721       (-322.032,-3350.502) (-191.573,-307.655) (-1484.079,-555.945)      554.28
98    3020.94603 -4830.81858 -3538.45694 3346.73984 -3654.25039 -3902.68513       (-325.794,-3346.740) (-191.717,-307.511) (-1484.079,-555.945)      559.533
99    3013.42188 -4827.05650 -3534.83907 3342.97777 -3650.34412 -3898.92306       (-329.556,-3342.978) (-191.861,-307.366) (-1484.079,-555.945)      564.787
100    3005.89773 -4823.29443 -3531.22119 3339.21569 -3646.43784 -3895.16098       (-333.318,-3339.216) (-192.005,-307.222) (-1484.079,-555.945)      570.042
101    2998.37359 -4819.53235 -3527.60332 3335.45362 -3642.53156 -3891.39891       (-337.080,-3335.454) (-192.150,-307.078) (-1484.079,-555.945)      575.299
102    2990.84944 -4815.77028 -3523.98545 3331.69155 -3638.62529 -3887.63683       (-340.842,-3331.692) (-192.294,-306.934) (-1484.079,-555.945)      580.557
103    2983.32529 -4812.00821 -3520.36757 3327.92947 -3634.71901 -3883.87476       (-344.604,-3327.929) (-192.438,-306.790) (-1484.079,-555.945)      585.816
104    2975.80114 -4808.24613 -3516.74970 3324.16740 -3630.81274 -3880.11268       (-348.366,-3324.167) (-192.582,-306.645) (-1484.079,-555.945)      591.076
105    2968.27699 -4804.48406 -3513.13182 3320.40532 -3626.90646 -3876.35061       (-352.128,-3320.405) (-192.727,-306.501) (-1484.079,-555.945)      596.338
106    2960.75284 -4800.72198 -3509.51395 3316.64325 -3623.00019 -3872.58853       (-355.890,-3316.643) (-192.871,-306.357) (-1484.079,-555.945)      601.6
107    2953.22869 -4796.95991 -3505.89608 3312.88117 -3619.09391 -3868.82646       (-359.652,-3312.881) (-193.015,-306.213) (-1484.079,-555.945)      606.864
108    2945.70454 -4793.19783 -3502.27820 3309.11910 -3615.18763 -3865.06439       (-363.415,-3309.119) (-193.159,-306.069) (-1484.079,-555.945)      612.128
109    2938.18039 -4789.43576 -3498.66033 3305.35702 -3611.28136 -3861.30231       (-367.177,-3305.357) (-193.303,-305.924) (-1484.079,-555.945)      617.394
110    2930.65624 -4785.67368 -3495.04246 3301.59495 -3607.37508 -3857.54024       (-370.939,-3301.595) (-193.448,-305.780) (-1484.079,-555.945)      622.661
111    2923.13209 -4781.91161 -3491.42458 3297.83287 -3603.46881 -3853.77816       (-374.701,-3297.833) (-193.592,-305.636) (-1484.079,-555.945)      627.928
112    2915.60794 -4778.14953 -3487.80671 3294.07080 -3599.56253 -3850.01609       (-378.463,-3294.071) (-193.736,-305.492) (-1484.079,-555.945)      633.197
113    2908.08379 -4774.38746 -3484.18883 3290.30872 -3595.65625 -3846.25401       (-382.225,-3290.309) (-193.880,-305.348) (-1484.079,-555.945)      638.466
114    2900.55964 -4770.62538 -3480.57096 3286.54665 -3591.74998 -3842.49194       (-385.987,-3286.547) (-194.024,-305.203) (-1484.079,-555.945)      643.737
115    2893.03549 -4766.86331 -3476.95309 3282.78457 -3587.84370 -3838.72986       (-389.749,-3282.785) (-194.169,-305.059) (-1484.079,-555.945)      649.008
116    2885.51134 -4763.10123 -3473.33521 3279.02250 -3583.93743 -3834.96779       (-393.511,-3279.022) (-194.313,-304.915) (-1484.079,-555.945)      654.28
117    2877.98719 -4759.33916 -3469.71734 3275.26042 -3580.03115 -3831.20571       (-397.273,-3275.260) (-194.457,-304.771) (-1484.079,-555.945)      659.553
