Fol_2018-04-29.11_02_23.5_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -12.00994 -22.09255  -3.15420 -17.24679   7.42149 -53.57870       (-4.267,-14.093) (-25.247,-0.321) (-3.154,-41.890)      0
1    -11.93173 -22.12441  -3.15420 -17.21493   7.34328 -53.46063       (-4.189,-14.061) (-25.279,-0.399) (-3.154,-41.928)      0.125435
2    -11.85352 -22.15627  -3.15420 -17.18307   7.26507 -53.34256       (-4.111,-14.029) (-25.310,-0.478) (-3.154,-41.967)      0.25087
3    -11.77531 -22.18813  -3.15420 -17.15121   7.18686 -53.22449       (-4.033,-13.997) (-25.342,-0.556) (-3.154,-42.005)      0.376305
4    -11.69710 -22.21999  -3.15420 -17.11935   7.10866 -53.10642       (-3.954,-13.965) (-25.374,-0.634) (-3.154,-42.043)      0.50174
5    -11.61889 -22.25185  -3.15420 -17.08749   7.03045 -52.98836       (-3.876,-13.933) (-25.406,-0.712) (-3.154,-42.082)      0.627175
6    -11.54068 -22.28371  -3.15420 -17.05563   6.95224 -52.87029       (-3.798,-13.901) (-25.438,-0.790) (-3.154,-42.120)      0.752611
7    -11.46248 -22.31557  -3.15420 -17.02376   6.87403 -52.75222       (-3.720,-13.870) (-25.470,-0.869) (-3.154,-42.158)      0.878046
8    -11.38427 -22.34743  -3.15420 -16.99190   6.79582 -52.63415       (-3.642,-13.838) (-25.502,-0.947) (-3.154,-42.197)      1.00348
9    -11.30606 -22.37929  -3.15420 -16.96004   6.71761 -52.51608       (-3.563,-13.806) (-25.533,-1.025) (-3.154,-42.235)      1.12892
10    -11.22785 -22.41115  -3.15420 -16.92818   6.63940 -52.39801       (-3.485,-13.774) (-25.565,-1.103) (-3.154,-42.273)      1.25435
11    -11.14964 -22.44301  -3.15420 -16.89632   6.56120 -52.27994       (-3.407,-13.742) (-25.597,-1.181) (-3.154,-42.312)      1.37979
12    -11.07143 -22.47487  -3.15420 -16.86446   6.48299 -52.16188       (-3.329,-13.710) (-25.629,-1.260) (-3.154,-42.350)      1.50522
13    -10.99322 -22.50673  -3.15420 -16.83260   6.40478 -52.04381       (-3.251,-13.678) (-25.661,-1.338) (-3.154,-42.388)      1.63066
14    -10.91502 -22.53860  -3.15420 -16.80074   6.32657 -51.92574       (-3.172,-13.647) (-25.693,-1.416) (-3.154,-42.427)      1.75609
15    -10.83681 -22.57046  -3.15420 -16.76888   6.24836 -51.80767       (-3.094,-13.615) (-25.725,-1.494) (-3.154,-42.465)      1.88153
16    -10.75860 -22.60232  -3.15420 -16.73702   6.17015 -51.68960       (-3.016,-13.583) (-25.757,-1.572) (-3.154,-42.503)      2.00696
17    -10.68039 -22.63418  -3.15420 -16.70516   6.09194 -51.57153       (-2.938,-13.551) (-25.788,-1.651) (-3.154,-42.542)      2.1324
18    -10.60218 -22.66604  -3.15420 -16.67330   6.01374 -51.45346       (-2.860,-13.519) (-25.820,-1.729) (-3.154,-42.580)      2.25783
19    -10.52397 -22.69790  -3.15420 -16.64144   5.93553 -51.33540       (-2.781,-13.487) (-25.852,-1.807) (-3.154,-42.619)      2.38327
20    -10.44577 -22.72976  -3.15420 -16.60958   5.85732 -51.21733       (-2.703,-13.455) (-25.884,-1.885) (-3.154,-42.657)      2.5087
21    -10.36756 -22.76162  -3.15420 -16.57772   5.77911 -51.09926       (-2.625,-13.424) (-25.916,-1.964) (-3.154,-42.695)      2.63414
22    -10.28935 -22.79348  -3.15420 -16.54586   5.70090 -50.98119       (-2.547,-13.392) (-25.948,-2.042) (-3.154,-42.734)      2.75957
23    -10.21114 -22.82534  -3.15420 -16.51399   5.62269 -50.86312       (-2.468,-13.360) (-25.980,-2.120) (-3.154,-42.772)      2.88501
24    -10.13293 -22.85720  -3.15420 -16.48213   5.54449 -50.74505       (-2.390,-13.328) (-26.011,-2.198) (-3.154,-42.810)      3.01044
25    -10.05472 -22.88906  -3.15420 -16.45027   5.46628 -50.62699       (-2.312,-13.296) (-26.043,-2.276) (-3.154,-42.849)      3.13588
26     -9.97651 -22.92092  -3.15420 -16.41841   5.38807 -50.50892       (-2.234,-13.264) (-26.075,-2.355) (-3.154,-42.887)      3.26131
