Fol_2018-02-25.13_35_41.93_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -1014.44830 389.61823 -951.80825 -434.75271 355.61267 -3060.24493       (-2670.627,-45.134) (-389.618,-34.006) (-562.190,-624.830)      1.13687e-13
1    -1014.05830 388.83821 -950.90067 -434.88027 355.22266 -3059.85492       (-2671.017,-46.042) (-388.838,-33.616) (-562.062,-625.220)      1.38012
2    -1013.66829 388.05820 -949.99308 -435.00784 354.83265 -3059.46492       (-2671.407,-46.950) (-388.058,-33.226) (-561.935,-625.610)      2.76023
3    -1013.27828 387.27818 -949.08550 -435.13540 354.44264 -3059.07491       (-2671.797,-47.857) (-387.278,-32.836) (-561.807,-626.000)      4.14035
4    -1012.88827 386.49816 -948.17792 -435.26297 354.05263 -3058.68490       (-2672.187,-48.765) (-386.498,-32.446) (-561.680,-626.390)      5.52047
5    -1012.49826 385.71815 -947.27034 -435.39053 353.66262 -3058.29489       (-2672.577,-49.672) (-385.718,-32.056) (-561.552,-626.780)      6.90058
6    -1012.10825 384.93813 -946.36276 -435.51809 353.27262 -3057.90488       (-2672.967,-50.580) (-384.938,-31.666) (-561.425,-627.170)      8.2807
7    -1011.71825 384.15811 -945.45518 -435.64566 352.88261 -3057.51487       (-2673.357,-51.488) (-384.158,-31.276) (-561.297,-627.560)      9.66082
8    -1011.32824 383.37810 -944.54760 -435.77322 352.49260 -3057.12487       (-2673.747,-52.395) (-383.378,-30.885) (-561.169,-627.950)      11.0409
9    -1010.93823 382.59808 -943.64002 -435.90079 352.10259 -3056.73486       (-2674.137,-53.303) (-382.598,-30.495) (-561.042,-628.340)      12.421
10    -1010.54822 381.81807 -942.73243 -436.02835 351.71258 -3056.34485       (-2674.527,-54.210) (-381.818,-30.105) (-560.914,-628.730)      13.8012
11    -1010.15821 381.03805 -941.82485 -436.15592 351.32257 -3055.95484       (-2674.917,-55.118) (-381.038,-29.715) (-560.787,-629.120)      15.1813
12    -1009.76821 380.25803 -940.91727 -436.28348 350.93257 -3055.56483       (-2675.307,-56.025) (-380.258,-29.325) (-560.659,-629.510)      16.5614
13    -1009.37820 379.47802 -940.00969 -436.41105 350.54256 -3055.17483       (-2675.697,-56.933) (-379.478,-28.935) (-560.532,-629.900)      17.9415
14    -1008.98819 378.69800 -939.10211 -436.53861 350.15255 -3054.78482       (-2676.087,-57.841) (-378.698,-28.545) (-560.404,-630.290)      19.3216
15    -1008.59818 377.91798 -938.19453 -436.66618 349.76254 -3054.39481       (-2676.477,-58.748) (-377.918,-28.155) (-560.277,-630.680)      20.7017
16    -1008.20817 377.13797 -937.28695 -436.79374 349.37253 -3054.00480       (-2676.867,-59.656) (-377.138,-27.765) (-560.149,-631.070)      22.0819
17    -1007.81816 376.35795 -936.37936 -436.92131 348.98253 -3053.61479       (-2677.257,-60.563) (-376.358,-27.375) (-560.021,-631.460)      23.462
18    -1007.42816 375.57793 -935.47178 -437.04887 348.59252 -3053.22478       (-2677.647,-61.471) (-375.578,-26.985) (-559.894,-631.850)      24.8421
19    -1007.03815 374.79792 -934.56420 -437.17644 348.20251 -3052.83478       (-2678.037,-62.379) (-374.798,-26.595) (-559.766,-632.240)      26.2222
20    -1006.64814 374.01790 -933.65662 -437.30400 347.81250 -3052.44477       (-2678.427,-63.286) (-374.018,-26.205) (-559.639,-632.630)      27.6023
21    -1006.25813 373.23788 -932.74904 -437.43157 347.42249 -3052.05476       (-2678.817,-64.194) (-373.238,-25.815) (-559.511,-633.020)      28.9824
22    -1005.86812 372.45787 -931.84146 -437.55913 347.03248 -3051.66475       (-2679.207,-65.101) (-372.458,-25.425) (-559.384,-633.410)      30.3626
23    -1005.47811 371.67785 -930.93388 -437.68670 346.64248 -3051.27474       (-2679.597,-66.009) (-371.678,-25.035) (-559.256,-633.800)      31.7427
