Fol_.21_.txt     Output is probe cell, reduced cell, NCDist distance between
0    4220.72610 -347.22276 -723.79707 714.32358 -6868.95355 -11166.12385       (-19.878,-280.962) (-1612.255,-326.414) (-10.405,-194.608)      0
1    4216.48125 -348.48906 -723.08297 713.32730 -6862.40446 -11155.14135       (-16.349,-299.803) (-1603.256,-335.302) (-6.594,-212.644)      29.4494
2    4212.23640 -349.75536 -722.36886 712.33102 -6855.85537 -11144.15885       (-12.820,-318.645) (-1594.258,-344.190) (-2.782,-230.681)      58.8988
3    4207.99155 -351.02166 -721.65475 711.33474 -6849.30628 -11133.17636       (-8.263,-1584.231) (-336.457,-352.050) (-1.029,-249.746)      88.477
4    4203.74670 -352.28796 -720.94065 710.33846 -6842.75719 -11122.19386       (-0.923,-1571.422) (-351.488,-357.128) (-4.840,-271.593)      118.756
5    4199.50185 -353.55425 -720.22654 709.34218 -6836.20810 -11111.21136       (-6.417,-1565.029) (-360.101,-2.234) (-355.788,-287.024)      135.653
6    4195.25700 -354.82055 -719.51243 708.34589 -6829.65901 -11100.22886       (-352.230,-1558.265) (-369.087,-1.295) (-12.462,-300.236)      151.177
7    4191.01215 -356.08685 -718.79833 707.34961 -6823.10993 -11089.24636       (-346.439,-1549.266) (-380.306,-4.824) (-16.273,-311.215)      167.619
8    4186.76730 -357.35315 -718.08422 706.35333 -6816.56084 -11078.26386       (-340.647,-1540.268) (-391.525,-8.353) (-20.084,-322.194)      184.699
9    4182.52246 -358.61945 -717.37011 705.35705 -6810.01175 -11067.28136       (-334.856,-1531.269) (-402.745,-11.882) (-23.895,-333.173)      202.255
10    4178.27761 -359.88574 -716.65601 704.36077 -6803.46266 -11056.29886       (-329.064,-1522.271) (-413.964,-15.411) (-27.706,-344.151)      220.173
11    4174.03276 -361.15204 -715.94190 703.36449 -6796.91357 -11045.31637       (-323.273,-1513.273) (-425.183,-18.940) (-31.517,-355.130)      238.372
12    4169.78791 -362.41834 -715.22779 702.36820 -6790.36448 -11034.33387       (-317.481,-1504.274) (-436.402,-22.468) (-35.328,-366.109)      256.792
13    4165.54306 -363.68464 -714.51369 701.37192 -6783.81539 -11023.35137       (-311.690,-1495.276) (-447.622,-25.997) (-39.139,-377.088)      275.388
14    4161.29821 -364.95094 -713.79958 700.37564 -6777.26630 -11012.36887       (-305.898,-1486.278) (-458.841,-29.526) (-42.950,-388.067)      294.127
15    4157.05336 -366.21724 -713.08547 699.37936 -6770.71721 -11001.38637       (-300.107,-1477.279) (-470.060,-33.055) (-46.761,-399.045)      312.984
16    4152.80851 -367.48353 -712.37137 698.38308 -6764.16812 -10990.40387       (-294.316,-1468.281) (-481.280,-36.584) (-50.572,-410.024)      331.938
17    4148.56366 -368.74983 -711.65726 697.38679 -6757.61904 -10979.42137       (-288.524,-1459.283) (-492.499,-40.113) (-54.383,-421.003)      350.973
18    4144.31881 -370.01613 -710.94315 696.39051 -6751.06995 -10968.43888       (-282.733,-1450.284) (-503.718,-43.642) (-58.194,-431.982)      370.078
19    4140.07397 -371.28243 -710.22905 695.39423 -6744.52086 -10957.45638       (-276.941,-1441.286) (-514.937,-47.171) (-62.005,-442.960)      389.242
20    4135.82912 -372.54873 -709.51494 694.39795 -6737.97177 -10946.47388       (-271.150,-1432.287) (-526.157,-50.700) (-65.816,-453.939)      408.456
21    4131.58427 -373.81503 -708.80083 693.40167 -6731.42268 -10935.49138       (-265.358,-1423.289) (-537.376,-54.228) (-69.628,-464.918)      427.714
22    4127.33942 -375.08132 -708.08673 692.40539 -6724.87359 -10924.50888       (-259.567,-1414.291) (-548.595,-57.757) (-73.439,-475.897)      447.01
23    4123.09457 -376.34762 -707.37262 691.40910 -6718.32450 -10913.52638       (-253.775,-1405.292) (-559.815,-61.286) (-77.250,-486.875)      466.339
24    4118.84972 -377.61392 -706.65852 690.41282 -6711.77541 -10902.54388       (-247.984,-1396.294) (-571.034,-64.815) (-81.061,-497.854)      485.698
25    4114.60487 -378.88022 -705.94441 689.41654 -6705.22632 -10891.56138       (-242.192,-1387.296) (-582.253,-68.344) (-84.872,-508.833)      505.082
26    4110.36002 -380.14652 -705.23030 688.42026 -6698.67723 -10880.57889       (-236.401,-1378.297) (-593.472,-71.873) (-88.683,-519.812)      524.49
27    4106.11517 -381.41282 -704.51620 687.42398 -6692.12814 -10869.59639       (-230.610,-1369.299) (-604.692,-75.402) (-92.494,-530.791)      543.919
28    4101.87032 -382.67911 -703.80209 686.42770 -6685.57906 -10858.61389       (-224.818,-1360.301) (-615.911,-78.931) (-96.305,-541.769)      563.366
29    4097.62548 -383.94541 -703.08798 685.43141 -6679.02997 -10847.63139       (-219.027,-1351.302) (-627.130,-82.459) (-100.116,-552.748)      582.829
30    4093.38063 -385.21171 -702.37388 684.43513 -6672.48088 -10836.64889       (-213.235,-1342.304) (-638.350,-85.988) (-103.927,-563.727)      602.308
31    4089.13578 -386.47801 -701.65977 683.43885 -6665.93179 -10825.66639       (-207.444,-1333.305) (-649.569,-89.517) (-107.738,-574.706)      621.8
32    4084.89093 -387.74431 -700.94566 682.44257 -6659.38270 -10814.68389       (-201.652,-1324.307) (-660.788,-93.046) (-111.549,-585.684)      641.305
33    4080.64608 -389.01061 -700.23156 681.44629 -6652.83361 -10803.70139       (-195.861,-1315.309) (-672.007,-96.575) (-115.360,-596.663)      660.821
34    4076.40123 -390.27690 -699.51745 680.45000 -6646.28452 -10792.71890       (-190.069,-1306.310) (-683.227,-100.104) (-119.171,-607.642)      680.347
35    4072.15638 -391.54320 -698.80334 679.45372 -6639.73543 -10781.73640       (-184.278,-1297.312) (-694.446,-103.633) (-122.982,-618.621)      699.883
36    4067.91153 -392.80950 -698.08924 678.45744 -6633.18634 -10770.75390       (-178.486,-1288.314) (-705.665,-107.162) (-126.793,-629.600)      719.428
37    4063.66668 -394.07580 -697.37513 677.46116 -6626.63725 -10759.77140       (-172.695,-1279.315) (-716.885,-110.690) (-130.604,-640.578)      738.98
38    4059.42183 -395.34210 -696.66102 676.46488 -6620.08817 -10748.78890       (-166.903,-1270.317) (-728.104,-114.219) (-134.415,-651.557)      758.54
39    4055.17699 -396.60840 -695.94692 675.46860 -6613.53908 -10737.80640       (-161.112,-1261.319) (-739.323,-117.748) (-138.227,-662.536)      778.107
