2BOUNDS_2018-03-07.14_49_09.736_.txt     Output is probe cell, reduced cell, NCDist distance between
0      4.67535  13.59826   0.95278 -42.36243 -24.26342 -31.96317       (-9.014,-10.582) (-4.584,-3.631) (-10.329,-0.091)      7.10543e-15
1      4.67058  13.57562   0.94820 -42.33036 -24.24972 -31.93576       (-9.019,-10.622) (-4.557,-3.608) (-10.352,-0.114)      0.0632209
2      4.66581  13.55299   0.94361 -42.29830 -24.23603 -31.90836       (-9.024,-10.663) (-4.529,-3.586) (-10.375,-0.137)      0.126442
3      4.66104  13.53035   0.93902 -42.26623 -24.22233 -31.88095       (-9.029,-10.704) (-4.502,-3.563) (-10.398,-0.159)      0.189663
4      4.65627  13.50772   0.93443 -42.23417 -24.20864 -31.85354       (-9.033,-10.744) (-4.474,-3.540) (-10.422,-0.182)      0.252884
5      4.65150  13.48508   0.92984 -42.20210 -24.19494 -31.82614       (-9.038,-10.785) (-4.447,-3.517) (-10.445,-0.204)      0.316105
6      4.64672  13.46245   0.92525 -42.17003 -24.18125 -31.79873       (-9.043,-10.826) (-4.420,-3.494) (-10.468,-0.227)      0.379325
7      4.64195  13.43981   0.92066 -42.13797 -24.16755 -31.77132       (-9.048,-10.866) (-4.392,-3.472) (-10.491,-0.250)      0.442546
8      4.63718  13.41718   0.91608 -42.10590 -24.15386 -31.74392       (-9.052,-10.907) (-4.365,-3.449) (-10.515,-0.272)      0.505767
9      4.63241  13.39454   0.91149 -42.07384 -24.14016 -31.71651       (-9.057,-10.947) (-4.337,-3.426) (-10.538,-0.295)      0.568988
10      4.62764  13.37191   0.90690 -42.04177 -24.12646 -31.68910       (-9.062,-10.988) (-4.310,-3.403) (-10.561,-0.318)      0.632209
11      4.62287  13.34927   0.90231 -42.00970 -24.11277 -31.66170       (-9.067,-11.029) (-4.283,-3.380) (-10.584,-0.340)      0.69543
12      4.61810  13.32664   0.89772 -41.97764 -24.09907 -31.63429       (-9.071,-11.069) (-4.255,-3.357) (-10.608,-0.363)      0.758651
13      4.61332  13.30400   0.89313 -41.94557 -24.08538 -31.60688       (-9.076,-11.110) (-4.228,-3.335) (-10.631,-0.386)      0.821872
14      4.60855  13.28137   0.88854 -41.91351 -24.07168 -31.57948       (-9.081,-11.150) (-4.200,-3.312) (-10.654,-0.408)      0.885093
15      4.60378  13.25873   0.88396 -41.88144 -24.05799 -31.55207       (-9.086,-11.191) (-4.173,-3.289) (-10.677,-0.431)      0.948314
16      4.59901  13.23610   0.87937 -41.84938 -24.04429 -31.52466       (-9.091,-11.232) (-4.146,-3.266) (-10.701,-0.453)      1.01153
17      4.59424  13.21346   0.87478 -41.81731 -24.03060 -31.49726       (-9.095,-11.272) (-4.118,-3.243) (-10.724,-0.476)      1.07476
18      4.58947  13.19083   0.87019 -41.78524 -24.01690 -31.46985       (-9.100,-11.313) (-4.091,-3.221) (-10.747,-0.499)      1.13798
19      4.58470  13.16819   0.86560 -41.75318 -24.00321 -31.44244       (-9.105,-11.353) (-4.063,-3.198) (-10.770,-0.521)      1.2012
20      4.57992  13.14556   0.86101 -41.72111 -23.98951 -31.41504       (-9.110,-11.394) (-4.036,-3.175) (-10.794,-0.544)      1.26442
21      4.57515  13.12292   0.85642 -41.68905 -23.97582 -31.38763       (-9.114,-11.435) (-4.009,-3.152) (-10.817,-0.567)      1.32764
22      4.57038  13.10029   0.85183 -41.65698 -23.96212 -31.36022       (-9.119,-11.475) (-3.981,-3.129) (-10.840,-0.589)      1.39086
23      4.56561  13.07765   0.84725 -41.62491 -23.94843 -31.33282       (-9.124,-11.516) (-3.954,-3.106) (-10.864,-0.612)      1.45408
24      4.56084  13.05502   0.84266 -41.59285 -23.93473 -31.30541       (-9.129,-11.557) (-3.926,-3.084) (-10.887,-0.635)      1.5173
