Fol_2018-03-05.09_12_46.53_.txt     Output is probe cell, reduced cell, NCDist distance between
0      4.35539  11.82945   0.17314 -44.11056 -26.50447 -33.63000       (-17.621,-20.279) (-1.433,-0.173) (-4.182,-11.656)      2.51215e-15
1      4.33937  11.79997   0.17279 -44.07059 -26.49824 -33.59777       (-17.647,-20.298) (-1.492,-0.173) (-4.167,-11.627)      0.0746234
2      4.32334  11.77049   0.17244 -44.03063 -26.49200 -33.56555       (-17.673,-20.317) (-1.550,-0.172) (-4.151,-11.598)      0.149247
3      4.30731  11.74101   0.17210 -43.99066 -26.48577 -33.53332       (-17.699,-20.337) (-1.609,-0.172) (-4.135,-11.569)      0.22387
4      4.29128  11.71153   0.17175 -43.95069 -26.47954 -33.50109       (-17.725,-20.356) (-1.667,-0.172) (-4.120,-11.540)      0.298494
5      4.27526  11.68205   0.17140 -43.91072 -26.47331 -33.46886       (-17.751,-20.375) (-1.726,-0.171) (-4.104,-11.511)      0.373117
6      4.25923  11.65257   0.17106 -43.87075 -26.46707 -33.43663       (-17.778,-20.395) (-1.784,-0.171) (-4.088,-11.482)      0.447741
7      4.24320  11.62309   0.17071 -43.83078 -26.46084 -33.40440       (-17.804,-20.414) (-1.843,-0.171) (-4.072,-11.452)      0.522364
8      4.22717  11.59362   0.17036 -43.79082 -26.45461 -33.37217       (-17.830,-20.433) (-1.901,-0.170) (-4.057,-11.423)      0.596987
9      4.21114  11.56414   0.17002 -43.75085 -26.44838 -33.33994       (-17.856,-20.453) (-1.959,-0.170) (-4.041,-11.394)      0.671611
10      4.19512  11.53466   0.16967 -43.71088 -26.44215 -33.30771       (-17.882,-20.472) (-2.018,-0.170) (-4.025,-11.365)      0.746234
11      4.17909  11.50518   0.16932 -43.67091 -26.43591 -33.27549       (-17.908,-20.491) (-2.076,-0.169) (-4.010,-11.336)      0.820858
12      4.16306  11.47570   0.16898 -43.63094 -26.42968 -33.24326       (-17.935,-20.511) (-2.135,-0.169) (-3.994,-11.307)      0.895481
13      4.14703  11.44622   0.16863 -43.59098 -26.42345 -33.21103       (-17.961,-20.530) (-2.193,-0.169) (-3.978,-11.278)      0.970105
14      4.13101  11.41674   0.16828 -43.55101 -26.41722 -33.17880       (-17.987,-20.549) (-2.252,-0.168) (-3.963,-11.248)      1.04473
15      4.11498  11.38726   0.16794 -43.51104 -26.41099 -33.14657       (-18.013,-20.569) (-2.310,-0.168) (-3.947,-11.219)      1.11935
16      4.09895  11.35778   0.16759 -43.47107 -26.40475 -33.11434       (-18.039,-20.588) (-2.368,-0.168) (-3.931,-11.190)      1.19397
17      4.08292  11.32830   0.16724 -43.43110 -26.39852 -33.08211       (-18.065,-20.607) (-2.427,-0.167) (-3.916,-11.161)      1.2686
