Fol_2018-03-05.09_12_11.0_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -39.96014   0.38627 -61.33259 -25.12123 -73.53993 -55.14399       (-54.758,-24.735) (-0.386,-73.926) (-60.946,-39.574)      0
1    -39.95975   0.38550 -61.29595 -25.15710 -73.54032 -55.14360       (-54.758,-24.772) (-0.385,-73.926) (-60.910,-39.574)      0.051275
2    -39.95936   0.38472 -61.25932 -25.19296 -73.54070 -55.14322       (-54.758,-24.808) (-0.385,-73.925) (-60.875,-39.575)      0.10255
3    -39.95898   0.38395 -61.22269 -25.22882 -73.54109 -55.14283       (-54.759,-24.845) (-0.384,-73.925) (-60.839,-39.575)      0.153825
4    -39.95859   0.38318 -61.18605 -25.26468 -73.54148 -55.14244       (-54.759,-24.882) (-0.383,-73.925) (-60.803,-39.575)      0.2051
5    -39.95820   0.38240 -61.14942 -25.30054 -73.54186 -55.14206       (-54.760,-24.918) (-0.382,-73.924) (-60.767,-39.576)      0.256375
6    -39.95782   0.38163 -61.11278 -25.33640 -73.54225 -55.14167       (-54.760,-24.955) (-0.382,-73.924) (-60.731,-39.576)      0.30765
7    -39.95743   0.38086 -61.07615 -25.37226 -73.54264 -55.14128       (-54.760,-24.991) (-0.381,-73.923) (-60.695,-39.577)      0.358925
8    -39.95704   0.38008 -61.03951 -25.40812 -73.54302 -55.14090       (-54.761,-25.028) (-0.380,-73.923) (-60.659,-39.577)      0.4102
9    -39.95666   0.37931 -61.00288 -25.44398 -73.54341 -55.14051       (-54.761,-25.065) (-0.379,-73.923) (-60.624,-39.577)      0.461475
10    -39.95627   0.37854 -60.96625 -25.47984 -73.54380 -55.14012       (-54.762,-25.101) (-0.379,-73.922) (-60.588,-39.578)      0.51275
11    -39.95588   0.37776 -60.92961 -25.51570 -73.54418 -55.13974       (-54.762,-25.138) (-0.378,-73.922) (-60.552,-39.578)      0.564025
12    -39.95550   0.37699 -60.89298 -25.55157 -73.54457 -55.13935       (-54.762,-25.175) (-0.377,-73.922) (-60.516,-39.579)      0.6153
13    -39.95511   0.37622 -60.85634 -25.58743 -73.54496 -55.13896       (-54.763,-25.211) (-0.376,-73.921) (-60.480,-39.579)      0.666575
14    -39.95472   0.37544 -60.81971 -25.62329 -73.54534 -55.13858       (-54.763,-25.248) (-0.375,-73.921) (-60.444,-39.579)      0.71785
15    -39.95434   0.37467 -60.78307 -25.65915 -73.54573 -55.13819       (-54.764,-25.284) (-0.375,-73.920) (-60.408,-39.580)      0.769125
16    -39.95395   0.37390 -60.74644 -25.69501 -73.54612 -55.13780       (-54.764,-25.321) (-0.374,-73.920) (-60.373,-39.580)      0.8204
17    -39.95356   0.37312 -60.70981 -25.73087 -73.54650 -55.13742       (-54.764,-25.358) (-0.373,-73.920) (-60.337,-39.580)      0.871675
18    -39.95318   0.37235 -60.67317 -25.76673 -73.54689 -55.13703       (-54.765,-25.394) (-0.372,-73.919) (-60.301,-39.581)      0.92295
19    -39.95279   0.37158 -60.63654 -25.80259 -73.54728 -55.13664       (-54.765,-25.431) (-0.372,-73.919) (-60.265,-39.581)      0.974224
20    -39.95240   0.37080 -60.59990 -25.83845 -73.54766 -55.13626       (-54.765,-25.468) (-0.371,-73.918) (-60.229,-39.582)      1.0255
21    -39.95202   0.37003 -60.56327 -25.87431 -73.54805 -55.13587       (-54.766,-25.504) (-0.370,-73.918) (-60.193,-39.582)      1.07677
22    -39.95163   0.36926 -60.52663 -25.91018 -73.54844 -55.13548       (-54.766,-25.541) (-0.369,-73.918) (-60.157,-39.582)      1.12805
23    -39.95124   0.36848 -60.49000 -25.94604 -73.54882 -55.13510       (-54.767,-25.578) (-0.368,-73.917) (-60.122,-39.583)      1.17932
24    -39.95086   0.36771 -60.45337 -25.98190 -73.54921 -55.13471       (-54.767,-25.614) (-0.368,-73.917) (-60.086,-39.583)      1.2306
25    -39.95047   0.36694 -60.41673 -26.01776 -73.54960 -55.13432       (-54.767,-25.651) (-0.367,-73.917) (-60.050,-39.584)      1.28187
26    -39.95008   0.36616 -60.38010 -26.05362 -73.54998 -55.13394       (-54.768,-25.687) (-0.366,-73.916) (-60.014,-39.584)      1.33315
27    -39.94970   0.36539 -60.34346 -26.08948 -73.55037 -55.13355       (-54.768,-25.724) (-0.365,-73.916) (-59.978,-39.584)      1.38442
28    -39.94931   0.36462 -60.30683 -26.12534 -73.55076 -55.13316       (-54.769,-25.761) (-0.365,-73.915) (-59.942,-39.585)      1.4357
29    -39.94892   0.36384 -60.27019 -26.16120 -73.55114 -55.13278       (-54.769,-25.797) (-0.364,-73.915) (-59.906,-39.585)      1.48697
30    -39.94854   0.36307 -60.23356 -26.19706 -73.55153 -55.13239       (-54.769,-25.834) (-0.363,-73.915) (-59.870,-39.585)      1.53825
31    -39.94815   0.36230 -60.19693 -26.23292 -73.55192 -55.13200       (-54.770,-25.871) (-0.362,-73.914) (-59.835,-39.586)      1.58952
32    -39.94776   0.36152 -60.16029 -26.26878 -73.55230 -55.13162       (-54.770,-25.907) (-0.362,-73.914) (-59.799,-39.586)      1.6408
33    -39.94738   0.36075 -60.12366 -26.30465 -73.55269 -55.13123       (-54.770,-25.944) (-0.361,-73.913) (-59.763,-39.587)      1.69207
34    -39.94699   0.35998 -60.08702 -26.34051 -73.55308 -55.13084       (-54.771,-25.981) (-0.360,-73.913) (-59.727,-39.587)      1.74335
35    -39.94660   0.35920 -60.05039 -26.37637 -73.55346 -55.13046       (-54.771,-26.017) (-0.359,-73.913) (-59.691,-39.587)      1.79462
36    -39.94622   0.35843 -60.01376 -26.41223 -73.55385 -55.13007       (-54.772,-26.054) (-0.358,-73.912) (-59.655,-39.588)      1.8459
37    -39.94583   0.35766 -59.97712 -26.44809 -73.55424 -55.12968       (-54.772,-26.090) (-0.358,-73.912) (-59.619,-39.588)      1.89717
38    -39.94544   0.35688 -59.94049 -26.48395 -73.55462 -55.12930       (-54.772,-26.127) (-0.357,-73.912) (-59.584,-39.589)      1.94845
39    -39.94506   0.35611 -59.90385 -26.51981 -73.55501 -55.12891       (-54.773,-26.164) (-0.356,-73.911) (-59.548,-39.589)      1.99972
40    -39.94467   0.35534 -59.86722 -26.55567 -73.55540 -55.12852       (-54.773,-26.200) (-0.355,-73.911) (-59.512,-39.589)      2.051
41    -39.94428   0.35456 -59.83058 -26.59153 -73.55578 -55.12814       (-54.774,-26.237) (-0.355,-73.910) (-59.476,-39.590)      2.10227
42    -39.94390   0.35379 -59.79395 -26.62739 -73.55617 -55.12775       (-54.774,-26.274) (-0.354,-73.910) (-59.440,-39.590)      2.15355
43    -39.94351   0.35302 -59.75732 -26.66325 -73.55656 -55.12736       (-54.774,-26.310) (-0.353,-73.910) (-59.404,-39.590)      2.20482
44    -39.94312   0.35224 -59.72068 -26.69912 -73.55694 -55.12698       (-54.775,-26.347) (-0.352,-73.909) (-59.368,-39.591)      2.2561
45    -39.94274   0.35147 -59.68405 -26.73498 -73.55733 -55.12659       (-54.775,-26.384) (-0.351,-73.909) (-59.333,-39.591)      2.30737
46    -39.94235   0.35070 -59.64741 -26.77084 -73.55772 -55.12620       (-54.776,-26.420) (-0.351,-73.908) (-59.297,-39.592)      2.35865
47    -39.94196   0.34992 -59.61078 -26.80670 -73.55810 -55.12582       (-54.776,-26.457) (-0.350,-73.908) (-59.261,-39.592)      2.40992
48    -39.94158   0.34915 -59.57414 -26.84256 -73.55849 -55.12543       (-54.776,-26.493) (-0.349,-73.908) (-59.225,-39.592)      2.4612
49    -39.94119   0.34838 -59.53751 -26.87842 -73.55888 -55.12504       (-54.777,-26.530) (-0.348,-73.907) (-59.189,-39.593)      2.51247
50    -39.94080   0.34760 -59.50088 -26.91428 -73.55926 -55.12466       (-54.777,-26.567) (-0.348,-73.907) (-59.153,-39.593)      2.56375
51    -39.94042   0.34683 -59.46424 -26.95014 -73.55965 -55.12427       (-54.777,-26.603) (-0.347,-73.906) (-59.117,-39.594)      2.61502
52    -39.94003   0.34606 -59.42761 -26.98600 -73.56004 -55.12388       (-54.778,-26.640) (-0.346,-73.906) (-59.082,-39.594)      2.6663
53    -39.93964   0.34528 -59.39097 -27.02186 -73.56042 -55.12350       (-54.778,-26.677) (-0.345,-73.906) (-59.046,-39.594)      2.71757
54    -39.93926   0.34451 -59.35434 -27.05773 -73.56081 -55.12311       (-54.779,-26.713) (-0.345,-73.905) (-59.010,-39.595)      2.76885
55    -39.93887   0.34374 -59.31770 -27.09359 -73.56120 -55.12272       (-54.779,-26.750) (-0.344,-73.905) (-58.974,-39.595)      2.82012
