10PERCENT_2018-03-07.11_27_42.889_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -20.17060 -24.13571   6.01614   0.75593   3.86749 -36.78839       (-28.297,-11.347) (-0.756,-1.159) (-5.260,-3.112)      3.55271e-15
1    -20.15352 -24.11231   5.99876   0.74991   3.86246 -36.77989       (-28.305,-11.365) (-0.750,-1.181) (-5.249,-3.113)      0.0315911
2    -20.13645 -24.08891   5.98138   0.74389   3.85743 -36.77140       (-28.313,-11.382) (-0.744,-1.203) (-5.237,-3.114)      0.0631823
3    -20.11937 -24.06550   5.96400   0.73786   3.85240 -36.76290       (-28.320,-11.400) (-0.738,-1.224) (-5.226,-3.115)      0.0947734
4    -20.10230 -24.04210   5.94662   0.73184   3.84737 -36.75440       (-28.328,-11.417) (-0.732,-1.246) (-5.215,-3.116)      0.126365
5    -20.08522 -24.01870   5.92924   0.72582   3.84233 -36.74590       (-28.335,-11.434) (-0.726,-1.268) (-5.203,-3.117)      0.157956
6    -20.06814 -23.99529   5.91186   0.71980   3.83730 -36.73740       (-28.343,-11.452) (-0.720,-1.290) (-5.192,-3.118)      0.189547
7    -20.05107 -23.97189   5.89448   0.71378   3.83227 -36.72890       (-28.351,-11.469) (-0.714,-1.311) (-5.181,-3.118)      0.221138
8    -20.03399 -23.94849   5.87709   0.70775   3.82724 -36.72040       (-28.358,-11.487) (-0.708,-1.333) (-5.169,-3.119)      0.252729
9    -20.01692 -23.92508   5.85971   0.70173   3.82221 -36.71190       (-28.366,-11.504) (-0.702,-1.355) (-5.158,-3.120)      0.28432
10    -19.99984 -23.90168   5.84233   0.69571   3.81717 -36.70340       (-28.373,-11.521) (-0.696,-1.377) (-5.147,-3.121)      0.315911
11    -19.98276 -23.87828   5.82495   0.68969   3.81214 -36.69490       (-28.381,-11.539) (-0.690,-1.398) (-5.135,-3.122)      0.347503
12    -19.96569 -23.85487   5.80757   0.68366   3.80711 -36.68640       (-28.389,-11.556) (-0.684,-1.420) (-5.124,-3.123)      0.379094
13    -19.94861 -23.83147   5.79019   0.67764   3.80208 -36.67790       (-28.396,-11.573) (-0.678,-1.442) (-5.113,-3.124)      0.410685
14    -19.93154 -23.80807   5.77281   0.67162   3.79705 -36.66940       (-28.404,-11.591) (-0.672,-1.463) (-5.101,-3.125)      0.442276
15    -19.91446 -23.78466   5.75543   0.66560   3.79202 -36.66090       (-28.411,-11.608) (-0.666,-1.485) (-5.090,-3.126)      0.473867
16    -19.89738 -23.76126   5.73805   0.65958   3.78698 -36.65240       (-28.419,-11.626) (-0.660,-1.507) (-5.078,-3.127)      0.505458
