Fol_.15_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -183.33647 630.64047 -1973.56363 -1029.78574 -4188.08517 -650.82488       (-20.078,-1323.729) (-258.662,-80.418) (-103.025,-141.814)      5.08423e-12
1    -183.17305 629.86724 -1971.66859 -1030.07997 -4183.99602 -650.43233       (-18.653,-1391.083) (-283.135,-76.524) (-108.562,-124.533)      74.0402
2    -183.00963 629.09402 -1969.77355 -1030.37421 -4179.90687 -650.03977       (-17.228,-1458.437) (-307.608,-72.629) (-114.098,-107.252)      148.08
3    -182.84621 628.32079 -1967.87850 -1030.66845 -4175.81772 -649.64722       (-332.081,-68.735) (-15.803,-1525.791) (-119.635,-89.972)      222.121
4    -182.68279 627.54756 -1965.98346 -1030.96269 -4171.72857 -649.25466       (-356.554,-64.841) (-14.378,-1593.144) (-125.171,-72.691)      296.161
5    -182.51936 626.77433 -1964.08842 -1031.25692 -4167.63942 -648.86211       (-12.953,-1660.498) (-130.708,-55.410) (-381.027,-60.947)      370.201
6    -182.35594 626.00110 -1962.19338 -1031.55116 -4163.55027 -648.46955       (-11.528,-1727.852) (-136.244,-38.129) (-405.500,-57.052)      444.241
7    -182.19252 625.22788 -1960.29834 -1031.84540 -4159.46112 -648.07700       (-10.103,-1795.206) (-141.781,-20.848) (-429.973,-53.158)      518.281
8    -182.02910 624.45465 -1958.40330 -1032.13963 -4155.37198 -647.68444       (-8.678,-1862.560) (-147.317,-3.567) (-454.446,-49.264)      592.321
9    -181.86567 623.68142 -1956.50826 -1032.43387 -4151.28283 -647.29188       (-458.743,-160.107) (-1909.739,-7.253) (-6.461,-38.116)      638.4
10    -181.70225 622.90819 -1954.61322 -1032.72811 -4147.19368 -646.89933       (-447.229,-164.218) (-1941.106,-5.828) (-25.167,-35.647)      660.862
11    -181.53883 622.13496 -1952.71818 -1033.02235 -4143.10453 -646.50677       (-435.716,-168.330) (-1972.473,-4.403) (-43.873,-33.178)      684.766
12    -181.37541 621.36174 -1950.82314 -1033.31658 -4139.01538 -646.11422       (-424.202,-172.441) (-2003.840,-2.978) (-62.579,-30.709)      709.967
13    -181.21199 620.58851 -1948.92810 -1033.61082 -4134.92623 -645.72166       (-412.688,-176.553) (-2035.207,-1.553) (-81.285,-28.239)      736.332
14    -181.04856 619.81528 -1947.03306 -1033.90506 -4130.83708 -645.32911       (-401.174,-180.664) (-2066.574,-0.128) (-99.991,-25.770)      763.741
15    -180.88514 619.04205 -1945.13801 -1034.19930 -4126.74793 -644.93655       (-117.400,-183.479) (-2099.238,-1.297) (-388.363,-22.004)      793.139
16    -180.72172 618.26882 -1943.24297 -1034.49353 -4122.65878 -644.54400       (-134.681,-186.165) (-2132.030,-2.722) (-375.424,-18.110)      823.487
17    -180.55830 617.49560 -1941.34793 -1034.78777 -4118.56963 -644.15144       (-151.962,-188.852) (-2164.822,-4.147) (-362.485,-14.215)      854.589
18    -180.39488 616.72237 -1939.45289 -1035.08201 -4114.48048 -643.75888       (-169.242,-191.538) (-2197.614,-5.572) (-349.547,-10.321)      886.366
19    -180.23145 615.94914 -1937.55785 -1035.37625 -4110.39133 -643.36633       (-186.523,-194.225) (-2230.406,-6.997) (-336.608,-6.427)      918.749
20    -180.06803 615.17591 -1935.66281 -1035.67048 -4106.30219 -642.97377       (-203.804,-196.912) (-2263.198,-8.422) (-323.669,-2.533)      951.676
21    -179.90461 614.40268 -1933.76777 -1035.96472 -4102.21304 -642.58122       (-2294.628,-198.236) (-219.724,-8.485) (-312.092,-1.362)      983.594
22    -179.74119 613.62946 -1931.87273 -1036.25896 -4098.12389 -642.18866       (-2323.526,-197.029) (-233.110,-6.016) (-303.047,-5.256)      1013.05
23    -179.57777 612.85623 -1929.97769 -1036.55320 -4094.03474 -641.79611       (-2352.423,-195.821) (-246.497,-3.546) (-294.002,-9.150)      1042.75
24    -179.41434 612.08300 -1928.08265 -1036.84743 -4089.94559 -641.40355       (-2381.321,-194.613) (-259.884,-1.077) (-284.958,-13.045)      1072.67
25    -179.25092 611.30977 -1926.18761 -1037.14167 -4085.85644 -641.01100       (-274.521,-192.013) (-274.662,-1.392) (-2408.827,-15.547)      1099.77
26    -179.08750 610.53654 -1924.29257 -1037.43591 -4081.76729 -640.61844       (-263.007,-188.336) (-290.518,-3.861) (-2435.255,-16.972)      1124.43
27    -178.92408 609.76332 -1922.39752 -1037.73015 -4077.67814 -640.22588       (-251.493,-184.659) (-306.374,-6.331) (-2461.684,-18.397)      1149.52
28    -178.76066 608.99009 -1920.50248 -1038.02438 -4073.58899 -639.83333       (-239.979,-180.982) (-322.230,-8.800) (-2488.112,-19.822)      1175.02
29    -178.59723 608.21686 -1918.60744 -1038.31862 -4069.49984 -639.44077       (-228.466,-177.305) (-338.086,-11.269) (-2514.541,-21.247)      1200.9
30    -178.43381 607.44363 -1916.71240 -1038.61286 -4065.41069 -639.04822       (-216.952,-173.628) (-353.942,-13.739) (-2540.969,-22.672)      1227.12
31    -178.27039 606.67040 -1914.81736 -1038.90709 -4061.32155 -638.65566       (-205.438,-169.951) (-369.798,-16.208) (-2567.397,-24.097)      1253.69
32    -178.10697 605.89718 -1912.92232 -1039.20133 -4057.23240 -638.26311       (-193.924,-166.274) (-385.654,-18.677) (-2593.826,-25.522)      1280.56
33    -177.94354 605.12395 -1911.02728 -1039.49557 -4053.14325 -637.87055       (-182.410,-162.597) (-401.510,-21.146) (-2620.254,-26.946)      1307.72
34    -177.78012 604.35072 -1909.13224 -1039.78981 -4049.05410 -637.47800       (-170.896,-158.920) (-417.366,-23.616) (-2646.683,-28.371)      1335.16
35    -177.61670 603.57749 -1907.23720 -1040.08404 -4044.96495 -637.08544       (-159.382,-155.243) (-433.222,-26.085) (-2673.111,-29.796)      1362.86
36    -177.45328 602.80426 -1905.34216 -1040.37828 -4040.87580 -636.69288       (-147.868,-151.566) (-449.078,-28.554) (-2699.540,-31.221)      1390.8
37    -177.28986 602.03104 -1903.44712 -1040.67252 -4036.78665 -636.30033       (-136.354,-147.889) (-464.934,-31.024) (-2725.968,-32.646)      1418.97
38    -177.12643 601.25781 -1901.55208 -1040.96676 -4032.69750 -635.90777       (-124.841,-144.212) (-480.790,-33.493) (-2752.397,-34.071)      1447.35
39    -176.96301 600.48458 -1899.65704 -1041.26099 -4028.60835 -635.51522       (-113.327,-140.535) (-496.646,-35.962) (-2778.825,-35.496)      1475.93
40    -176.79959 599.71135 -1897.76199 -1041.55523 -4024.51920 -635.12266       (-101.813,-136.858) (-512.502,-38.431) (-2805.253,-36.921)      1504.71
41    -176.63617 598.93812 -1895.86695 -1041.84947 -4020.43005 -634.73011       (-90.299,-133.181) (-528.358,-40.901) (-2831.682,-38.346)      1533.66
42    -176.47275 598.16490 -1893.97191 -1042.14371 -4016.34091 -634.33755       (-78.785,-129.504) (-544.214,-43.370) (-2858.110,-39.771)      1562.79
43    -176.30932 597.39167 -1892.07687 -1042.43794 -4012.25176 -633.94500       (-67.271,-125.827) (-560.070,-45.839) (-2884.539,-41.196)      1592.07
44    -176.14590 596.61844 -1890.18183 -1042.73218 -4008.16261 -633.55244       (-55.757,-122.150) (-575.926,-48.309) (-2910.967,-42.621)      1621.51
45    -175.98248 595.84521 -1888.28679 -1043.02642 -4004.07346 -633.15988       (-44.243,-118.473) (-591.781,-50.778) (-2937.396,-44.046)      1651.09
46    -175.81906 595.07198 -1886.39175 -1043.32066 -3999.98431 -632.76733       (-32.730,-114.796) (-607.637,-53.247) (-2963.824,-45.471)      1680.81
47    -175.65564 594.29876 -1884.49671 -1043.61489 -3995.89516 -632.37477       (-21.216,-111.119) (-623.493,-55.716) (-2990.253,-46.896)      1710.66
48    -175.49221 593.52553 -1882.60167 -1043.90913 -3991.80601 -631.98222       (-9.702,-107.442) (-639.349,-58.186) (-3016.681,-48.321)      1740.62
49    -175.32879 592.75230 -1880.70663 -1044.20337 -3987.71686 -631.58966       (-1.812,-105.577) (-653.393,-3041.297) (-58.843,-47.934)      1768.54
50    -175.16537 591.97907 -1878.81159 -1044.49761 -3983.62771 -631.19711       (-13.326,-113.414) (-657.735,-3056.212) (-49.798,-37.845)      1784.99
51    -175.00195 591.20584 -1876.91655 -1044.79184 -3979.53856 -630.80455       (-24.840,-121.251) (-662.077,-3071.127) (-40.754,-27.756)      1801.63
52    -174.83853 590.43262 -1875.02150 -1045.08608 -3975.44941 -630.41200       (-36.354,-129.088) (-666.419,-3086.041) (-31.709,-17.667)      1818.01
53    -174.67510 589.65939 -1873.12646 -1045.38032 -3971.36027 -630.01944       (-47.868,-136.925) (-670.761,-3100.956) (-22.664,-7.578)      1833.33
54    -174.51168 588.88616 -1871.23142 -1045.67455 -3967.27112 -629.62688       (-672.593,-142.251) (-56.871,-3113.360) (-16.130,-2.511)      1845.3
55    -174.34826 588.11293 -1869.33638 -1045.96879 -3963.18197 -629.23433       (-666.846,-139.999) (-58.296,-3118.185) (-17.175,-12.599)      1847.94
56    -174.18484 587.33970 -1867.44134 -1046.26303 -3959.09282 -628.84177       (-661.099,-137.747) (-59.721,-3123.011) (-18.219,-22.688)      1850.68
57    -174.02141 586.56648 -1865.54630 -1046.55727 -3955.00367 -628.44922       (-655.352,-135.495) (-61.146,-3127.837) (-19.263,-32.777)      1853.5
58    -173.85799 585.79325 -1863.65126 -1046.85150 -3950.91452 -628.05666       (-649.606,-133.243) (-62.571,-3132.662) (-20.308,-42.866)      1856.4
59    -173.69457 585.02002 -1861.75622 -1047.14574 -3946.82537 -627.66411       (-643.859,-130.991) (-63.996,-3137.488) (-21.352,-52.955)      1859.34
60    -173.53115 584.24679 -1859.86118 -1047.43998 -3942.73622 -627.27155       (-638.112,-128.739) (-65.421,-3142.314) (-22.396,-63.044)      1862.35
61    -173.36773 583.47356 -1857.96614 -1047.73422 -3938.64707 -626.87900       (-632.365,-126.487) (-66.846,-3147.139) (-23.440,-73.133)      1865.43
62    -173.20430 582.70034 -1856.07110 -1048.02845 -3934.55792 -626.48644       (-626.618,-124.235) (-68.271,-3151.965) (-24.485,-83.222)      1868.6
63    -173.04088 581.92711 -1854.17606 -1048.32269 -3930.46877 -626.09388       (-620.871,-121.983) (-69.696,-3156.791) (-25.529,-93.311)      1871.86
64    -172.87746 581.15388 -1852.28102 -1048.61693 -3926.37962 -625.70133       (-615.125,-119.731) (-71.121,-3161.616) (-26.573,-103.400)      1875.2
65    -172.71404 580.38065 -1850.38597 -1048.91117 -3922.29048 -625.30877       (-609.378,-117.479) (-72.546,-3166.442) (-27.618,-113.489)      1878.62
66    -172.55062 579.60742 -1848.49093 -1049.20540 -3918.20133 -624.91622       (-603.631,-115.227) (-73.971,-3171.268) (-28.662,-123.577)      1882.12
67    -172.38719 578.83420 -1846.59589 -1049.49964 -3914.11218 -624.52366       (-597.884,-112.975) (-75.396,-3176.093) (-29.706,-133.666)      1885.71
68    -172.22377 578.06097 -1844.70085 -1049.79388 -3910.02303 -624.13111       (-592.137,-110.723) (-76.821,-3180.919) (-30.751,-143.755)      1889.37
69    -172.06035 577.28774 -1842.80581 -1050.08812 -3905.93388 -623.73855       (-586.390,-108.470) (-78.246,-3185.744) (-31.795,-153.844)      1893.12
70    -171.89693 576.51451 -1840.91077 -1050.38235 -3901.84473 -623.34600       (-580.643,-106.218) (-79.671,-3190.570) (-32.839,-163.933)      1896.95
71    -171.73351 575.74128 -1839.01573 -1050.67659 -3897.75558 -622.95344       (-574.897,-103.966) (-81.096,-3195.396) (-33.884,-174.022)      1900.85
72    -171.57008 574.96806 -1837.12069 -1050.97083 -3893.66643 -622.56088       (-569.150,-101.714) (-82.521,-3200.221) (-34.928,-184.111)      1904.84
73    -171.40666 574.19483 -1835.22565 -1051.26507 -3889.57728 -622.16833       (-563.403,-99.462) (-83.946,-3205.047) (-35.972,-194.200)      1908.9
74    -171.24324 573.42160 -1833.33061 -1051.55930 -3885.48813 -621.77577       (-557.656,-97.210) (-85.371,-3209.873) (-37.016,-204.289)      1913.05
75    -171.07982 572.64837 -1831.43557 -1051.85354 -3881.39898 -621.38322       (-551.909,-94.958) (-86.796,-3214.698) (-38.061,-214.378)      1917.27
76    -170.91640 571.87514 -1829.54053 -1052.14778 -3877.30984 -620.99066       (-546.162,-92.706) (-88.221,-3219.524) (-39.105,-224.467)      1921.56
77    -170.75297 571.10191 -1827.64548 -1052.44202 -3873.22069 -620.59811       (-540.416,-90.454) (-89.646,-3224.350) (-40.149,-234.555)      1925.94
78    -170.58955 570.32869 -1825.75044 -1052.73625 -3869.13154 -620.20555       (-534.669,-88.202) (-91.071,-3229.175) (-41.194,-244.644)      1930.39
79    -170.42613 569.55546 -1823.85540 -1053.03049 -3865.04239 -619.81300       (-528.922,-85.950) (-92.496,-3234.001) (-42.238,-254.733)      1934.92
80    -170.26271 568.78223 -1821.96036 -1053.32473 -3860.95324 -619.42044       (-523.175,-83.698) (-93.921,-3238.827) (-43.282,-264.822)      1939.52
81    -170.09928 568.00900 -1820.06532 -1053.61896 -3856.86409 -619.02788       (-517.428,-81.446) (-95.345,-3243.652) (-44.327,-274.911)      1944.19
82    -169.93586 567.23577 -1818.17028 -1053.91320 -3852.77494 -618.63533       (-511.681,-79.194) (-96.770,-3248.478) (-45.371,-285.000)      1948.95
83    -169.77244 566.46255 -1816.27524 -1054.20744 -3848.68579 -618.24277       (-505.935,-76.942) (-98.195,-3253.304) (-46.415,-295.089)      1953.77
84    -169.60902 565.68932 -1814.38020 -1054.50168 -3844.59664 -617.85022       (-500.188,-74.690) (-99.620,-3258.129) (-47.460,-305.178)      1958.67
85    -169.44560 564.91609 -1812.48516 -1054.79591 -3840.50749 -617.45766       (-494.441,-72.438) (-101.045,-3262.955) (-48.504,-315.267)      1963.64
