10PERCENT_2018-03-07.11_26_23.5_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -0.28098  -6.66909 -14.52844 -49.56303 -17.45377   5.51216       (-0.281,-23.845) (-0.917,-16.330) (-15.652,-0.239)      3.55271e-15
1     -0.28094  -6.66334 -14.53777 -49.52908 -17.45265   5.50636       (-0.281,-23.857) (-0.912,-16.329) (-15.662,-0.245)      0.0173899
2     -0.28090  -6.65758 -14.54709 -49.49514 -17.45152   5.50056       (-0.281,-23.869) (-0.906,-16.328) (-15.671,-0.251)      0.0347798
3     -0.28086  -6.65182 -14.55642 -49.46120 -17.45040   5.49476       (-0.281,-23.881) (-0.900,-16.327) (-15.680,-0.257)      0.0521697
4     -0.28081  -6.64606 -14.56574 -49.42725 -17.44927   5.48897       (-0.281,-23.894) (-0.894,-16.326) (-15.689,-0.263)      0.0695596
5     -0.28077  -6.64031 -14.57507 -49.39331 -17.44815   5.48317       (-0.281,-23.906) (-0.889,-16.325) (-15.698,-0.268)      0.0869495
6     -0.28073  -6.63455 -14.58440 -49.35936 -17.44702   5.47737       (-0.281,-23.918) (-0.883,-16.324) (-15.707,-0.274)      0.104339
7     -0.28069  -6.62879 -14.59372 -49.32542 -17.44590   5.47157       (-0.281,-23.931) (-0.877,-16.323) (-15.716,-0.280)      0.121729
8     -0.28065  -6.62303 -14.60305 -49.29147 -17.44477   5.46577       (-0.281,-23.943) (-0.871,-16.322) (-15.726,-0.286)      0.139119
9     -0.28061  -6.61728 -14.61237 -49.25753 -17.44365   5.45997       (-0.281,-23.955) (-0.866,-16.321) (-15.735,-0.292)      0.156509
10     -0.28056  -6.61152 -14.62170 -49.22358 -17.44252   5.45417       (-0.281,-23.967) (-0.860,-16.320) (-15.744,-0.297)      0.173899
11     -0.28052  -6.60576 -14.63102 -49.18964 -17.44140   5.44837       (-0.281,-23.980) (-0.854,-16.319) (-15.753,-0.303)      0.191289
12     -0.28048  -6.60001 -14.64035 -49.15569 -17.44027   5.44257       (-0.280,-23.992) (-0.848,-16.318) (-15.762,-0.309)      0.208679
13     -0.28044  -6.59425 -14.64967 -49.12175 -17.43915   5.43677       (-0.280,-24.004) (-0.843,-16.317) (-15.771,-0.315)      0.226069
14     -0.28040  -6.58849 -14.65900 -49.08780 -17.43802   5.43098       (-0.280,-24.017) (-0.837,-16.316) (-15.781,-0.321)      0.243458
15     -0.28036  -6.58273 -14.66833 -49.05386 -17.43690   5.42518       (-0.280,-24.029) (-0.831,-16.315) (-15.790,-0.326)      0.260848
16     -0.28032  -6.57698 -14.67765 -49.01992 -17.43577   5.41938       (-0.280,-24.041) (-0.825,-16.315) (-15.799,-0.332)      0.278238
17     -0.28027  -6.57122 -14.68698 -48.98597 -17.43465   5.41358       (-0.280,-24.053) (-0.820,-16.314) (-15.808,-0.338)      0.295628
18     -0.28023  -6.56546 -14.69630 -48.95203 -17.43352   5.40778       (-0.280,-24.066) (-0.814,-16.313) (-15.817,-0.344)      0.313018
19     -0.28019  -6.55970 -14.70563 -48.91808 -17.43240   5.40198       (-0.280,-24.078) (-0.808,-16.312) (-15.826,-0.350)      0.330408
20     -0.28015  -6.55395 -14.71495 -48.88414 -17.43127   5.39618       (-0.280,-24.090) (-0.802,-16.311) (-15.836,-0.355)      0.347798
21     -0.28011  -6.54819 -14.72428 -48.85019 -17.43015   5.39038       (-0.280,-24.103) (-0.797,-16.310) (-15.845,-0.361)      0.365188
22     -0.28007  -6.54243 -14.73360 -48.81625 -17.42902   5.38458       (-0.280,-24.115) (-0.791,-16.309) (-15.854,-0.367)      0.382578
23     -0.28002  -6.53667 -14.74293 -48.78230 -17.42790   5.37879       (-0.280,-24.127) (-0.785,-16.308) (-15.863,-0.373)      0.399968
24     -0.27998  -6.53092 -14.75225 -48.74836 -17.42677   5.37299       (-0.280,-24.139) (-0.779,-16.307) (-15.872,-0.379)      0.417357
25     -0.27994  -6.52516 -14.76158 -48.71441 -17.42565   5.36719       (-0.280,-24.152) (-0.774,-16.306) (-15.881,-0.384)      0.434747
26     -0.27990  -6.51940 -14.77091 -48.68047 -17.42452   5.36139       (-0.280,-24.164) (-0.768,-16.305) (-15.891,-0.390)      0.452137
27     -0.27986  -6.51364 -14.78023 -48.64652 -17.42340   5.35559       (-0.280,-24.176) (-0.762,-16.304) (-15.900,-0.396)      0.469527
28     -0.27982  -6.50789 -14.78956 -48.61258 -17.42227   5.34979       (-0.280,-24.188) (-0.756,-16.303) (-15.909,-0.402)      0.486917
29     -0.27978  -6.50213 -14.79888 -48.57864 -17.42115   5.34399       (-0.280,-24.201) (-0.750,-16.302) (-15.918,-0.408)      0.504307
