Fol_2018-03-05.14_04_57.631_.txt     Output is probe cell, reduced cell, NCDist distance between
0      6.15335 -17.83363 -25.83212 -30.63900 -17.74675   3.11453       (-2.412,-23.708) (-5.451,-12.823) (-18.449,-0.702)      7.16072e-15
1      6.14649 -17.81819 -25.81909 -30.62680 -17.75272   3.10595       (-2.419,-23.728) (-5.460,-12.839) (-18.439,-0.687)      0.0335339
2      6.13963 -17.80275 -25.80607 -30.61460 -17.75869   3.09738       (-2.426,-23.749) (-5.468,-12.856) (-18.430,-0.671)      0.0670679
3      6.13276 -17.78732 -25.79305 -30.60239 -17.76466   3.08880       (-2.433,-23.769) (-5.477,-12.872) (-18.420,-0.656)      0.100602
4      6.12590 -17.77188 -25.78003 -30.59019 -17.77062   3.08023       (-2.440,-23.789) (-5.486,-12.888) (-18.411,-0.640)      0.134136
5      6.11904 -17.75644 -25.76701 -30.57799 -17.77659   3.07166       (-2.447,-23.810) (-5.494,-12.904) (-18.402,-0.625)      0.16767
6      6.11218 -17.74101 -25.75398 -30.56579 -17.78256   3.06308       (-2.454,-23.830) (-5.503,-12.920) (-18.392,-0.610)      0.201204
7      6.10532 -17.72557 -25.74096 -30.55359 -17.78852   3.05451       (-2.460,-23.850) (-5.511,-12.936) (-18.383,-0.594)      0.234738
8      6.09845 -17.71013 -25.72794 -30.54138 -17.79449   3.04593       (-2.467,-23.871) (-5.520,-12.952) (-18.373,-0.579)      0.268272
9      6.09159 -17.69470 -25.71492 -30.52918 -17.80046   3.03736       (-2.474,-23.891) (-5.528,-12.969) (-18.364,-0.563)      0.301805
10      6.08473 -17.67926 -25.70190 -30.51698 -17.80643   3.02878       (-2.481,-23.912) (-5.537,-12.985) (-18.354,-0.548)      0.335339
11      6.07787 -17.66382 -25.68888 -30.50478 -17.81239   3.02021       (-2.488,-23.932) (-5.546,-13.001) (-18.345,-0.532)      0.368873
12      6.07100 -17.64839 -25.67585 -30.49257 -17.81836   3.01163       (-2.495,-23.952) (-5.554,-13.017) (-18.335,-0.517)      0.402407
13      6.06414 -17.63295 -25.66283 -30.48037 -17.82433   3.00306       (-2.502,-23.973) (-5.563,-13.033) (-18.326,-0.501)      0.435941
14      6.05728 -17.61751 -25.64981 -30.46817 -17.83029   2.99449       (-2.508,-23.993) (-5.571,-13.049) (-18.316,-0.486)      0.469475
15      6.05042 -17.60208 -25.63679 -30.45597 -17.83626   2.98591       (-2.515,-24.014) (-5.580,-13.065) (-18.307,-0.471)      0.503009
16      6.04355 -17.58664 -25.62377 -30.44376 -17.84223   2.97734       (-2.522,-24.034) (-5.588,-13.082) (-18.297,-0.455)      0.536543
17      6.03669 -17.57120 -25.61074 -30.43156 -17.84819   2.96876       (-2.529,-24.054) (-5.597,-13.098) (-18.288,-0.440)      0.570077
18      6.02983 -17.55577 -25.59772 -30.41936 -17.85416   2.96019       (-2.536,-24.075) (-5.606,-13.114) (-18.278,-0.424)      0.603611
19      6.02297 -17.54033 -25.58470 -30.40716 -17.86013   2.95161       (-2.543,-24.095) (-5.614,-13.130) (-18.269,-0.409)      0.637145
20      6.01610 -17.52489 -25.57168 -30.39496 -17.86610   2.94304       (-2.550,-24.115) (-5.623,-13.146) (-18.259,-0.393)      0.670679
21      6.00924 -17.50946 -25.55866 -30.38275 -17.87206   2.93447       (-2.557,-24.136) (-5.631,-13.162) (-18.250,-0.378)      0.704213
22      6.00238 -17.49402 -25.54564 -30.37055 -17.87803   2.92589       (-2.563,-24.156) (-5.640,-13.178) (-18.241,-0.363)      0.737747
23      5.99552 -17.47858 -25.53261 -30.35835 -17.88400   2.91732       (-2.570,-24.177) (-5.648,-13.194) (-18.231,-0.347)      0.771281
24      5.98866 -17.46315 -25.51959 -30.34615 -17.88996   2.90874       (-2.577,-24.197) (-5.657,-13.211) (-18.222,-0.332)      0.804815
25      5.98179 -17.44771 -25.50657 -30.33394 -17.89593   2.90017       (-2.584,-24.217) (-5.666,-13.227) (-18.212,-0.316)      0.838349
26      5.97493 -17.43227 -25.49355 -30.32174 -17.90190   2.89159       (-2.591,-24.238) (-5.674,-13.243) (-18.203,-0.301)      0.871883
