2BOUNDS_2018-03-07.14_22_44.88_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -11.24504 -19.32257  11.77525  -4.61505 -25.27029 -31.07326       (-6.773,-7.303) (-5.002,-5.662) (-20.695,-0.387)      7.10543e-15
1    -11.23945 -19.31001  11.76307  -4.61544 -25.25230 -31.06287       (-6.748,-7.272) (-5.015,-5.694) (-20.735,-0.399)      0.0675788
2    -11.23386 -19.29745  11.75090  -4.61582 -25.23432 -31.05248       (-6.724,-7.241) (-5.027,-5.726) (-20.776,-0.411)      0.135158
3    -11.22827 -19.28489  11.73872  -4.61621 -25.21633 -31.04209       (-6.699,-7.209) (-5.040,-5.758) (-20.816,-0.424)      0.202736
4    -11.22268 -19.27233  11.72655  -4.61660 -25.19835 -31.03170       (-6.674,-7.178) (-5.052,-5.790) (-20.856,-0.436)      0.270315
5    -11.21709 -19.25976  11.71437  -4.61699 -25.18036 -31.02131       (-6.649,-7.147) (-5.065,-5.822) (-20.897,-0.448)      0.337894
6    -11.21150 -19.24720  11.70220  -4.61738 -25.16238 -31.01092       (-6.625,-7.115) (-5.078,-5.854) (-20.937,-0.460)      0.405473
7    -11.20592 -19.23464  11.69003  -4.61776 -25.14439 -31.00053       (-6.600,-7.084) (-5.090,-5.886) (-20.978,-0.472)      0.473052
8    -11.20033 -19.22208  11.67785  -4.61815 -25.12641 -30.99014       (-6.575,-7.053) (-5.103,-5.918) (-21.018,-0.485)      0.540631
9    -11.19474 -19.20952  11.66568  -4.61854 -25.10842 -30.97976       (-6.550,-7.021) (-5.115,-5.950) (-21.059,-0.497)      0.608209
10    -11.18915 -19.19695  11.65350  -4.61893 -25.09044 -30.96937       (-6.526,-6.990) (-5.128,-5.983) (-21.099,-0.509)      0.675788
11    -11.18356 -19.18439  11.64133  -4.61931 -25.07245 -30.95898       (-6.501,-6.959) (-5.140,-6.015) (-21.140,-0.521)      0.743367
12    -11.17797 -19.17183  11.62915  -4.61970 -25.05447 -30.94859       (-6.476,-6.927) (-5.153,-6.047) (-21.180,-0.533)      0.810946
13    -11.17238 -19.15927  11.61698  -4.62009 -25.03648 -30.93820       (-6.451,-6.896) (-5.165,-6.079) (-21.221,-0.545)      0.878525
14    -11.16679 -19.14671  11.60480  -4.62048 -25.01850 -30.92781       (-6.427,-6.865) (-5.178,-6.111) (-21.261,-0.558)      0.946103
15    -11.16120 -19.13414  11.59263  -4.62086 -25.00051 -30.91742       (-6.402,-6.833) (-5.191,-6.143) (-21.302,-0.570)      1.01368
16    -11.15561 -19.12158  11.58045  -4.62125 -24.98253 -30.90703       (-6.377,-6.802) (-5.203,-6.175) (-21.342,-0.582)      1.08126
17    -11.15002 -19.10902  11.56828  -4.62164 -24.96454 -30.89664       (-6.353,-6.771) (-5.216,-6.207) (-21.383,-0.594)      1.14884
