Fol_2018-02-25.13_35_07.57_.txt     Output is probe cell, reduced cell, NCDist distance between
0    245.18840 -4962.88222 -2073.93442 666.33722 -5619.54613 -746.13380       (-421.149,-666.337) (-1407.597,-4953.209) (-4296.545,-79.797)      0
1    244.52140 -4959.32337 -2076.15925 665.00322 -5618.87912 -745.46680       (-420.482,-665.003) (-1411.156,-4953.876) (-4294.320,-80.464)      4.55297
2    243.85439 -4955.76453 -2078.38409 663.66921 -5618.21212 -744.79979       (-419.815,-663.669) (-1414.715,-4954.543) (-4292.095,-81.131)      9.10594
3    243.18739 -4952.20569 -2080.60892 662.33520 -5617.54511 -744.13279       (-419.148,-662.335) (-1418.274,-4955.210) (-4289.870,-81.798)      13.6589
4    242.52038 -4948.64684 -2082.83376 661.00119 -5616.87811 -743.46578       (-418.481,-661.001) (-1421.833,-4955.877) (-4287.646,-82.465)      18.2119
5    241.85338 -4945.08800 -2085.05859 659.66718 -5616.21110 -742.79878       (-417.814,-659.667) (-1425.391,-4956.544) (-4285.421,-83.132)      22.7648
6    241.18637 -4941.52916 -2087.28343 658.33317 -5615.54410 -742.13177       (-417.147,-658.333) (-1428.950,-4957.211) (-4283.196,-83.799)      27.3178
7    240.51937 -4937.97031 -2089.50826 656.99916 -5614.87710 -741.46477       (-416.480,-656.999) (-1432.509,-4957.878) (-4280.971,-84.466)      31.8708
8    239.85237 -4934.41147 -2091.73310 655.66516 -5614.21009 -740.79777       (-415.813,-655.665) (-1436.068,-4958.545) (-4278.746,-85.133)      36.4238
9    239.18536 -4930.85262 -2093.95794 654.33115 -5613.54309 -740.13076       (-415.146,-654.331) (-1439.627,-4959.212) (-4276.521,-85.800)      40.9767
10    238.51836 -4927.29378 -2096.18277 652.99714 -5612.87608 -739.46376       (-414.479,-652.997) (-1443.186,-4959.879) (-4274.297,-86.467)      45.5297
11    237.85135 -4923.73494 -2098.40761 651.66313 -5612.20908 -738.79675       (-413.812,-651.663) (-1446.744,-4960.546) (-4272.072,-87.134)      50.0827
12    237.18435 -4920.17609 -2100.63244 650.32912 -5611.54207 -738.12975       (-413.145,-650.329) (-1450.303,-4961.213) (-4269.847,-87.801)      54.6356
13    236.51735 -4916.61725 -2102.85728 648.99511 -5610.87507 -737.46274       (-412.478,-648.995) (-1453.862,-4961.880) (-4267.622,-88.468)      59.1886
