Fol_2018-03-05.09_12_47.55_.txt     Output is probe cell, reduced cell, NCDist distance between
0      7.03809   3.79591   1.21913 -31.94232 -34.63571 -18.35421       (-0.482,-21.037) (-3.314,-2.095) (-17.246,-3.724)      0
1      7.02732   3.79163   1.21581 -31.92761 -34.62210 -18.33916       (-0.493,-21.046) (-3.299,-2.083) (-17.269,-3.729)      0.0332675
2      7.01654   3.78735   1.21249 -31.91289 -34.60849 -18.32410       (-0.504,-21.055) (-3.284,-2.071) (-17.292,-3.733)      0.0665349
3      7.00577   3.78307   1.20917 -31.89818 -34.59487 -18.30905       (-0.514,-21.063) (-3.269,-2.059) (-17.315,-3.737)      0.0998024
4      6.99500   3.77878   1.20586 -31.88347 -34.58126 -18.29399       (-0.525,-21.072) (-3.254,-2.048) (-17.338,-3.741)      0.13307
5      6.98422   3.77450   1.20254 -31.86876 -34.56765 -18.27894       (-0.536,-21.081) (-3.239,-2.036) (-17.361,-3.746)      0.166337
6      6.97345   3.77022   1.19922 -31.85405 -34.55403 -18.26388       (-0.547,-21.090) (-3.223,-2.024) (-17.384,-3.750)      0.199605
7      6.96268   3.76594   1.19591 -31.83934 -34.54042 -18.24882       (-0.558,-21.099) (-3.208,-2.013) (-17.407,-3.754)      0.232872
8      6.95190   3.76166   1.19259 -31.82463 -34.52681 -18.23377       (-0.568,-21.108) (-3.193,-2.001) (-17.430,-3.759)      0.26614
9      6.94113   3.75737   1.18927 -31.80991 -34.51320 -18.21871       (-0.579,-21.117) (-3.178,-1.989) (-17.453,-3.763)      0.299407
10      6.93036   3.75309   1.18595 -31.79520 -34.49958 -18.20366       (-0.590,-21.126) (-3.163,-1.977) (-17.476,-3.767)      0.332675
11      6.91958   3.74881   1.18264 -31.78049 -34.48597 -18.18860       (-0.601,-21.135) (-3.148,-1.966) (-17.499,-3.771)      0.365942
12      6.90881   3.74453   1.17932 -31.76578 -34.47236 -18.17355       (-0.611,-21.144) (-3.133,-1.954) (-17.522,-3.776)      0.39921
13      6.89804   3.74024   1.17600 -31.75107 -34.45875 -18.15849       (-0.622,-21.153) (-3.118,-1.942) (-17.545,-3.780)      0.432477
14      6.88727   3.73596   1.17269 -31.73636 -34.44513 -18.14344       (-0.633,-21.161) (-3.103,-1.930) (-17.568,-3.784)      0.465745
15      6.87649   3.73168   1.16937 -31.72165 -34.43152 -18.12838       (-0.644,-21.170) (-3.088,-1.919) (-17.591,-3.789)      0.499012
16      6.86572   3.72740   1.16605 -31.70694 -34.41791 -18.11332       (-0.654,-21.179) (-3.073,-1.907) (-17.614,-3.793)      0.532279
17      6.85495   3.72311   1.16273 -31.69222 -34.40430 -18.09827       (-0.665,-21.188) (-3.058,-1.895) (-17.637,-3.797)      0.565547
18      6.84417   3.71883   1.15942 -31.67751 -34.39068 -18.08321       (-0.676,-21.197) (-3.043,-1.883) (-17.660,-3.801)      0.598814
19      6.83340   3.71455   1.15610 -31.66280 -34.37707 -18.06816       (-0.687,-21.206) (-3.028,-1.872) (-17.683,-3.806)      0.632082
20      6.82263   3.71027   1.15278 -31.64809 -34.36346 -18.05310       (-0.698,-21.215) (-3.013,-1.860) (-17.706,-3.810)      0.665349
21      6.81185   3.70599   1.14947 -31.63338 -34.34985 -18.03805       (-0.708,-21.224) (-2.998,-1.848) (-17.729,-3.814)      0.698617
22      6.80108   3.70170   1.14615 -31.61867 -34.33623 -18.02299       (-0.719,-21.233) (-2.983,-1.836) (-17.751,-3.819)      0.731884
23      6.79031   3.69742   1.14283 -31.60396 -34.32262 -18.00794       (-0.730,-21.242) (-2.968,-1.825) (-17.774,-3.823)      0.765152
24      6.77953   3.69314   1.13951 -31.58925 -34.30901 -17.99288       (-0.741,-21.251) (-2.952,-1.813) (-17.797,-3.827)      0.798419
25      6.76876   3.68886   1.13620 -31.57453 -34.29539 -17.97783       (-0.751,-21.259) (-2.937,-1.801) (-17.820,-3.831)      0.831687
26      6.75799   3.68457   1.13288 -31.55982 -34.28178 -17.96277       (-0.762,-21.268) (-2.922,-1.789) (-17.843,-3.836)      0.864954
27      6.74721   3.68029   1.12956 -31.54511 -34.26817 -17.94771       (-0.773,-21.277) (-2.907,-1.778) (-17.866,-3.840)      0.898222
28      6.73644   3.67601   1.12625 -31.53040 -34.25456 -17.93266       (-0.784,-21.286) (-2.892,-1.766) (-17.889,-3.844)      0.931489
29      6.72567   3.67173   1.12293 -31.51569 -34.24094 -17.91760       (-0.795,-21.295) (-2.877,-1.754) (-17.912,-3.848)      0.964756
30      6.71489   3.66744   1.11961 -31.50098 -34.22733 -17.90255       (-0.805,-21.304) (-2.862,-1.743) (-17.935,-3.853)      0.998024
