2BOUNDS_2018-03-07.14_48_28.720_.txt     Output is probe cell, reduced cell, NCDist distance between
0      0.49908  -3.40589   7.52023 -25.33694 -26.57283   1.72857       (-9.166,-0.129) (-8.889,-0.370) (-2.374,-0.679)      0
1      0.48941  -3.41138   7.51032 -25.31171 -26.54660   1.72616       (-9.255,-0.176) (-8.802,-0.313) (-2.528,-0.706)      0.213075
2      0.47973  -3.41687   7.50042 -25.28647 -26.52037   1.72375       (-9.344,-0.223) (-8.716,-0.256) (-2.683,-0.734)      0.42615
3      0.47006  -3.42236   7.49051 -25.26124 -26.49414   1.72134       (-9.433,-0.271) (-8.630,-0.200) (-2.837,-0.761)      0.639225
4      0.46038  -3.42785   7.48061 -25.23601 -26.46791   1.71893       (-9.523,-0.318) (-8.544,-0.143) (-2.991,-0.788)      0.8523
5      0.45071  -3.43333   7.47071 -25.21077 -26.44169   1.71652       (-9.612,-0.365) (-8.458,-0.086) (-3.146,-0.815)      1.06538
6      0.44103  -3.43882   7.46080 -25.18554 -26.41546   1.71411       (-9.701,-0.412) (-8.372,-0.029) (-3.300,-0.843)      1.27845
7      0.43136  -3.44431   7.45090 -25.16031 -26.38923   1.71170       (-3.426,-0.431) (-8.314,-0.028) (-9.762,-0.842)      1.43862
8      0.42168  -3.44980   7.44099 -25.13507 -26.36300   1.70929       (-3.523,-0.422) (-8.284,-0.085) (-9.794,-0.812)      1.53133
9      0.41201  -3.45529   7.43109 -25.10984 -26.33677   1.70688       (-3.621,-0.412) (-8.255,-0.142) (-9.827,-0.782)      1.62303
10      0.40233  -3.46078   7.42119 -25.08461 -26.31054   1.70447       (-3.718,-0.402) (-8.226,-0.199) (-9.859,-0.753)      1.71891
11      0.39266  -3.46626   7.41128 -25.05937 -26.28431   1.70206       (-3.816,-0.393) (-8.197,-0.256) (-9.891,-0.723)      1.81832
12      0.38298  -3.47175   7.40138 -25.03414 -26.25808   1.69965       (-3.913,-0.383) (-8.167,-0.313) (-9.923,-0.694)      1.92071
13      0.37331  -3.47724   7.39147 -25.00891 -26.23185   1.69724       (-4.011,-0.373) (-8.138,-0.370) (-9.956,-0.664)      2.02562
14      0.36364  -3.48273   7.38157 -24.98367 -26.20563   1.69483       (-4.108,-0.364) (-8.109,-0.426) (-9.988,-0.634)      2.13033
15      0.35396  -3.48822   7.37167 -24.95844 -26.17940   1.69242       (-4.205,-0.354) (-8.080,-0.483) (-10.020,-0.605)      2.23381
16      0.34429  -3.49371   7.36176 -24.93321 -26.15317   1.69001       (-4.303,-0.344) (-8.050,-0.540) (-10.052,-0.575)      2.32982
17      0.33461  -3.49919   7.35186 -24.90797 -26.12694   1.68760       (-4.400,-0.335) (-8.021,-0.597) (-10.085,-0.545)      2.42568
18      0.32494  -3.50468   7.34195 -24.88274 -26.10071   1.68519       (-4.498,-0.325) (-7.992,-0.654) (-10.117,-0.516)      2.52408
19      0.31526  -3.51017   7.33205 -24.85751 -26.07448   1.68278       (-4.595,-0.315) (-7.963,-0.711) (-10.149,-0.486)      2.62474
20      0.30559  -3.51566   7.32214 -24.83227 -26.04825   1.68037       (-4.692,-0.306) (-7.933,-0.768) (-10.182,-0.456)      2.7274
21      0.29591  -3.52115   7.31224 -24.80704 -26.02202   1.67796       (-4.790,-0.296) (-7.904,-0.825) (-10.214,-0.427)      2.83185
22      0.28624  -3.52663   7.30234 -24.78181 -25.99580   1.67555       (-4.887,-0.286) (-7.875,-0.882) (-10.246,-0.397)      2.9379
23      0.27656  -3.53212   7.29243 -24.75657 -25.96957   1.67314       (-4.985,-0.277) (-7.846,-0.939) (-10.278,-0.367)      3.04537
24      0.26689  -3.53761   7.28253 -24.73134 -25.94334   1.67073       (-5.082,-0.267) (-7.816,-0.995) (-10.311,-0.338)      3.15413
25      0.25722  -3.54310   7.27262 -24.70611 -25.91711   1.66832       (-5.179,-0.257) (-7.787,-1.052) (-10.343,-0.308)      3.26404
26      0.24754  -3.54859   7.26272 -24.68087 -25.89088   1.66591       (-5.277,-0.248) (-7.758,-1.109) (-10.375,-0.278)      3.37499
27      0.23787  -3.55408   7.25282 -24.65564 -25.86465   1.66349       (-5.374,-0.238) (-7.729,-1.166) (-10.408,-0.249)      3.48689
28      0.22819  -3.55956   7.24291 -24.63041 -25.83842   1.66108       (-5.472,-0.228) (-7.699,-1.223) (-10.440,-0.219)      3.59964
29      0.21852  -3.56505   7.23301 -24.60517 -25.81219   1.65867       (-5.569,-0.219) (-7.670,-1.280) (-10.472,-0.189)      3.71317
30      0.20884  -3.57054   7.22310 -24.57994 -25.78596   1.65626       (-5.666,-0.209) (-7.641,-1.337) (-10.504,-0.160)      3.82741
31      0.19917  -3.57603   7.21320 -24.55471 -25.75974   1.65385       (-5.764,-0.199) (-7.612,-1.394) (-10.537,-0.130)      3.94229
32      0.18949  -3.58152   7.20330 -24.52947 -25.73351   1.65144       (-5.861,-0.189) (-7.582,-1.451) (-10.569,-0.100)      4.05777
33      0.17982  -3.58700   7.19339 -24.50424 -25.70728   1.64903       (-5.959,-0.180) (-7.553,-1.508) (-10.601,-0.071)      4.17378
34      0.17014  -3.59249   7.18349 -24.47901 -25.68105   1.64662       (-6.056,-0.170) (-7.524,-1.565) (-10.633,-0.041)      4.2903
35      0.16047  -3.59798   7.17358 -24.45377 -25.65482   1.64421       (-6.154,-0.160) (-7.495,-1.621) (-10.666,-0.011)      4.40727
36      0.15080  -3.60347   7.16368 -24.42854 -25.62859   1.64180       (-7.447,-0.133) (-6.233,-1.660) (-10.716,-0.018)      4.51694
37      0.14112  -3.60896   7.15377 -24.40331 -25.60236   1.63939       (-7.388,-0.093) (-6.300,-1.687) (-10.778,-0.048)      4.62257
38      0.13145  -3.61445   7.14387 -24.37807 -25.57613   1.63698       (-7.329,-0.054) (-6.368,-1.715) (-10.840,-0.078)      4.72782
39      0.12177  -3.61993   7.13397 -24.35284 -25.54991   1.63457       (-7.270,-0.015) (-6.436,-1.742) (-10.902,-0.107)      4.83163
40      0.11210  -3.62542   7.12406 -24.32761 -25.52368   1.63216       (-7.236,-0.025) (-10.939,-1.744) (-6.479,-0.112)      4.89392
41      0.10242  -3.63091   7.11416 -24.30237 -25.49745   1.62975       (-7.217,-0.064) (-10.962,-1.732) (-6.507,-0.102)      4.93188
42      0.09275  -3.63640   7.10425 -24.27714 -25.47122   1.62734       (-7.197,-0.103) (-10.984,-1.720) (-6.536,-0.093)      4.97026
43      0.08307  -3.64189   7.09435 -24.25191 -25.44499   1.62493       (-7.177,-0.143) (-11.007,-1.708) (-6.564,-0.083)      5.00904
