Fol_2018-03-05.14_01_55.4_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -0.21785  -6.64942 -14.43394 -49.49630 -17.40600   5.57266       (-0.218,-20.751) (-0.176,-16.317) (-15.523,-0.900)      1.46482e-14
1     -0.21853  -6.64298 -14.43583 -49.46229 -17.40935   5.56690       (-0.219,-20.778) (-0.170,-16.317) (-15.528,-0.906)      0.0288063
2     -0.21922  -6.63654 -14.43771 -49.42828 -17.41269   5.56115       (-0.219,-20.805) (-0.163,-16.317) (-15.534,-0.912)      0.0576126
3     -0.21990  -6.63010 -14.43960 -49.39428 -17.41604   5.55539       (-0.220,-20.832) (-0.157,-16.317) (-15.539,-0.918)      0.0864189
4     -0.22058  -6.62367 -14.44148 -49.36027 -17.41939   5.54964       (-0.221,-20.859) (-0.151,-16.316) (-15.544,-0.923)      0.115225
5     -0.22127  -6.61723 -14.44337 -49.32626 -17.42274   5.54388       (-0.221,-20.886) (-0.144,-16.316) (-15.550,-0.929)      0.144032
6     -0.22195  -6.61079 -14.44525 -49.29225 -17.42609   5.53813       (-0.222,-20.913) (-0.138,-16.316) (-15.555,-0.935)      0.172838
7     -0.22263  -6.60435 -14.44714 -49.25825 -17.42944   5.53237       (-0.223,-20.940) (-0.131,-16.316) (-15.560,-0.941)      0.201644
8     -0.22332  -6.59791 -14.44902 -49.22424 -17.43279   5.52662       (-0.223,-20.967) (-0.125,-16.316) (-15.566,-0.946)      0.23045
9     -0.22400  -6.59148 -14.45091 -49.19023 -17.43613   5.52086       (-0.224,-20.994) (-0.118,-16.316) (-15.571,-0.952)      0.259257
10     -0.22468  -6.58504 -14.45279 -49.15623 -17.43948   5.51511       (-0.225,-21.021) (-0.112,-16.316) (-15.576,-0.958)      0.288063
11     -0.22537  -6.57860 -14.45467 -49.12222 -17.44283   5.50935       (-0.225,-21.048) (-0.106,-16.316) (-15.582,-0.964)      0.316869
12     -0.22605  -6.57216 -14.45656 -49.08821 -17.44618   5.50360       (-0.226,-21.075) (-0.099,-16.316) (-15.587,-0.969)      0.345676
13     -0.22673  -6.56572 -14.45844 -49.05420 -17.44953   5.49784       (-0.227,-21.102) (-0.093,-16.316) (-15.592,-0.975)      0.374482
14     -0.22742  -6.55929 -14.46033 -49.02020 -17.45288   5.49209       (-0.227,-21.129) (-0.086,-16.316) (-15.597,-0.981)      0.403288
15     -0.22810  -6.55285 -14.46221 -48.98619 -17.45623   5.48633       (-0.228,-21.156) (-0.080,-16.316) (-15.603,-0.987)      0.432095
16     -0.22878  -6.54641 -14.46410 -48.95218 -17.45957   5.48058       (-0.229,-21.183) (-0.073,-16.316) (-15.608,-0.992)      0.460901
17     -0.22947  -6.53997 -14.46598 -48.91818 -17.46292   5.47482       (-0.229,-21.209) (-0.067,-16.316) (-15.613,-0.998)      0.489707
18     -0.23015  -6.53353 -14.46787 -48.88417 -17.46627   5.46907       (-0.230,-21.236) (-0.060,-16.316) (-15.619,-1.004)      0.518513
19     -0.23083  -6.52710 -14.46975 -48.85016 -17.46962   5.46332       (-0.231,-21.263) (-0.054,-16.315) (-15.624,-1.010)      0.54732
20     -0.23151  -6.52066 -14.47164 -48.81615 -17.47297   5.45756       (-0.232,-21.290) (-0.048,-16.315) (-15.629,-1.015)      0.576126
21     -0.23220  -6.51422 -14.47352 -48.78215 -17.47632   5.45181       (-0.232,-21.317) (-0.041,-16.315) (-15.635,-1.021)      0.604932
22     -0.23288  -6.50778 -14.47541 -48.74814 -17.47967   5.44605       (-0.233,-21.344) (-0.035,-16.315) (-15.640,-1.027)      0.633739
23     -0.23356  -6.50134 -14.47729 -48.71413 -17.48301   5.44030       (-0.234,-21.371) (-0.028,-16.315) (-15.645,-1.033)      0.662545
24     -0.23425  -6.49491 -14.47918 -48.68013 -17.48636   5.43454       (-0.234,-21.398) (-0.022,-16.315) (-15.650,-1.039)      0.691351
25     -0.23493  -6.48847 -14.48106 -48.64612 -17.48971   5.42879       (-0.235,-21.425) (-0.015,-16.315) (-15.656,-1.044)      0.720158
26     -0.23561  -6.48203 -14.48294 -48.61211 -17.49306   5.42303       (-0.236,-21.452) (-0.009,-16.315) (-15.661,-1.050)      0.748964
27     -0.23630  -6.47559 -14.48483 -48.57811 -17.49641   5.41728       (-0.236,-21.479) (-0.003,-16.315) (-15.666,-1.056)      0.77777
28     -0.23698  -6.46915 -14.48671 -48.54410 -17.49976   5.41152       (-1.058,-21.502) (-0.004,-16.319) (-15.668,-0.233)      0.801352
29     -0.23766  -6.46272 -14.48860 -48.51009 -17.50311   5.40577       (-1.057,-21.523) (-0.010,-16.325) (-15.667,-0.227)      0.821672
30     -0.23835  -6.45628 -14.49048 -48.47608 -17.50645   5.40001       (-1.056,-21.543) (-0.017,-16.331) (-15.665,-0.222)      0.842141
31     -0.23903  -6.44984 -14.49237 -48.44208 -17.50980   5.39426       (-1.056,-21.564) (-0.023,-16.338) (-15.664,-0.216)      0.862748
