Fol_2018-02-25.13_34_23.11_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -9638.17196 4878.11290 -5078.58227 -5224.04630 4994.25893 -5341.41180       (-84.323,-229.787) (-116.146,-4994.259) (-4643.913,-347.153)      9.09495e-13
1    -9628.60854 4873.11364 -5078.14717 -5219.04704 4984.26041 -5336.41254       (-93.887,-234.787) (-111.147,-4984.260) (-4644.348,-352.152)      16.3278
2    -9619.04513 4868.11438 -5077.71207 -5214.04778 4974.26190 -5331.41329       (-103.450,-239.786) (-106.148,-4974.262) (-4644.783,-357.151)      32.6556
3    -9609.48172 4863.11513 -5077.27696 -5209.04852 4964.26338 -5326.41403       (-113.014,-244.785) (-101.148,-4964.263) (-4645.218,-362.151)      40.5487
4    -9599.91831 4858.11587 -5076.84186 -5204.04927 4954.26486 -5321.41477       (-122.577,-249.784) (-96.149,-4954.265) (-4645.653,-367.150)      50.8283
5    -9590.35490 4853.11661 -5076.40675 -5199.05001 4944.26635 -5316.41551       (-132.140,-254.784) (-91.150,-4944.266) (-4646.089,-372.149)      63.687
6    -9580.79148 4848.11735 -5075.97165 -5194.05075 4934.26783 -5311.41625       (-141.704,-259.783) (-86.150,-4934.268) (-4646.524,-377.148)      77.8573
7    -9571.22807 4843.11809 -5075.53654 -5189.05149 4924.26932 -5306.41699       (-151.267,-264.782) (-81.151,-4924.269) (-4646.959,-382.148)      92.7397
8    -9561.66466 4838.11884 -5075.10144 -5184.05223 4914.27080 -5301.41774       (-160.831,-269.781) (-76.152,-4914.271) (-4647.394,-387.147)      108.041
9    -9552.10125 4833.11958 -5074.66634 -5179.05297 4904.27228 -5296.41848       (-170.394,-274.781) (-71.153,-4904.272) (-4647.829,-392.146)      123.604
10    -9542.53784 4828.12032 -5074.23123 -5174.05372 4894.27377 -5291.41922       (-179.957,-279.780) (-66.153,-4894.274) (-4648.264,-397.145)      139.343
11    -9532.97442 4823.12106 -5073.79613 -5169.05446 4884.27525 -5286.41996       (-189.521,-284.779) (-61.154,-4884.275) (-4648.699,-402.145)      155.204
