Fol_2018-02-25.13_34_18.6_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -62.06223 -211.79045  11.32326 -50.84733 -302.17135   6.20927       (-50.739,-200.467) (-39.524,-290.848) (-11.323,-5.114)      3.55271e-15
1    -62.05089 -211.61801  11.30059 -50.99710 -302.16001   6.19794       (-50.750,-200.317) (-39.697,-290.859) (-11.301,-5.103)      0.230359
2    -62.03956 -211.44557  11.27792 -51.14687 -302.14868   6.18660       (-50.762,-200.168) (-39.869,-290.871) (-11.278,-5.091)      0.460719
3    -62.02823 -211.27313  11.25525 -51.29664 -302.13734   6.17527       (-50.773,-200.018) (-40.041,-290.882) (-11.255,-5.080)      0.691078
4    -62.01689 -211.10069  11.23258 -51.44641 -302.12601   6.16393       (-50.784,-199.868) (-40.214,-290.893) (-11.233,-5.069)      0.921437
5    -62.00556 -210.92825  11.20991 -51.59618 -302.11468   6.15260       (-50.796,-199.718) (-40.386,-290.905) (-11.210,-5.057)      1.1518
6    -61.99422 -210.75582  11.18724 -51.74595 -302.10334   6.14126       (-50.807,-199.569) (-40.559,-290.916) (-11.187,-5.046)      1.38216
7    -61.98289 -210.58338  11.16457 -51.89572 -302.09201   6.12993       (-50.818,-199.419) (-40.731,-290.927) (-11.165,-5.035)      1.61251
8    -61.97155 -210.41094  11.14190 -52.04548 -302.08067   6.11859       (-50.830,-199.269) (-40.904,-290.939) (-11.142,-5.023)      1.84287
9    -61.96022 -210.23850  11.11923 -52.19525 -302.06934   6.10726       (-50.841,-199.119) (-41.076,-290.950) (-11.119,-5.012)      2.07323
10    -61.94888 -210.06606  11.09657 -52.34502 -302.05800   6.09593       (-50.852,-198.969) (-41.248,-290.961) (-11.097,-5.001)      2.30359
11    -61.93755 -209.89362  11.07390 -52.49479 -302.04667   6.08459       (-50.864,-198.820) (-41.421,-290.973) (-11.074,-4.989)      2.53395
12    -61.92621 -209.72118  11.05123 -52.64456 -302.03533   6.07326       (-50.875,-198.670) (-41.593,-290.984) (-11.051,-4.978)      2.76431
13    -61.91488 -209.54874  11.02856 -52.79433 -302.02400   6.06192       (-50.886,-198.520) (-41.766,-290.995) (-11.029,-4.967)      2.99467
14    -61.90355 -209.37630  11.00589 -52.94410 -302.01266   6.05059       (-50.898,-198.370) (-41.938,-291.007) (-11.006,-4.955)      3.22503
15    -61.89221 -209.20387  10.98322 -53.09387 -302.00133   6.03925       (-50.909,-198.221) (-42.111,-291.018) (-10.983,-4.944)      3.45539
16    -61.88088 -209.03143  10.96055 -53.24364 -301.98999   6.02792       (-50.920,-198.071) (-42.283,-291.029) (-10.961,-4.933)      3.68575
17    -61.86954 -208.85899  10.93788 -53.39341 -301.97866   6.01658       (-50.932,-197.921) (-42.456,-291.041) (-10.938,-4.921)      3.91611
18    -61.85821 -208.68655  10.91521 -53.54318 -301.96733   6.00525       (-50.943,-197.771) (-42.628,-291.052) (-10.915,-4.910)      4.14647
19    -61.84687 -208.51411  10.89254 -53.69295 -301.95599   5.99391       (-50.954,-197.622) (-42.800,-291.063) (-10.893,-4.899)      4.37683
20    -61.83554 -208.34167  10.86987 -53.84272 -301.94466   5.98258       (-50.966,-197.472) (-42.973,-291.075) (-10.870,-4.887)      4.60719
21    -61.82420 -208.16923  10.84720 -53.99249 -301.93332   5.97124       (-50.977,-197.322) (-43.145,-291.086) (-10.847,-4.876)      4.83754
22    -61.81287 -207.99679  10.82454 -54.14226 -301.92199   5.95991       (-50.988,-197.172) (-43.318,-291.097) (-10.825,-4.865)      5.0679
23    -61.80153 -207.82436  10.80187 -54.29203 -301.91065   5.94858       (-51.000,-197.022) (-43.490,-291.109) (-10.802,-4.853)      5.29826
24    -61.79020 -207.65192  10.77920 -54.44180 -301.89932   5.93724       (-51.011,-196.873) (-43.663,-291.120) (-10.779,-4.842)      5.52862
25    -61.77886 -207.47948  10.75653 -54.59157 -301.88798   5.92591       (-51.022,-196.723) (-43.835,-291.131) (-10.757,-4.831)      5.75898
26    -61.76753 -207.30704  10.73386 -54.74134 -301.87665   5.91457       (-51.034,-196.573) (-44.007,-291.143) (-10.734,-4.819)      5.98934
27    -61.75620 -207.13460  10.71119 -54.89111 -301.86531   5.90324       (-51.045,-196.423) (-44.180,-291.154) (-10.711,-4.808)      6.2197
28    -61.74486 -206.96216  10.68852 -55.04088 -301.85398   5.89190       (-51.056,-196.274) (-44.352,-291.165) (-10.689,-4.797)      6.45006
29    -61.73353 -206.78972  10.66585 -55.19065 -301.84264   5.88057       (-51.068,-196.124) (-44.525,-291.177) (-10.666,-4.785)      6.68042
30    -61.72219 -206.61728  10.64318 -55.34042 -301.83131   5.86923       (-51.079,-195.974) (-44.697,-291.188) (-10.643,-4.774)      6.91078
31    -61.71086 -206.44484  10.62051 -55.49019 -301.81998   5.85790       (-51.090,-195.824) (-44.870,-291.199) (-10.621,-4.763)      7.14114
32    -61.69952 -206.27241  10.59784 -55.63996 -301.80864   5.84656       (-51.102,-195.675) (-45.042,-291.211) (-10.598,-4.751)      7.3715
33    -61.68819 -206.09997  10.57517 -55.78973 -301.79731   5.83523       (-51.113,-195.525) (-45.215,-291.222) (-10.575,-4.740)      7.60186
34    -61.67685 -205.92753  10.55251 -55.93950 -301.78597   5.82389       (-51.124,-195.375) (-45.387,-291.233) (-10.553,-4.729)      7.83222
35    -61.66552 -205.75509  10.52984 -56.08926 -301.77464   5.81256       (-51.136,-195.225) (-45.559,-291.245) (-10.530,-4.717)      8.06257
36    -61.65418 -205.58265  10.50717 -56.23903 -301.76330   5.80123       (-51.147,-195.075) (-45.732,-291.256) (-10.507,-4.706)      8.29293
37    -61.64285 -205.41021  10.48450 -56.38880 -301.75197   5.78989       (-51.158,-194.926) (-45.904,-291.267) (-10.484,-4.695)      8.52329
38    -61.63151 -205.23777  10.46183 -56.53857 -301.74063   5.77856       (-51.170,-194.776) (-46.077,-291.279) (-10.462,-4.683)      8.75365
39    -61.62018 -205.06533  10.43916 -56.68834 -301.72930   5.76722       (-51.181,-194.626) (-46.249,-291.290) (-10.439,-4.672)      8.98401
40    -61.60885 -204.89290  10.41649 -56.83811 -301.71796   5.75589       (-51.192,-194.476) (-46.422,-291.301) (-10.416,-4.661)      9.21437
41    -61.59751 -204.72046  10.39382 -56.98788 -301.70663   5.74455       (-51.204,-194.327) (-46.594,-291.313) (-10.394,-4.649)      9.44473
42    -61.58618 -204.54802  10.37115 -57.13765 -301.69530   5.73322       (-51.215,-194.177) (-46.767,-291.324) (-10.371,-4.638)      9.67509
