10PERCENT_2018-03-07.11_27_33.780_.txt     Output is probe cell, reduced cell, NCDist distance between
0      3.95606   0.31349   7.73631 -17.16084 -25.67002 -34.43733       (-2.599,-0.313) (-7.423,-3.643) (-1.375,-26.212)      0
1      3.94950   0.30575   7.72719 -17.14397 -25.64797 -34.42909       (-2.600,-0.306) (-7.421,-3.644) (-1.384,-26.224)      0.0175641
2      3.94294   0.29800   7.71807 -17.12711 -25.62592 -34.42086       (-2.602,-0.298) (-7.420,-3.645) (-1.393,-26.237)      0.0351281
3      3.93638   0.29026   7.70895 -17.11024 -25.60387 -34.41263       (-2.603,-0.290) (-7.419,-3.646) (-1.402,-26.250)      0.0526922
4      3.92982   0.28251   7.69983 -17.09338 -25.58182 -34.40439       (-2.605,-0.283) (-7.417,-3.647) (-1.411,-26.262)      0.0702562
5      3.92325   0.27477   7.69071 -17.07652 -25.55977 -34.39616       (-2.607,-0.275) (-7.416,-3.648) (-1.420,-26.275)      0.0878203
6      3.91669   0.26703   7.68159 -17.05965 -25.53772 -34.38792       (-2.608,-0.267) (-7.415,-3.650) (-1.429,-26.288)      0.105384
7      3.91013   0.25928   7.67247 -17.04279 -25.51567 -34.37969       (-2.610,-0.259) (-7.413,-3.651) (-1.439,-26.300)      0.122948
8      3.90357   0.25154   7.66335 -17.02592 -25.49363 -34.37146       (-2.611,-0.252) (-7.412,-3.652) (-1.448,-26.313)      0.140512
9      3.89701   0.24379   7.65423 -17.00906 -25.47158 -34.36322       (-2.613,-0.244) (-7.410,-3.653) (-1.457,-26.325)      0.158077
10      3.89045   0.23605   7.64511 -16.99220 -25.44953 -34.35499       (-2.614,-0.236) (-7.409,-3.654) (-1.466,-26.338)      0.175641
11      3.88389   0.22831   7.63598 -16.97533 -25.42748 -34.34675       (-2.616,-0.228) (-7.408,-3.656) (-1.475,-26.351)      0.193205
12      3.87732   0.22056   7.62686 -16.95847 -25.40543 -34.33852       (-2.618,-0.221) (-7.406,-3.657) (-1.484,-26.363)      0.210769
13      3.87076   0.21282   7.61774 -16.94160 -25.38338 -34.33029       (-2.619,-0.213) (-7.405,-3.658) (-1.493,-26.376)      0.228333
14      3.86420   0.20507   7.60862 -16.92474 -25.36133 -34.32205       (-2.621,-0.205) (-7.404,-3.659) (-1.502,-26.389)      0.245897
15      3.85764   0.19733   7.59950 -16.90787 -25.33928 -34.31382       (-2.622,-0.197) (-7.402,-3.660) (-1.512,-26.401)      0.263461
16      3.85108   0.18959   7.59038 -16.89101 -25.31723 -34.30559       (-2.624,-0.190) (-7.401,-3.661) (-1.521,-26.414)      0.281025
