10PERCENT_2018-03-07.11_26_50.293_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -28.66528 -25.34673  -6.37579 -53.06328  16.59679 -35.51403       (-10.221,-46.687) (-31.723,-1.847) (-6.376,-8.696)      1.46482e-14
1    -28.64682 -25.35311  -6.37579 -53.05689  16.57833 -35.48718       (-10.203,-46.681) (-31.729,-1.866) (-6.376,-8.706)      0.029408
2    -28.62835 -25.35949  -6.37579 -53.05051  16.55986 -35.46034       (-10.184,-46.675) (-31.735,-1.884) (-6.376,-8.716)      0.0588161
3    -28.60989 -25.36588  -6.37579 -53.04413  16.54140 -35.43349       (-10.166,-46.668) (-31.742,-1.903) (-6.376,-8.726)      0.0882241
4    -28.59143 -25.37226  -6.37579 -53.03775  16.52294 -35.40665       (-10.147,-46.662) (-31.748,-1.921) (-6.376,-8.737)      0.117632
5    -28.57297 -25.37864  -6.37579 -53.03136  16.50448 -35.37980       (-10.129,-46.656) (-31.754,-1.940) (-6.376,-8.747)      0.14704
6    -28.55450 -25.38502  -6.37579 -53.02498  16.48601 -35.35296       (-10.110,-46.649) (-31.761,-1.958) (-6.376,-8.757)      0.176448
7    -28.53604 -25.39140  -6.37579 -53.01860  16.46755 -35.32612       (-10.092,-46.643) (-31.767,-1.977) (-6.376,-8.767)      0.205856
8    -28.51758 -25.39779  -6.37579 -53.01222  16.44909 -35.29927       (-10.073,-46.636) (-31.774,-1.995) (-6.376,-8.777)      0.235264
9    -28.49912 -25.40417  -6.37579 -53.00584  16.43062 -35.27243       (-10.055,-46.630) (-31.780,-2.014) (-6.376,-8.787)      0.264672
10    -28.48065 -25.41055  -6.37579 -52.99945  16.41216 -35.24558       (-10.036,-46.624) (-31.786,-2.032) (-6.376,-8.797)      0.29408
11    -28.46219 -25.41693  -6.37579 -52.99307  16.39370 -35.21874       (-10.018,-46.617) (-31.793,-2.051) (-6.376,-8.807)      0.323488
12    -28.44373 -25.42332  -6.37579 -52.98669  16.37524 -35.19189       (-9.999,-46.611) (-31.799,-2.069) (-6.376,-8.817)      0.352897
13    -28.42526 -25.42970  -6.37579 -52.98031  16.35677 -35.16505       (-9.981,-46.605) (-31.805,-2.088) (-6.376,-8.827)      0.382305
14    -28.40680 -25.43608  -6.37579 -52.97393  16.33831 -35.13820       (-9.963,-46.598) (-31.812,-2.106) (-6.376,-8.837)      0.411713
15    -28.38834 -25.44246  -6.37579 -52.96754  16.31985 -35.11136       (-9.944,-46.592) (-31.818,-2.124) (-6.376,-8.847)      0.441121
16    -28.36988 -25.44884  -6.37579 -52.96116  16.30139 -35.08451       (-9.926,-46.585) (-31.825,-2.143) (-6.376,-8.858)      0.470529
