Fol_.42_.txt     Output is probe cell, reduced cell, NCDist distance between
0    2364.44479 323.70500 1847.08677 -11467.90923 -6581.73015 -6792.62416       (-1841.333,-1517.628) (-5932.403,-5.754) (-523.112,-222.402)      4.54747e-13
1    2360.23480 317.44263 1844.71419 -11457.94898 -6575.14760 -6786.04736       (-1834.750,-1517.308) (-5933.770,-9.964) (-525.484,-230.827)      11.8173
2    2356.02481 311.18026 1842.34162 -11447.98874 -6568.56504 -6779.47056       (-1828.168,-1516.988) (-5935.138,-14.174) (-527.857,-239.253)      23.6346
3    2351.81482 304.91789 1839.96905 -11438.02850 -6561.98248 -6772.89376       (-1821.585,-1516.667) (-5936.505,-18.384) (-530.230,-247.679)      35.4519
4    2347.60483 298.65552 1837.59648 -11428.06826 -6555.39992 -6766.31696       (-1815.003,-1516.347) (-5937.873,-22.594) (-532.602,-256.105)      47.2692
5    2343.39485 292.39315 1835.22391 -11418.10802 -6548.81736 -6759.74016       (-1808.420,-1516.027) (-5939.240,-26.804) (-534.975,-264.530)      59.0865
6    2339.18486 286.13078 1832.85134 -11408.14778 -6542.23480 -6753.16336       (-1801.838,-1515.707) (-5940.608,-31.014) (-537.347,-272.956)      70.9038
7    2334.97487 279.86841 1830.47877 -11398.18754 -6535.65224 -6746.58656       (-1795.255,-1515.387) (-5941.975,-35.224) (-539.720,-281.382)      82.7211
8    2330.76488 273.60604 1828.10620 -11388.22729 -6529.06968 -6740.00976       (-1788.672,-1515.066) (-5943.342,-39.434) (-542.092,-289.808)      94.5384
9    2326.55490 267.34367 1825.73363 -11378.26705 -6522.48712 -6733.43296       (-1782.090,-1514.746) (-5944.710,-43.644) (-544.465,-298.233)      106.356
10    2322.34491 261.08130 1823.36105 -11368.30681 -6515.90457 -6726.85616       (-1775.507,-1514.426) (-5946.077,-47.854) (-546.838,-306.659)      118.173
11    2318.13492 254.81893 1820.98848 -11358.34657 -6509.32201 -6720.27936       (-1768.925,-1514.106) (-5947.445,-52.064) (-549.210,-315.085)      129.99
12    2313.92493 248.55656 1818.61591 -11348.38633 -6502.73945 -6713.70256       (-1762.342,-1513.786) (-5948.812,-56.274) (-551.583,-323.510)      141.808
13    2309.71495 242.29419 1816.24334 -11338.42609 -6496.15689 -6707.12577       (-1755.760,-1513.465) (-5950.180,-60.484) (-553.955,-331.936)      153.625
14    2305.50496 236.03182 1813.87077 -11328.46585 -6489.57433 -6700.54897       (-1749.177,-1513.145) (-5951.547,-64.694) (-556.328,-340.362)      165.442
15    2301.29497 229.76945 1811.49820 -11318.50560 -6482.99177 -6693.97217       (-1742.595,-1512.825) (-5952.915,-68.904) (-558.700,-348.788)      177.26
16    2297.08498 223.50708 1809.12563 -11308.54536 -6476.40921 -6687.39537       (-1736.012,-1512.505) (-5954.282,-73.114) (-561.073,-357.213)      189.077
17    2292.87499 217.24471 1806.75306 -11298.58512 -6469.82665 -6680.81857       (-1729.429,-1512.185) (-5955.650,-77.324) (-563.446,-365.639)      200.894
18    2288.66501 210.98234 1804.38048 -11288.62488 -6463.24409 -6674.24177       (-1722.847,-1511.865) (-5957.017,-81.534) (-565.818,-374.065)      212.711
19    2284.45502 204.71997 1802.00791 -11278.66464 -6456.66154 -6667.66497       (-1716.264,-1511.544) (-5958.384,-85.744) (-568.191,-382.491)      224.529
20    2280.24503 198.45760 1799.63534 -11268.70440 -6450.07898 -6661.08817       (-1709.682,-1511.224) (-5959.752,-89.954) (-570.563,-390.916)      236.346
21    2276.03504 192.19523 1797.26277 -11258.74415 -6443.49642 -6654.51137       (-1703.099,-1510.904) (-5961.119,-94.164) (-572.936,-399.342)      248.163
22    2271.82506 185.93286 1794.89020 -11248.78391 -6436.91386 -6647.93457       (-1696.517,-1510.584) (-5962.487,-98.374) (-575.308,-407.768)      259.981
23    2267.61507 179.67049 1792.51763 -11238.82367 -6430.33130 -6641.35777       (-1689.934,-1510.264) (-5963.854,-102.584) (-577.681,-416.194)      271.798
