Fol_2018-03-05.14_01_58.17_.txt     Output is probe cell, reduced cell, NCDist distance between
0      4.81536  -7.08184 -16.78709  -7.31513  -6.12104  -5.77472       (-4.815,-12.130) (-2.266,-11.972) (-1.306,-0.959)      3.55271e-15
1      4.80572  -7.07702 -16.77160  -7.31995  -6.12690  -5.76990       (-4.806,-12.126) (-2.271,-11.966) (-1.321,-0.964)      0.0209068
2      4.79608  -7.07220 -16.75610  -7.32478  -6.13275  -5.76508       (-4.796,-12.121) (-2.276,-11.960) (-1.337,-0.969)      0.0418135
3      4.78644  -7.06738 -16.74060  -7.32960  -6.13861  -5.76026       (-4.786,-12.116) (-2.281,-11.954) (-1.352,-0.974)      0.0627203
4      4.77680  -7.06256 -16.72511  -7.33442  -6.14447  -5.75544       (-4.777,-12.111) (-2.286,-11.948) (-1.368,-0.979)      0.083627
5      4.76716  -7.05774 -16.70961  -7.33924  -6.15032  -5.75061       (-4.767,-12.106) (-2.291,-11.942) (-1.383,-0.983)      0.104534
6      4.75752  -7.05292 -16.69411  -7.34406  -6.15618  -5.74579       (-4.758,-12.102) (-2.295,-11.937) (-1.399,-0.988)      0.125441
7      4.74788  -7.04810 -16.67862  -7.34888  -6.16204  -5.74097       (-4.748,-12.097) (-2.300,-11.931) (-1.414,-0.993)      0.146347
8      4.73824  -7.04328 -16.66312  -7.35370  -6.16789  -5.73615       (-4.738,-12.092) (-2.305,-11.925) (-1.430,-0.998)      0.167254
9      4.72860  -7.03846 -16.64762  -7.35852  -6.17375  -5.73133       (-4.729,-12.087) (-2.310,-11.919) (-1.445,-1.003)      0.188161
10      4.71896  -7.03364 -16.63213  -7.36334  -6.17961  -5.72651       (-4.719,-12.082) (-2.315,-11.913) (-1.461,-1.008)      0.209068
11      4.70932  -7.02882 -16.61663  -7.36816  -6.18546  -5.72169       (-4.709,-12.077) (-2.320,-11.907) (-1.476,-1.012)      0.229974
12      4.69968  -7.02400 -16.60113  -7.37298  -6.19132  -5.71687       (-4.700,-12.073) (-2.324,-11.901) (-1.492,-1.017)      0.250881
13      4.69004  -7.01918 -16.58564  -7.37780  -6.19718  -5.71205       (-4.690,-12.068) (-2.329,-11.896) (-1.507,-1.022)      0.271788
14      4.68040  -7.01436 -16.57014  -7.38262  -6.20303  -5.70723       (-4.680,-12.063) (-2.334,-11.890) (-1.523,-1.027)      0.292695
15      4.67076  -7.00954 -16.55464  -7.38744  -6.20889  -5.70241       (-4.671,-12.058) (-2.339,-11.884) (-1.538,-1.032)      0.313601
16      4.66112  -7.00472 -16.53914  -7.39226  -6.21475  -5.69759       (-4.661,-12.053) (-2.344,-11.878) (-1.554,-1.036)      0.334508
17      4.65148  -6.99990 -16.52365  -7.39708  -6.22060  -5.69277       (-4.651,-12.049) (-2.348,-11.872) (-1.569,-1.041)      0.355415
18      4.64184  -6.99508 -16.50815  -7.40190  -6.22646  -5.68795       (-4.642,-12.044) (-2.353,-11.866) (-1.585,-1.046)      0.376322
19      4.63220  -6.99026 -16.49265  -7.40672  -6.23232  -5.68313       (-4.632,-12.039) (-2.358,-11.860) (-1.600,-1.051)      0.397228
20      4.62256  -6.98544 -16.47716  -7.41154  -6.23817  -5.67831       (-4.623,-12.034) (-2.363,-11.855) (-1.616,-1.056)      0.418135
21      4.61292  -6.98062 -16.46166  -7.41636  -6.24403  -5.67349       (-4.613,-12.029) (-2.368,-11.849) (-1.631,-1.061)      0.439042
22      4.60327  -6.97580 -16.44616  -7.42118  -6.24988  -5.66867       (-4.603,-12.024) (-2.373,-11.843) (-1.647,-1.065)      0.459949
23      4.59363  -6.97098 -16.43067  -7.42600  -6.25574  -5.66385       (-4.594,-12.020) (-2.377,-11.837) (-1.662,-1.070)      0.480856
24      4.58399  -6.96616 -16.41517  -7.43082  -6.26160  -5.65903       (-4.584,-12.015) (-2.382,-11.831) (-1.678,-1.075)      0.501762
25      4.57435  -6.96134 -16.39967  -7.43564  -6.26745  -5.65421       (-4.574,-12.010) (-2.387,-11.825) (-1.693,-1.080)      0.522669
26      4.56471  -6.95652 -16.38418  -7.44046  -6.27331  -5.64939       (-4.565,-12.005) (-2.392,-11.819) (-1.709,-1.085)      0.543576
27      4.55507  -6.95170 -16.36868  -7.44528  -6.27917  -5.64457       (-4.555,-12.000) (-2.397,-11.814) (-1.724,-1.089)      0.564483
28      4.54543  -6.94688 -16.35318  -7.45010  -6.28502  -5.63975       (-4.545,-11.996) (-2.401,-11.808) (-1.740,-1.094)      0.585389
29      4.53579  -6.94206 -16.33768  -7.45492  -6.29088  -5.63493       (-4.536,-11.991) (-2.406,-11.802) (-1.755,-1.099)      0.606296
30      4.52615  -6.93724 -16.32219  -7.45974  -6.29674  -5.63011       (-4.526,-11.986) (-2.411,-11.796) (-1.771,-1.104)      0.627203
31      4.51651  -6.93242 -16.30669  -7.46456  -6.30259  -5.62529       (-4.517,-11.981) (-2.416,-11.790) (-1.786,-1.109)      0.64811
32      4.50687  -6.92760 -16.29119  -7.46938  -6.30845  -5.62047       (-4.507,-11.976) (-2.421,-11.784) (-1.802,-1.114)      0.669016
33      4.49723  -6.92278 -16.27570  -7.47420  -6.31431  -5.61565       (-4.497,-11.971) (-2.426,-11.778) (-1.817,-1.118)      0.689923
34      4.48759  -6.91796 -16.26020  -7.47902  -6.32016  -5.61083       (-4.488,-11.967) (-2.430,-11.773) (-1.833,-1.123)      0.71083
35      4.47795  -6.91314 -16.24470  -7.48384  -6.32602  -5.60601       (-4.478,-11.962) (-2.435,-11.767) (-1.848,-1.128)      0.731737
36      4.46831  -6.90832 -16.22921  -7.48866  -6.33188  -5.60119       (-4.468,-11.957) (-2.440,-11.761) (-1.864,-1.133)      0.752643
37      4.45867  -6.90349 -16.21371  -7.49348  -6.33773  -5.59637       (-4.459,-11.952) (-2.445,-11.755) (-1.879,-1.138)      0.77355
38      4.44903  -6.89867 -16.19821  -7.49830  -6.34359  -5.59155       (-4.449,-11.947) (-2.450,-11.749) (-1.895,-1.143)      0.794457
39      4.43939  -6.89385 -16.18272  -7.50312  -6.34945  -5.58673       (-4.439,-11.943) (-2.454,-11.743) (-1.910,-1.147)      0.815364
40      4.42975  -6.88903 -16.16722  -7.50794  -6.35530  -5.58191       (-4.430,-11.938) (-2.459,-11.737) (-1.926,-1.152)      0.83627
41      4.42011  -6.88421 -16.15172  -7.51276  -6.36116  -5.57709       (-4.420,-11.933) (-2.464,-11.732) (-1.941,-1.157)      0.857177
42      4.41047  -6.87939 -16.13622  -7.51758  -6.36702  -5.57227       (-4.410,-11.928) (-2.469,-11.726) (-1.957,-1.162)      0.878084
43      4.40083  -6.87457 -16.12073  -7.52240  -6.37287  -5.56745       (-4.401,-11.923) (-2.474,-11.720) (-1.972,-1.167)      0.898991
44      4.39119  -6.86975 -16.10523  -7.52722  -6.37873  -5.56263       (-4.391,-11.918) (-2.479,-11.714) (-1.988,-1.171)      0.919897
45      4.38155  -6.86493 -16.08973  -7.53204  -6.38459  -5.55781       (-4.382,-11.914) (-2.483,-11.708) (-2.003,-1.176)      0.940804
46      4.37191  -6.86011 -16.07424  -7.53686  -6.39044  -5.55299       (-4.372,-11.909) (-2.488,-11.702) (-2.019,-1.181)      0.961711
47      4.36227  -6.85529 -16.05874  -7.54168  -6.39630  -5.54817       (-4.362,-11.904) (-2.493,-11.696) (-2.034,-1.186)      0.982618
48      4.35263  -6.85047 -16.04324  -7.54650  -6.40216  -5.54335       (-4.353,-11.899) (-2.498,-11.691) (-2.050,-1.191)      1.00352
49      4.34299  -6.84565 -16.02775  -7.55132  -6.40801  -5.53853       (-4.343,-11.894) (-2.503,-11.685) (-2.065,-1.196)      1.02443
50      4.33334  -6.84083 -16.01225  -7.55614  -6.41387  -5.53371       (-4.333,-11.889) (-2.507,-11.679) (-2.081,-1.200)      1.04534
51      4.32370  -6.83601 -15.99675  -7.56096  -6.41972  -5.52889       (-4.324,-11.885) (-2.512,-11.673) (-2.096,-1.205)      1.06624
52      4.31406  -6.83119 -15.98126  -7.56578  -6.42558  -5.52407       (-4.314,-11.880) (-2.517,-11.667) (-2.112,-1.210)      1.08715
53      4.30442  -6.82637 -15.96576  -7.57060  -6.43144  -5.51925       (-4.304,-11.875) (-2.522,-11.661) (-2.127,-1.215)      1.10806
54      4.29478  -6.82155 -15.95026  -7.57542  -6.43729  -5.51443       (-4.295,-11.870) (-2.527,-11.655) (-2.143,-1.220)      1.12897
