Fol_2018-02-25.13_35_36.88_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -176.81085 -165.98198 121.45453 -776.98244 -303.96199 139.82015       (-26.162,-637.162) (-36.991,-164.142) (-18.366,-139.820)      1.30245e-13
1    -176.66005 -165.85286 121.31457 -776.84248 -303.82203 139.54023       (-26.313,-637.302) (-37.120,-164.282) (-18.226,-139.540)      0.42016
2    -176.50925 -165.72374 121.17461 -776.70252 -303.68207 139.26031       (-26.463,-637.442) (-37.249,-164.422) (-18.086,-139.260)      0.84032
3    -176.35845 -165.59462 121.03465 -776.56256 -303.54211 138.98039       (-26.614,-637.582) (-37.378,-164.562) (-17.946,-138.980)      1.26048
4    -176.20765 -165.46550 120.89469 -776.42260 -303.40215 138.70047       (-26.765,-637.722) (-37.507,-164.702) (-17.806,-138.700)      1.68064
5    -176.05685 -165.33637 120.75473 -776.28264 -303.26219 138.42055       (-26.916,-637.862) (-37.636,-164.842) (-17.666,-138.421)      2.1008
6    -175.90605 -165.20725 120.61477 -776.14268 -303.12223 138.14063       (-27.067,-638.002) (-37.765,-164.982) (-17.526,-138.141)      2.52096
7    -175.75525 -165.07813 120.47481 -776.00272 -302.98227 137.86071       (-27.217,-638.142) (-37.895,-165.122) (-17.386,-137.861)      2.94112
8    -175.60445 -164.94901 120.33485 -775.86276 -302.84231 137.58079       (-27.368,-638.282) (-38.024,-165.262) (-17.246,-137.581)      3.36128
9    -175.45365 -164.81989 120.19489 -775.72280 -302.70235 137.30087       (-27.519,-638.422) (-38.153,-165.401) (-17.106,-137.301)      3.78144
10    -175.30285 -164.69077 120.05493 -775.58284 -302.56239 137.02095       (-27.670,-638.562) (-38.282,-165.541) (-16.966,-137.021)      4.2016
11    -175.15205 -164.56165 119.91497 -775.44288 -302.42243 136.74103       (-27.821,-638.702) (-38.411,-165.681) (-16.826,-136.741)      4.62176
12    -175.00125 -164.43253 119.77501 -775.30292 -302.28247 136.46111       (-27.971,-638.842) (-38.540,-165.821) (-16.686,-136.461)      5.04192
13    -174.85045 -164.30341 119.63505 -775.16296 -302.14251 136.18119       (-28.122,-638.982) (-38.669,-165.961) (-16.546,-136.181)      5.46208
14    -174.69965 -164.17429 119.49509 -775.02300 -302.00255 135.90127       (-28.273,-639.122) (-38.798,-166.101) (-16.406,-135.901)      5.88224
15    -174.54885 -164.04517 119.35513 -774.88304 -301.86259 135.62135       (-28.424,-639.262) (-38.928,-166.241) (-16.266,-135.621)      6.3024
16    -174.39805 -163.91605 119.21517 -774.74308 -301.72263 135.34143       (-28.575,-639.402) (-39.057,-166.381) (-16.126,-135.341)      6.72256
17    -174.24725 -163.78693 119.07521 -774.60312 -301.58267 135.06151       (-28.725,-639.542) (-39.186,-166.521) (-15.986,-135.062)      7.14272
18    -174.09645 -163.65781 118.93525 -774.46316 -301.44271 134.78159       (-28.876,-639.682) (-39.315,-166.661) (-15.846,-134.782)      7.56288
19    -173.94565 -163.52869 118.79529 -774.32320 -301.30275 134.50167       (-29.027,-639.822) (-39.444,-166.801) (-15.706,-134.502)      7.98304
20    -173.79485 -163.39957 118.65533 -774.18324 -301.16279 134.22175       (-29.178,-639.961) (-39.573,-166.941) (-15.566,-134.222)      8.4032
21    -173.64405 -163.27045 118.51537 -774.04328 -301.02283 133.94183       (-29.329,-640.101) (-39.702,-167.081) (-15.426,-133.942)      8.82336
22    -173.49325 -163.14133 118.37541 -773.90332 -300.88287 133.66191       (-29.479,-640.241) (-39.831,-167.221) (-15.286,-133.662)      9.24352
23    -173.34245 -163.01221 118.23545 -773.76335 -300.74291 133.38199       (-29.630,-640.381) (-39.960,-167.361) (-15.147,-133.382)      9.66368
24    -173.19165 -162.88309 118.09549 -773.62339 -300.60295 133.10207       (-29.781,-640.521) (-40.090,-167.501) (-15.007,-133.102)      10.0838
25    -173.04085 -162.75397 117.95553 -773.48343 -300.46299 132.82215       (-29.932,-640.661) (-40.219,-167.641) (-14.867,-132.822)      10.504
26    -172.89005 -162.62485 117.81557 -773.34347 -300.32303 132.54223       (-30.083,-640.801) (-40.348,-167.781) (-14.727,-132.542)      10.9242
27    -172.73925 -162.49573 117.67561 -773.20351 -300.18307 132.26231       (-30.233,-640.941) (-40.477,-167.921) (-14.587,-132.262)      11.3443
28    -172.58845 -162.36661 117.53565 -773.06355 -300.04311 131.98238       (-30.384,-641.081) (-40.606,-168.061) (-14.447,-131.982)      11.7645
29    -172.43766 -162.23749 117.39569 -772.92359 -299.90315 131.70246       (-30.535,-641.221) (-40.735,-168.201) (-14.307,-131.702)      12.1846
30    -172.28686 -162.10837 117.25573 -772.78363 -299.76319 131.42254       (-30.686,-641.361) (-40.864,-168.341) (-14.167,-131.423)      12.6048
31    -172.13606 -161.97924 117.11577 -772.64367 -299.62323 131.14262       (-30.837,-641.501) (-40.993,-168.481) (-14.027,-131.143)      13.025
32    -171.98526 -161.85012 116.97581 -772.50371 -299.48327 130.86270       (-30.987,-641.641) (-41.123,-168.621) (-13.887,-130.863)      13.4451
33    -171.83446 -161.72100 116.83585 -772.36375 -299.34331 130.58278       (-31.138,-641.781) (-41.252,-168.761) (-13.747,-130.583)      13.8653
34    -171.68366 -161.59188 116.69589 -772.22379 -299.20335 130.30286       (-31.289,-641.921) (-41.381,-168.900) (-13.607,-130.303)      14.2854
35    -171.53286 -161.46276 116.55593 -772.08383 -299.06339 130.02294       (-31.440,-642.061) (-41.510,-169.040) (-13.467,-130.023)      14.7056
36    -171.38206 -161.33364 116.41597 -771.94387 -298.92343 129.74302       (-31.591,-642.201) (-41.639,-169.180) (-13.327,-129.743)      15.1258
37    -171.23126 -161.20452 116.27601 -771.80391 -298.78347 129.46310       (-31.741,-642.341) (-41.768,-169.320) (-13.187,-129.463)      15.5459
38    -171.08046 -161.07540 116.13605 -771.66395 -298.64351 129.18318       (-31.892,-642.481) (-41.897,-169.460) (-13.047,-129.183)      15.9661
39    -170.92966 -160.94628 115.99609 -771.52399 -298.50355 128.90326       (-32.043,-642.621) (-42.026,-169.600) (-12.907,-128.903)      16.3862
40    -170.77886 -160.81716 115.85613 -771.38403 -298.36359 128.62334       (-32.194,-642.761) (-42.156,-169.740) (-12.767,-128.623)      16.8064
41    -170.62806 -160.68804 115.71617 -771.24407 -298.22363 128.34342       (-32.345,-642.901) (-42.285,-169.880) (-12.627,-128.343)      17.2266
42    -170.47726 -160.55892 115.57621 -771.10411 -298.08367 128.06350       (-32.495,-643.041) (-42.414,-170.020) (-12.487,-128.064)      17.6467
43    -170.32646 -160.42980 115.43625 -770.96415 -297.94371 127.78358       (-32.646,-643.181) (-42.543,-170.160) (-12.347,-127.784)      18.0669
44    -170.17566 -160.30068 115.29629 -770.82419 -297.80375 127.50366       (-32.797,-643.321) (-42.672,-170.300) (-12.207,-127.504)      18.487
45    -170.02486 -160.17156 115.15633 -770.68423 -297.66379 127.22374       (-32.948,-643.460) (-42.801,-170.440) (-12.067,-127.224)      18.9072
46    -169.87406 -160.04244 115.01636 -770.54427 -297.52383 126.94382       (-33.099,-643.600) (-42.930,-170.580) (-11.927,-126.944)      19.3274
47    -169.72326 -159.91332 114.87640 -770.40431 -297.38387 126.66390       (-33.249,-643.740) (-43.059,-170.720) (-11.787,-126.664)      19.7475
48    -169.57246 -159.78420 114.73644 -770.26435 -297.24391 126.38398       (-33.400,-643.880) (-43.188,-170.860) (-11.648,-126.384)      20.1677
49    -169.42166 -159.65508 114.59648 -770.12439 -297.10395 126.10406       (-33.551,-644.020) (-43.318,-171.000) (-11.508,-126.104)      20.5878
50    -169.27086 -159.52596 114.45652 -769.98443 -296.96399 125.82414       (-33.702,-644.160) (-43.447,-171.140) (-11.368,-125.824)      21.008
51    -169.12006 -159.39684 114.31656 -769.84447 -296.82403 125.54422       (-33.853,-644.300) (-43.576,-171.280) (-11.228,-125.544)      21.4282
52    -168.96926 -159.26772 114.17660 -769.70451 -296.68407 125.26430       (-34.003,-644.440) (-43.705,-171.420) (-11.088,-125.264)      21.8483
53    -168.81846 -159.13860 114.03664 -769.56455 -296.54411 124.98438       (-34.154,-644.580) (-43.834,-171.560) (-10.948,-124.984)      22.2685
54    -168.66766 -159.00948 113.89668 -769.42459 -296.40415 124.70446       (-34.305,-644.720) (-43.963,-171.700) (-10.808,-124.704)      22.6886
55    -168.51686 -158.88036 113.75672 -769.28463 -296.26419 124.42454       (-34.456,-644.860) (-44.092,-171.840) (-10.668,-124.425)      23.1088
56    -168.36606 -158.75123 113.61676 -769.14467 -296.12423 124.14462       (-34.607,-645.000) (-44.221,-171.980) (-10.528,-124.145)      23.529
57    -168.21526 -158.62211 113.47680 -769.00471 -295.98427 123.86470       (-34.757,-645.140) (-44.351,-172.120) (-10.388,-123.865)      23.9491
58    -168.06446 -158.49299 113.33684 -768.86475 -295.84431 123.58478       (-34.908,-645.280) (-44.480,-172.260) (-10.248,-123.585)      24.3693
59    -167.91366 -158.36387 113.19688 -768.72479 -295.70435 123.30486       (-35.059,-645.420) (-44.609,-172.399) (-10.108,-123.305)      24.7894
60    -167.76286 -158.23475 113.05692 -768.58483 -295.56439 123.02494       (-35.210,-645.560) (-44.738,-172.539) (-9.968,-123.025)      25.2096
61    -167.61206 -158.10563 112.91696 -768.44487 -295.42443 122.74502       (-35.361,-645.700) (-44.867,-172.679) (-9.828,-122.745)      25.6298
62    -167.46126 -157.97651 112.77700 -768.30491 -295.28447 122.46510       (-35.511,-645.840) (-44.996,-172.819) (-9.688,-122.465)      26.0499
63    -167.31046 -157.84739 112.63704 -768.16495 -295.14451 122.18518       (-35.662,-645.980) (-45.125,-172.959) (-9.548,-122.185)      26.4701
64    -167.15966 -157.71827 112.49708 -768.02499 -295.00455 121.90526       (-35.813,-646.120) (-45.254,-173.099) (-9.408,-121.905)      26.8902
65    -167.00886 -157.58915 112.35712 -767.88503 -294.86459 121.62534       (-35.964,-646.260) (-45.384,-173.239) (-9.268,-121.625)      27.3104
66    -166.85806 -157.46003 112.21716 -767.74507 -294.72463 121.34542       (-36.115,-646.400) (-45.513,-173.379) (-9.128,-121.345)      27.7306
67    -166.70726 -157.33091 112.07720 -767.60511 -294.58467 121.06550       (-36.265,-646.540) (-45.642,-173.519) (-8.988,-121.065)      28.1507
68    -166.55646 -157.20179 111.93724 -767.46515 -294.44471 120.78558       (-36.416,-646.680) (-45.771,-173.659) (-8.848,-120.786)      28.5709
69    -166.40566 -157.07267 111.79728 -767.32519 -294.30475 120.50566       (-36.567,-646.820) (-45.900,-173.799) (-8.708,-120.506)      28.991
70    -166.25486 -156.94355 111.65732 -767.18523 -294.16479 120.22574       (-36.718,-646.959) (-46.029,-173.939) (-8.568,-120.226)      29.4112
71    -166.10406 -156.81443 111.51736 -767.04527 -294.02483 119.94582       (-36.869,-647.099) (-46.158,-174.079) (-8.428,-119.946)      29.8314
72    -165.95326 -156.68531 111.37740 -766.90531 -293.88486 119.66590       (-37.019,-647.239) (-46.287,-174.219) (-8.288,-119.666)      30.2515
73    -165.80246 -156.55619 111.23744 -766.76535 -293.74490 119.38597       (-37.170,-647.379) (-46.416,-174.359) (-8.149,-119.386)      30.6717
74    -165.65166 -156.42707 111.09748 -766.62539 -293.60494 119.10605       (-37.321,-647.519) (-46.546,-174.499) (-8.009,-119.106)      31.0918
75    -165.50086 -156.29795 110.95752 -766.48543 -293.46498 118.82613       (-37.472,-647.659) (-46.675,-174.639) (-7.869,-118.826)      31.512
76    -165.35006 -156.16883 110.81756 -766.34547 -293.32502 118.54621       (-37.623,-647.799) (-46.804,-174.779) (-7.729,-118.546)      31.9322
77    -165.19926 -156.03971 110.67760 -766.20551 -293.18506 118.26629       (-37.773,-647.939) (-46.933,-174.919) (-7.589,-118.266)      32.3523
78    -165.04846 -155.91059 110.53764 -766.06555 -293.04510 117.98637       (-37.924,-648.079) (-47.062,-175.059) (-7.449,-117.986)      32.7725
79    -164.89766 -155.78147 110.39768 -765.92559 -292.90514 117.70645       (-38.075,-648.219) (-47.191,-175.199) (-7.309,-117.706)      33.1926
80    -164.74686 -155.65235 110.25772 -765.78563 -292.76518 117.42653       (-38.226,-648.359) (-47.320,-175.339) (-7.169,-117.427)      33.6128
81    -164.59606 -155.52322 110.11776 -765.64567 -292.62522 117.14661       (-38.377,-648.499) (-47.449,-175.479) (-7.029,-117.147)      34.033
82    -164.44526 -155.39410 109.97780 -765.50571 -292.48526 116.86669       (-38.527,-648.639) (-47.579,-175.619) (-6.889,-116.867)      34.4531
83    -164.29446 -155.26498 109.83784 -765.36575 -292.34530 116.58677       (-38.678,-648.779) (-47.708,-175.759) (-6.749,-116.587)      34.8733
84    -164.14366 -155.13586 109.69788 -765.22579 -292.20534 116.30685       (-38.829,-648.919) (-47.837,-175.898) (-6.609,-116.307)      35.2934
85    -163.99287 -155.00674 109.55792 -765.08583 -292.06538 116.02693       (-38.980,-649.059) (-47.966,-176.038) (-6.469,-116.027)      35.7136
86    -163.84207 -154.87762 109.41796 -764.94587 -291.92542 115.74701       (-39.131,-649.199) (-48.095,-176.178) (-6.329,-115.747)      36.1338
87    -163.69127 -154.74850 109.27800 -764.80591 -291.78546 115.46709       (-39.281,-649.339) (-48.224,-176.318) (-6.189,-115.467)      36.5539
88    -163.54047 -154.61938 109.13804 -764.66595 -291.64550 115.18717       (-39.432,-649.479) (-48.353,-176.458) (-6.049,-115.187)      36.9741
89    -163.38967 -154.49026 108.99808 -764.52599 -291.50554 114.90725       (-39.583,-649.619) (-48.482,-176.598) (-5.909,-114.907)      37.3942
90    -163.23887 -154.36114 108.85812 -764.38603 -291.36558 114.62733       (-39.734,-649.759) (-48.612,-176.738) (-5.769,-114.627)      37.8144
91    -163.08807 -154.23202 108.71816 -764.24607 -291.22562 114.34741       (-39.885,-649.899) (-48.741,-176.878) (-5.629,-114.347)      38.2346
92    -162.93727 -154.10290 108.57820 -764.10611 -291.08566 114.06749       (-40.035,-650.039) (-48.870,-177.018) (-5.489,-114.067)      38.6547
93    -162.78647 -153.97378 108.43824 -763.96615 -290.94570 113.78757       (-40.186,-650.179) (-48.999,-177.158) (-5.349,-113.788)      39.0749
94    -162.63567 -153.84466 108.29828 -763.82619 -290.80574 113.50765       (-40.337,-650.319) (-49.128,-177.298) (-5.209,-113.508)      39.495
95    -162.48487 -153.71554 108.15832 -763.68623 -290.66578 113.22773       (-40.488,-650.458) (-49.257,-177.438) (-5.069,-113.228)      39.9152
96    -162.33407 -153.58642 108.01836 -763.54627 -290.52582 112.94781       (-40.639,-650.598) (-49.386,-177.578) (-4.929,-112.948)      40.3354
97    -162.18327 -153.45730 107.87840 -763.40631 -290.38586 112.66789       (-40.789,-650.738) (-49.515,-177.718) (-4.789,-112.668)      40.7555
98    -162.03247 -153.32818 107.73844 -763.26635 -290.24590 112.38797       (-40.940,-650.878) (-49.644,-177.858) (-4.650,-112.388)      41.1757
99    -161.88167 -153.19906 107.59848 -763.12639 -290.10594 112.10805       (-41.091,-651.018) (-49.774,-177.998) (-4.510,-112.108)      41.5958
100    -161.73087 -153.06994 107.45852 -762.98643 -289.96598 111.82813       (-41.242,-651.158) (-49.903,-178.138) (-4.370,-111.828)      42.016
101    -161.58007 -152.94082 107.31856 -762.84647 -289.82602 111.54821       (-41.393,-651.298) (-50.032,-178.278) (-4.230,-111.548)      42.4362
102    -161.42927 -152.81170 107.17860 -762.70651 -289.68606 111.26829       (-41.543,-651.438) (-50.161,-178.418) (-4.090,-111.268)      42.8563
103    -161.27847 -152.68258 107.03864 -762.56655 -289.54610 110.98837       (-41.694,-651.578) (-50.290,-178.558) (-3.950,-110.988)      43.2765
104    -161.12767 -152.55346 106.89868 -762.42659 -289.40614 110.70845       (-41.845,-651.718) (-50.419,-178.698) (-3.810,-110.708)      43.6966
105    -160.97687 -152.42434 106.75872 -762.28663 -289.26618 110.42853       (-41.996,-651.858) (-50.548,-178.838) (-3.670,-110.429)      44.1168
106    -160.82607 -152.29521 106.61876 -762.14667 -289.12622 110.14861       (-42.147,-651.998) (-50.677,-178.978) (-3.530,-110.149)      44.537
107    -160.67527 -152.16609 106.47880 -762.00671 -288.98626 109.86869       (-42.297,-652.138) (-50.807,-179.118) (-3.390,-109.869)      44.9571
108    -160.52447 -152.03697 106.33884 -761.86675 -288.84630 109.58877       (-42.448,-652.278) (-50.936,-179.258) (-3.250,-109.589)      45.3773
