2BOUNDS_2018-03-07.14_51_53.806_.txt     Output is probe cell, reduced cell, NCDist distance between
0      2.74798 -41.55147 -16.10868   9.37641   2.49741 -54.89058       (-28.646,-5.245) (-3.120,-11.874) (-2.497,-9.810)      5.0243e-15
1      2.73541 -41.51300 -16.09780   9.36453   2.48303 -54.86431       (-28.686,-5.218) (-3.178,-11.848) (-2.483,-9.864)      0.0971979
2      2.72284 -41.47453 -16.08693   9.35264   2.46864 -54.83804       (-28.727,-5.191) (-3.235,-11.821) (-2.469,-9.918)      0.194396
3      2.71027 -41.43606 -16.07606   9.34076   2.45426 -54.81177       (-28.767,-5.165) (-3.293,-11.795) (-2.454,-9.971)      0.291594
4      2.69769 -41.39759 -16.06518   9.32887   2.43987 -54.78550       (-28.808,-5.138) (-3.350,-11.769) (-2.440,-10.025)      0.388791
5      2.68512 -41.35912 -16.05431   9.31698   2.42549 -54.75923       (-28.849,-5.111) (-3.408,-11.742) (-2.425,-10.078)      0.485989
6      2.67255 -41.32065 -16.04343   9.30510   2.41110 -54.73295       (-28.889,-5.084) (-3.465,-11.716) (-2.411,-10.132)      0.583187
7      2.65998 -41.28218 -16.03256   9.29321   2.39671 -54.70668       (-28.930,-5.057) (-3.522,-11.690) (-2.397,-10.186)      0.680385
8      2.64741 -41.24372 -16.02169   9.28133   2.38233 -54.68041       (-28.971,-5.030) (-3.580,-11.664) (-2.382,-10.239)      0.777583
9      2.63484 -41.20525 -16.01081   9.26944   2.36794 -54.65414       (-29.011,-5.003) (-3.637,-11.637) (-2.368,-10.293)      0.874781
10      2.62227 -41.16678 -15.99994   9.25756   2.35356 -54.62787       (-29.052,-4.976) (-3.695,-11.611) (-2.354,-10.346)      0.971979
11      2.60970 -41.12831 -15.98906   9.24567   2.33917 -54.60160       (-29.093,-4.949) (-3.752,-11.585) (-2.339,-10.400)      1.06918
12      2.59713 -41.08984 -15.97819   9.23378   2.32479 -54.57533       (-29.133,-4.922) (-3.810,-11.559) (-2.325,-10.454)      1.16637
13      2.58456 -41.05137 -15.96731   9.22190   2.31040 -54.54906       (-29.174,-4.895) (-3.867,-11.532) (-2.310,-10.507)      1.26357
14      2.57198 -41.01290 -15.95644   9.21001   2.29602 -54.52278       (-29.215,-4.868) (-3.924,-11.506) (-2.296,-10.561)      1.36077
15      2.55941 -40.97443 -15.94557   9.19813   2.28163 -54.49651       (-29.255,-4.841) (-3.982,-11.480) (-2.282,-10.614)      1.45797
16      2.54684 -40.93596 -15.93469   9.18624   2.26724 -54.47024       (-29.296,-4.814) (-4.039,-11.453) (-2.267,-10.668)      1.55517
17      2.53427 -40.89749 -15.92382   9.17436   2.25286 -54.44397       (-29.337,-4.787) (-4.097,-11.427) (-2.253,-10.722)      1.65236
18      2.52170 -40.85902 -15.91294   9.16247   2.23847 -54.41770       (-29.377,-4.760) (-4.154,-11.401) (-2.238,-10.775)      1.74956
19      2.50913 -40.82055 -15.90207   9.15058   2.22409 -54.39143       (-29.418,-4.733) (-4.212,-11.375) (-2.224,-10.829)      1.84676
20      2.49656 -40.78208 -15.89120   9.13870   2.20970 -54.36516       (-29.459,-4.706) (-4.269,-11.348) (-2.210,-10.882)      1.94396
21      2.48399 -40.74361 -15.88032   9.12681   2.19532 -54.33888       (-29.499,-4.679) (-4.326,-11.322) (-2.195,-10.936)      2.04116
22      2.47142 -40.70514 -15.86945   9.11493   2.18093 -54.31261       (-29.540,-4.652) (-4.384,-11.296) (-2.181,-10.990)      2.13835
23      2.45885 -40.66667 -15.85857   9.10304   2.16654 -54.28634       (-29.581,-4.625) (-4.441,-11.270) (-2.167,-11.043)      2.23555
24      2.44627 -40.62820 -15.84770   9.09116   2.15216 -54.26007       (-29.621,-4.598) (-4.499,-11.243) (-2.152,-11.097)      2.33275
25      2.43370 -40.58973 -15.83682   9.07927   2.13777 -54.23380       (-29.662,-4.571) (-4.556,-11.217) (-2.138,-11.150)      2.42995
26      2.42113 -40.55126 -15.82595   9.06738   2.12339 -54.20753       (-29.703,-4.545) (-4.614,-11.191) (-2.123,-11.204)      2.52714
27      2.40856 -40.51280 -15.81508   9.05550   2.10900 -54.18126       (-29.743,-4.518) (-4.671,-11.165) (-2.109,-11.258)      2.62434
28      2.39599 -40.47433 -15.80420   9.04361   2.09462 -54.15499       (-29.784,-4.491) (-4.728,-11.138) (-2.095,-11.311)      2.72154
29      2.38342 -40.43586 -15.79333   9.03173   2.08023 -54.12871       (-29.825,-4.464) (-4.786,-11.112) (-2.080,-11.365)      2.81874
30      2.37085 -40.39739 -15.78245   9.01984   2.06585 -54.10244       (-29.865,-4.437) (-4.843,-11.086) (-2.066,-11.418)      2.91594
31      2.35828 -40.35892 -15.77158   9.00796   2.05146 -54.07617       (-29.906,-4.410) (-4.901,-11.059) (-2.051,-11.472)      3.01313
32      2.34571 -40.32045 -15.76071   8.99607   2.03707 -54.04990       (-29.947,-4.383) (-4.958,-11.033) (-2.037,-11.526)      3.11033
33      2.33314 -40.28198 -15.74983   8.98418   2.02269 -54.02363       (-29.987,-4.356) (-5.015,-11.007) (-2.023,-11.579)      3.20753
34      2.32056 -40.24351 -15.73896   8.97230   2.00830 -53.99736       (-30.028,-4.329) (-5.073,-10.981) (-2.008,-11.633)      3.30473
35      2.30799 -40.20504 -15.72808   8.96041   1.99392 -53.97109       (-30.069,-4.302) (-5.130,-10.954) (-1.994,-11.686)      3.40193
36      2.29542 -40.16657 -15.71721   8.94853   1.97953 -53.94481       (-30.109,-4.275) (-5.188,-10.928) (-1.980,-11.740)      3.49912
37      2.28285 -40.12810 -15.70633   8.93664   1.96515 -53.91854       (-30.150,-4.248) (-5.245,-10.902) (-1.965,-11.794)      3.59632
38      2.27028 -40.08963 -15.69546   8.92476   1.95076 -53.89227       (-30.190,-4.221) (-5.303,-10.876) (-1.951,-11.847)      3.69352
39      2.25771 -40.05116 -15.68459   8.91287   1.93637 -53.86600       (-30.231,-4.194) (-5.360,-10.849) (-1.936,-11.901)      3.78101
40      2.24514 -40.01269 -15.67371   8.90098   1.92199 -53.83973       (-30.272,-4.167) (-5.417,-10.823) (-1.922,-11.954)      3.84737
