Fol_2018-04-29.11_02_24.6_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -21.65003 -41.60404  -1.42014 -12.08249   8.85642 -10.74338       (-6.777,-4.921) (-2.079,-0.192) (-37.283,-5.357)      0
1    -21.49980 -41.20480  -1.78239 -12.01015   8.76502 -10.68898       (-37.929,-5.169) (-1.924,-0.693) (-6.841,-5.059)      0.866475
2    -21.34957 -40.80555  -2.14464 -11.93781   8.67363 -10.63457       (-38.382,-5.225) (-1.961,-1.579) (-6.713,-4.568)      1.81444
3    -21.19934 -40.40631  -2.50689 -11.86548   8.58223 -10.58017       (-38.836,-5.281) (-1.998,-2.464) (-6.584,-4.077)      2.88734
4    -21.04912 -40.00707  -2.86914 -11.79314   8.49083 -10.52576       (-39.289,-5.337) (-2.035,-3.350) (-6.456,-3.587)      3.98553
5    -20.89889 -39.60782  -3.23139 -11.72080   8.39943 -10.47136       (-39.743,-5.393) (-2.072,-4.235) (-6.328,-3.096)      5.09266
6    -20.74866 -39.20858  -3.59364 -11.64846   8.30803 -10.41695       (-40.197,-5.449) (-2.109,-5.121) (-6.199,-2.605)      6.20396
7    -20.59843 -38.80934  -3.95589 -11.57612   8.21663 -10.36255       (-40.650,-5.505) (-2.146,-6.006) (-6.071,-2.115)      7.31752
8    -20.44820 -38.41009  -4.31814 -11.50379   8.12524 -10.30815       (-41.104,-5.561) (-2.183,-6.892) (-5.942,-1.624)      7.4449
9    -20.29798 -38.01085  -4.68039 -11.43145   8.03384 -10.25374       (-41.558,-5.618) (-2.220,-7.777) (-5.814,-1.134)      7.69008
10    -20.14775 -37.61161  -5.04264 -11.35911   7.94244 -10.19934       (-42.011,-5.674) (-2.257,-8.663) (-5.686,-0.643)      8.08401
11    -19.99752 -37.21237  -5.40489 -11.28677   7.85104 -10.14493       (-42.465,-5.730) (-2.294,-9.548) (-5.557,-0.152)      8.60628
12    -19.84729 -36.81312  -5.76714 -11.21443   7.75964 -10.09053       (-1.993,-5.447) (-42.580,-10.095) (-5.767,-0.338)      9.34378
13    -19.69706 -36.41388  -6.12939 -11.14210   7.66825 -10.03612       (-1.539,-5.013) (-42.543,-10.490) (-6.129,-0.829)      9.73198
14    -19.54684 -36.01464  -6.49164 -11.06976   7.57685  -9.98172       (-1.085,-4.578) (-42.506,-10.885) (-6.492,-1.320)      9.54536
15    -19.39661 -35.61539  -6.85389 -10.99742   7.48545  -9.92731       (-0.632,-4.144) (-42.469,-11.280) (-6.854,-1.810)      9.45327
16    -19.24638 -35.21615  -7.21614 -10.92508   7.39405  -9.87291       (-0.178,-3.709) (-42.432,-11.674) (-7.216,-2.301)      9.45846
17    -19.09615 -34.81691  -7.57838 -10.85274   7.30265  -9.81850       (-0.276,-3.550) (-42.120,-7.303) (-11.794,-2.516)      8.52361
18    -18.94592 -34.41766  -7.94063 -10.78041   7.21125  -9.76410       (-0.729,-3.569) (-41.629,-7.211) (-11.735,-2.553)      8.10765
19    -18.79570 -34.01842  -8.30288 -10.70807   7.11986  -9.70969       (-1.183,-3.588) (-41.138,-7.120) (-11.676,-2.590)      7.72892
20    -18.64547 -33.61918  -8.66513 -10.63573   7.02846  -9.65529       (-1.637,-3.607) (-40.648,-7.028) (-11.617,-2.627)      7.39315
21    -18.49524 -33.21993  -9.02738 -10.56339   6.93706  -9.60088       (-2.090,-3.626) (-40.157,-6.937) (-11.558,-2.664)      7.10642
22    -18.34501 -32.82069  -9.38963 -10.49106   6.84566  -9.54648       (-2.544,-3.645) (-39.666,-6.846) (-11.499,-2.701)      6.87488
23    -18.19479 -32.42145  -9.75188 -10.41872   6.75426  -9.49208       (-2.998,-3.664) (-39.176,-6.754) (-11.441,-2.738)      6.70423
24    -18.04456 -32.02220 -10.11413 -10.34638   6.66287  -9.43767       (-3.451,-3.684) (-38.685,-6.663) (-11.382,-2.775)      6.59922
25    -17.89433 -31.62296 -10.47638 -10.27404   6.57147  -9.38327       (-3.905,-3.703) (-38.194,-6.571) (-11.323,-2.812)      6.56299
26    -17.74410 -31.22372 -10.83863 -10.20170   6.48007  -9.32886       (-4.359,-3.722) (-37.704,-6.480) (-11.264,-2.849)      6.59668
27    -17.59387 -30.82447 -11.20088 -10.12937   6.38867  -9.27446       (-4.812,-3.741) (-37.213,-6.389) (-11.205,-2.886)      6.69922
28    -17.44365 -30.42523 -11.56313 -10.05703   6.29727  -9.22005       (-5.266,-3.760) (-36.723,-6.297) (-11.146,-2.923)      6.86754
29    -17.29342 -30.02599 -11.92538  -9.98469   6.20587  -9.16565       (-5.720,-3.779) (-36.232,-6.206) (-11.088,-2.960)      7.09696
30    -17.14319 -29.62674 -12.28763  -9.91235   6.11448  -9.11124       (-6.173,-3.798) (-35.741,-6.114) (-11.029,-2.997)      7.38178
31    -16.99296 -29.22750 -12.64988  -9.84001   6.02308  -9.05684       (-6.627,-3.817) (-35.251,-6.023) (-10.970,-3.034)      7.71587
32    -16.84273 -28.82826 -13.01213  -9.76768   5.93168  -9.00243       (-7.080,-3.836) (-34.760,-5.932) (-10.911,-3.071)      8.09313
33    -16.69251 -28.42901 -13.37438  -9.69534   5.84028  -8.94803       (-7.534,-3.855) (-34.269,-5.840) (-10.852,-3.108)      8.50782
34    -16.54228 -28.02977 -13.73663  -9.62300   5.74888  -8.89362       (-7.988,-3.874) (-33.779,-5.749) (-10.793,-3.145)      8.95475
