10PERCENT_2018-03-07.11_26_54.336_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -16.55603   1.83506 -21.27123 -29.31830  19.14091 -54.57167       (-0.455,-15.176) (-7.138,-2.130) (-16.101,-37.561)      0
1    -16.53991   1.82608 -21.26605 -29.30414  19.11962 -54.55464       (-0.433,-15.147) (-7.172,-2.146) (-16.107,-37.581)      0.055612
2    -16.52379   1.81709 -21.26088 -29.28999  19.09833 -54.53761       (-0.412,-15.119) (-7.205,-2.163) (-16.112,-37.602)      0.111224
3    -16.50768   1.80811 -21.25570 -29.27583  19.07704 -54.52059       (-0.391,-15.090) (-7.239,-2.179) (-16.117,-37.622)      0.166836
4    -16.49156   1.79913 -21.25053 -29.26167  19.05574 -54.50356       (-0.369,-15.062) (-7.272,-2.195) (-16.122,-37.643)      0.222448
5    -16.47544   1.79015 -21.24535 -29.24752  19.03445 -54.48653       (-0.348,-15.033) (-7.306,-2.211) (-16.127,-37.663)      0.27806
6    -16.45932   1.78117 -21.24018 -29.23336  19.01316 -54.46950       (-0.327,-15.005) (-7.340,-2.227) (-16.133,-37.683)      0.333672
7    -16.44320   1.77218 -21.23500 -29.21920  18.99187 -54.45248       (-0.306,-14.977) (-7.373,-2.243) (-16.138,-37.704)      0.389284
8    -16.42709   1.76320 -21.22983 -29.20504  18.97057 -54.43545       (-0.284,-14.948) (-7.407,-2.259) (-16.143,-37.724)      0.444896
9    -16.41097   1.75422 -21.22465 -29.19089  18.94928 -54.41842       (-0.263,-14.920) (-7.440,-2.275) (-16.148,-37.745)      0.500508
10    -16.39485   1.74524 -21.21948 -29.17673  18.92799 -54.40139       (-0.242,-14.891) (-7.474,-2.291) (-16.153,-37.765)      0.55612
11    -16.37873   1.73626 -21.21430 -29.16257  18.90670 -54.38436       (-0.220,-14.863) (-7.508,-2.308) (-16.158,-37.785)      0.611732
12    -16.36262   1.72727 -21.20913 -29.14842  18.88540 -54.36734       (-0.199,-14.834) (-7.541,-2.324) (-16.164,-37.806)      0.667344
13    -16.34650   1.71829 -21.20395 -29.13426  18.86411 -54.35031       (-0.178,-14.806) (-7.575,-2.340) (-16.169,-37.826)      0.722956
14    -16.33038   1.70931 -21.19878 -29.12010  18.84282 -54.33328       (-0.156,-14.778) (-7.608,-2.356) (-16.174,-37.846)      0.778568
15    -16.31426   1.70033 -21.19360 -29.10595  18.82153 -54.31625       (-0.135,-14.749) (-7.642,-2.372) (-16.179,-37.867)      0.83418
16    -16.29815   1.69135 -21.18843 -29.09179  18.80023 -54.29923       (-0.114,-14.721) (-7.676,-2.388) (-16.184,-37.887)      0.889792
17    -16.28203   1.68236 -21.18325 -29.07763  18.77894 -54.28220       (-0.093,-14.692) (-7.709,-2.404) (-16.189,-37.908)      0.945404
18    -16.26591   1.67338 -21.17808 -29.06348  18.75765 -54.26517       (-0.071,-14.664) (-7.743,-2.420) (-16.195,-37.928)      1.00102
19    -16.24979   1.66440 -21.17290 -29.04932  18.73636 -54.24814       (-0.050,-14.635) (-7.776,-2.437) (-16.200,-37.948)      1.05663
20    -16.23368   1.65542 -21.16773 -29.03516  18.71506 -54.23112       (-0.029,-14.607) (-7.810,-2.453) (-16.205,-37.969)      1.11224
21    -16.21756   1.64644 -21.16255 -29.02101  18.69377 -54.21409       (-0.007,-14.579) (-7.844,-2.469) (-16.210,-37.989)      1.16785
22    -16.20144   1.63745 -21.15738 -29.00685  18.67248 -54.19706       (-0.014,-14.564) (-7.863,-16.201) (-2.471,-37.996)      1.19774
23    -16.18532   1.62847 -21.15220 -28.99269  18.65119 -54.18003       (-0.035,-14.557) (-7.876,-16.185) (-2.466,-37.995)      1.21429
24    -16.16921   1.61949 -21.14703 -28.97853  18.62989 -54.16301       (-0.056,-14.550) (-7.888,-16.169) (-2.461,-37.994)      1.2314
25    -16.15309   1.61051 -21.14185 -28.96438  18.60860 -54.14598       (-0.078,-14.543) (-7.900,-16.153) (-2.456,-37.993)      1.24902
26    -16.13697   1.60153 -21.13668 -28.95022  18.58731 -54.12895       (-0.099,-14.535) (-7.913,-16.137) (-2.450,-37.992)      1.26714
27    -16.12085   1.59254 -21.13150 -28.93606  18.56602 -54.11192       (-0.120,-14.528) (-7.925,-16.121) (-2.445,-37.991)      1.28574
28    -16.10474   1.58356 -21.12633 -28.92191  18.54472 -54.09489       (-0.142,-14.521) (-7.937,-16.105) (-2.440,-37.990)      1.3048
29    -16.08862   1.57458 -21.12115 -28.90775  18.52343 -54.07787       (-0.163,-14.514) (-7.950,-16.089) (-2.435,-37.989)      1.3243
30    -16.07250   1.56560 -21.11598 -28.89359  18.50214 -54.06084       (-0.184,-14.507) (-7.962,-16.073) (-2.430,-37.988)      1.34421
31    -16.05638   1.55662 -21.11080 -28.87944  18.48085 -54.04381       (-0.205,-14.500) (-7.974,-16.056) (-2.424,-37.987)      1.36453
32    -16.04027   1.54763 -21.10563 -28.86528  18.45955 -54.02678       (-0.227,-14.493) (-7.986,-16.040) (-2.419,-37.987)      1.38523
33    -16.02415   1.53865 -21.10045 -28.85112  18.43826 -54.00976       (-0.248,-14.485) (-7.999,-16.024) (-2.414,-37.986)      1.40629
34    -16.00803   1.52967 -21.09528 -28.83697  18.41697 -53.99273       (-0.269,-14.478) (-8.011,-16.008) (-2.409,-37.985)      1.42771
35    -15.99191   1.52069 -21.09010 -28.82281  18.39568 -53.97570       (-0.291,-14.471) (-8.023,-15.992) (-2.404,-37.984)      1.44945
36    -15.97580   1.51171 -21.08493 -28.80865  18.37438 -53.95867       (-0.312,-14.464) (-8.036,-15.976) (-2.399,-37.983)      1.47152
37    -15.95968   1.50272 -21.07975 -28.79449  18.35309 -53.94165       (-0.333,-14.457) (-8.048,-15.960) (-2.393,-37.982)      1.4939
38    -15.94356   1.49374 -21.07458 -28.78034  18.33180 -53.92462       (-0.355,-14.450) (-8.060,-15.944) (-2.388,-37.981)      1.51656
39    -15.92744   1.48476 -21.06940 -28.76618  18.31051 -53.90759       (-0.376,-14.443) (-8.073,-15.927) (-2.383,-37.980)      1.53951
40    -15.91132   1.47578 -21.06423 -28.75202  18.28921 -53.89056       (-0.397,-14.436) (-8.085,-15.911) (-2.378,-37.979)      1.56272
41    -15.89521   1.46680 -21.05905 -28.73787  18.26792 -53.87354       (-0.418,-14.428) (-8.097,-15.895) (-2.373,-37.978)      1.58619
42    -15.87909   1.45782 -21.05388 -28.72371  18.24663 -53.85651       (-0.440,-14.421) (-8.110,-15.879) (-2.368,-37.977)      1.6099
43    -15.86297   1.44883 -21.04870 -28.70955  18.22533 -53.83948       (-0.461,-14.414) (-8.122,-15.863) (-2.362,-37.977)      1.63384
44    -15.84685   1.43985 -21.04353 -28.69540  18.20404 -53.82245       (-0.482,-14.407) (-8.134,-15.847) (-2.357,-37.976)      1.65801
45    -15.83074   1.43087 -21.03835 -28.68124  18.18275 -53.80543       (-0.504,-14.400) (-8.146,-15.831) (-2.352,-37.975)      1.68239
46    -15.81462   1.42189 -21.03318 -28.66708  18.16146 -53.78840       (-0.525,-14.393) (-8.159,-15.815) (-2.347,-37.974)      1.70698
47    -15.79850   1.41291 -21.02800 -28.65293  18.14016 -53.77137       (-0.546,-14.386) (-8.171,-15.799) (-2.342,-37.973)      1.73176
48    -15.78238   1.40392 -21.02283 -28.63877  18.11887 -53.75434       (-0.567,-14.378) (-8.183,-15.782) (-2.336,-37.972)      1.75672
49    -15.76627   1.39494 -21.01765 -28.62461  18.09758 -53.73731       (-0.589,-14.371) (-8.196,-15.766) (-2.331,-37.971)      1.78187
50    -15.75015   1.38596 -21.01248 -28.61045  18.07629 -53.72029       (-0.610,-14.364) (-8.208,-15.750) (-2.326,-37.970)      1.80719
51    -15.73403   1.37698 -21.00730 -28.59630  18.05499 -53.70326       (-0.631,-14.357) (-8.220,-15.734) (-2.321,-37.969)      1.83268
52    -15.71791   1.36800 -21.00213 -28.58214  18.03370 -53.68623       (-0.653,-14.350) (-8.233,-15.718) (-2.316,-37.968)      1.85832
53    -15.70180   1.35901 -20.99695 -28.56798  18.01241 -53.66920       (-0.674,-14.343) (-8.245,-15.702) (-2.311,-37.967)      1.88411
54    -15.68568   1.35003 -20.99178 -28.55383  17.99112 -53.65218       (-0.695,-14.336) (-8.257,-15.686) (-2.305,-37.966)      1.91005
55    -15.66956   1.34105 -20.98660 -28.53967  17.96982 -53.63515       (-0.717,-14.329) (-8.270,-15.670) (-2.300,-37.966)      1.93613
56    -15.65344   1.33207 -20.98143 -28.52551  17.94853 -53.61812       (-0.738,-14.321) (-8.282,-15.653) (-2.295,-37.965)      1.96234
57    -15.63733   1.32309 -20.97625 -28.51136  17.92724 -53.60109       (-0.759,-14.314) (-8.294,-15.637) (-2.290,-37.964)      1.98869
58    -15.62121   1.31410 -20.97108 -28.49720  17.90595 -53.58407       (-0.780,-14.307) (-8.307,-15.621) (-2.285,-37.963)      2.01515
59    -15.60509   1.30512 -20.96590 -28.48304  17.88465 -53.56704       (-0.802,-14.300) (-8.319,-15.605) (-2.280,-37.962)      2.04174
60    -15.58897   1.29614 -20.96073 -28.46889  17.86336 -53.55001       (-0.823,-14.293) (-8.331,-15.589) (-2.274,-37.961)      2.06843
61    -15.57286   1.28716 -20.95555 -28.45473  17.84207 -53.53298       (-0.844,-14.286) (-8.343,-15.573) (-2.269,-37.960)      2.09524
62    -15.55674   1.27818 -20.95038 -28.44057  17.82078 -53.51596       (-0.866,-14.279) (-8.356,-15.557) (-2.264,-37.959)      2.12216
63    -15.54062   1.26919 -20.94520 -28.42641  17.79948 -53.49893       (-0.887,-14.271) (-8.368,-15.541) (-2.259,-37.958)      2.14918
64    -15.52450   1.26021 -20.94003 -28.41226  17.77819 -53.48190       (-0.908,-14.264) (-8.380,-15.525) (-2.254,-37.957)      2.17629
65    -15.50839   1.25123 -20.93485 -28.39810  17.75690 -53.46487       (-0.929,-14.257) (-8.393,-15.508) (-2.249,-37.956)      2.2035
