Fol_2018-02-25.13_34_58.48_.txt     Output is probe cell, reduced cell, NCDist distance between
0    1033.51577 -1450.61721 -1187.34154 153.33437 -3638.71904 -5283.32306       (-1033.516,-880.181) (-417.101,-153.826) (-2605.203,-4249.807)      0
1    1031.44667 -1449.58266 -1188.76082 152.29982 -3635.23066 -5282.28851       (-1031.447,-879.147) (-418.136,-157.314) (-2603.784,-4250.842)      4.65567
2    1029.37757 -1448.54811 -1190.18010 151.26527 -3631.74227 -5281.25396       (-1029.378,-878.112) (-419.171,-160.803) (-2602.365,-4251.876)      9.31133
3    1027.30847 -1447.51356 -1191.59938 150.23072 -3628.25389 -5280.21941       (-1027.308,-877.078) (-420.205,-164.291) (-2600.945,-4252.911)      13.967
4    1025.23937 -1446.47901 -1193.01866 149.19617 -3624.76551 -5279.18486       (-1025.239,-876.043) (-421.240,-167.779) (-2599.526,-4253.945)      18.6227
5    1023.17027 -1445.44446 -1194.43794 148.16162 -3621.27713 -5278.15031       (-1023.170,-875.009) (-422.274,-171.268) (-2598.107,-4254.980)      23.2783
6    1021.10117 -1444.40991 -1195.85722 147.12707 -3617.78875 -5277.11576       (-1021.101,-873.974) (-423.309,-174.756) (-2596.688,-4256.015)      27.934
7    1019.03207 -1443.37536 -1197.27651 146.09252 -3614.30037 -5276.08121       (-1019.032,-872.940) (-424.343,-178.244) (-2595.268,-4257.049)      32.5897
8    1016.96297 -1442.34081 -1198.69579 145.05797 -3610.81198 -5275.04666       (-1016.963,-871.905) (-425.378,-181.733) (-2593.849,-4258.084)      37.2453
9    1014.89387 -1441.30626 -1200.11507 144.02342 -3607.32360 -5274.01211       (-1014.894,-870.870) (-426.412,-185.221) (-2592.430,-4259.118)      41.901
10    1012.82477 -1440.27171 -1201.53435 142.98887 -3603.83522 -5272.97756       (-1012.825,-869.836) (-427.447,-188.710) (-2591.010,-4260.153)      46.5567
11    1010.75567 -1439.23716 -1202.95363 141.95432 -3600.34684 -5271.94301       (-1010.756,-868.801) (-428.481,-192.198) (-2589.591,-4261.187)      51.2123
12    1008.68657 -1438.20261 -1204.37291 140.91977 -3596.85846 -5270.90846       (-1008.687,-867.767) (-429.516,-195.686) (-2588.172,-4262.222)      55.868
13    1006.61747 -1437.16806 -1205.79219 139.88522 -3593.37008 -5269.87391       (-1006.617,-866.732) (-430.551,-199.175) (-2586.753,-4263.256)      60.5237
14    1004.54837 -1436.13351 -1207.21147 138.85067 -3589.88169 -5268.83936       (-1004.548,-865.698) (-431.585,-202.663) (-2585.333,-4264.291)      65.1793
15    1002.47926 -1435.09895 -1208.63075 137.81612 -3586.39331 -5267.80481       (-1002.479,-864.663) (-432.620,-206.151) (-2583.914,-4265.326)      69.835
16    1000.41016 -1434.06440 -1210.05003 136.78157 -3582.90493 -5266.77026       (-1000.410,-863.629) (-433.654,-209.640) (-2582.495,-4266.360)      74.4907
17    998.34106 -1433.02985 -1211.46932 135.74702 -3579.41655 -5265.73571       (-998.341,-862.594) (-434.689,-213.128) (-2581.075,-4267.395)      79.1463
18    996.27196 -1431.99530 -1212.88860 134.71247 -3575.92817 -5264.70116       (-996.272,-861.559) (-435.723,-216.617) (-2579.656,-4268.429)      83.802
19    994.20286 -1430.96075 -1214.30788 133.67792 -3572.43979 -5263.66661       (-994.203,-860.525) (-436.758,-220.105) (-2578.237,-4269.464)      88.4577
20    992.13376 -1429.92620 -1215.72716 132.64336 -3568.95140 -5262.63206       (-992.134,-859.490) (-437.792,-223.593) (-2576.818,-4270.498)      93.1133
21    990.06466 -1428.89165 -1217.14644 131.60881 -3565.46302 -5261.59751       (-990.065,-858.456) (-438.827,-227.082) (-2575.398,-4271.533)      97.769
22    987.99556 -1427.85710 -1218.56572 130.57426 -3561.97464 -5260.56296       (-987.996,-857.421) (-439.862,-230.570) (-2573.979,-4272.567)      102.425
23    985.92646 -1426.82255 -1219.98500 129.53971 -3558.48626 -5259.52840       (-985.926,-856.387) (-440.896,-234.059) (-2572.560,-4273.602)      107.08
24    983.85736 -1425.78800 -1221.40428 128.50516 -3554.99788 -5258.49385       (-983.857,-855.352) (-441.931,-237.547) (-2571.141,-4274.636)      111.736
25    981.78826 -1424.75345 -1222.82356 127.47061 -3551.50950 -5257.45930       (-981.788,-854.318) (-442.965,-241.035) (-2569.721,-4275.671)      116.392
26    979.71916 -1423.71890 -1224.24284 126.43606 -3548.02111 -5256.42475       (-979.719,-853.283) (-444.000,-244.524) (-2568.302,-4276.706)      121.047
27    977.65006 -1422.68435 -1225.66213 125.40151 -3544.53273 -5255.39020       (-977.650,-852.249) (-445.034,-248.012) (-2566.883,-4277.740)      125.703
28    975.58096 -1421.64980 -1227.08141 124.36696 -3541.04435 -5254.35565       (-975.581,-851.214) (-446.069,-251.500) (-2565.463,-4278.775)      130.359
29    973.51186 -1420.61525 -1228.50069 123.33241 -3537.55597 -5253.32110       (-973.512,-850.179) (-447.103,-254.989) (-2564.044,-4279.809)      135.014
30    971.44276 -1419.58070 -1229.91997 122.29786 -3534.06759 -5252.28655       (-971.443,-849.145) (-448.138,-258.477) (-2562.625,-4280.844)      139.67
31    969.37365 -1418.54615 -1231.33925 121.26331 -3530.57921 -5251.25200       (-969.374,-848.110) (-449.172,-261.966) (-2561.206,-4281.878)      144.326
32    967.30455 -1417.51160 -1232.75853 120.22876 -3527.09082 -5250.21745       (-967.305,-847.076) (-450.207,-265.454) (-2559.786,-4282.913)      148.981
