Fol_2018-02-25.13_34_13.1_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -3662.73313 3638.41039 -3721.80225 -3749.92656 3657.08737 -3781.93375       (-64.715,-92.839) (-18.677,-3657.087) (-5.646,-124.846)      0
1    -3659.13151 3634.74964 -3718.08237 -3746.26581 3649.76587 -3778.27300       (-68.317,-96.500) (-15.016,-3649.766) (-9.366,-128.507)      10.9826
2    -3655.52989 3631.08889 -3714.36250 -3742.60506 3642.44438 -3774.61225       (-71.918,-100.161) (-11.355,-3642.444) (-13.086,-132.168)      21.9651
3    -3651.92827 3627.42814 -3710.64262 -3738.94432 3635.12288 -3770.95151       (-75.520,-103.821) (-7.695,-3635.123) (-16.805,-135.829)      32.9477
4    -3648.32665 3623.76740 -3706.92275 -3735.28357 3627.80139 -3767.29076       (-79.121,-107.482) (-4.034,-3627.801) (-20.525,-139.489)      43.9303
5    -3644.72503 3620.10665 -3703.20287 -3731.62282 3620.47989 -3763.63001       (-82.723,-111.143) (-0.373,-3620.480) (-24.245,-143.150)      54.9128
6    -3641.12341 3616.44590 -3699.48299 -3727.96207 3613.15839 -3759.96926       (-143.523,-111.516) (-3616.446,-3.288) (-83.037,-24.678)      59.4116
7    -3637.52179 3612.78515 -3695.76312 -3724.30132 3605.83690 -3756.30851       (-143.523,-111.516) (-3612.785,-6.948) (-82.978,-24.737)      63.364
8    -3633.92017 3609.12440 -3692.04324 -3720.64057 3598.51540 -3752.64777       (-143.523,-111.516) (-3609.124,-10.609) (-82.919,-24.796)      67.4825
9    -3630.31855 3605.46366 -3688.32336 -3716.97983 3591.19390 -3748.98702       (-143.523,-111.516) (-3605.464,-14.270) (-82.860,-24.855)      71.7383
10    -3626.71693 3601.80291 -3684.60349 -3713.31908 3583.87241 -3745.32627       (-143.523,-111.516) (-3601.803,-17.930) (-82.801,-24.914)      76.1085
11    -3623.11531 3598.14216 -3680.88361 -3709.65833 3576.55091 -3741.66552       (-143.523,-111.516) (-3598.142,-21.591) (-82.741,-24.973)      80.5744
12    -3619.51369 3594.48141 -3677.16373 -3705.99758 3569.22942 -3738.00477       (-143.523,-111.516) (-3594.481,-25.252) (-82.682,-25.032)      85.121
13    -3615.91207 3590.82066 -3673.44386 -3702.33683 3561.90792 -3734.34402       (-143.523,-111.516) (-3590.821,-28.913) (-82.623,-25.091)      89.7361
14    -3612.31045 3587.15992 -3669.72398 -3698.67609 3554.58642 -3730.68328       (-143.523,-111.516) (-3587.160,-32.573) (-82.564,-25.151)      94.4095
15    -3608.70883 3583.49917 -3666.00411 -3695.01534 3547.26493 -3727.02253       (-143.523,-111.516) (-3583.499,-36.234) (-82.505,-25.210)      99.133
16    -3605.10721 3579.83842 -3662.28423 -3691.35459 3539.94343 -3723.36178       (-143.523,-111.516) (-3579.838,-39.895) (-82.446,-25.269)      103.9
17    -3601.50559 3576.17767 -3658.56435 -3687.69384 3532.62193 -3719.70103       (-143.523,-111.516) (-3576.178,-43.556) (-82.387,-25.328)      108.704
