10PERCENT_2018-03-07.11_27_46.926_.txt     Output is probe cell, reduced cell, NCDist distance between
84      8.64434   2.43102 -14.72840   0.78979 -39.53555 -30.43383       (-13.374,-2.431) (-11.075,-5.856) (-5.852,-3.221)      4.63999
85      8.63384   2.41833 -14.71837   0.77470 -39.49617 -30.40426       (-13.424,-2.418) (-11.052,-5.914) (-5.882,-3.193)      4.64709
86      8.62334   2.40564 -14.70835   0.75960 -39.45678 -30.37468       (-13.474,-2.406) (-11.029,-5.972) (-5.911,-3.165)      4.65594
87      8.61284   2.39294 -14.69832   0.74450 -39.41739 -30.34511       (-13.524,-2.393) (-11.006,-6.030) (-5.941,-3.137)      4.66655
88      8.60234   2.38025 -14.68829   0.72941 -39.37801 -30.31553       (-13.574,-2.380) (-10.983,-6.089) (-5.970,-3.110)      4.67888
89      8.59184   2.36756 -14.67827   0.71431 -39.33862 -30.28596       (-13.624,-2.368) (-10.959,-6.147) (-6.000,-3.082)      4.69294
90      8.58134   2.35486 -14.66824   0.69921 -39.29924 -30.25639       (-13.674,-2.355) (-10.936,-6.205) (-6.029,-3.054)      4.7087
91      8.57084   2.34217 -14.65822   0.68412 -39.25985 -30.22681       (-13.723,-2.342) (-10.913,-6.263) (-6.059,-3.026)      4.72615
92      8.56034   2.32947 -14.64819   0.66902 -39.22046 -30.19724       (-13.773,-2.329) (-10.890,-6.322) (-6.088,-2.998)      4.74527
93      8.54984   2.31678 -14.63817   0.65392 -39.18108 -30.16766       (-13.823,-2.317) (-10.867,-6.380) (-6.118,-2.971)      4.76603
94      8.53934   2.30409 -14.62814   0.63883 -39.14169 -30.13809       (-13.873,-2.304) (-10.843,-6.438) (-6.147,-2.943)      4.78843
95      8.52884   2.29139 -14.61812   0.62373 -39.10231 -30.10852       (-13.923,-2.291) (-10.820,-6.496) (-6.177,-2.915)      4.81243
96      8.51834   2.27870 -14.60809   0.60863 -39.06292 -30.07894       (-13.973,-2.279) (-10.797,-6.555) (-6.206,-2.887)      4.83801
97      8.50784   2.26601 -14.59807   0.59354 -39.02353 -30.04937       (-14.023,-2.266) (-10.774,-6.613) (-6.236,-2.860)      4.86514
98      8.49734   2.25331 -14.58804   0.57844 -38.98415 -30.01979       (-14.073,-2.253) (-10.751,-6.671) (-6.265,-2.832)      4.89381
99      8.48684   2.24062 -14.57802   0.56334 -38.94476 -29.99022       (-14.123,-2.241) (-10.727,-6.729) (-6.295,-2.804)      4.92398
100      8.47634   2.22792 -14.56799   0.54825 -38.90538 -29.96065       (-14.172,-2.228) (-10.704,-6.788) (-6.324,-2.776)      4.95562
101      8.46584   2.21523 -14.55797   0.53315 -38.86599 -29.93107       (-14.222,-2.215) (-10.681,-6.846) (-6.354,-2.748)      4.98872
102      8.45534   2.20254 -14.54794   0.51805 -38.82660 -29.90150       (-14.272,-2.203) (-10.658,-6.904) (-6.383,-2.721)      5.02323
103      8.44484   2.18984 -14.53791   0.50296 -38.78722 -29.87192       (-14.322,-2.190) (-10.635,-6.962) (-6.413,-2.693)      5.05914
104      8.43434   2.17715 -14.52789   0.48786 -38.74783 -29.84235       (-14.372,-2.177) (-10.611,-7.021) (-6.442,-2.665)      5.0964
105      8.42384   2.16446 -14.51786   0.47276 -38.70845 -29.81278       (-14.422,-2.164) (-10.588,-7.079) (-6.472,-2.637)      5.135
106      8.41334   2.15176 -14.50784   0.45767 -38.66906 -29.78320       (-14.472,-2.152) (-10.565,-7.137) (-6.501,-2.609)      5.17489
107      8.40284   2.13907 -14.49781   0.44257 -38.62967 -29.75363       (-14.522,-2.139) (-10.542,-7.195) (-6.531,-2.582)      5.21606
108      8.39234   2.12638 -14.48779   0.42748 -38.59029 -29.72405       (-14.572,-2.126) (-10.519,-7.254) (-6.560,-2.554)      5.25847
109      8.38184   2.11368 -14.47776   0.41238 -38.55090 -29.69448       (-14.621,-2.114) (-10.496,-7.312) (-6.590,-2.526)      5.30209
110      8.37135   2.10099 -14.46774   0.39728 -38.51152 -29.66491       (-14.671,-2.101) (-10.472,-7.370) (-6.619,-2.498)      5.3469
111      8.36085   2.08829 -14.45771   0.38219 -38.47213 -29.63533       (-14.721,-2.088) (-10.449,-7.428) (-6.649,-2.470)      5.39286
112      8.35035   2.07560 -14.44769   0.36709 -38.43274 -29.60576       (-14.771,-2.076) (-10.426,-7.487) (-6.678,-2.443)      5.43994
113      8.33985   2.06291 -14.43766   0.35199 -38.39336 -29.57618       (-14.821,-2.063) (-10.403,-7.545) (-6.708,-2.415)      5.48811
114      8.32935   2.05021 -14.42764   0.33690 -38.35397 -29.54661       (-14.871,-2.050) (-10.380,-7.603) (-6.737,-2.387)      5.53735
115      8.31885   2.03752 -14.41761   0.32180 -38.31458 -29.51703       (-14.921,-2.038) (-10.356,-7.661) (-6.767,-2.359)      5.58763
116      8.30835   2.02483 -14.40758   0.30670 -38.27520 -29.48746       (-14.971,-2.025) (-10.333,-7.720) (-6.796,-2.332)      5.63892
117      8.29785   2.01213 -14.39756   0.29161 -38.23581 -29.45789       (-15.021,-2.012) (-10.310,-7.778) (-6.826,-2.304)      5.6912
118      8.28735   1.99944 -14.38753   0.27651 -38.19643 -29.42831       (-15.070,-1.999) (-10.287,-7.836) (-6.855,-2.276)      5.74442
119      8.27685   1.98675 -14.37751   0.26141 -38.15704 -29.39874       (-15.120,-1.987) (-10.264,-7.894) (-6.885,-2.248)      5.79858
120      8.26635   1.97405 -14.36748   0.24632 -38.11765 -29.36916       (-15.170,-1.974) (-10.240,-7.953) (-6.914,-2.220)      5.85364
121      8.25585   1.96136 -14.35746   0.23122 -38.07827 -29.33959       (-15.220,-1.961) (-10.217,-8.011) (-6.944,-2.193)      5.90958
122      8.24535   1.94866 -14.34743   0.21612 -38.03888 -29.31002       (-15.270,-1.949) (-10.194,-8.069) (-6.973,-2.165)      5.96638
123      8.23485   1.93597 -14.33741   0.20103 -37.99950 -29.28044       (-15.320,-1.936) (-10.171,-8.127) (-7.003,-2.137)      6.024
124      8.22435   1.92328 -14.32738   0.18593 -37.96011 -29.25087       (-15.370,-1.923) (-10.148,-8.186) (-7.032,-2.109)      6.08243
125      8.21385   1.91058 -14.31736   0.17083 -37.92072 -29.22129       (-15.420,-1.911) (-10.124,-8.244) (-7.062,-2.081)      6.14165
126      8.20335   1.89789 -14.30733   0.15574 -37.88134 -29.19172       (-15.469,-1.898) (-10.101,-8.302) (-7.091,-2.054)      6.20162
127      8.19285   1.88520 -14.29731   0.14064 -37.84195 -29.16215       (-15.519,-1.885) (-10.078,-8.360) (-7.121,-2.026)      6.26234
128      8.18235   1.87250 -14.28728   0.12554 -37.80257 -29.13257       (-15.569,-1.873) (-10.055,-8.419) (-7.150,-1.998)      6.32377
129      8.17185   1.85981 -14.27726   0.11045 -37.76318 -29.10300       (-15.619,-1.860) (-10.032,-8.477) (-7.180,-1.970)      6.38589
130      8.16135   1.84711 -14.26723   0.09535 -37.72379 -29.07342       (-15.669,-1.847) (-10.008,-8.535) (-7.209,-1.942)      6.4487
131      8.15085   1.83442 -14.25720   0.08025 -37.68441 -29.04385       (-15.719,-1.834) (-9.985,-8.593) (-7.239,-1.915)      6.51216
132      8.14035   1.82173 -14.24718   0.06516 -37.64502 -29.01428       (-15.769,-1.822) (-9.962,-8.652) (-7.268,-1.887)      6.57626
133      8.12985   1.80903 -14.23715   0.05006 -37.60564 -28.98470       (-15.819,-1.809) (-9.939,-8.710) (-7.298,-1.859)      6.64098
134      8.11935   1.79634 -14.22713   0.03496 -37.56625 -28.95513       (-15.869,-1.796) (-9.916,-8.768) (-7.327,-1.831)      6.7063
135      8.10885   1.78365 -14.21710   0.01987 -37.52686 -28.92555       (-15.918,-1.784) (-9.893,-8.826) (-7.357,-1.804)      6.77221
136      8.09835   1.77095 -14.20708   0.00477 -37.48748 -28.89598       (-15.968,-1.771) (-9.869,-8.885) (-7.386,-1.776)      6.83868
137      8.08786   1.75826 -14.19705  -0.01033 -37.44809 -28.86641       (-16.018,-1.758) (-9.846,-8.943) (-7.416,-1.748)      6.9057
138      8.07736   1.74557 -14.18703  -0.02542 -37.40870 -28.83683       (-16.068,-1.746) (-9.823,-9.001) (-7.445,-1.720)      6.97326
139      8.06686   1.73287 -14.17700  -0.04052 -37.36932 -28.80726       (-16.118,-1.733) (-9.800,-9.059) (-7.475,-1.692)      7.04134
140      8.05636   1.72018 -14.16698  -0.05562 -37.32993 -28.77768       (-16.168,-1.720) (-9.777,-9.118) (-7.504,-1.665)      7.10992
141      8.04586   1.70748 -14.15695  -0.07071 -37.29055 -28.74811       (-16.218,-1.707) (-9.753,-9.176) (-7.534,-1.637)      7.179
142      8.03536   1.69479 -14.14693  -0.08581 -37.25116 -28.71854       (-16.268,-1.695) (-9.730,-9.234) (-7.563,-1.609)      7.24855
143      8.02486   1.68210 -14.13690  -0.10091 -37.21177 -28.68896       (-16.318,-1.682) (-9.707,-9.292) (-7.593,-1.581)      7.31856
144      8.01436   1.66940 -14.12688  -0.11600 -37.17239 -28.65939       (-16.367,-1.669) (-9.684,-9.351) (-7.622,-1.553)      7.38902
145      8.00386   1.65671 -14.11685  -0.13110 -37.13300 -28.62981       (-16.417,-1.657) (-9.661,-9.409) (-7.652,-1.526)      7.45992
146      7.99336   1.64402 -14.10682  -0.14620 -37.09362 -28.60024       (-16.467,-1.644) (-9.637,-9.467) (-7.681,-1.498)      7.51164
147      7.98286   1.63132 -14.09680  -0.16129 -37.05423 -28.57066       (-16.517,-1.631) (-9.614,-9.525) (-7.711,-1.470)      7.54355
148      7.97236   1.61863 -14.08677  -0.17639 -37.01484 -28.54109       (-16.567,-1.619) (-9.591,-9.584) (-7.740,-1.442)      7.57642
149      7.96186   1.60594 -14.07675  -0.19149 -36.97546 -28.51152       (-16.617,-1.606) (-9.568,-9.642) (-7.770,-1.414)      7.61022
150      7.95136   1.59324 -14.06672  -0.20658 -36.93607 -28.48194       (-16.667,-1.593) (-9.545,-9.700) (-7.799,-1.387)      7.64495
151      7.94086   1.58055 -14.05670  -0.22168 -36.89669 -28.45237       (-16.717,-1.581) (-9.521,-9.758) (-7.829,-1.359)      7.68059
152      7.93036   1.56785 -14.04667  -0.23678 -36.85730 -28.42279       (-16.767,-1.568) (-9.498,-9.817) (-7.859,-1.331)      7.71714
153      7.91986   1.55516 -14.03665  -0.25187 -36.81791 -28.39322       (-16.816,-1.555) (-9.475,-9.875) (-7.888,-1.303)      7.75457
154      7.90936   1.54247 -14.02662  -0.26697 -36.77853 -28.36365       (-16.866,-1.542) (-9.452,-9.933) (-7.918,-1.275)      7.79288
155      7.89886   1.52977 -14.01660  -0.28207 -36.73914 -28.33407       (-16.916,-1.530) (-9.429,-9.991) (-7.947,-1.248)      7.83205
156      7.88836   1.51708 -14.00657  -0.29716 -36.69976 -28.30450       (-16.966,-1.517) (-9.405,-10.050) (-7.977,-1.220)      7.87207
157      7.87786   1.50439 -13.99655  -0.31226 -36.66037 -28.27492       (-17.016,-1.504) (-9.382,-10.108) (-8.006,-1.192)      7.90473
158      7.86736   1.49169 -13.98652  -0.32735 -36.62098 -28.24535       (-17.066,-1.492) (-9.359,-10.166) (-8.036,-1.164)      7.93588
159      7.85686   1.47900 -13.97649  -0.34245 -36.58160 -28.21578       (-17.116,-1.479) (-9.336,-10.224) (-8.065,-1.137)      7.96794
160      7.84636   1.46630 -13.96647  -0.35755 -36.54221 -28.18620       (-17.166,-1.466) (-9.313,-10.283) (-8.095,-1.109)      8.00089
161      7.83586   1.45361 -13.95644  -0.37264 -36.50283 -28.15663       (-17.216,-1.454) (-9.289,-10.341) (-8.124,-1.081)      8.03474
162      7.82536   1.44092 -13.94642  -0.38774 -36.46344 -28.12705       (-17.265,-1.441) (-9.266,-10.399) (-8.154,-1.053)      8.06946
163      7.81486   1.42822 -13.93639  -0.40284 -36.42405 -28.09748       (-17.315,-1.428) (-9.243,-10.457) (-8.183,-1.025)      8.10505
164      7.80436   1.41553 -13.92637  -0.41793 -36.38467 -28.06791       (-17.365,-1.416) (-9.220,-10.516) (-8.213,-0.998)      8.14149
165      7.79387   1.40284 -13.91634  -0.43303 -36.34528 -28.03833       (-17.415,-1.403) (-9.197,-10.574) (-8.242,-0.970)      8.17877
166      7.78337   1.39014 -13.90632  -0.44813 -36.30589 -28.00876       (-17.465,-1.390) (-9.174,-10.632) (-8.272,-0.942)      8.21689
167      7.77287   1.37745 -13.89629  -0.46322 -36.26651 -27.97918       (-17.515,-1.377) (-9.150,-10.690) (-8.301,-0.914)      8.25583
168      7.76237   1.36476 -13.88627  -0.47832 -36.22712 -27.94961       (-17.565,-1.365) (-9.127,-10.749) (-8.331,-0.886)      8.29558
169      7.75187   1.35206 -13.87624  -0.49342 -36.18774 -27.92004       (-17.615,-1.352) (-9.104,-10.807) (-8.360,-0.859)      8.33612
170      7.74137   1.33937 -13.86622  -0.50851 -36.14835 -27.89046       (-17.665,-1.339) (-9.081,-10.865) (-8.390,-0.831)      8.37745
171      7.73087   1.32667 -13.85619  -0.52361 -36.10896 -27.86089       (-17.714,-1.327) (-9.058,-10.923) (-8.419,-0.803)      8.41955
172      7.72037   1.31398 -13.84617  -0.53871 -36.06958 -27.83131       (-17.764,-1.314) (-9.034,-10.982) (-8.449,-0.775)      8.46241
173      7.70987   1.30129 -13.83614  -0.55380 -36.03019 -27.80174       (-17.814,-1.301) (-9.011,-11.040) (-8.478,-0.747)      8.50603
174      7.69937   1.28859 -13.82611  -0.56890 -35.99081 -27.77217       (-17.864,-1.289) (-8.988,-11.098) (-8.508,-0.720)      8.55038
175      7.68887   1.27590 -13.81609  -0.58400 -35.95142 -27.74259       (-17.914,-1.276) (-8.965,-11.156) (-8.537,-0.692)      8.59547
176      7.67837   1.26321 -13.80606  -0.59909 -35.91203 -27.71302       (-17.964,-1.263) (-8.942,-11.215) (-8.567,-0.664)      8.64127
177      7.66787   1.25051 -13.79604  -0.61419 -35.87265 -27.68344       (-18.014,-1.251) (-8.918,-11.273) (-8.596,-0.636)      8.68777
178      7.65737   1.23782 -13.78601  -0.62929 -35.83326 -27.65387       (-18.064,-1.238) (-8.895,-11.331) (-8.626,-0.609)      8.73497
179      7.64687   1.22513 -13.77599  -0.64438 -35.79388 -27.62429       (-18.114,-1.225) (-8.872,-11.389) (-8.655,-0.581)      8.78285
180      7.63637   1.21243 -13.76596  -0.65948 -35.75449 -27.59472       (-18.163,-1.212) (-8.849,-11.448) (-8.685,-0.553)      8.8314
181      7.62587   1.19974 -13.75594  -0.67458 -35.71510 -27.56515       (-18.213,-1.200) (-8.826,-11.506) (-8.714,-0.525)      8.88062
182      7.61537   1.18704 -13.74591  -0.68967 -35.67572 -27.53557       (-18.263,-1.187) (-8.802,-11.564) (-8.744,-0.497)      8.93048
183      7.60487   1.17435 -13.73589  -0.70477 -35.63633 -27.50600       (-18.313,-1.174) (-8.779,-11.622) (-8.773,-0.470)      8.98098
184      7.59437   1.16166 -13.72586  -0.71987 -35.59695 -27.47642       (-18.363,-1.162) (-8.756,-11.681) (-8.803,-0.442)      9.03211
185      7.58387   1.14896 -13.71584  -0.73496 -35.55756 -27.44685       (-18.413,-1.149) (-8.733,-11.739) (-8.832,-0.414)      9.08386
186      7.57337   1.13627 -13.70581  -0.75006 -35.51817 -27.41728       (-18.463,-1.136) (-8.710,-11.797) (-8.862,-0.386)      9.13621
