Fol_2018-03-05.09_12_24.22_.txt     Output is probe cell, reduced cell, NCDist distance between
0     10.72028  -6.70119   4.94377  -5.55814 -37.27028 -28.64003       (-2.870,-2.372) (-4.329,-15.050) (-0.614,-1.613)      0
1     10.70793  -6.69882   4.93645  -5.55319 -37.24804 -28.61424       (-2.879,-2.379) (-4.320,-15.028) (-0.617,-1.640)      0.037825
2     10.69559  -6.69645   4.92913  -5.54824 -37.22579 -28.58844       (-2.887,-2.386) (-4.310,-15.006) (-0.619,-1.666)      0.0756501
3     10.68324  -6.69407   4.92180  -5.54330 -37.20355 -28.56265       (-2.896,-2.394) (-4.300,-14.984) (-0.621,-1.693)      0.113475
4     10.67090  -6.69170   4.91448  -5.53835 -37.18131 -28.53685       (-2.904,-2.401) (-4.291,-14.962) (-0.624,-1.720)      0.1513
5     10.65855  -6.68932   4.90716  -5.53340 -37.15907 -28.51105       (-2.913,-2.408) (-4.281,-14.939) (-0.626,-1.747)      0.189125
6     10.64621  -6.68695   4.89983  -5.52845 -37.13682 -28.48526       (-2.922,-2.416) (-4.271,-14.917) (-0.629,-1.774)      0.22695
7     10.63386  -6.68458   4.89251  -5.52350 -37.11458 -28.45946       (-2.930,-2.423) (-4.262,-14.895) (-0.631,-1.800)      0.264775
8     10.62152  -6.68220   4.88519  -5.51855 -37.09234 -28.43367       (-2.939,-2.430) (-4.252,-14.873) (-0.633,-1.827)      0.3026
9     10.60917  -6.67983   4.87787  -5.51360 -37.07009 -28.40787       (-2.947,-2.438) (-4.242,-14.851) (-0.636,-1.854)      0.340425
10     10.59683  -6.67745   4.87054  -5.50866 -37.04785 -28.38208       (-2.956,-2.445) (-4.232,-14.829) (-0.638,-1.881)      0.37825
11     10.58448  -6.67508   4.86322  -5.50371 -37.02561 -28.35628       (-2.965,-2.452) (-4.223,-14.807) (-0.640,-1.907)      0.416076
12     10.57213  -6.67270   4.85590  -5.49876 -37.00337 -28.33048       (-2.973,-2.460) (-4.213,-14.785) (-0.643,-1.934)      0.453901
13     10.55979  -6.67033   4.84857  -5.49381 -36.98112 -28.30469       (-2.982,-2.467) (-4.203,-14.763) (-0.645,-1.961)      0.491726
14     10.54744  -6.66796   4.84125  -5.48886 -36.95888 -28.27889       (-2.990,-2.474) (-4.194,-14.741) (-0.648,-1.988)      0.529551
15     10.53510  -6.66558   4.83393  -5.48391 -36.93664 -28.25310       (-2.999,-2.482) (-4.184,-14.719) (-0.650,-2.015)      0.567376
16     10.52275  -6.66321   4.82661  -5.47896 -36.91439 -28.22730       (-3.008,-2.489) (-4.174,-14.697) (-0.652,-2.041)      0.605201
17     10.51041  -6.66083   4.81928  -5.47401 -36.89215 -28.20151       (-3.016,-2.496) (-4.165,-14.675) (-0.655,-2.068)      0.643026
18     10.49806  -6.65846   4.81196  -5.46907 -36.86991 -28.17571       (-3.025,-2.504) (-4.155,-14.653) (-0.657,-2.095)      0.680851
19     10.48572  -6.65609   4.80464  -5.46412 -36.84767 -28.14991       (-3.033,-2.511) (-4.145,-14.631) (-0.659,-2.122)      0.718676
20     10.47337  -6.65371   4.79731  -5.45917 -36.82542 -28.12412       (-3.042,-2.518) (-4.135,-14.609) (-0.662,-2.149)      0.756501
21     10.46103  -6.65134   4.78999  -5.45422 -36.80318 -28.09832       (-3.051,-2.526) (-4.126,-14.587) (-0.664,-2.175)      0.794326
22     10.44868  -6.64896   4.78267  -5.44927 -36.78094 -28.07253       (-3.059,-2.533) (-4.116,-14.565) (-0.667,-2.202)      0.832151
23     10.43634  -6.64659   4.77535  -5.44432 -36.75869 -28.04673       (-3.068,-2.540) (-4.106,-14.543) (-0.669,-2.229)      0.869976
24     10.42399  -6.64421   4.76802  -5.43937 -36.73645 -28.02093       (-3.076,-2.548) (-4.097,-14.521) (-0.671,-2.256)      0.907801
25     10.41164  -6.64184   4.76070  -5.43442 -36.71421 -27.99514       (-3.085,-2.555) (-4.087,-14.499) (-0.674,-2.283)      0.945626
26     10.39930  -6.63947   4.75338  -5.42948 -36.69197 -27.96934       (-3.093,-2.562) (-4.077,-14.477) (-0.676,-2.309)      0.983451
27     10.38695  -6.63709   4.74605  -5.42453 -36.66972 -27.94355       (-3.102,-2.570) (-4.068,-14.455) (-0.678,-2.336)      1.02128
28     10.37461  -6.63472   4.73873  -5.41958 -36.64748 -27.91775       (-3.111,-2.577) (-4.058,-14.432) (-0.681,-2.363)      1.0591
29     10.36226  -6.63234   4.73141  -5.41463 -36.62524 -27.89196       (-3.119,-2.584) (-4.048,-14.410) (-0.683,-2.390)      1.09693
30     10.34992  -6.62997   4.72409  -5.40968 -36.60299 -27.86616       (-3.128,-2.591) (-4.038,-14.388) (-0.686,-2.416)      1.13475
31     10.33757  -6.62760   4.71676  -5.40473 -36.58075 -27.84036       (-3.136,-2.599) (-4.029,-14.366) (-0.688,-2.443)      1.17258
32     10.32523  -6.62522   4.70944  -5.39978 -36.55851 -27.81457       (-3.145,-2.606) (-4.019,-14.344) (-0.690,-2.470)      1.2104
33     10.31288  -6.62285   4.70212  -5.39483 -36.53627 -27.78877       (-3.154,-2.613) (-4.009,-14.322) (-0.693,-2.497)      1.24823
34     10.30054  -6.62047   4.69479  -5.38989 -36.51402 -27.76298       (-3.162,-2.621) (-4.000,-14.300) (-0.695,-2.524)      1.28605
35     10.28819  -6.61810   4.68747  -5.38494 -36.49178 -27.73718       (-3.171,-2.628) (-3.990,-14.278) (-0.697,-2.550)      1.32388
36     10.27585  -6.61572   4.68015  -5.37999 -36.46954 -27.71139       (-3.179,-2.635) (-3.980,-14.256) (-0.700,-2.577)      1.3617
37     10.26350  -6.61335   4.67283  -5.37504 -36.44729 -27.68559       (-3.188,-2.643) (-3.971,-14.234) (-0.702,-2.604)      1.39953
38     10.25115  -6.61098   4.66550  -5.37009 -36.42505 -27.65979       (-3.197,-2.650) (-3.961,-14.212) (-0.705,-2.631)      1.43735
39     10.23881  -6.60860   4.65818  -5.36514 -36.40281 -27.63400       (-3.205,-2.657) (-3.951,-14.190) (-0.707,-2.658)      1.47518
40     10.22646  -6.60623   4.65086  -5.36019 -36.38057 -27.60820       (-3.214,-2.665) (-3.942,-14.168) (-0.709,-2.684)      1.513
41     10.21412  -6.60385   4.64353  -5.35524 -36.35832 -27.58241       (-3.222,-2.672) (-3.932,-14.146) (-0.712,-2.711)      1.55083
42     10.20177  -6.60148   4.63621  -5.35030 -36.33608 -27.55661       (-3.231,-2.679) (-3.922,-14.124) (-0.714,-2.738)      1.58865
43     10.18943  -6.59911   4.62889  -5.34535 -36.31384 -27.53082       (-3.240,-2.687) (-3.912,-14.102) (-0.716,-2.765)      1.62648
44     10.17708  -6.59673   4.62157  -5.34040 -36.29160 -27.50502       (-3.248,-2.694) (-3.903,-14.080) (-0.719,-2.792)      1.6643
45     10.16474  -6.59436   4.61424  -5.33545 -36.26935 -27.47922       (-3.257,-2.701) (-3.893,-14.058) (-0.721,-2.818)      1.70213
46     10.15239  -6.59198   4.60692  -5.33050 -36.24711 -27.45343       (-3.265,-2.709) (-3.883,-14.036) (-0.724,-2.845)      1.73995
47     10.14005  -6.58961   4.59960  -5.32555 -36.22487 -27.42763       (-3.274,-2.716) (-3.874,-14.014) (-0.726,-2.872)      1.77778
48     10.12770  -6.58723   4.59227  -5.32060 -36.20262 -27.40184       (-3.282,-2.723) (-3.864,-13.992) (-0.728,-2.899)      1.8156
49     10.11536  -6.58486   4.58495  -5.31565 -36.18038 -27.37604       (-3.291,-2.731) (-3.854,-13.970) (-0.731,-2.926)      1.85343
50     10.10301  -6.58249   4.57763  -5.31071 -36.15814 -27.35025       (-3.300,-2.738) (-3.845,-13.948) (-0.733,-2.952)      1.89125
51     10.09066  -6.58011   4.57031  -5.30576 -36.13590 -27.32445       (-3.308,-2.745) (-3.835,-13.926) (-0.735,-2.979)      1.92908
52     10.07832  -6.57774   4.56298  -5.30081 -36.11365 -27.29865       (-3.317,-2.753) (-3.825,-13.903) (-0.738,-3.006)      1.9669
53     10.06597  -6.57536   4.55566  -5.29586 -36.09141 -27.27286       (-3.325,-2.760) (-3.815,-13.881) (-0.740,-3.033)      2.00473
54     10.05363  -6.57299   4.54834  -5.29091 -36.06917 -27.24706       (-3.334,-2.767) (-3.806,-13.859) (-0.743,-3.059)      2.04255
55     10.04128  -6.57062   4.54101  -5.28596 -36.04692 -27.22127       (-3.343,-2.775) (-3.796,-13.837) (-0.745,-3.086)      2.08038
56     10.02894  -6.56824   4.53369  -5.28101 -36.02468 -27.19547       (-3.351,-2.782) (-3.786,-13.815) (-0.747,-3.113)      2.1182
57     10.01659  -6.56587   4.52637  -5.27607 -36.00244 -27.16967       (-3.360,-2.789) (-3.777,-13.793) (-0.750,-3.140)      2.15603
58     10.00425  -6.56349   4.51904  -5.27112 -35.98020 -27.14388       (-3.368,-2.797) (-3.767,-13.771) (-0.752,-3.167)      2.19385
