10PERCENT_2018-03-07.11_26_54.333_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -0.99378   2.51532 -61.54027   3.08382 -73.10505 -37.66316       (-1.522,-47.827) (-32.105,-5.599) (-61.379,-2.515)      7.10543e-15
1     -0.99530   2.51128 -61.48427   3.01930 -73.07975 -37.65760       (-1.516,-47.912) (-32.114,-5.531) (-61.498,-2.511)      0.161984
2     -0.99682   2.50724 -61.42828   2.95477 -73.05445 -37.65204       (-1.510,-47.997) (-32.124,-5.462) (-61.617,-2.507)      0.323968
3     -0.99835   2.50320 -61.37228   2.89024 -73.02914 -37.64647       (-1.505,-48.082) (-32.134,-5.393) (-61.736,-2.503)      0.485951
4     -0.99987   2.49916 -61.31628   2.82572 -73.00384 -37.64091       (-1.499,-48.167) (-32.143,-5.325) (-61.855,-2.499)      0.647935
5     -1.00139   2.49512 -61.26028   2.76119 -72.97853 -37.63534       (-1.494,-48.253) (-32.153,-5.256) (-61.974,-2.495)      0.809919
6     -1.00291   2.49107 -61.20429   2.69666 -72.95323 -37.62978       (-1.488,-48.338) (-32.162,-5.188) (-62.093,-2.491)      0.971903
7     -1.00444   2.48703 -61.14829   2.63213 -72.92793 -37.62422       (-1.483,-48.423) (-32.172,-5.119) (-62.211,-2.487)      1.13389
8     -1.00596   2.48299 -61.09229   2.56761 -72.90262 -37.61865       (-1.477,-48.508) (-32.182,-5.051) (-62.330,-2.483)      1.29587
9     -1.00748   2.47895 -61.03630   2.50308 -72.87732 -37.61309       (-1.471,-48.593) (-32.191,-4.982) (-62.449,-2.479)      1.45785
10     -1.00901   2.47491 -60.98030   2.43855 -72.85202 -37.60752       (-48.678,-1.466) (-2.475,-62.568) (-32.201,-4.913)      1.61984
11     -1.01053   2.47087 -60.92430   2.37402 -72.82671 -37.60196       (-48.764,-1.460) (-2.471,-62.687) (-32.210,-4.845)      1.78182
12     -1.01205   2.46683 -60.86830   2.30950 -72.80141 -37.59640       (-48.849,-1.455) (-2.467,-62.806) (-32.220,-4.776)      1.94381
13     -1.01358   2.46279 -60.81231   2.24497 -72.77611 -37.59083       (-48.934,-1.449) (-2.463,-62.925) (-32.230,-4.708)      2.10579
14     -1.01510   2.45875 -60.75631   2.18044 -72.75080 -37.58527       (-49.019,-1.444) (-2.459,-63.044) (-32.239,-4.639)      2.26777
15     -1.01662   2.45471 -60.70031   2.11591 -72.72550 -37.57970       (-49.104,-1.438) (-2.455,-63.163) (-32.249,-4.571)      2.42976
16     -1.01814   2.45067 -60.64432   2.05139 -72.70019 -37.57414       (-49.190,-1.433) (-2.451,-63.282) (-32.258,-4.502)      2.59174
17     -1.01967   2.44662 -60.58832   1.98686 -72.67489 -37.56858       (-49.275,-1.427) (-2.447,-63.401) (-32.268,-4.433)      2.75372
18     -1.02119   2.44258 -60.53232   1.92233 -72.64959 -37.56301       (-49.360,-1.421) (-2.443,-63.520) (-32.278,-4.365)      2.91571
19     -1.02271   2.43854 -60.47632   1.85781 -72.62428 -37.55745       (-49.445,-1.416) (-2.439,-63.638) (-32.287,-4.296)      3.07769
20     -1.02424   2.43450 -60.42033   1.79328 -72.59898 -37.55188       (-49.530,-1.410) (-2.435,-63.757) (-32.297,-4.228)      3.23968
21     -1.02576   2.43046 -60.36433   1.72875 -72.57368 -37.54632       (-49.615,-1.405) (-2.430,-63.876) (-32.306,-4.159)      3.40166
22     -1.02728   2.42642 -60.30833   1.66422 -72.54837 -37.54076       (-49.701,-1.399) (-2.426,-63.995) (-32.316,-4.091)      3.56364
23     -1.02881   2.42238 -60.25234   1.59970 -72.52307 -37.53519       (-49.786,-1.394) (-2.422,-64.114) (-32.326,-4.022)      3.72563
24     -1.03033   2.41834 -60.19634   1.53517 -72.49776 -37.52963       (-49.871,-1.388) (-2.418,-64.233) (-32.335,-3.954)      3.88761
25     -1.03185   2.41430 -60.14034   1.47064 -72.47246 -37.52406       (-49.956,-1.382) (-2.414,-64.352) (-32.345,-3.885)      4.0496
26     -1.03338   2.41026 -60.08434   1.40611 -72.44716 -37.51850       (-50.041,-1.377) (-2.410,-64.471) (-32.354,-3.816)      4.21158
27     -1.03490   2.40622 -60.02835   1.34159 -72.42185 -37.51294       (-50.127,-1.371) (-2.406,-64.590) (-32.364,-3.748)      4.37356
28     -1.03642   2.40217 -59.97235   1.27706 -72.39655 -37.50737       (-50.212,-1.366) (-2.402,-64.709) (-32.374,-3.679)      4.53555
29     -1.03794   2.39813 -59.91635   1.21253 -72.37125 -37.50181       (-50.297,-1.360) (-2.398,-64.828) (-32.383,-3.611)      4.69753
30     -1.03947   2.39409 -59.86036   1.14800 -72.34594 -37.49624       (-50.382,-1.355) (-2.394,-64.947) (-32.393,-3.542)      4.85951
31     -1.04099   2.39005 -59.80436   1.08348 -72.32064 -37.49068       (-50.467,-1.349) (-2.390,-65.066) (-32.403,-3.474)      5.0215
32     -1.04251   2.38601 -59.74836   1.01895 -72.29533 -37.48512       (-50.552,-1.343) (-2.386,-65.184) (-32.412,-3.405)      5.18348
33     -1.04404   2.38197 -59.69236   0.95442 -72.27003 -37.47955       (-50.638,-1.338) (-2.382,-65.303) (-32.422,-3.336)      5.34547
34     -1.04556   2.37793 -59.63637   0.88989 -72.24473 -37.47399       (-50.723,-1.332) (-2.378,-65.422) (-32.431,-3.268)      5.50745
35     -1.04708   2.37389 -59.58037   0.82537 -72.21942 -37.46842       (-50.808,-1.327) (-2.374,-65.541) (-32.441,-3.199)      5.66943
36     -1.04861   2.36985 -59.52437   0.76084 -72.19412 -37.46286       (-50.893,-1.321) (-2.370,-65.660) (-32.451,-3.131)      5.83142
37     -1.05013   2.36581 -59.46838   0.69631 -72.16882 -37.45730       (-50.978,-1.316) (-2.366,-65.779) (-32.460,-3.062)      5.9934
38     -1.05165   2.36177 -59.41238   0.63179 -72.14351 -37.45173       (-51.064,-1.310) (-2.362,-65.898) (-32.470,-2.994)      6.15539
39     -1.05318   2.35772 -59.35638   0.56726 -72.11821 -37.44617       (-51.149,-1.305) (-2.358,-66.017) (-32.479,-2.925)      6.31737
40     -1.05470   2.35368 -59.30038   0.50273 -72.09291 -37.44060       (-51.234,-1.299) (-2.354,-66.136) (-32.489,-2.856)      6.47935
41     -1.05622   2.34964 -59.24439   0.43820 -72.06760 -37.43504       (-51.319,-1.293) (-2.350,-66.255) (-32.499,-2.788)      6.64134
42     -1.05774   2.34560 -59.18839   0.37368 -72.04230 -37.42948       (-51.404,-1.288) (-2.346,-66.374) (-32.508,-2.719)      6.80332
43     -1.05927   2.34156 -59.13239   0.30915 -72.01699 -37.42391       (-51.489,-1.282) (-2.342,-66.493) (-32.518,-2.651)      6.9653
44     -1.06079   2.33752 -59.07640   0.24462 -71.99169 -37.41835       (-51.575,-1.277) (-2.338,-66.611) (-32.527,-2.582)      7.12729
45     -1.06231   2.33348 -59.02040   0.18009 -71.96639 -37.41278       (-51.660,-1.271) (-2.333,-66.730) (-32.537,-2.514)      7.28927
46     -1.06384   2.32944 -58.96440   0.11557 -71.94108 -37.40722       (-51.745,-1.266) (-2.329,-66.849) (-32.547,-2.445)      7.45126
47     -1.06536   2.32540 -58.90841   0.05104 -71.91578 -37.40166       (-51.830,-1.260) (-2.325,-66.968) (-32.556,-2.376)      7.61324
48     -1.06688   2.32136 -58.85241  -0.01349 -71.89048 -37.39609       (-51.915,-1.254) (-2.321,-67.087) (-32.566,-2.308)      7.77522
49     -1.06841   2.31732 -58.79641  -0.07802 -71.86517 -37.39053       (-52.000,-1.249) (-2.317,-67.206) (-32.575,-2.239)      7.93721
50     -1.06993   2.31327 -58.74041  -0.14254 -71.83987 -37.38496       (-52.086,-1.243) (-2.313,-67.325) (-32.585,-2.171)      8.09919
51     -1.07145   2.30923 -58.68442  -0.20707 -71.81456 -37.37940       (-52.171,-1.238) (-2.309,-67.444) (-32.595,-2.102)      8.26117
52     -1.07298   2.30519 -58.62842  -0.27160 -71.78926 -37.37384       (-52.256,-1.232) (-2.305,-67.563) (-32.604,-2.034)      8.42316
53     -1.07450   2.30115 -58.57242  -0.33612 -71.76396 -37.36827       (-52.341,-1.227) (-2.301,-67.682) (-32.614,-1.965)      8.58514
54     -1.07602   2.29711 -58.51643  -0.40065 -71.73865 -37.36271       (-52.426,-1.221) (-2.297,-67.801) (-32.623,-1.896)      8.74713
55     -1.07754   2.29307 -58.46043  -0.46518 -71.71335 -37.35714       (-52.512,-1.216) (-2.293,-67.920) (-32.633,-1.828)      8.90911
56     -1.07907   2.28903 -58.40443  -0.52971 -71.68805 -37.35158       (-52.597,-1.210) (-2.289,-68.039) (-32.643,-1.759)      9.07109
57     -1.08059   2.28499 -58.34843  -0.59423 -71.66274 -37.34602       (-52.682,-1.204) (-2.285,-68.157) (-32.652,-1.691)      9.23308
58     -1.08211   2.28095 -58.29244  -0.65876 -71.63744 -37.34045       (-52.767,-1.199) (-2.281,-68.276) (-32.662,-1.622)      9.39506
59     -1.08364   2.27691 -58.23644  -0.72329 -71.61214 -37.33489       (-52.852,-1.193) (-2.277,-68.395) (-32.671,-1.554)      9.55705
60     -1.08516   2.27287 -58.18044  -0.78782 -71.58683 -37.32932       (-52.937,-1.188) (-2.273,-68.514) (-32.681,-1.485)      9.71903
61     -1.08668   2.26882 -58.12445  -0.85234 -71.56153 -37.32376       (-53.023,-1.182) (-2.269,-68.633) (-32.691,-1.416)      9.88101
62     -1.08821   2.26478 -58.06845  -0.91687 -71.53622 -37.31820       (-53.108,-1.177) (-2.265,-68.752) (-32.700,-1.348)      10.043
63     -1.08973   2.26074 -58.01245  -0.98140 -71.51092 -37.31263       (-53.193,-1.171) (-2.261,-68.871) (-32.710,-1.279)      10.205
64     -1.09125   2.25670 -57.95645  -1.04593 -71.48562 -37.30707       (-53.278,-1.165) (-2.257,-68.990) (-32.719,-1.211)      10.367
65     -1.09278   2.25266 -57.90046  -1.11045 -71.46031 -37.30150       (-53.363,-1.160) (-2.253,-69.109) (-32.729,-1.142)      10.5289
66     -1.09430   2.24862 -57.84446  -1.17498 -71.43501 -37.29594       (-53.449,-1.154) (-2.249,-69.228) (-32.739,-1.074)      10.6909
67     -1.09582   2.24458 -57.78846  -1.23951 -71.40971 -37.29038       (-53.534,-1.149) (-2.245,-69.347) (-32.748,-1.005)      10.8529
68     -1.09734   2.24054 -57.73247  -1.30403 -71.38440 -37.28481       (-53.619,-1.143) (-2.241,-69.466) (-32.758,-0.937)      11.0149
69     -1.09887   2.23650 -57.67647  -1.36856 -71.35910 -37.27925       (-53.704,-1.138) (-2.236,-69.584) (-32.767,-0.868)      11.1769
70     -1.10039   2.23246 -57.62047  -1.43309 -71.33379 -37.27369       (-53.789,-1.132) (-2.232,-69.703) (-32.777,-0.799)      11.3389
71     -1.10191   2.22842 -57.56447  -1.49762 -71.30849 -37.26812       (-53.874,-1.127) (-2.228,-69.822) (-32.787,-0.731)      11.5009
72     -1.10344   2.22437 -57.50848  -1.56214 -71.28319 -37.26256       (-53.960,-1.121) (-2.224,-69.941) (-32.796,-0.662)      11.6628
73     -1.10496   2.22033 -57.45248  -1.62667 -71.25788 -37.25699       (-54.045,-1.115) (-2.220,-70.060) (-32.806,-0.594)      11.8248
74     -1.10648   2.21629 -57.39648  -1.69120 -71.23258 -37.25143       (-54.130,-1.110) (-2.216,-70.179) (-32.816,-0.525)      11.9868
75     -1.10801   2.21225 -57.34049  -1.75573 -71.20728 -37.24587       (-54.215,-1.104) (-2.212,-70.298) (-32.825,-0.457)      12.1488
76     -1.10953   2.20821 -57.28449  -1.82025 -71.18197 -37.24030       (-54.300,-1.099) (-2.208,-70.417) (-32.835,-0.388)      12.3108
77     -1.11105   2.20417 -57.22849  -1.88478 -71.15667 -37.23474       (-54.386,-1.093) (-2.204,-70.536) (-32.844,-0.319)      12.4728
78     -1.11258   2.20013 -57.17249  -1.94931 -71.13136 -37.22917       (-54.471,-1.088) (-2.200,-70.655) (-32.854,-0.251)      12.6347
79     -1.11410   2.19609 -57.11650  -2.01384 -71.10606 -37.22361       (-54.556,-1.082) (-2.196,-70.774) (-32.864,-0.182)      12.7967
80     -1.11562   2.19205 -57.06050  -2.07836 -71.08076 -37.21805       (-54.641,-1.076) (-2.192,-70.893) (-32.873,-0.114)      12.9587
81     -1.11714   2.18801 -57.00450  -2.14289 -71.05545 -37.21248       (-54.726,-1.071) (-2.188,-71.012) (-32.883,-0.045)      13.1207
