Fol_2018-02-25.13_34_16.4_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -1514.67440 1061.25528 -2077.00088 -2829.63996 1264.61382 -1316.34046       (-812.387,-1565.026) (-203.359,-1264.614) (-250.061,-51.727)      0
1    -1513.97141 1059.98940 -2075.17211 -2828.37408 1262.08206 -1315.07458       (-813.090,-1566.292) (-202.093,-1262.082) (-251.889,-52.993)      3.88017
2    -1513.26842 1058.72352 -2073.34334 -2827.10820 1259.55030 -1313.80870       (-813.793,-1567.558) (-200.827,-1259.550) (-253.718,-54.258)      7.76035
3    -1512.56543 1057.45764 -2071.51457 -2825.84232 1257.01854 -1312.54282       (-814.496,-1568.824) (-199.561,-1257.019) (-255.547,-55.524)      11.6405
4    -1511.86244 1056.19176 -2069.68581 -2824.57644 1254.48678 -1311.27694       (-815.199,-1570.090) (-198.295,-1254.487) (-257.376,-56.790)      15.5207
5    -1511.15945 1054.92588 -2067.85704 -2823.31056 1251.95502 -1310.01106       (-815.902,-1571.356) (-197.029,-1251.955) (-259.204,-58.056)      19.4009
6    -1510.45646 1053.66000 -2066.02827 -2822.04468 1249.42326 -1308.74518       (-816.605,-1572.621) (-195.763,-1249.423) (-261.033,-59.322)      23.281
7    -1509.75347 1052.39412 -2064.19950 -2820.77880 1246.89150 -1307.47930       (-817.308,-1573.887) (-194.497,-1246.892) (-262.862,-60.588)      27.1612
8    -1509.05048 1051.12824 -2062.37073 -2819.51292 1244.35974 -1306.21342       (-818.011,-1575.153) (-193.232,-1244.360) (-264.691,-61.854)      31.0414
9    -1508.34749 1049.86236 -2060.54196 -2818.24704 1241.82798 -1304.94754       (-818.714,-1576.419) (-191.966,-1241.828) (-266.520,-63.120)      34.9216
10    -1507.64450 1048.59648 -2058.71319 -2816.98116 1239.29622 -1303.68166       (-819.417,-1577.685) (-190.700,-1239.296) (-268.348,-64.385)      38.8017
11    -1506.94151 1047.33060 -2056.88442 -2815.71528 1236.76446 -1302.41578       (-820.120,-1578.951) (-189.434,-1236.764) (-270.177,-65.651)      42.6819
12    -1506.23852 1046.06472 -2055.05565 -2814.44940 1234.23270 -1301.14991       (-820.823,-1580.217) (-188.168,-1234.233) (-272.006,-66.917)      46.5621
13    -1505.53553 1044.79884 -2053.22688 -2813.18352 1231.70094 -1299.88403       (-821.526,-1581.483) (-186.902,-1231.701) (-273.835,-68.183)      50.4423
14    -1504.83254 1043.53296 -2051.39811 -2811.91764 1229.16919 -1298.61815       (-822.229,-1582.748) (-185.636,-1229.169) (-275.663,-69.449)      54.3224
15    -1504.12955 1042.26708 -2049.56935 -2810.65176 1226.63743 -1297.35227       (-822.932,-1584.014) (-184.370,-1226.637) (-277.492,-70.715)      58.2026
16    -1503.42656 1041.00120 -2047.74058 -2809.38588 1224.10567 -1296.08639       (-823.635,-1585.280) (-183.104,-1224.106) (-279.321,-71.981)      62.0828
17    -1502.72357 1039.73532 -2045.91181 -2808.12000 1221.57391 -1294.82051       (-824.338,-1586.546) (-181.839,-1221.574) (-281.150,-73.247)      65.963
18    -1502.02058 1038.46944 -2044.08304 -2806.85412 1219.04215 -1293.55463       (-825.041,-1587.812) (-180.573,-1219.042) (-282.978,-74.512)      69.8431
19    -1501.31759 1037.20356 -2042.25427 -2805.58824 1216.51039 -1292.28875       (-825.744,-1589.078) (-179.307,-1216.510) (-284.807,-75.778)      73.7233
20    -1500.61460 1035.93768 -2040.42550 -2804.32236 1213.97863 -1291.02287       (-826.447,-1590.344) (-178.041,-1213.979) (-286.636,-77.044)      77.6035
21    -1499.91161 1034.67180 -2038.59673 -2803.05649 1211.44687 -1289.75699       (-827.150,-1591.610) (-176.775,-1211.447) (-288.465,-78.310)      81.4837
22    -1499.20862 1033.40593 -2036.76796 -2801.79061 1208.91511 -1288.49111       (-827.853,-1592.875) (-175.509,-1208.915) (-290.294,-79.576)      85.3638
23    -1498.50563 1032.14005 -2034.93919 -2800.52473 1206.38335 -1287.22523       (-828.556,-1594.141) (-174.243,-1206.383) (-292.122,-80.842)      89.244
24    -1497.80264 1030.87417 -2033.11042 -2799.25885 1203.85159 -1285.95935       (-829.259,-1595.407) (-172.977,-1203.852) (-293.951,-82.108)      93.1242
25    -1497.09965 1029.60829 -2031.28165 -2797.99297 1201.31983 -1284.69347       (-829.962,-1596.673) (-171.712,-1201.320) (-295.780,-83.374)      97.0044
26    -1496.39666 1028.34241 -2029.45289 -2796.72709 1198.78807 -1283.42759       (-830.665,-1597.939) (-170.446,-1198.788) (-297.609,-84.640)      100.885
27    -1495.69367 1027.07653 -2027.62412 -2795.46121 1196.25631 -1282.16171       (-831.368,-1599.205) (-169.180,-1196.256) (-299.437,-85.905)      104.765
28    -1494.99068 1025.81065 -2025.79535 -2794.19533 1193.72455 -1280.89583       (-832.071,-1600.471) (-167.914,-1193.725) (-301.266,-87.171)      108.645
29    -1494.28769 1024.54477 -2023.96658 -2792.92945 1191.19279 -1279.62995       (-832.774,-1601.737) (-166.648,-1191.193) (-303.095,-88.437)      112.525
30    -1493.58469 1023.27889 -2022.13781 -2791.66357 1188.66104 -1278.36407       (-833.477,-1603.003) (-165.382,-1188.661) (-304.924,-89.703)      116.405
31    -1492.88170 1022.01301 -2020.30904 -2790.39769 1186.12928 -1277.09819       (-834.180,-1604.268) (-164.116,-1186.129) (-306.752,-90.969)      120.285
32    -1492.17871 1020.74713 -2018.48027 -2789.13181 1183.59752 -1275.83231       (-834.883,-1605.534) (-162.850,-1183.598) (-308.581,-92.235)      124.166
33    -1491.47572 1019.48125 -2016.65150 -2787.86593 1181.06576 -1274.56643       (-835.586,-1606.800) (-161.585,-1181.066) (-310.410,-93.501)      128.046
34    -1490.77273 1018.21537 -2014.82273 -2786.60005 1178.53400 -1273.30055       (-836.289,-1608.066) (-160.319,-1178.534) (-312.239,-94.767)      131.926
35    -1490.06974 1016.94949 -2012.99396 -2785.33417 1176.00224 -1272.03467       (-836.992,-1609.332) (-159.053,-1176.002) (-314.068,-96.032)      135.806
36    -1489.36675 1015.68361 -2011.16520 -2784.06829 1173.47048 -1270.76879       (-837.695,-1610.598) (-157.787,-1173.470) (-315.896,-97.298)      139.686
37    -1488.66376 1014.41773 -2009.33643 -2782.80241 1170.93872 -1269.50291       (-838.398,-1611.864) (-156.521,-1170.939) (-317.725,-98.564)      143.566
38    -1487.96077 1013.15185 -2007.50766 -2781.53653 1168.40696 -1268.23703       (-839.101,-1613.130) (-155.255,-1168.407) (-319.554,-99.830)      147.447
39    -1487.25778 1011.88597 -2005.67889 -2780.27065 1165.87520 -1266.97115       (-839.804,-1614.395) (-153.989,-1165.875) (-321.383,-101.096)      151.327
40    -1486.55479 1010.62009 -2003.85012 -2779.00477 1163.34344 -1265.70527       (-840.507,-1615.661) (-152.723,-1163.343) (-323.211,-102.362)      155.207
41    -1485.85180 1009.35421 -2002.02135 -2777.73889 1160.81168 -1264.43939       (-841.210,-1616.927) (-151.457,-1160.812) (-325.040,-103.628)      159.087
42    -1485.14881 1008.08833 -2000.19258 -2776.47301 1158.27992 -1263.17351       (-841.913,-1618.193) (-150.192,-1158.280) (-326.869,-104.894)      162.967
43    -1484.44582 1006.82245 -1998.36381 -2775.20713 1155.74816 -1261.90763       (-842.616,-1619.459) (-148.926,-1155.748) (-328.698,-106.159)      166.847
44    -1483.74283 1005.55657 -1996.53504 -2773.94125 1153.21640 -1260.64175       (-843.319,-1620.725) (-147.660,-1153.216) (-330.526,-107.425)      170.728
45    -1483.03984 1004.29069 -1994.70627 -2772.67537 1150.68464 -1259.37588       (-844.022,-1621.991) (-146.394,-1150.685) (-332.355,-108.691)      174.608
46    -1482.33685 1003.02481 -1992.87750 -2771.40949 1148.15288 -1258.11000       (-844.725,-1623.257) (-145.128,-1148.153) (-334.184,-109.957)      178.488
47    -1481.63386 1001.75893 -1991.04874 -2770.14361 1145.62113 -1256.84412       (-845.428,-1624.522) (-143.862,-1145.621) (-336.013,-111.223)      182.368
48    -1480.93087 1000.49305 -1989.21997 -2768.87773 1143.08937 -1255.57824       (-846.131,-1625.788) (-142.596,-1143.089) (-337.842,-112.489)      186.248
49    -1480.22788 999.22717 -1987.39120 -2767.61185 1140.55761 -1254.31236       (-846.834,-1627.054) (-141.330,-1140.558) (-339.670,-113.755)      190.129
50    -1479.52489 997.96129 -1985.56243 -2766.34597 1138.02585 -1253.04648       (-847.537,-1628.320) (-140.065,-1138.026) (-341.499,-115.021)      194.009
51    -1478.82190 996.69541 -1983.73366 -2765.08009 1135.49409 -1251.78060       (-848.240,-1629.586) (-138.799,-1135.494) (-343.328,-116.287)      197.889
52    -1478.11891 995.42953 -1981.90489 -2763.81421 1132.96233 -1250.51472       (-848.943,-1630.852) (-137.533,-1132.962) (-345.157,-117.552)      201.769
53    -1477.41592 994.16365 -1980.07612 -2762.54833 1130.43057 -1249.24884       (-849.646,-1632.118) (-136.267,-1130.431) (-346.985,-118.818)      205.649
54    -1476.71293 992.89777 -1978.24735 -2761.28246 1127.89881 -1247.98296       (-850.349,-1633.384) (-135.001,-1127.899) (-348.814,-120.084)      209.529
