Fol_2018-02-25.13_34_42.31_.txt     Output is probe cell, reduced cell, NCDist distance between
0    2566.91013 -3077.97823 -4260.85482 2509.26240 -2564.18679 -2842.22063       (-2564.187,-508.345) (-54.924,-1691.221) (-2.723,-278.034)      2.44889e-12
1    2561.77389 -3074.95215 -4256.59242 2506.24178 -2563.31295 -2839.65387       (-2561.774,-55.532) (-513.178,-1694.819) (-1.539,-277.880)      7.79008
2    2556.63766 -3071.92607 -4252.33003 2503.22115 -2562.43911 -2837.08712       (-2556.638,-53.417) (-515.288,-1695.692) (-5.801,-280.449)      14.3518
3    2551.50143 -3068.89999 -4248.06764 2500.20052 -2561.56527 -2834.52037       (-2551.501,-51.301) (-517.399,-1696.566) (-10.064,-283.019)      21.7474
4    2546.36519 -3065.87391 -4243.80524 2497.17989 -2560.69143 -2831.95361       (-2546.365,-49.185) (-519.509,-1697.440) (-14.326,-285.588)      29.3532
5    2541.22896 -3062.84783 -4239.54285 2494.15926 -2559.81759 -2829.38686       (-2541.229,-47.070) (-521.619,-1698.314) (-18.589,-288.158)      37.04
6    2536.09273 -3059.82175 -4235.28046 2491.13864 -2558.94375 -2826.82011       (-2536.093,-44.954) (-523.729,-1699.188) (-22.851,-290.727)      44.766
7    2530.95649 -3056.79567 -4231.01806 2488.11801 -2558.06991 -2824.25335       (-2530.956,-42.838) (-525.839,-1700.062) (-27.113,-293.297)      52.514
8    2525.82026 -3053.76959 -4226.75567 2485.09738 -2557.19607 -2821.68660       (-2525.820,-40.723) (-527.949,-1700.935) (-31.376,-295.866)      60.2754
9    2520.68403 -3050.74351 -4222.49327 2482.07675 -2556.32224 -2819.11985       (-2520.684,-38.607) (-530.059,-1701.809) (-35.638,-298.436)      68.0457
10    2515.54779 -3047.71743 -4218.23088 2479.05613 -2555.44840 -2816.55309       (-2515.548,-36.492) (-532.170,-1702.683) (-39.901,-301.005)      75.8222
11    2510.41156 -3044.69135 -4213.96849 2476.03550 -2554.57456 -2813.98634       (-2510.412,-34.376) (-534.280,-1703.557) (-44.163,-303.575)      83.603
12    2505.27533 -3041.66527 -4209.70609 2473.01487 -2553.70072 -2811.41959       (-2505.275,-32.260) (-536.390,-1704.431) (-48.425,-306.144)      91.3872
13    2500.13909 -3038.63919 -4205.44370 2469.99424 -2552.82688 -2808.85283       (-2500.139,-30.145) (-538.500,-1705.305) (-52.688,-308.714)      99.1739
14    2495.00286 -3035.61311 -4201.18130 2466.97361 -2551.95304 -2806.28608       (-2495.003,-28.029) (-540.610,-1706.178) (-56.950,-311.283)      106.963
15    2489.86663 -3032.58703 -4196.91891 2463.95299 -2551.07920 -2803.71932       (-2489.867,-25.914) (-542.720,-1707.052) (-61.213,-313.853)      114.753
16    2484.73039 -3029.56095 -4192.65652 2460.93236 -2550.20536 -2801.15257       (-2484.730,-23.798) (-544.831,-1707.926) (-65.475,-316.422)      122.544
17    2479.59416 -3026.53487 -4188.39412 2457.91173 -2549.33152 -2798.58582       (-2479.594,-21.682) (-546.941,-1708.800) (-69.737,-318.992)      130.337
18    2474.45793 -3023.50879 -4184.13173 2454.89110 -2548.45768 -2796.01906       (-2474.458,-19.567) (-549.051,-1709.674) (-74.000,-321.561)      138.13
19    2469.32170 -3020.48271 -4179.86934 2451.87047 -2547.58384 -2793.45231       (-2469.322,-17.451) (-551.161,-1710.548) (-78.262,-324.131)      145.924
