2BOUNDS_2018-03-07.14_28_35.222_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -2.35606 -31.98162 -28.47330 -33.32706  13.52093 -45.63474       (-3.788,-34.338) (-8.641,-2.356) (-11.165,-43.279)      0
1     -2.35749 -31.95826 -28.45598 -33.32807  13.50504 -45.63238       (-3.803,-34.316) (-8.675,-2.357) (-11.148,-43.275)      0.0471367
2     -2.35892 -31.93490 -28.43865 -33.32908  13.48914 -45.63002       (-3.819,-34.294) (-8.710,-2.359) (-11.130,-43.271)      0.0942733
3     -2.36035 -31.91153 -28.42132 -33.33010  13.47325 -45.62767       (-3.835,-34.272) (-8.744,-2.360) (-11.113,-43.267)      0.14141
4     -2.36179 -31.88817 -28.40400 -33.33111  13.45736 -45.62531       (-3.851,-34.250) (-8.778,-2.362) (-11.096,-43.264)      0.188547
5     -2.36322 -31.86480 -28.38667 -33.33212  13.44146 -45.62295       (-3.867,-34.228) (-8.812,-2.363) (-11.078,-43.260)      0.235683
6     -2.36465 -31.84144 -28.36935 -33.33313  13.42557 -45.62059       (-3.883,-34.206) (-8.847,-2.365) (-11.061,-43.256)      0.28282
7     -2.36609 -31.81808 -28.35202 -33.33414  13.40968 -45.61823       (-3.899,-34.184) (-8.881,-2.366) (-11.044,-43.252)      0.329957
8     -2.36752 -31.79471 -28.33470 -33.33515  13.39379 -45.61587       (-3.915,-34.162) (-8.915,-2.368) (-11.026,-43.248)      0.377093
9     -2.36895 -31.77135 -28.31737 -33.33617  13.37789 -45.61352       (-3.931,-34.140) (-8.949,-2.369) (-11.009,-43.245)      0.42423
10     -2.37038 -31.74799 -28.30004 -33.33718  13.36200 -45.61116       (-3.946,-34.118) (-8.984,-2.370) (-10.992,-43.241)      0.471367
11     -2.37182 -31.72462 -28.28272 -33.33819  13.34611 -45.60880       (-3.962,-34.096) (-9.018,-2.372) (-10.974,-43.237)      0.518503
12     -2.37325 -31.70126 -28.26539 -33.33920  13.33021 -45.60644       (-3.978,-34.075) (-9.052,-2.373) (-10.957,-43.233)      0.56564
13     -2.37468 -31.67789 -28.24807 -33.34021  13.31432 -45.60408       (-3.994,-34.053) (-9.086,-2.375) (-10.940,-43.229)      0.612777
14     -2.37612 -31.65453 -28.23074 -33.34122  13.29843 -45.60172       (-4.010,-34.031) (-9.120,-2.376) (-10.922,-43.226)      0.659913
15     -2.37755 -31.63117 -28.21342 -33.34224  13.28254 -45.59936       (-4.026,-34.009) (-9.155,-2.378) (-10.905,-43.222)      0.70705
16     -2.37898 -31.60780 -28.19609 -33.34325  13.26664 -45.59701       (-4.042,-33.987) (-9.189,-2.379) (-10.888,-43.218)      0.754187
17     -2.38041 -31.58444 -28.17876 -33.34426  13.25075 -45.59465       (-4.058,-33.965) (-9.223,-2.380) (-10.870,-43.214)      0.801323
18     -2.38185 -31.56108 -28.16144 -33.34527  13.23486 -45.59229       (-4.074,-33.943) (-9.257,-2.382) (-10.853,-43.210)      0.84846
19     -2.38328 -31.53771 -28.14411 -33.34628  13.21896 -45.58993       (-4.089,-33.921) (-9.292,-2.383) (-10.836,-43.207)      0.895597
20     -2.38471 -31.51435 -28.12679 -33.34729  13.20307 -45.58757       (-4.105,-33.899) (-9.326,-2.385) (-10.818,-43.203)      0.942733
21     -2.38615 -31.49098 -28.10946 -33.34831  13.18718 -45.58521       (-4.121,-33.877) (-9.360,-2.386) (-10.801,-43.199)      0.98987
22     -2.38758 -31.46762 -28.09214 -33.34932  13.17129 -45.58286       (-4.137,-33.855) (-9.394,-2.388) (-10.784,-43.195)      1.03701
23     -2.38901 -31.44426 -28.07481 -33.35033  13.15539 -45.58050       (-4.153,-33.833) (-9.429,-2.389) (-10.766,-43.191)      1.08414
24     -2.39044 -31.42089 -28.05748 -33.35134  13.13950 -45.57814       (-4.169,-33.811) (-9.463,-2.390) (-10.749,-43.188)      1.13128
25     -2.39188 -31.39753 -28.04016 -33.35235  13.12361 -45.57578       (-4.185,-33.789) (-9.497,-2.392) (-10.732,-43.184)      1.17842
26     -2.39331 -31.37417 -28.02283 -33.35336  13.10771 -45.57342       (-4.201,-33.767) (-9.531,-2.393) (-10.714,-43.180)      1.22555
27     -2.39474 -31.35080 -28.00551 -33.35438  13.09182 -45.57106       (-4.217,-33.746) (-9.565,-2.395) (-10.697,-43.176)      1.27269
28     -2.39618 -31.32744 -27.98818 -33.35539  13.07593 -45.56871       (-4.233,-33.724) (-9.600,-2.396) (-10.680,-43.173)      1.31983
29     -2.39761 -31.30408 -27.97085 -33.35640  13.06004 -45.56635       (-4.248,-33.702) (-9.634,-2.398) (-10.662,-43.169)      1.36696
30     -2.39904 -31.28071 -27.95353 -33.35741  13.04414 -45.56399       (-4.264,-33.680) (-9.668,-2.399) (-10.645,-43.165)      1.4141
31     -2.40047 -31.25735 -27.93620 -33.35842  13.02825 -45.56163       (-4.280,-33.658) (-9.702,-2.400) (-10.628,-43.161)      1.46124
32     -2.40191 -31.23398 -27.91888 -33.35943  13.01236 -45.55927       (-4.296,-33.636) (-9.737,-2.402) (-10.610,-43.157)      1.50837
33     -2.40334 -31.21062 -27.90155 -33.36045  12.99646 -45.55691       (-4.312,-33.614) (-9.771,-2.403) (-10.593,-43.154)      1.55551
34     -2.40477 -31.18726 -27.88423 -33.36146  12.98057 -45.55456       (-4.328,-33.592) (-9.805,-2.405) (-10.576,-43.150)      1.60265
35     -2.40621 -31.16389 -27.86690 -33.36247  12.96468 -45.55220       (-4.344,-33.570) (-9.839,-2.406) (-10.558,-43.146)      1.64978
36     -2.40764 -31.14053 -27.84957 -33.36348  12.94878 -45.54984       (-4.360,-33.548) (-9.874,-2.408) (-10.541,-43.142)      1.69692
37     -2.40907 -31.11717 -27.83225 -33.36449  12.93289 -45.54748       (-4.376,-33.526) (-9.908,-2.409) (-10.524,-43.138)      1.74406
38     -2.41051 -31.09380 -27.81492 -33.36550  12.91700 -45.54512       (-4.391,-33.504) (-9.942,-2.411) (-10.506,-43.135)      1.79119
39     -2.41194 -31.07044 -27.79760 -33.36652  12.90111 -45.54276       (-4.407,-33.482) (-9.976,-2.412) (-10.489,-43.131)      1.83833
