Fol_2018-02-25.13_34_38.27_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -1863.51216 -60.05905 -189.16274   0.68653 -74.04058 -677.27644       (-1864.199,-0.687) (-188.476,-73.354) (-59.373,-676.590)      1.60777e-13
1    -1863.51284 -60.18760 -189.03282   0.68515 -74.03990 -677.27575       (-1864.198,-0.685) (-188.348,-73.355) (-59.502,-676.591)      0.182775
2    -1863.51353 -60.31614 -188.90290   0.68378 -74.03921 -677.27506       (-1864.197,-0.684) (-188.219,-73.355) (-59.632,-676.591)      0.365549
3    -1863.51422 -60.44469 -188.77298   0.68241 -74.03852 -677.27438       (-1864.197,-0.682) (-188.091,-73.356) (-59.762,-676.592)      0.548324
4    -1863.51490 -60.57324 -188.64306   0.68103 -74.03783 -677.27369       (-1864.196,-0.681) (-187.962,-73.357) (-59.892,-676.593)      0.731098
5    -1863.51559 -60.70178 -188.51314   0.67966 -74.03715 -677.27300       (-1864.195,-0.680) (-187.833,-73.357) (-60.022,-676.593)      0.913873
6    -1863.51628 -60.83033 -188.38322   0.67828 -74.03646 -677.27231       (-1864.195,-0.678) (-187.705,-73.358) (-60.152,-676.594)      1.09665
7    -1863.51697 -60.95887 -188.25330   0.67691 -74.03577 -677.27163       (-1864.194,-0.677) (-187.576,-73.359) (-60.282,-676.595)      1.27942
8    -1863.51765 -61.08742 -188.12338   0.67553 -74.03509 -677.27094       (-1864.193,-0.676) (-187.448,-73.360) (-60.412,-676.595)      1.4622
9    -1863.51834 -61.21596 -187.99346   0.67416 -74.03440 -677.27025       (-1864.192,-0.674) (-187.319,-73.360) (-60.542,-676.596)      1.64497
10    -1863.51903 -61.34451 -187.86354   0.67278 -74.03371 -677.26957       (-1864.192,-0.673) (-187.191,-73.361) (-60.672,-676.597)      1.82775
11    -1863.51971 -61.47306 -187.73362   0.67141 -74.03302 -677.26888       (-1864.191,-0.671) (-187.062,-73.362) (-60.802,-676.597)      2.01052
12    -1863.52040 -61.60160 -187.60370   0.67004 -74.03234 -677.26819       (-1864.190,-0.670) (-186.934,-73.362) (-60.932,-676.598)      2.19329
13    -1863.52109 -61.73015 -187.47378   0.66866 -74.03165 -677.26750       (-1864.190,-0.669) (-186.805,-73.363) (-61.061,-676.599)      2.37607
14    -1863.52178 -61.85869 -187.34386   0.66729 -74.03096 -677.26682       (-1864.189,-0.667) (-186.677,-73.364) (-61.191,-676.600)      2.55884
15    -1863.52246 -61.98724 -187.21394   0.66591 -74.03027 -677.26613       (-1864.188,-0.666) (-186.548,-73.364) (-61.321,-676.600)      2.74162
16    -1863.52315 -62.11578 -187.08402   0.66454 -74.02959 -677.26544       (-1864.188,-0.665) (-186.419,-73.365) (-61.451,-676.601)      2.92439
