Fol_2018-02-25.13_35_01.50_.txt     Output is probe cell, reduced cell, NCDist distance between
0    217.05737 -237.49500 -219.72839 121.25049 -420.70327 -254.03185       (-217.057,-95.807) (-20.438,-2.671) (-203.646,-36.974)      0
1    216.62282 -237.27773 -219.71229 121.03322 -420.28482 -253.81457       (-216.623,-95.590) (-20.655,-3.089) (-203.662,-37.192)      0.711209
2    216.18827 -237.06046 -219.69620 120.81594 -419.86637 -253.59730       (-216.188,-95.372) (-20.872,-3.508) (-203.678,-37.409)      1.42242
3    215.75372 -236.84318 -219.68010 120.59867 -419.44792 -253.38002       (-215.754,-95.155) (-21.089,-3.926) (-203.694,-37.626)      2.13363
4    215.31917 -236.62591 -219.66400 120.38139 -419.02947 -253.16275       (-215.319,-94.938) (-21.307,-4.345) (-203.710,-37.844)      2.84484
5    214.88462 -236.40863 -219.64790 120.16412 -418.61102 -252.94547       (-214.885,-94.721) (-21.524,-4.763) (-203.726,-38.061)      3.55604
6    214.45007 -236.19136 -219.63180 119.94685 -418.19257 -252.72820       (-214.450,-94.503) (-21.741,-5.182) (-203.742,-38.278)      4.26725
7    214.01552 -235.97408 -219.61570 119.72957 -417.77412 -252.51092       (-214.016,-94.286) (-21.959,-5.600) (-203.759,-38.495)      4.97846
8    213.58097 -235.75681 -219.59960 119.51230 -417.35567 -252.29365       (-213.581,-94.069) (-22.176,-6.019) (-203.775,-38.713)      5.68967
9    213.14643 -235.53953 -219.58351 119.29502 -416.93722 -252.07637       (-213.146,-93.851) (-22.393,-6.437) (-203.791,-38.930)      6.40088
10    212.71188 -235.32226 -219.56741 119.07775 -416.51877 -251.85910       (-212.712,-93.634) (-22.610,-6.856) (-203.807,-39.147)      7.11209
11    212.27733 -235.10498 -219.55131 118.86047 -416.10032 -251.64183       (-212.277,-93.417) (-22.828,-7.274) (-203.823,-39.364)      7.8233
12    211.84278 -234.88771 -219.53521 118.64320 -415.68186 -251.42455       (-211.843,-93.200) (-23.045,-7.692) (-203.839,-39.582)      8.53451
13    211.40823 -234.67043 -219.51911 118.42592 -415.26341 -251.20728       (-211.408,-92.982) (-23.262,-8.111) (-203.855,-39.799)      9.24572
14    210.97368 -234.45316 -219.50301 118.20865 -414.84496 -250.99000       (-210.974,-92.765) (-23.479,-8.529) (-203.871,-40.016)      9.95692
15    210.53913 -234.23588 -219.48691 117.99137 -414.42651 -250.77273       (-210.539,-92.548) (-23.697,-8.948) (-203.887,-40.234)      10.6681
16    210.10458 -234.01861 -219.47082 117.77410 -414.00806 -250.55545       (-210.105,-92.330) (-23.914,-9.366) (-203.903,-40.451)      11.3793
17    209.67003 -233.80134 -219.45472 117.55682 -413.58961 -250.33818       (-209.670,-92.113) (-24.131,-9.785) (-203.920,-40.668)      12.0906
18    209.23548 -233.58406 -219.43862 117.33955 -413.17116 -250.12090       (-209.235,-91.896) (-24.349,-10.203) (-203.936,-40.885)      12.8018
19    208.80093 -233.36679 -219.42252 117.12228 -412.75271 -249.90363       (-208.801,-91.679) (-24.566,-10.622) (-203.952,-41.103)      13.513
20    208.36638 -233.14951 -219.40642 116.90500 -412.33426 -249.68635       (-208.366,-91.461) (-24.783,-11.040) (-203.968,-41.320)      14.2242
21    207.93183 -232.93224 -219.39032 116.68773 -411.91581 -249.46908       (-207.932,-91.244) (-25.000,-11.458) (-203.984,-41.537)      14.9354
22    207.49728 -232.71496 -219.37422 116.47045 -411.49736 -249.25180       (-207.497,-91.027) (-25.218,-11.877) (-204.000,-41.755)      15.6466
23    207.06274 -232.49769 -219.35813 116.25318 -411.07891 -249.03453       (-207.063,-90.810) (-25.435,-12.295) (-204.016,-41.972)      16.3578
24    206.62819 -232.28041 -219.34203 116.03590 -410.66046 -248.81726       (-206.628,-90.592) (-25.652,-12.714) (-204.032,-42.189)      17.069
25    206.19364 -232.06314 -219.32593 115.81863 -410.24201 -248.59998       (-206.194,-90.375) (-25.870,-13.132) (-204.048,-42.406)      17.7802
26    205.75909 -231.84586 -219.30983 115.60135 -409.82355 -248.38271       (-205.759,-90.158) (-26.087,-13.551) (-204.064,-42.624)      18.4914
27    205.32454 -231.62859 -219.29373 115.38408 -409.40510 -248.16543       (-205.325,-89.940) (-26.304,-13.969) (-204.081,-42.841)      19.2026
28    204.88999 -231.41131 -219.27763 115.16680 -408.98665 -247.94816       (-204.890,-89.723) (-26.521,-14.388) (-204.097,-43.058)      19.9138
29    204.45544 -231.19404 -219.26153 114.94953 -408.56820 -247.73088       (-204.455,-89.506) (-26.739,-14.806) (-204.113,-43.275)      20.6251
30    204.02089 -230.97677 -219.24544 114.73225 -408.14975 -247.51361       (-204.021,-89.289) (-26.956,-15.225) (-204.129,-43.493)      21.3363
31    203.58634 -230.75949 -219.22934 114.51498 -407.73130 -247.29633       (-203.586,-89.071) (-27.173,-15.643) (-204.145,-43.710)      22.0475
32    203.15179 -230.54222 -219.21324 114.29770 -407.31285 -247.07906       (-203.152,-88.854) (-27.390,-16.061) (-204.161,-43.927)      22.7587
33    202.71724 -230.32494 -219.19714 114.08043 -406.89440 -246.86178       (-202.717,-88.637) (-27.608,-16.480) (-204.177,-44.145)      23.4699
34    202.28269 -230.10767 -219.18104 113.86316 -406.47595 -246.64451       (-202.283,-88.420) (-27.825,-16.898) (-204.193,-44.362)      24.1811
35    201.84814 -229.89039 -219.16494 113.64588 -406.05750 -246.42723       (-201.848,-88.202) (-28.042,-17.317) (-204.209,-44.579)      24.8923
36    201.41359 -229.67312 -219.14884 113.42861 -405.63905 -246.20996       (-201.414,-87.985) (-28.260,-17.735) (-204.225,-44.796)      25.6035
37    200.97905 -229.45584 -219.13274 113.21133 -405.22060 -245.99268       (-200.979,-87.768) (-28.477,-18.154) (-204.242,-45.014)      26.3147
38    200.54450 -229.23857 -219.11665 112.99406 -404.80215 -245.77541       (-200.544,-87.550) (-28.694,-18.572) (-204.258,-45.231)      27.0259
39    200.10995 -229.02129 -219.10055 112.77678 -404.38370 -245.55814       (-200.110,-87.333) (-28.911,-18.991) (-204.274,-45.448)      27.7371
40    199.67540 -228.80402 -219.08445 112.55951 -403.96525 -245.34086       (-199.675,-87.116) (-29.129,-19.409) (-204.290,-45.665)      28.4484
41    199.24085 -228.58674 -219.06835 112.34223 -403.54679 -245.12359       (-199.241,-86.899) (-29.346,-19.828) (-204.306,-45.883)      29.1596
42    198.80630 -228.36947 -219.05225 112.12496 -403.12834 -244.90631       (-198.806,-86.681) (-29.563,-20.246) (-204.322,-46.100)      29.8708
43    198.37175 -228.15219 -219.03615 111.90768 -402.70989 -244.68904       (-198.372,-86.464) (-29.780,-20.664) (-204.338,-46.317)      30.582
44    197.93720 -227.93492 -219.02005 111.69041 -402.29144 -244.47176       (-197.937,-86.247) (-29.998,-21.083) (-204.354,-46.535)      31.2932
45    197.50265 -227.71765 -219.00396 111.47313 -401.87299 -244.25449       (-197.503,-86.030) (-30.215,-21.501) (-204.370,-46.752)      32.0044
46    197.06810 -227.50037 -218.98786 111.25586 -401.45454 -244.03721       (-197.068,-85.812) (-30.432,-21.920) (-204.386,-46.969)      32.7156
47    196.63355 -227.28310 -218.97176 111.03859 -401.03609 -243.81994       (-196.634,-85.595) (-30.650,-22.338) (-204.403,-47.186)      33.4268
48    196.19900 -227.06582 -218.95566 110.82131 -400.61764 -243.60266       (-196.199,-85.378) (-30.867,-22.757) (-204.419,-47.404)      34.138
49    195.76445 -226.84855 -218.93956 110.60404 -400.19919 -243.38539       (-195.764,-85.160) (-31.084,-23.175) (-204.435,-47.621)      34.8492
50    195.32990 -226.63127 -218.92346 110.38676 -399.78074 -243.16811       (-195.330,-84.943) (-31.301,-23.594) (-204.451,-47.838)      35.5604
51    194.89536 -226.41400 -218.90736 110.16949 -399.36229 -242.95084       (-194.895,-84.726) (-31.519,-24.012) (-204.467,-48.055)      36.269
52    194.46081 -226.19672 -218.89127 109.95221 -398.94384 -242.73357       (-194.461,-84.509) (-31.736,-24.430) (-204.483,-48.273)      36.8771
53    194.02626 -225.97945 -218.87517 109.73494 -398.52539 -242.51629       (-194.026,-84.291) (-31.953,-24.849) (-204.499,-48.490)      37.4889
54    193.59171 -225.76217 -218.85907 109.51766 -398.10694 -242.29902       (-193.592,-84.074) (-32.170,-25.267) (-204.515,-48.707)      38.1041
55    193.15716 -225.54490 -218.84297 109.30039 -397.68848 -242.08174       (-193.157,-83.857) (-32.388,-25.686) (-204.531,-48.925)      38.7226
56    192.72261 -225.32762 -218.82687 109.08311 -397.27003 -241.86447       (-192.723,-83.639) (-32.605,-26.104) (-204.547,-49.142)      39.3442
57    192.28806 -225.11035 -218.81077 108.86584 -396.85158 -241.64719       (-192.288,-83.422) (-32.822,-26.523) (-204.564,-49.359)      39.9689
58    191.85351 -224.89308 -218.79467 108.64856 -396.43313 -241.42992       (-191.854,-83.205) (-33.040,-26.941) (-204.580,-49.576)      40.5963
59    191.41896 -224.67580 -218.77858 108.43129 -396.01468 -241.21264       (-191.419,-82.988) (-33.257,-27.360) (-204.596,-49.794)      41.2265
60    190.98441 -224.45853 -218.76248 108.21401 -395.59623 -240.99537       (-190.984,-82.770) (-33.474,-27.778) (-204.612,-50.011)      41.8593
61    190.54986 -224.24125 -218.74638 107.99674 -395.17778 -240.77809       (-190.550,-82.553) (-33.691,-28.197) (-204.628,-50.228)      42.4946
62    190.11531 -224.02398 -218.73028 107.77947 -394.75933 -240.56082       (-190.115,-82.336) (-33.909,-28.615) (-204.644,-50.446)      43.1322
63    189.68076 -223.80670 -218.71418 107.56219 -394.34088 -240.34354       (-189.681,-82.119) (-34.126,-29.033) (-204.660,-50.663)      43.7721
64    189.24621 -223.58943 -218.69808 107.34492 -393.92243 -240.12627       (-189.246,-81.901) (-34.343,-29.452) (-204.676,-50.880)      44.4142
65    188.81167 -223.37215 -218.68198 107.12764 -393.50398 -239.90899       (-188.812,-81.684) (-34.560,-29.870) (-204.692,-51.097)      45.0583
66    188.37712 -223.15488 -218.66589 106.91037 -393.08553 -239.69172       (-188.377,-81.467) (-34.778,-30.289) (-204.708,-51.315)      45.7045
67    187.94257 -222.93760 -218.64979 106.69309 -392.66708 -239.47445       (-187.943,-81.249) (-34.995,-30.707) (-204.725,-51.532)      46.3525
68    187.50802 -222.72033 -218.63369 106.47582 -392.24863 -239.25717       (-187.508,-81.032) (-35.212,-31.126) (-204.741,-51.749)      47.0024
69    187.07347 -222.50305 -218.61759 106.25854 -391.83017 -239.03990       (-187.073,-80.815) (-35.430,-31.544) (-204.757,-51.966)      47.654
70    186.63892 -222.28578 -218.60149 106.04127 -391.41172 -238.82262       (-186.639,-80.598) (-35.647,-31.963) (-204.773,-52.184)      48.3073
71    186.20437 -222.06850 -218.58539 105.82399 -390.99327 -238.60535       (-186.204,-80.380) (-35.864,-32.381) (-204.789,-52.401)      48.9622
72    185.76982 -221.85123 -218.56929 105.60672 -390.57482 -238.38807       (-185.770,-80.163) (-36.081,-32.799) (-204.805,-52.618)      49.6187
73    185.33527 -221.63396 -218.55320 105.38944 -390.15637 -238.17080       (-185.335,-79.946) (-36.299,-33.218) (-204.821,-52.836)      50.2766
74    184.90072 -221.41668 -218.53710 105.17217 -389.73792 -237.95352       (-184.901,-79.729) (-36.516,-33.636) (-204.837,-53.053)      50.936
75    184.46617 -221.19941 -218.52100 104.95490 -389.31947 -237.73625       (-184.466,-79.511) (-36.733,-34.055) (-204.853,-53.270)      51.5968
76    184.03162 -220.98213 -218.50490 104.73762 -388.90102 -237.51897       (-184.032,-79.294) (-36.951,-34.473) (-204.869,-53.487)      52.2589
77    183.59707 -220.76486 -218.48880 104.52035 -388.48257 -237.30170       (-183.597,-79.077) (-37.168,-34.892) (-204.885,-53.705)      52.9222
78    183.16252 -220.54758 -218.47270 104.30307 -388.06412 -237.08442       (-183.163,-78.859) (-37.385,-35.310) (-204.902,-53.922)      53.5868
79    182.72798 -220.33031 -218.45660 104.08580 -387.64567 -236.86715       (-182.728,-78.642) (-37.602,-35.729) (-204.918,-54.139)      54.2526
80    182.29343 -220.11303 -218.44051 103.86852 -387.22722 -236.64988       (-182.293,-78.425) (-37.820,-36.147) (-204.934,-54.356)      54.9195
81    181.85888 -219.89576 -218.42441 103.65125 -386.80877 -236.43260       (-181.859,-78.208) (-38.037,-36.566) (-204.950,-54.574)      55.5875
82    181.42433 -219.67848 -218.40831 103.43397 -386.39032 -236.21533       (-181.424,-77.990) (-38.254,-36.984) (-204.966,-54.791)      56.2566
83    180.98978 -219.46121 -218.39221 103.21670 -385.97187 -235.99805       (-180.990,-77.773) (-38.471,-37.402) (-204.982,-55.008)      56.9267
84    180.55523 -219.24393 -218.37611 102.99942 -385.55341 -235.78078       (-180.555,-77.556) (-38.689,-37.821) (-204.998,-55.226)      57.5978
85    180.12068 -219.02666 -218.36001 102.78215 -385.13496 -235.56350       (-180.121,-77.339) (-38.906,-38.239) (-205.014,-55.443)      58.2698
86    179.68613 -218.80939 -218.34391 102.56487 -384.71651 -235.34623       (-179.686,-77.121) (-39.123,-38.658) (-205.030,-55.660)      58.9427
87    179.25158 -218.59211 -218.32782 102.34760 -384.29806 -235.12895       (-179.252,-76.904) (-39.341,-39.076) (-205.046,-55.877)      59.6166
88    178.81703 -218.37484 -218.31172 102.13032 -383.87961 -234.91168       (-178.817,-76.687) (-39.558,-39.495) (-205.063,-56.095)      60.2913
89    178.38248 -218.15756 -218.29562 101.91305 -383.46116 -234.69440       (-178.382,-76.469) (-39.775,-39.913) (-205.079,-56.312)      60.9668
90    177.94793 -217.94029 -218.27952 101.69578 -383.04271 -234.47713       (-177.948,-76.252) (-39.992,-40.332) (-205.095,-56.529)      61.6431
91    177.51338 -217.72301 -218.26342 101.47850 -382.62426 -234.25985       (-177.513,-76.035) (-40.210,-40.750) (-205.111,-56.746)      62.3202
92    177.07883 -217.50574 -218.24732 101.26123 -382.20581 -234.04258       (-177.079,-75.818) (-40.427,-41.168) (-205.127,-56.964)      62.9981
93    176.64429 -217.28846 -218.23122 101.04395 -381.78736 -233.82530       (-176.644,-75.600) (-40.644,-41.587) (-205.143,-57.181)      63.6767
94    176.20974 -217.07119 -218.21513 100.82668 -381.36891 -233.60803       (-176.210,-75.383) (-40.861,-42.005) (-205.159,-57.398)      64.356
95    175.77519 -216.85391 -218.19903 100.60940 -380.95046 -233.39076       (-175.775,-75.166) (-41.079,-42.424) (-205.175,-57.616)      65.0359
96    175.34064 -216.63664 -218.18293 100.39213 -380.53201 -233.17348       (-175.341,-74.949) (-41.296,-42.842) (-205.191,-57.833)      65.7166
97    174.90609 -216.41936 -218.16683 100.17485 -380.11356 -232.95621       (-174.906,-74.731) (-41.513,-43.261) (-205.207,-58.050)      66.3978
98    174.47154 -216.20209 -218.15073  99.95758 -379.69510 -232.73893       (-174.472,-74.514) (-41.731,-43.679) (-205.224,-58.267)      67.0797
99    174.03699 -215.98481 -218.13463  99.74030 -379.27665 -232.52166       (-174.037,-74.297) (-41.948,-44.098) (-205.240,-58.485)      67.7622
