2BOUNDS_2018-03-07.14_29_26.238_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -19.89816 -23.27629 -36.85669  15.92710  -5.03828 -26.22145       (-3.540,-3.849) (-0.594,-17.857) (-10.889,-23.550)      0
1    -19.90181 -23.25359 -36.82365  15.90026  -5.05111 -26.19875       (-3.496,-3.950) (-0.551,-17.961) (-10.849,-23.680)      0.207565
2    -19.90547 -23.23088 -36.79061  15.87342  -5.06394 -26.17604       (-3.452,-4.050) (-0.507,-18.065) (-10.809,-23.809)      0.41513
3    -19.90912 -23.20818 -36.75757  15.84657  -5.07677 -26.15334       (-3.408,-4.151) (-0.463,-18.169) (-10.770,-23.938)      0.622695
4    -19.91278 -23.18547 -36.72453  15.81973  -5.08960 -26.13063       (-3.364,-4.251) (-0.419,-18.274) (-10.730,-24.068)      0.83026
5    -19.91643 -23.16277 -36.69149  15.79289  -5.10243 -26.10793       (-3.321,-4.352) (-0.375,-18.378) (-10.690,-24.197)      1.03782
6    -19.92009 -23.14006 -36.65845  15.76605  -5.11527 -26.08522       (-3.277,-4.452) (-0.332,-18.482) (-10.651,-24.326)      1.24539
7    -19.92375 -23.11736 -36.62541  15.73920  -5.12810 -26.06252       (-3.233,-4.553) (-0.288,-18.586) (-10.611,-24.456)      1.45295
8    -19.92740 -23.09465 -36.59237  15.71236  -5.14093 -26.03981       (-3.189,-4.653) (-0.244,-18.690) (-10.571,-24.585)      1.66052
9    -19.93106 -23.07195 -36.55933  15.68552  -5.15376 -26.01711       (-3.145,-4.753) (-0.200,-18.794) (-10.532,-24.715)      1.86808
10    -19.93471 -23.04925 -36.52628  15.65868  -5.16659 -25.99441       (-3.102,-4.854) (-0.156,-18.898) (-10.492,-24.844)      2.07565
11    -19.93837 -23.02654 -36.49324  15.63183  -5.17942 -25.97170       (-3.058,-4.954) (-0.113,-19.002) (-10.452,-24.973)      2.28321
12    -19.94202 -23.00384 -36.46020  15.60499  -5.19226 -25.94900       (-3.014,-5.055) (-0.069,-19.107) (-10.413,-25.103)      2.49078
13    -19.94568 -22.98113 -36.42716  15.57815  -5.20509 -25.92629       (-2.970,-5.155) (-0.025,-19.211) (-10.373,-25.232)      2.69834
14    -19.94934 -22.95843 -36.39412  15.55130  -5.21792 -25.90359       (-25.343,-5.237) (-0.019,-19.334) (-10.314,-2.907)      2.90237
15    -19.95299 -22.93572 -36.36108  15.52446  -5.23075 -25.88088       (-25.428,-5.293) (-0.063,-19.482) (-10.231,-2.820)      3.10386
16    -19.95665 -22.91302 -36.32804  15.49762  -5.24358 -25.85818       (-25.514,-5.350) (-0.107,-19.629) (-10.148,-2.732)      3.30788
17    -19.96030 -22.89031 -36.29500  15.47078  -5.25641 -25.83547       (-25.599,-5.407) (-0.150,-19.777) (-10.064,-2.644)      3.514
18    -19.96396 -22.86761 -36.26196  15.44393  -5.26925 -25.81277       (-25.685,-5.463) (-0.194,-19.925) (-9.981,-2.557)      3.72186
19    -19.96761 -22.84490 -36.22892  15.41709  -5.28208 -25.79007       (-25.770,-5.520) (-0.238,-20.073) (-9.897,-2.469)      3.93119
20    -19.97127 -22.82220 -36.19588  15.39025  -5.29491 -25.76736       (-25.856,-5.577) (-0.282,-20.221) (-9.814,-2.382)      4.14177
21    -19.97492 -22.79950 -36.16284  15.36340  -5.30774 -25.74466       (-25.942,-5.633) (-0.326,-20.369) (-9.730,-2.294)      4.35341
22    -19.97858 -22.77679 -36.12980  15.33656  -5.32057 -25.72195       (-26.027,-5.690) (-0.369,-20.517) (-9.647,-2.206)      4.56597
23    -19.98224 -22.75409 -36.09676  15.30972  -5.33340 -25.69925       (-26.113,-5.747) (-0.413,-20.665) (-9.563,-2.119)      4.77932
24    -19.98589 -22.73138 -36.06372  15.28288  -5.34624 -25.67654       (-26.198,-5.803) (-0.457,-20.813) (-9.480,-2.031)      4.99337
25    -19.98955 -22.70868 -36.03068  15.25603  -5.35907 -25.65384       (-26.284,-5.860) (-0.501,-20.961) (-9.396,-1.943)      5.20802
26    -19.99320 -22.68597 -35.99764  15.22919  -5.37190 -25.63113       (-26.369,-5.917) (-0.545,-21.109) (-9.313,-1.856)      5.42322
27    -19.99686 -22.66327 -35.96460  15.20235  -5.38473 -25.60843       (-26.455,-5.973) (-0.588,-21.257) (-9.229,-1.768)      5.63888
28    -20.00051 -22.64056 -35.93156  15.17551  -5.39756 -25.58572       (-26.541,-6.030) (-0.632,-21.405) (-9.146,-1.681)      5.85497
29    -20.00417 -22.61786 -35.89852  15.14866  -5.41039 -25.56302       (-26.626,-6.086) (-0.676,-21.553) (-9.062,-1.593)      6.07143
30    -20.00783 -22.59516 -35.86548  15.12182  -5.42323 -25.54032       (-26.712,-6.143) (-0.720,-21.700) (-8.979,-1.505)      6.28823
31    -20.01148 -22.57245 -35.83244  15.09498  -5.43606 -25.51761       (-26.797,-6.200) (-0.764,-21.848) (-8.895,-1.418)      6.50533
32    -20.01514 -22.54975 -35.79940  15.06813  -5.44889 -25.49491       (-26.883,-6.256) (-0.808,-21.996) (-8.812,-1.330)      6.72271
33    -20.01879 -22.52704 -35.76636  15.04129  -5.46172 -25.47220       (-26.968,-6.313) (-0.851,-22.144) (-8.728,-1.242)      6.94034
34    -20.02245 -22.50434 -35.73331  15.01445  -5.47455 -25.44950       (-27.054,-6.370) (-0.895,-22.292) (-8.645,-1.155)      7.15819
35    -20.02610 -22.48163 -35.70027  14.98761  -5.48739 -25.42679       (-27.139,-6.426) (-0.939,-22.440) (-8.561,-1.067)      7.37625
36    -20.02976 -22.45893 -35.66723  14.96076  -5.50022 -25.40409       (-27.225,-6.483) (-0.983,-22.588) (-8.478,-0.980)      7.59277
37    -20.03342 -22.43622 -35.63419  14.93392  -5.51305 -25.38138       (-27.311,-6.540) (-1.027,-22.736) (-8.394,-0.892)      7.74137
38    -20.03707 -22.41352 -35.60115  14.90708  -5.52588 -25.35868       (-27.396,-6.596) (-1.070,-22.884) (-8.311,-0.804)      7.89337
39    -20.04073 -22.39081 -35.56811  14.88023  -5.53871 -25.33597       (-27.482,-6.653) (-1.114,-23.032) (-8.227,-0.717)      8.04858
40    -20.04438 -22.36811 -35.53507  14.85339  -5.55154 -25.31327       (-27.567,-6.710) (-1.158,-23.180) (-8.144,-0.629)      8.20683
41    -20.04804 -22.34541 -35.50203  14.82655  -5.56438 -25.29057       (-27.653,-6.766) (-1.202,-23.328) (-8.060,-0.541)      8.36794
42    -20.05169 -22.32270 -35.46899  14.79971  -5.57721 -25.26786       (-27.738,-6.823) (-1.246,-23.476) (-7.977,-0.454)      8.53175
43    -20.05535 -22.30000 -35.43595  14.77286  -5.59004 -25.24516       (-27.824,-6.880) (-1.289,-23.623) (-7.893,-0.366)      8.69811
44    -20.05901 -22.27729 -35.40291  14.74602  -5.60287 -25.22245       (-27.910,-6.936) (-1.333,-23.771) (-7.810,-0.279)      8.86687
45    -20.06266 -22.25459 -35.36987  14.71918  -5.61570 -25.19975       (-27.995,-6.993) (-1.377,-23.919) (-7.726,-0.191)      9.0379
