2BOUNDS_2018-03-07.14_38_42.471_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -29.24757 -50.44962  15.46902 -38.95377 -10.68060   9.68549       (-10.681,-30.192) (-28.273,-4.788) (-8.990,-0.995)      1.43214e-14
1    -29.22899 -50.42742  15.44453 -38.94500 -10.67470   9.67479       (-10.675,-30.213) (-28.270,-4.770) (-9.015,-1.000)      0.0380324
2    -29.21040 -50.40523  15.42005 -38.93623 -10.66881   9.66410       (-10.669,-30.234) (-28.267,-4.751) (-9.039,-1.005)      0.0760648
3    -29.19182 -50.38303  15.39557 -38.92746 -10.66291   9.65341       (-10.663,-30.255) (-28.265,-4.733) (-9.064,-1.009)      0.114097
4    -29.17323 -50.36083  15.37108 -38.91869 -10.65701   9.64272       (-10.657,-30.276) (-28.262,-4.714) (-9.088,-1.014)      0.15213
5    -29.15464 -50.33863  15.34660 -38.90992 -10.65111   9.63203       (-10.651,-30.297) (-28.259,-4.695) (-9.113,-1.019)      0.190162
6    -29.13606 -50.31643  15.32212 -38.90115 -10.64521   9.62134       (-10.645,-30.317) (-28.256,-4.677) (-9.137,-1.024)      0.228194
7    -29.11747 -50.29423  15.29763 -38.89238 -10.63932   9.61065       (-10.639,-30.338) (-28.253,-4.658) (-9.162,-1.029)      0.266227
8    -29.09889 -50.27203  15.27315 -38.88361 -10.63342   9.59996       (-10.633,-30.359) (-28.250,-4.640) (-9.186,-1.033)      0.304259
9    -29.08030 -50.24984  15.24867 -38.87484 -10.62752   9.58926       (-10.628,-30.380) (-28.247,-4.621) (-9.210,-1.038)      0.342292
10    -29.06172 -50.22764  15.22418 -38.86607 -10.62162   9.57857       (-10.622,-30.401) (-28.244,-4.603) (-9.235,-1.043)      0.380324
11    -29.04313 -50.20544  15.19970 -38.85730 -10.61572   9.56788       (-10.616,-30.422) (-28.242,-4.584) (-9.259,-1.048)      0.418356
12    -29.02455 -50.18324  15.17521 -38.84853 -10.60983   9.55719       (-10.610,-30.443) (-28.239,-4.565) (-9.284,-1.053)      0.456389
13    -29.00596 -50.16104  15.15073 -38.83975 -10.60393   9.54650       (-10.604,-30.464) (-28.236,-4.547) (-9.308,-1.057)      0.494421
14    -28.98737 -50.13884  15.12625 -38.83098 -10.59803   9.53581       (-10.598,-30.484) (-28.233,-4.528) (-9.333,-1.062)      0.532454
15    -28.96879 -50.11664  15.10176 -38.82221 -10.59213   9.52512       (-10.592,-30.505) (-28.230,-4.510) (-9.357,-1.067)      0.570486
16    -28.95020 -50.09444  15.07728 -38.81344 -10.58623   9.51443       (-10.586,-30.526) (-28.227,-4.491) (-9.382,-1.072)      0.608518
17    -28.93162 -50.07225  15.05280 -38.80467 -10.58034   9.50373       (-10.580,-30.547) (-28.224,-4.472) (-9.406,-1.077)      0.646551
18    -28.91303 -50.05005  15.02831 -38.79590 -10.57444   9.49304       (-10.574,-30.568) (-28.221,-4.454) (-9.431,-1.081)      0.684583
19    -28.89445 -50.02785  15.00383 -38.78713 -10.56854   9.48235       (-10.569,-30.589) (-28.219,-4.435) (-9.455,-1.086)      0.722616
20    -28.87586 -50.00565  14.97935 -38.77836 -10.56264   9.47166       (-10.563,-30.610) (-28.216,-4.417) (-9.480,-1.091)      0.760648
21    -28.85728 -49.98345  14.95486 -38.76959 -10.55674   9.46097       (-10.557,-30.630) (-28.213,-4.398) (-9.504,-1.096)      0.79868
22    -28.83869 -49.96125  14.93038 -38.76082 -10.55085   9.45028       (-10.551,-30.651) (-28.210,-4.380) (-9.529,-1.101)      0.836713
23    -28.82010 -49.93905  14.90589 -38.75205 -10.54495   9.43959       (-10.545,-30.672) (-28.207,-4.361) (-9.553,-1.105)      0.874745
24    -28.80152 -49.91686  14.88141 -38.74328 -10.53905   9.42890       (-10.539,-30.693) (-28.204,-4.342) (-9.578,-1.110)      0.912777
25    -28.78293 -49.89466  14.85693 -38.73451 -10.53315   9.41820       (-10.533,-30.714) (-28.201,-4.324) (-9.602,-1.115)      0.95081
