Fol_2018-03-05.09_12_34.35_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -31.78015 -33.80475 -52.25106   4.59472 -52.14951   9.46683       (-43.062,-9.467) (-33.805,-24.026) (-12.846,-4.595)      2.24693e-14
1    -31.79145 -33.80475 -52.21162   4.58064 -52.12136   9.45275       (-43.050,-9.453) (-33.805,-24.055) (-12.886,-4.581)      0.0535919
2    -31.80274 -33.80475 -52.17217   4.56657 -52.09321   9.43868       (-43.039,-9.439) (-33.805,-24.083) (-12.925,-4.567)      0.107184
3    -31.81403 -33.80475 -52.13273   4.55249 -52.06506   9.42460       (-43.028,-9.425) (-33.805,-24.111) (-12.965,-4.552)      0.160776
4    -31.82533 -33.80475 -52.09329   4.53842 -52.03691   9.41053       (-43.016,-9.411) (-33.805,-24.139) (-13.004,-4.538)      0.214368
5    -31.83662 -33.80475 -52.05384   4.52434 -52.00876   9.39645       (-43.005,-9.396) (-33.805,-24.167) (-13.044,-4.524)      0.26796
6    -31.84791 -33.80475 -52.01440   4.51027 -51.98061   9.38237       (-42.994,-9.382) (-33.805,-24.195) (-13.083,-4.510)      0.321552
7    -31.85920 -33.80475 -51.97495   4.49619 -51.95246   9.36830       (-42.983,-9.368) (-33.805,-24.223) (-13.123,-4.496)      0.375144
8    -31.87050 -33.80475 -51.93551   4.48211 -51.92430   9.35422       (-42.971,-9.354) (-33.805,-24.252) (-13.162,-4.482)      0.428735
9    -31.88179 -33.80475 -51.89607   4.46804 -51.89615   9.34015       (-42.960,-9.340) (-33.805,-24.280) (-13.201,-4.468)      0.482327
10    -31.89308 -33.80475 -51.85662   4.45396 -51.86800   9.32607       (-42.949,-9.326) (-33.805,-24.308) (-13.241,-4.454)      0.535919
11    -31.90437 -33.80475 -51.81718   4.43989 -51.83985   9.31200       (-42.937,-9.312) (-33.805,-24.336) (-13.280,-4.440)      0.589511
12    -31.91567 -33.80475 -51.77773   4.42581 -51.81170   9.29792       (-42.926,-9.298) (-33.805,-24.364) (-13.320,-4.426)      0.643103
13    -31.92696 -33.80475 -51.73829   4.41174 -51.78355   9.28384       (-42.915,-9.284) (-33.805,-24.392) (-13.359,-4.412)      0.696695
14    -31.93825 -33.80475 -51.69885   4.39766 -51.75540   9.26977       (-42.904,-9.270) (-33.805,-24.421) (-13.399,-4.398)      0.750287
15    -31.94955 -33.80475 -51.65940   4.38358 -51.72725   9.25569       (-42.892,-9.256) (-33.805,-24.449) (-13.438,-4.384)      0.803879
16    -31.96084 -33.80475 -51.61996   4.36951 -51.69909   9.24162       (-42.881,-9.242) (-33.805,-24.477) (-13.478,-4.370)      0.857471
17    -31.97213 -33.80475 -51.58051   4.35543 -51.67094   9.22754       (-42.870,-9.228) (-33.805,-24.505) (-13.517,-4.355)      0.911063
18    -31.98342 -33.80475 -51.54107   4.34136 -51.64279   9.21347       (-42.858,-9.213) (-33.805,-24.533) (-13.556,-4.341)      0.964655
19    -31.99472 -33.80475 -51.50163   4.32728 -51.61464   9.19939       (-42.847,-9.199) (-33.805,-24.561) (-13.596,-4.327)      1.01825
20    -32.00601 -33.80475 -51.46218   4.31321 -51.58649   9.18532       (-42.836,-9.185) (-33.805,-24.589) (-13.635,-4.313)      1.07184
21    -32.01730 -33.80475 -51.42274   4.29913 -51.55834   9.17124       (-42.824,-9.171) (-33.805,-24.618) (-13.675,-4.299)      1.12543
22    -32.02859 -33.80475 -51.38329   4.28506 -51.53019   9.15716       (-42.813,-9.157) (-33.805,-24.646) (-13.714,-4.285)      1.17902
23    -32.03989 -33.80475 -51.34385   4.27098 -51.50204   9.14309       (-42.802,-9.143) (-33.805,-24.674) (-13.754,-4.271)      1.23261
24    -32.05118 -33.80475 -51.30441   4.25690 -51.47389   9.12901       (-42.791,-9.129) (-33.805,-24.702) (-13.793,-4.257)      1.28621
25    -32.06247 -33.80475 -51.26496   4.24283 -51.44573   9.11494       (-42.779,-9.115) (-33.805,-24.730) (-13.833,-4.243)      1.3398
26    -32.07377 -33.80475 -51.22552   4.22875 -51.41758   9.10086       (-42.768,-9.101) (-33.805,-24.758) (-13.872,-4.229)      1.39339
27    -32.08506 -33.80475 -51.18607   4.21468 -51.38943   9.08679       (-42.757,-9.087) (-33.805,-24.787) (-13.911,-4.215)      1.44698
