10PERCENT_2018-03-07.11_27_24.695_.txt     Output is probe cell, reduced cell, NCDist distance between
0      6.37606   8.30336   1.78196 -56.44100 -11.95417 -37.08753       (-1.782,-6.133) (-39.834,-1.216) (-0.798,-4.739)      0
1      6.36494   8.29384   1.77840 -56.38530 -11.98208 -37.05655       (-1.778,-6.243) (-39.798,-1.313) (-0.748,-4.737)      0.159373
2      6.35381   8.28431   1.77483 -56.32960 -12.00999 -37.02556       (-1.775,-6.354) (-39.761,-1.409) (-0.698,-4.735)      0.318746
3      6.34269   8.27478   1.77126 -56.27390 -12.03790 -36.99458       (-1.771,-6.465) (-39.724,-1.505) (-0.647,-4.732)      0.47812
4      6.33156   8.26525   1.76769 -56.21821 -12.06581 -36.96359       (-1.768,-6.575) (-39.688,-1.602) (-0.597,-4.730)      0.637493
5      6.32043   8.25572   1.76413 -56.16251 -12.09371 -36.93261       (-1.764,-6.686) (-39.651,-1.698) (-0.547,-4.727)      0.796866
6      6.30931   8.24619   1.76056 -56.10681 -12.12162 -36.90162       (-1.761,-6.797) (-39.614,-1.794) (-0.497,-4.725)      0.956239
7      6.29818   8.23666   1.75699 -56.05111 -12.14953 -36.87063       (-1.757,-6.907) (-39.578,-1.891) (-0.447,-4.723)      1.11561
8      6.28705   8.22713   1.75342 -55.99541 -12.17744 -36.83965       (-1.753,-7.018) (-39.541,-1.987) (-0.397,-4.720)      1.27499
9      6.27593   8.21760   1.74986 -55.93971 -12.20535 -36.80866       (-1.750,-7.129) (-39.505,-2.083) (-0.347,-4.718)      1.43436
10      6.26480   8.20807   1.74629 -55.88401 -12.23325 -36.77768       (-1.746,-7.239) (-39.468,-2.180) (-0.296,-4.715)      1.59373
11      6.25367   8.19854   1.74272 -55.82831 -12.26116 -36.74669       (-1.743,-7.350) (-39.431,-2.276) (-0.246,-4.713)      1.75311
12      6.24255   8.18902   1.73915 -55.77262 -12.28907 -36.71571       (-1.739,-7.461) (-39.395,-2.372) (-0.196,-4.711)      1.88864
13      6.23142   8.17949   1.73559 -55.71692 -12.31698 -36.68472       (-1.736,-7.571) (-39.358,-2.469) (-0.146,-4.708)      1.98213
14      6.22029   8.16996   1.73202 -55.66122 -12.34489 -36.65373       (-1.732,-7.682) (-39.321,-2.565) (-0.096,-4.706)      2.08362
15      6.20917   8.16043   1.72845 -55.60552 -12.37279 -36.62275       (-1.728,-7.792) (-39.285,-2.661) (-0.046,-4.704)      2.19202
16      6.19804   8.15090   1.72488 -55.54982 -12.40070 -36.59176       (-1.720,-39.243) (-7.899,-2.753) (-0.005,-4.706)      2.30093
17      6.18691   8.14137   1.72132 -55.49412 -12.42861 -36.56078       (-1.667,-39.157) (-7.959,-2.799) (-0.055,-4.754)      2.36308
18      6.17579   8.13184   1.71775 -55.43842 -12.45652 -36.52979       (-1.613,-39.070) (-8.019,-2.845) (-0.105,-4.801)      2.43229
19      6.16466   8.12231   1.71418 -55.38272 -12.48443 -36.49881       (-1.559,-38.983) (-8.080,-2.891) (-0.155,-4.849)      2.50798
20      6.15353   8.11278   1.71061 -55.32703 -12.51233 -36.46782       (-1.505,-38.896) (-8.140,-2.938) (-0.205,-4.897)      2.58958
21      6.14241   8.10325   1.70705 -55.27133 -12.54024 -36.43683       (-1.452,-38.809) (-8.201,-2.984) (-0.255,-4.945)      2.67654
22      6.13128   8.09372   1.70348 -55.21563 -12.56815 -36.40585       (-1.398,-38.723) (-8.261,-3.030) (-0.306,-4.992)      2.76837
23      6.12015   8.08419   1.69991 -55.15993 -12.59606 -36.37486       (-1.344,-38.636) (-8.322,-3.076) (-0.356,-5.040)      2.86458
24      6.10903   8.07467   1.69634 -55.10423 -12.62397 -36.34388       (-1.290,-38.549) (-8.382,-3.122) (-0.406,-5.088)      2.96477
25      6.09790   8.06514   1.69278 -55.04853 -12.65187 -36.31289       (-1.237,-38.462) (-8.443,-3.168) (-0.456,-5.136)      3.06853
26      6.08677   8.05561   1.68921 -54.99283 -12.67978 -36.28190       (-1.183,-38.375) (-8.503,-3.215) (-0.506,-5.183)      3.17552
27      6.07565   8.04608   1.68564 -54.93713 -12.70769 -36.25092       (-1.129,-38.289) (-8.564,-3.261) (-0.556,-5.231)      3.28543
28      6.06452   8.03655   1.68207 -54.88144 -12.73560 -36.21993       (-1.076,-38.202) (-8.624,-3.307) (-0.607,-5.279)      3.39796
29      6.05339   8.02702   1.67851 -54.82574 -12.76351 -36.18895       (-1.022,-38.115) (-8.685,-3.353) (-0.657,-5.327)      3.51287
30      6.04227   8.01749   1.67494 -54.77004 -12.79141 -36.15796       (-0.968,-38.028) (-8.745,-3.399) (-0.707,-5.374)      3.62992
31      6.03114   8.00796   1.67137 -54.71434 -12.81932 -36.12698       (-0.914,-37.941) (-8.806,-3.445) (-0.757,-5.422)      3.74893
32      6.02001   7.99843   1.66780 -54.65864 -12.84723 -36.09599       (-0.861,-37.855) (-8.866,-3.492) (-0.807,-5.470)      3.86971
