2BOUNDS_2018-03-07.14_50_39.766_.txt     Output is probe cell, reduced cell, NCDist distance between
0      2.98209 -19.17610 -46.25002  16.94678 -45.36018   0.97152       (-17.918,-10.297) (-3.954,-8.552) (-0.972,-3.478)      1.42109e-14
1      2.97562 -19.16086 -46.21403  16.92885 -45.32333   0.95262       (-17.881,-10.352) (-3.928,-8.608) (-0.953,-3.547)      0.115175
2      2.96916 -19.14562 -46.17804  16.91091 -45.28649   0.93371       (-17.845,-10.406) (-3.903,-8.664) (-0.934,-3.617)      0.23035
3      2.96269 -19.13038 -46.14205  16.89297 -45.24964   0.91480       (-17.808,-10.461) (-3.877,-8.719) (-0.915,-3.686)      0.345525
4      2.95623 -19.11515 -46.10606  16.87504 -45.21280   0.89589       (-17.771,-10.515) (-3.852,-8.775) (-0.896,-3.756)      0.4607
5      2.94976 -19.09991 -46.07007  16.85710 -45.17595   0.87698       (-17.734,-10.569) (-3.827,-8.831) (-0.877,-3.825)      0.575875
6      2.94329 -19.08467 -46.03408  16.83916 -45.13911   0.85807       (-17.697,-10.624) (-3.801,-8.887) (-0.858,-3.895)      0.623271
7      2.93683 -19.06943 -45.99810  16.82123 -45.10226   0.83916       (-17.660,-10.678) (-3.776,-8.942) (-0.839,-3.964)      0.685981
8      2.93036 -19.05419 -45.96211  16.80329 -45.06542   0.82025       (-17.624,-10.733) (-3.751,-8.998) (-0.820,-4.034)      0.761055
9      2.92389 -19.03896 -45.92612  16.78536 -45.02857   0.80135       (-17.587,-10.787) (-3.725,-9.054) (-0.801,-4.104)      0.845203
10      2.91743 -19.02372 -45.89013  16.76742 -44.99173   0.78244       (-17.550,-10.842) (-3.700,-9.110) (-0.782,-4.173)      0.935983
11      2.91096 -19.00848 -45.85414  16.74948 -44.95488   0.76353       (-17.513,-10.896) (-3.674,-9.165) (-0.764,-4.243)      1.03164
12      2.90449 -18.99324 -45.81815  16.73155 -44.91804   0.74462       (-17.476,-10.950) (-3.649,-9.221) (-0.745,-4.312)      1.13095
13      2.89803 -18.97801 -45.78216  16.71361 -44.88119   0.72571       (-17.439,-11.005) (-3.624,-9.277) (-0.726,-4.382)      1.23302
14      2.89156 -18.96277 -45.74618  16.69567 -44.84435   0.70680       (-17.402,-11.059) (-3.598,-9.333) (-0.707,-4.451)      1.33722
