2BOUNDS_2018-03-07.14_22_01.69_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -48.57929 -19.61365 -20.17037 -12.07254  16.33192 -22.09753       (-8.098,-4.259) (-27.988,-12.073) (-31.686,-1.506)      3.55271e-15
1    -48.53877 -19.62204 -20.18190 -12.06472  16.30348 -22.07691       (-8.117,-4.239) (-27.997,-12.065) (-31.687,-1.535)      0.0417344
2    -48.49825 -19.63042 -20.19342 -12.05690  16.27505 -22.05630       (-8.137,-4.218) (-28.005,-12.057) (-31.687,-1.563)      0.0834688
3    -48.45773 -19.63880 -20.20495 -12.04908  16.24662 -22.03569       (-8.156,-4.198) (-28.014,-12.049) (-31.688,-1.592)      0.125203
4    -48.41721 -19.64718 -20.21648 -12.04126  16.21819 -22.01508       (-8.175,-4.177) (-28.022,-12.041) (-31.688,-1.620)      0.166938
5    -48.37668 -19.65557 -20.22800 -12.03343  16.18975 -21.99447       (-8.195,-4.156) (-28.031,-12.033) (-31.689,-1.648)      0.208672
6    -48.33616 -19.66395 -20.23953 -12.02561  16.16132 -21.97386       (-8.214,-4.136) (-28.039,-12.026) (-31.690,-1.677)      0.250406
7    -48.29564 -19.67233 -20.25106 -12.01779  16.13289 -21.95324       (-8.233,-4.115) (-28.048,-12.018) (-31.690,-1.705)      0.292141
8    -48.25512 -19.68072 -20.26259 -12.00997  16.10445 -21.93263       (-8.253,-4.094) (-28.056,-12.010) (-31.691,-1.734)      0.333875
9    -48.21460 -19.68910 -20.27411 -12.00215  16.07602 -21.91202       (-8.272,-4.074) (-28.065,-12.002) (-31.691,-1.762)      0.37561
10    -48.17407 -19.69748 -20.28564 -11.99433  16.04759 -21.89141       (-8.291,-4.053) (-28.073,-11.994) (-31.692,-1.791)      0.417344
11    -48.13355 -19.70586 -20.29717 -11.98651  16.01916 -21.87080       (-8.311,-4.033) (-28.082,-11.987) (-31.692,-1.819)      0.459078
12    -48.09303 -19.71425 -20.30870 -11.97869  15.99072 -21.85018       (-8.330,-4.012) (-28.090,-11.979) (-31.693,-1.847)      0.500813
13    -48.05251 -19.72263 -20.32022 -11.97087  15.96229 -21.82957       (-8.349,-3.991) (-28.099,-11.971) (-31.693,-1.876)      0.542547
14    -48.01199 -19.73101 -20.33175 -11.96305  15.93386 -21.80896       (-8.369,-3.971) (-28.107,-11.963) (-31.694,-1.904)      0.584282
15    -47.97146 -19.73939 -20.34328 -11.95523  15.90542 -21.78835       (-8.388,-3.950) (-28.116,-11.955) (-31.695,-1.933)      0.626016
16    -47.93094 -19.74778 -20.35481 -11.94740  15.87699 -21.76774       (-8.407,-3.930) (-28.124,-11.947) (-31.695,-1.961)      0.66775
17    -47.89042 -19.75616 -20.36633 -11.93958  15.84856 -21.74712       (-8.427,-3.909) (-28.133,-11.940) (-31.696,-1.990)      0.709485
18    -47.84990 -19.76454 -20.37786 -11.93176  15.82013 -21.72651       (-8.446,-3.888) (-28.141,-11.932) (-31.696,-2.018)      0.751219
19    -47.80938 -19.77293 -20.38939 -11.92394  15.79169 -21.70590       (-8.465,-3.868) (-28.150,-11.924) (-31.697,-2.046)      0.792953
20    -47.76885 -19.78131 -20.40092 -11.91612  15.76326 -21.68529       (-8.485,-3.847) (-28.158,-11.916) (-31.697,-2.075)      0.834688
21    -47.72833 -19.78969 -20.41244 -11.90830  15.73483 -21.66468       (-8.504,-3.827) (-28.167,-11.908) (-31.698,-2.103)      0.876422
22    -47.68781 -19.79807 -20.42397 -11.90048  15.70639 -21.64406       (-8.523,-3.806) (-28.176,-11.900) (-31.699,-2.132)      0.918157
23    -47.64729 -19.80646 -20.43550 -11.89266  15.67796 -21.62345       (-8.543,-3.785) (-28.184,-11.893) (-31.699,-2.160)      0.959891
24    -47.60677 -19.81484 -20.44702 -11.88484  15.64953 -21.60284       (-8.562,-3.765) (-28.193,-11.885) (-31.700,-2.189)      1.00163
25    -47.56624 -19.82322 -20.45855 -11.87702  15.62110 -21.58223       (-8.582,-3.744) (-28.201,-11.877) (-31.700,-2.217)      1.04336
26    -47.52572 -19.83160 -20.47008 -11.86919  15.59266 -21.56162       (-8.601,-3.723) (-28.210,-11.869) (-31.701,-2.245)      1.08509
27    -47.48520 -19.83999 -20.48161 -11.86137  15.56423 -21.54101       (-8.620,-3.703) (-28.218,-11.861) (-31.701,-2.274)      1.12683
28    -47.44468 -19.84837 -20.49313 -11.85355  15.53580 -21.52039       (-8.640,-3.682) (-28.227,-11.854) (-31.702,-2.302)      1.16856
29    -47.40416 -19.85675 -20.50466 -11.84573  15.50736 -21.49978       (-8.659,-3.662) (-28.235,-11.846) (-31.702,-2.331)      1.2103
30    -47.36363 -19.86514 -20.51619 -11.83791  15.47893 -21.47917       (-8.678,-3.641) (-28.244,-11.838) (-31.703,-2.359)      1.25203
31    -47.32311 -19.87352 -20.52772 -11.83009  15.45050 -21.45856       (-8.698,-3.620) (-28.252,-11.830) (-31.704,-2.388)      1.29377
32    -47.28259 -19.88190 -20.53924 -11.82227  15.42206 -21.43795       (-8.717,-3.600) (-28.261,-11.822) (-31.704,-2.416)      1.3355
33    -47.24207 -19.89028 -20.55077 -11.81445  15.39363 -21.41733       (-8.736,-3.579) (-28.269,-11.814) (-31.705,-2.445)      1.37724
34    -47.20155 -19.89867 -20.56230 -11.80663  15.36520 -21.39672       (-8.756,-3.559) (-28.278,-11.807) (-31.705,-2.473)      1.41897
35    -47.16102 -19.90705 -20.57383 -11.79881  15.33677 -21.37611       (-8.775,-3.538) (-28.286,-11.799) (-31.706,-2.501)      1.4607
36    -47.12050 -19.91543 -20.58535 -11.79098  15.30833 -21.35550       (-8.794,-3.517) (-28.295,-11.791) (-31.706,-2.530)      1.50244
37    -47.07998 -19.92381 -20.59688 -11.78316  15.27990 -21.33489       (-8.814,-3.497) (-28.303,-11.783) (-31.707,-2.558)      1.54417
38    -47.03946 -19.93220 -20.60841 -11.77534  15.25147 -21.31427       (-8.833,-3.476) (-28.312,-11.775) (-31.708,-2.587)      1.58591
39    -46.99894 -19.94058 -20.61993 -11.76752  15.22303 -21.29366       (-8.852,-3.456) (-28.320,-11.768) (-31.708,-2.615)      1.62764
40    -46.95841 -19.94896 -20.63146 -11.75970  15.19460 -21.27305       (-8.872,-3.435) (-28.329,-11.760) (-31.709,-2.644)      1.66938
41    -46.91789 -19.95735 -20.64299 -11.75188  15.16617 -21.25244       (-8.891,-3.414) (-28.337,-11.752) (-31.709,-2.672)      1.71111
42    -46.87737 -19.96573 -20.65452 -11.74406  15.13774 -21.23183       (-8.910,-3.394) (-28.346,-11.744) (-31.710,-2.700)      1.75284
43    -46.83685 -19.97411 -20.66604 -11.73624  15.10930 -21.21121       (-8.930,-3.373) (-28.354,-11.736) (-31.710,-2.729)      1.79458
44    -46.79633 -19.98249 -20.67757 -11.72842  15.08087 -21.19060       (-8.949,-3.352) (-28.363,-11.728) (-31.711,-2.757)      1.83631
45    -46.75580 -19.99088 -20.68910 -11.72060  15.05244 -21.16999       (-8.969,-3.332) (-28.372,-11.721) (-31.711,-2.786)      1.87805
46    -46.71528 -19.99926 -20.70063 -11.71277  15.02400 -21.14938       (-8.988,-3.311) (-28.380,-11.713) (-31.712,-2.814)      1.91978
47    -46.67476 -20.00764 -20.71215 -11.70495  14.99557 -21.12877       (-9.007,-3.291) (-28.389,-11.705) (-31.713,-2.843)      1.96152
48    -46.63424 -20.01602 -20.72368 -11.69713  14.96714 -21.10816       (-9.027,-3.270) (-28.397,-11.697) (-31.713,-2.871)      2.00325
49    -46.59372 -20.02441 -20.73521 -11.68931  14.93871 -21.08754       (-9.046,-3.249) (-28.406,-11.689) (-31.714,-2.899)      2.04499
50    -46.55319 -20.03279 -20.74674 -11.68149  14.91027 -21.06693       (-9.065,-3.229) (-28.414,-11.681) (-31.714,-2.928)      2.08672
51    -46.51267 -20.04117 -20.75826 -11.67367  14.88184 -21.04632       (-9.085,-3.208) (-28.423,-11.674) (-31.715,-2.956)      2.12845
52    -46.47215 -20.04956 -20.76979 -11.66585  14.85341 -21.02571       (-9.104,-3.188) (-28.431,-11.666) (-31.715,-2.985)      2.17019
53    -46.43163 -20.05794 -20.78132 -11.65803  14.82497 -21.00510       (-9.123,-3.167) (-28.440,-11.658) (-31.716,-3.013)      2.21192
54    -46.39111 -20.06632 -20.79285 -11.65021  14.79654 -20.98448       (-9.143,-3.146) (-28.448,-11.650) (-31.717,-3.042)      2.25366
55    -46.35058 -20.07470 -20.80437 -11.64239  14.76811 -20.96387       (-9.162,-3.126) (-28.457,-11.642) (-31.717,-3.070)      2.29539
56    -46.31006 -20.08309 -20.81590 -11.63456  14.73968 -20.94326       (-9.181,-3.105) (-28.465,-11.635) (-31.718,-3.098)      2.33713
57    -46.26954 -20.09147 -20.82743 -11.62674  14.71124 -20.92265       (-9.201,-3.084) (-28.474,-11.627) (-31.718,-3.127)      2.37886
58    -46.22902 -20.09985 -20.83895 -11.61892  14.68281 -20.90204       (-9.220,-3.064) (-28.482,-11.619) (-31.719,-3.155)      2.42059
59    -46.18850 -20.10823 -20.85048 -11.61110  14.65438 -20.88142       (-9.239,-3.043) (-28.491,-11.611) (-31.719,-3.184)      2.46233
60    -46.14797 -20.11662 -20.86201 -11.60328  14.62594 -20.86081       (-9.259,-3.023) (-28.499,-11.603) (-31.720,-3.212)      2.50406
61    -46.10745 -20.12500 -20.87354 -11.59546  14.59751 -20.84020       (-9.278,-3.002) (-28.508,-11.595) (-31.720,-3.241)      2.5458
62    -46.06693 -20.13338 -20.88506 -11.58764  14.56908 -20.81959       (-9.297,-2.981) (-28.516,-11.588) (-31.721,-3.269)      2.58753
63    -46.02641 -20.14177 -20.89659 -11.57982  14.54065 -20.79898       (-9.317,-2.961) (-28.525,-11.580) (-31.722,-3.298)      2.62927
64    -45.98589 -20.15015 -20.90812 -11.57200  14.51221 -20.77836       (-9.336,-2.940) (-28.533,-11.572) (-31.722,-3.326)      2.671
65    -45.94536 -20.15853 -20.91965 -11.56418  14.48378 -20.75775       (-9.355,-2.920) (-28.542,-11.564) (-31.723,-3.354)      2.71274
66    -45.90484 -20.16691 -20.93117 -11.55635  14.45535 -20.73714       (-9.375,-2.899) (-28.551,-11.556) (-31.723,-3.383)      2.75447
67    -45.86432 -20.17530 -20.94270 -11.54853  14.42691 -20.71653       (-9.394,-2.878) (-28.559,-11.549) (-31.724,-3.411)      2.7962
68    -45.82380 -20.18368 -20.95423 -11.54071  14.39848 -20.69592       (-9.414,-2.858) (-28.568,-11.541) (-31.724,-3.440)      2.83794
69    -45.78328 -20.19206 -20.96576 -11.53289  14.37005 -20.67531       (-9.433,-2.837) (-28.576,-11.533) (-31.725,-3.468)      2.87967
70    -45.74276 -20.20044 -20.97728 -11.52507  14.34162 -20.65469       (-9.452,-2.817) (-28.585,-11.525) (-31.726,-3.497)      2.92141
71    -45.70223 -20.20883 -20.98881 -11.51725  14.31318 -20.63408       (-9.472,-2.796) (-28.593,-11.517) (-31.726,-3.525)      2.96314
72    -45.66171 -20.21721 -21.00034 -11.50943  14.28475 -20.61347       (-9.491,-2.775) (-28.602,-11.509) (-31.727,-3.553)      3.00488
73    -45.62119 -20.22559 -21.01186 -11.50161  14.25632 -20.59286       (-9.510,-2.755) (-28.610,-11.502) (-31.727,-3.582)      3.04661
74    -45.58067 -20.23398 -21.02339 -11.49379  14.22788 -20.57225       (-9.530,-2.734) (-28.619,-11.494) (-31.728,-3.610)      3.08835
