Fol_2018-02-25.13_35_00.49_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -1590.53976 -1608.43425 1541.06035 -1700.58798 -1573.69326 1559.56715       (-48.867,-141.021) (-30.973,-14.126) (-18.507,-1559.567)      0
1    -1588.99655 -1606.85520 1539.49922 -1699.02685 -1572.13213 1556.44490       (-50.410,-142.582) (-32.552,-15.687) (-16.946,-1556.445)      4.68345
2    -1587.45333 -1605.27616 1537.93810 -1697.46572 -1570.57100 1553.32264       (-51.954,-144.143) (-34.131,-17.248) (-15.385,-1553.323)      9.36691
3    -1585.91011 -1603.69712 1536.37697 -1695.90459 -1569.00987 1550.20038       (-53.497,-145.704) (-35.710,-18.809) (-13.823,-1550.200)      14.0504
4    -1584.36690 -1602.11808 1534.81584 -1694.34346 -1567.44874 1547.07813       (-55.040,-147.265) (-37.289,-20.371) (-12.262,-1547.078)      18.7338
5    -1582.82368 -1600.53904 1533.25471 -1692.78234 -1565.88762 1543.95587       (-56.583,-148.826) (-38.868,-21.932) (-10.701,-1543.956)      23.4173
6    -1581.28047 -1598.96000 1531.69358 -1691.22121 -1564.32649 1540.83361       (-58.126,-150.388) (-40.447,-23.493) (-9.140,-1540.834)      28.1007
7    -1579.73725 -1597.38096 1530.13246 -1689.66008 -1562.76536 1537.71136       (-59.670,-151.949) (-42.026,-25.054) (-7.579,-1537.711)      32.7842
8    -1578.19403 -1595.80192 1528.57133 -1688.09895 -1561.20423 1534.58910       (-61.213,-153.510) (-43.605,-26.615) (-6.018,-1534.589)      37.4676
9    -1576.65082 -1594.22288 1527.01020 -1686.53782 -1559.64310 1531.46684       (-62.756,-155.071) (-45.184,-28.176) (-4.457,-1531.467)      42.1511
10    -1575.10760 -1592.64384 1525.44907 -1684.97669 -1558.08197 1528.34459       (-64.299,-156.632) (-46.763,-29.737) (-2.896,-1528.345)      46.8345
11    -1573.56439 -1591.06480 1523.88794 -1683.41557 -1556.52085 1525.22233       (-65.842,-158.193) (-48.342,-31.299) (-1.334,-1525.222)      51.518
12    -1572.02117 -1589.48576 1522.32681 -1681.85444 -1554.95972 1522.10007       (-49.694,-67.159) (-159.528,-32.633) (-1522.327,-0.227)      55.7484
13    -1570.47796 -1587.90672 1520.76569 -1680.29331 -1553.39859 1518.97782       (-49.712,-67.141) (-159.528,-32.633) (-1520.766,-1.788)      57.3371
14    -1568.93474 -1586.32768 1519.20456 -1678.73218 -1551.83746 1515.85556       (-49.730,-67.123) (-159.528,-32.633) (-1519.205,-3.349)      58.9656
15    -1567.39152 -1584.74864 1517.64343 -1677.17105 -1550.27633 1512.73331       (-49.748,-67.105) (-159.528,-32.633) (-1517.643,-4.910)      60.6309
16    -1565.84831 -1583.16959 1516.08230 -1675.60992 -1548.71520 1509.61105       (-49.766,-67.087) (-159.528,-32.633) (-1516.082,-6.471)      62.3298
17    -1564.30509 -1581.59055 1514.52117 -1674.04880 -1547.15408 1506.48879       (-49.784,-67.069) (-159.528,-32.633) (-1514.521,-8.032)      64.0598
18    -1562.76188 -1580.01151 1512.96004 -1672.48767 -1545.59295 1503.36654       (-49.802,-67.051) (-159.528,-32.633) (-1512.960,-9.594)      65.8184
19    -1561.21866 -1578.43247 1511.39892 -1670.92654 -1544.03182 1500.24428       (-49.820,-67.034) (-159.528,-32.633) (-1511.399,-11.155)      67.6034
20    -1559.67544 -1576.85343 1509.83779 -1669.36541 -1542.47069 1497.12202       (-49.838,-67.016) (-159.528,-32.633) (-1509.838,-12.716)      69.4127
21    -1558.13223 -1575.27439 1508.27666 -1667.80428 -1540.90956 1493.99977       (-49.856,-66.998) (-159.528,-32.633) (-1508.277,-14.277)      71.2445
22    -1556.58901 -1573.69535 1506.71553 -1666.24315 -1539.34843 1490.87751       (-49.873,-66.980) (-159.528,-32.633) (-1506.716,-15.838)      73.097
23    -1555.04580 -1572.11631 1505.15440 -1664.68203 -1537.78731 1487.75525       (-49.891,-66.962) (-159.528,-32.633) (-1505.154,-17.399)      74.9689
24    -1553.50258 -1570.53727 1503.59327 -1663.12090 -1536.22618 1484.63300       (-49.909,-66.944) (-159.528,-32.633) (-1503.593,-18.960)      76.8585
25    -1551.95936 -1568.95823 1502.03215 -1661.55977 -1534.66505 1481.51074       (-49.927,-66.926) (-159.528,-32.633) (-1502.032,-20.521)      78.7647
26    -1550.41615 -1567.37919 1500.47102 -1659.99864 -1533.10392 1478.38848       (-49.945,-66.908) (-159.528,-32.633) (-1500.471,-22.083)      80.6864
27    -1548.87293 -1565.80015 1498.90989 -1658.43751 -1531.54279 1475.26623       (-49.963,-66.890) (-159.528,-32.633) (-1498.910,-23.644)      82.6223
28    -1547.32972 -1564.22111 1497.34876 -1656.87638 -1529.98167 1472.14397       (-49.981,-66.872) (-159.528,-32.633) (-1497.349,-25.205)      84.5715
29    -1545.78650 -1562.64207 1495.78763 -1655.31526 -1528.42054 1469.02171       (-49.999,-66.854) (-159.528,-32.633) (-1495.788,-26.766)      86.5332
30    -1544.24328 -1561.06303 1494.22650 -1653.75413 -1526.85941 1465.89946       (-50.017,-66.837) (-159.528,-32.633) (-1494.227,-28.327)      88.5065
31    -1542.70007 -1559.48398 1492.66538 -1652.19300 -1525.29828 1462.77720       (-50.035,-66.819) (-159.528,-32.633) (-1492.665,-29.888)      90.4906
32    -1541.15685 -1557.90494 1491.10425 -1650.63187 -1523.73715 1459.65494       (-50.053,-66.801) (-159.528,-32.633) (-1491.104,-31.449)      92.4848
33    -1539.61364 -1556.32590 1489.54312 -1649.07074 -1522.17602 1456.53269       (-50.071,-66.783) (-159.528,-32.633) (-1489.543,-33.010)      94.1128
34    -1538.07042 -1554.74686 1487.98199 -1647.50962 -1520.61490 1453.41043       (-50.088,-66.765) (-159.528,-32.633) (-1487.982,-34.572)      95.5239
35    -1536.52721 -1553.16782 1486.42086 -1645.94849 -1519.05377 1450.28817       (-50.106,-66.747) (-159.528,-32.633) (-1486.421,-36.133)      96.9647
36    -1534.98399 -1551.58878 1484.85973 -1644.38736 -1517.49264 1447.16592       (-50.124,-66.729) (-159.528,-32.633) (-1484.860,-37.694)      98.434
37    -1533.44077 -1550.00974 1483.29861 -1642.82623 -1515.93151 1444.04366       (-50.142,-66.711) (-159.528,-32.633) (-1483.299,-39.255)      99.9304
38    -1531.89756 -1548.43070 1481.73748 -1641.26510 -1514.37038 1440.92140       (-50.160,-66.693) (-159.528,-32.633) (-1481.737,-40.816)      101.453
39    -1530.35434 -1546.85166 1480.17635 -1639.70397 -1512.80925 1437.79915       (-50.178,-66.675) (-159.528,-32.633) (-1480.176,-42.377)      103
40    -1528.81113 -1545.27262 1478.61522 -1638.14285 -1511.24813 1434.67689       (-50.196,-66.657) (-159.528,-32.633) (-1478.615,-43.938)      104.571
41    -1527.26791 -1543.69358 1477.05409 -1636.58172 -1509.68700 1431.55463       (-50.214,-66.639) (-159.528,-32.633) (-1477.054,-45.499)      106.165
42    -1525.72469 -1542.11454 1475.49297 -1635.02059 -1508.12587 1428.43238       (-50.232,-66.622) (-159.528,-32.633) (-1475.493,-47.061)      107.78
43    -1524.18148 -1540.53550 1473.93184 -1633.45946 -1506.56474 1425.31012       (-50.250,-66.604) (-159.528,-32.633) (-1473.932,-48.622)      109.416
44    -1522.63826 -1538.95646 1472.37071 -1631.89833 -1505.00361 1422.18786       (-50.268,-66.586) (-159.528,-32.633) (-1472.371,-50.183)      111.072
45    -1521.09505 -1537.37742 1470.80958 -1630.33720 -1503.44248 1419.06561       (-50.285,-66.568) (-159.528,-32.633) (-1470.810,-51.744)      112.747
46    -1519.55183 -1535.79837 1469.24845 -1628.77608 -1501.88136 1415.94335       (-50.303,-66.550) (-159.528,-32.633) (-1469.248,-53.305)      114.439
47    -1518.00861 -1534.21933 1467.68732 -1627.21495 -1500.32023 1412.82110       (-50.321,-66.532) (-159.528,-32.633) (-1467.687,-54.866)      116.15
48    -1516.46540 -1532.64029 1466.12620 -1625.65382 -1498.75910 1409.69884       (-50.339,-66.514) (-159.528,-32.633) (-1466.126,-56.427)      117.876
49    -1514.92218 -1531.06125 1464.56507 -1624.09269 -1497.19797 1406.57658       (-50.357,-66.496) (-159.528,-32.633) (-1464.565,-57.988)      119.619
50    -1513.37897 -1529.48221 1463.00394 -1622.53156 -1495.63684 1403.45433       (-50.375,-66.478) (-159.528,-32.633) (-1463.004,-59.550)      121.376
51    -1511.83575 -1527.90317 1461.44281 -1620.97043 -1494.07571 1400.33207       (-50.393,-66.460) (-159.528,-32.633) (-1461.443,-61.111)      123.149
52    -1510.29254 -1526.32413 1459.88168 -1619.40931 -1492.51459 1397.20981       (-50.411,-66.442) (-159.528,-32.633) (-1459.882,-62.672)      124.935
53    -1508.74932 -1524.74509 1458.32055 -1617.84818 -1490.95346 1394.08756       (-50.429,-66.425) (-159.528,-32.633) (-1458.321,-64.233)      126.734
54    -1507.20610 -1523.16605 1456.75943 -1616.28705 -1489.39233 1390.96530       (-50.447,-66.407) (-159.528,-32.633) (-1456.759,-65.794)      128.546
55    -1505.66289 -1521.58701 1455.19830 -1614.72592 -1487.83120 1387.84304       (-50.465,-66.389) (-159.528,-32.633) (-1455.198,-67.355)      130.37
