Fol_2018-03-05.09_12_33.33_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -11.75645  -6.86270   2.56868   0.65809  -4.05375 -33.28913       (-31.973,-2.569) (-0.409,-4.054) (-0.658,-6.619)      3.55271e-15
1    -11.75131  -6.85624   2.56354   0.65678  -4.05375 -33.28781       (-31.974,-2.564) (-0.416,-4.054) (-0.657,-6.624)      0.00990424
2    -11.74617  -6.84978   2.55840   0.65546  -4.05375 -33.28649       (-31.976,-2.558) (-0.422,-4.054) (-0.655,-6.629)      0.0198085
3    -11.74103  -6.84332   2.55325   0.65414  -4.05375 -33.28517       (-31.977,-2.553) (-0.429,-4.054) (-0.654,-6.635)      0.0297127
4    -11.73588  -6.83686   2.54811   0.65282  -4.05375 -33.28386       (-31.978,-2.548) (-0.435,-4.054) (-0.653,-6.640)      0.039617
5    -11.73074  -6.83040   2.54297   0.65151  -4.05375 -33.28254       (-31.980,-2.543) (-0.441,-4.054) (-0.652,-6.645)      0.0495212
6    -11.72560  -6.82394   2.53783   0.65019  -4.05375 -33.28122       (-31.981,-2.538) (-0.448,-4.054) (-0.650,-6.650)      0.0594255
7    -11.72046  -6.81748   2.53268   0.64887  -4.05375 -33.27990       (-31.982,-2.533) (-0.454,-4.054) (-0.649,-6.655)      0.0693297
8    -11.71531  -6.81102   2.52754   0.64755  -4.05375 -33.27859       (-31.983,-2.528) (-0.461,-4.054) (-0.648,-6.660)      0.079234
9    -11.71017  -6.80456   2.52240   0.64624  -4.05375 -33.27727       (-31.985,-2.522) (-0.467,-4.054) (-0.646,-6.665)      0.0891382
10    -11.70503  -6.79810   2.51726   0.64492  -4.05375 -33.27595       (-31.986,-2.517) (-0.474,-4.054) (-0.645,-6.671)      0.0990424
11    -11.69989  -6.79164   2.51211   0.64360  -4.05375 -33.27463       (-31.987,-2.512) (-0.480,-4.054) (-0.644,-6.676)      0.108947
12    -11.69474  -6.78518   2.50697   0.64228  -4.05375 -33.27332       (-31.989,-2.507) (-0.487,-4.054) (-0.642,-6.681)      0.118851
13    -11.68960  -6.77872   2.50183   0.64097  -4.05375 -33.27200       (-31.990,-2.502) (-0.493,-4.054) (-0.641,-6.686)      0.128755
14    -11.68446  -6.77226   2.49669   0.63965  -4.05375 -33.27068       (-31.991,-2.497) (-0.500,-4.054) (-0.640,-6.691)      0.138659
15    -11.67932  -6.76580   2.49154   0.63833  -4.05375 -33.26936       (-31.993,-2.492) (-0.506,-4.054) (-0.638,-6.696)      0.148564
16    -11.67417  -6.75934   2.48640   0.63701  -4.05375 -33.26805       (-31.994,-2.486) (-0.513,-4.054) (-0.637,-6.701)      0.158468
17    -11.66903  -6.75288   2.48126   0.63570  -4.05375 -33.26673       (-31.995,-2.481) (-0.519,-4.054) (-0.636,-6.707)      0.168372
18    -11.66389  -6.74642   2.47612   0.63438  -4.05375 -33.26541       (-31.997,-2.476) (-0.525,-4.054) (-0.634,-6.712)      0.178276
19    -11.65875  -6.73996   2.47097   0.63306  -4.05375 -33.26409       (-31.998,-2.471) (-0.532,-4.054) (-0.633,-6.717)      0.188181
20    -11.65360  -6.73350   2.46583   0.63174  -4.05375 -33.26278       (-31.999,-2.466) (-0.538,-4.054) (-0.632,-6.722)      0.198085
21    -11.64846  -6.72704   2.46069   0.63043  -4.05375 -33.26146       (-32.001,-2.461) (-0.545,-4.054) (-0.630,-6.727)      0.207989
22    -11.64332  -6.72058   2.45555   0.62911  -4.05375 -33.26014       (-32.002,-2.456) (-0.551,-4.054) (-0.629,-6.732)      0.217893
23    -11.63818  -6.71412   2.45040   0.62779  -4.05375 -33.25882       (-32.003,-2.450) (-0.558,-4.054) (-0.628,-6.737)      0.227798
24    -11.63303  -6.70766   2.44526   0.62647  -4.05375 -33.25751       (-32.005,-2.445) (-0.564,-4.054) (-0.626,-6.743)      0.237702
25    -11.62789  -6.70120   2.44012   0.62516  -4.05375 -33.25619       (-32.006,-2.440) (-0.571,-4.054) (-0.625,-6.748)      0.247606
26    -11.62275  -6.69474   2.43498   0.62384  -4.05375 -33.25487       (-32.007,-2.435) (-0.577,-4.054) (-0.624,-6.753)      0.25751
27    -11.61761  -6.68828   2.42983   0.62252  -4.05375 -33.25355       (-32.009,-2.430) (-0.584,-4.054) (-0.623,-6.758)      0.267415
28    -11.61246  -6.68182   2.42469   0.62120  -4.05375 -33.25224       (-32.010,-2.425) (-0.590,-4.054) (-0.621,-6.763)      0.277319
29    -11.60732  -6.67536   2.41955   0.61989  -4.05375 -33.25092       (-32.011,-2.420) (-0.596,-4.054) (-0.620,-6.768)      0.287223
30    -11.60218  -6.66890   2.41441   0.61857  -4.05375 -33.24960       (-32.012,-2.414) (-0.603,-4.054) (-0.619,-6.773)      0.297127
31    -11.59704  -6.66244   2.40926   0.61725  -4.05375 -33.24828       (-32.014,-2.409) (-0.609,-4.054) (-0.617,-6.779)      0.307032
32    -11.59189  -6.65598   2.40412   0.61593  -4.05375 -33.24697       (-32.015,-2.404) (-0.616,-4.054) (-0.616,-6.784)      0.316936
33    -11.58675  -6.64952   2.39898   0.61462  -4.05375 -33.24565       (-32.016,-2.399) (-0.622,-4.054) (-0.615,-6.789)      0.32684
34    -11.58161  -6.64306   2.39384   0.61330  -4.05375 -33.24433       (-32.018,-2.394) (-0.629,-4.054) (-0.613,-6.794)      0.336744
35    -11.57647  -6.63660   2.38869   0.61198  -4.05375 -33.24301       (-32.019,-2.389) (-0.635,-4.054) (-0.612,-6.799)      0.346649
36    -11.57132  -6.63014   2.38355   0.61066  -4.05375 -33.24170       (-32.020,-2.384) (-0.642,-4.054) (-0.611,-6.804)      0.356553
37    -11.56618  -6.62368   2.37841   0.60935  -4.05375 -33.24038       (-32.022,-2.378) (-0.648,-4.054) (-0.609,-6.809)      0.366457
38    -11.56104  -6.61722   2.37327   0.60803  -4.05375 -33.23906       (-32.023,-2.373) (-0.655,-4.054) (-0.608,-6.815)      0.376361
39    -11.55590  -6.61076   2.36812   0.60671  -4.05375 -33.23774       (-32.024,-2.368) (-0.661,-4.054) (-0.607,-6.820)      0.386266
40    -11.55075  -6.60430   2.36298   0.60539  -4.05375 -33.23643       (-32.026,-2.363) (-0.668,-4.054) (-0.605,-6.825)      0.39617
41    -11.54561  -6.59784   2.35784   0.60408  -4.05375 -33.23511       (-32.027,-2.358) (-0.674,-4.054) (-0.604,-6.830)      0.406074
42    -11.54047  -6.59138   2.35270   0.60276  -4.05375 -33.23379       (-32.028,-2.353) (-0.680,-4.054) (-0.603,-6.835)      0.415978
43    -11.53533  -6.58492   2.34755   0.60144  -4.05375 -33.23247       (-32.030,-2.348) (-0.687,-4.054) (-0.601,-6.840)      0.425883
44    -11.53018  -6.57846   2.34241   0.60012  -4.05375 -33.23116       (-32.031,-2.342) (-0.693,-4.054) (-0.600,-6.845)      0.435787
45    -11.52504  -6.57200   2.33727   0.59881  -4.05375 -33.22984       (-32.032,-2.337) (-0.700,-4.054) (-0.599,-6.851)      0.445691
46    -11.51990  -6.56554   2.33213   0.59749  -4.05375 -33.22852       (-32.034,-2.332) (-0.706,-4.054) (-0.597,-6.856)      0.455595
47    -11.51476  -6.55908   2.32698   0.59617  -4.05375 -33.22720       (-32.035,-2.327) (-0.713,-4.054) (-0.596,-6.861)      0.4655
48    -11.50961  -6.55262   2.32184   0.59485  -4.05375 -33.22589       (-32.036,-2.322) (-0.719,-4.054) (-0.595,-6.866)      0.475404
49    -11.50447  -6.54616   2.31670   0.59354  -4.05375 -33.22457       (-32.037,-2.317) (-0.726,-4.054) (-0.594,-6.871)      0.485308
50    -11.49933  -6.53970   2.31156   0.59222  -4.05375 -33.22325       (-32.039,-2.312) (-0.732,-4.054) (-0.592,-6.876)      0.495212
51    -11.49419  -6.53324   2.30641   0.59090  -4.05375 -33.22193       (-32.040,-2.306) (-0.739,-4.054) (-0.591,-6.881)      0.505116
52    -11.48904  -6.52678   2.30127   0.58958  -4.05375 -33.22062       (-32.041,-2.301) (-0.745,-4.054) (-0.590,-6.887)      0.515021
53    -11.48390  -6.52032   2.29613   0.58827  -4.05375 -33.21930       (-32.043,-2.296) (-0.752,-4.054) (-0.588,-6.892)      0.524925
54    -11.47876  -6.51386   2.29099   0.58695  -4.05375 -33.21798       (-32.044,-2.291) (-0.758,-4.054) (-0.587,-6.897)      0.534829
55    -11.47362  -6.50740   2.28584   0.58563  -4.05375 -33.21666       (-32.045,-2.286) (-0.764,-4.054) (-0.586,-6.902)      0.544733
56    -11.46847  -6.50094   2.28070   0.58431  -4.05375 -33.21535       (-32.047,-2.281) (-0.771,-4.054) (-0.584,-6.907)      0.554638
57    -11.46333  -6.49448   2.27556   0.58300  -4.05375 -33.21403       (-32.048,-2.276) (-0.777,-4.054) (-0.583,-6.912)      0.564542
58    -11.45819  -6.48802   2.27042   0.58168  -4.05375 -33.21271       (-32.049,-2.270) (-0.784,-4.054) (-0.582,-6.917)      0.574446
59    -11.45305  -6.48156   2.26527   0.58036  -4.05375 -33.21139       (-32.051,-2.265) (-0.790,-4.054) (-0.580,-6.922)      0.58435
60    -11.44790  -6.47510   2.26013   0.57904  -4.05375 -33.21008       (-32.052,-2.260) (-0.797,-4.054) (-0.579,-6.928)      0.594255
61    -11.44276  -6.46864   2.25499   0.57773  -4.05375 -33.20876       (-32.053,-2.255) (-0.803,-4.054) (-0.578,-6.933)      0.604159
