Fol_2018-02-25.13_35_25.77_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -3567.68527 2363.30310 -2386.21684 -2818.62291 2365.46184 -2383.81295       (-20.755,-453.161) (-2.159,-2365.462) (-1202.223,-18.351)      4.54747e-13
1    -3564.13479 2360.93527 -2385.03166 -2816.25508 2360.72618 -2381.44512       (-20.510,-455.320) (-2360.935,-0.209) (-24.096,-1203.200)      6.89452
2    -3560.58431 2358.56744 -2383.84648 -2813.88725 2355.99052 -2379.07729       (-20.510,-455.320) (-2358.567,-2.577) (-25.279,-1202.017)      9.98945
3    -3557.03383 2356.19961 -2382.66130 -2811.51942 2351.25486 -2376.70946       (-20.510,-455.320) (-2356.200,-4.945) (-26.462,-1200.834)      12.8834
4    -3553.48335 2353.83178 -2381.47612 -2809.15159 2346.51920 -2374.34163       (-20.510,-455.320) (-2353.832,-7.313) (-27.644,-1199.652)      16.1096
5    -3549.93287 2351.46395 -2380.29095 -2806.78376 2341.78354 -2371.97380       (-20.510,-455.320) (-2351.464,-9.680) (-28.827,-1198.469)      19.5212
6    -3546.38239 2349.09612 -2379.10577 -2804.41593 2337.04788 -2369.60597       (-20.510,-455.320) (-2349.096,-12.048) (-30.010,-1197.286)      23.036
7    -3542.83191 2346.72829 -2377.92059 -2802.04810 2332.31222 -2367.23814       (-20.510,-455.320) (-2346.728,-14.416) (-31.192,-1196.104)      26.6131
8    -3539.28143 2344.36046 -2376.73541 -2799.68027 2327.57656 -2364.87031       (-20.510,-455.320) (-2344.360,-16.784) (-32.375,-1194.921)      30.2304
9    -3535.73095 2341.99263 -2375.55023 -2797.31245 2322.84090 -2362.50248       (-20.510,-455.320) (-2341.993,-19.152) (-33.558,-1193.738)      33.8751
10    -3532.18046 2339.62480 -2374.36505 -2794.94462 2318.10525 -2360.13465       (-20.510,-455.320) (-2339.625,-21.520) (-34.740,-1192.556)      37.5391
11    -3528.62998 2337.25697 -2373.17987 -2792.57679 2313.36959 -2357.76683       (-20.510,-455.320) (-2337.257,-23.887) (-35.923,-1191.373)      41.2173
12    -3525.07950 2334.88914 -2371.99470 -2790.20896 2308.63393 -2355.39900       (-20.510,-455.320) (-2334.889,-26.255) (-37.106,-1190.190)      44.9063
13    -3521.52902 2332.52131 -2370.80952 -2787.84113 2303.89827 -2353.03117       (-20.510,-455.320) (-2332.521,-28.623) (-38.288,-1189.008)      48.6035
14    -3517.97854 2330.15348 -2369.62434 -2785.47330 2299.16261 -2350.66334       (-20.510,-455.320) (-2330.153,-30.991) (-39.471,-1187.825)      52.3073
15    -3514.42806 2327.78565 -2368.43916 -2783.10547 2294.42695 -2348.29551       (-20.510,-455.320) (-2327.786,-33.359) (-40.654,-1186.642)      56.0162
16    -3510.87758 2325.41782 -2367.25398 -2780.73764 2289.69129 -2345.92768       (-20.510,-455.320) (-2325.418,-35.727) (-41.836,-1185.460)      59.7295
17    -3507.32710 2323.04999 -2366.06880 -2778.36981 2284.95563 -2343.55985       (-20.510,-455.320) (-2323.050,-38.094) (-43.019,-1184.277)      63.4462
18    -3503.77662 2320.68216 -2364.88362 -2776.00198 2280.21997 -2341.19202       (-20.510,-455.320) (-2320.682,-40.462) (-44.201,-1183.094)      67.1659
19    -3500.22614 2318.31433 -2363.69845 -2773.63415 2275.48431 -2338.82419       (-20.510,-455.320) (-2318.314,-42.830) (-45.384,-1181.912)      70.888
20    -3496.67566 2315.94650 -2362.51327 -2771.26632 2270.74865 -2336.45636       (-20.510,-455.320) (-2315.947,-45.198) (-46.567,-1180.729)      74.6122
21    -3493.12518 2313.57867 -2361.32809 -2768.89849 2266.01299 -2334.08853       (-20.510,-455.320) (-2313.579,-47.566) (-47.749,-1179.547)      78.3382
22    -3489.57470 2311.21085 -2360.14291 -2766.53066 2261.27733 -2331.72070       (-20.510,-455.320) (-2311.211,-49.934) (-48.932,-1178.364)      82.0658
23    -3486.02421 2308.84302 -2358.95773 -2764.16283 2256.54167 -2329.35287       (-20.510,-455.320) (-2308.843,-52.301) (-50.115,-1177.181)      85.7947
24    -3482.47373 2306.47519 -2357.77255 -2761.79500 2251.80601 -2326.98504       (-20.510,-455.320) (-2306.475,-54.669) (-51.297,-1175.999)      89.5248
25    -3478.92325 2304.10736 -2356.58737 -2759.42717 2247.07036 -2324.61721       (-20.510,-455.320) (-2304.107,-57.037) (-52.480,-1174.816)      93.2559
26    -3475.37277 2301.73953 -2355.40220 -2757.05934 2242.33470 -2322.24938       (-20.510,-455.320) (-2301.740,-59.405) (-53.663,-1173.633)      96.988
27    -3471.82229 2299.37170 -2354.21702 -2754.69151 2237.59904 -2319.88155       (-20.510,-455.320) (-2299.372,-61.773) (-54.845,-1172.451)      100.721
28    -3468.27181 2297.00387 -2353.03184 -2752.32368 2232.86338 -2317.51372       (-20.510,-455.320) (-2297.004,-64.140) (-56.028,-1171.268)      104.454
29    -3464.72133 2294.63604 -2351.84666 -2749.95585 2228.12772 -2315.14589       (-20.510,-455.320) (-2294.636,-66.508) (-57.211,-1170.085)      108.189
30    -3461.17085 2292.26821 -2350.66148 -2747.58802 2223.39206 -2312.77806       (-20.510,-455.320) (-2292.268,-68.876) (-58.393,-1168.903)      111.924
31    -3457.62037 2289.90038 -2349.47630 -2745.22019 2218.65640 -2310.41023       (-20.510,-455.320) (-2289.900,-71.244) (-59.576,-1167.720)      115.659
32    -3454.06989 2287.53255 -2348.29112 -2742.85236 2213.92074 -2308.04240       (-20.510,-455.320) (-2287.533,-73.612) (-60.759,-1166.537)      119.395
33    -3450.51941 2285.16472 -2347.10595 -2740.48453 2209.18508 -2305.67457       (-20.510,-455.320) (-2285.165,-75.980) (-61.941,-1165.355)      123.131
34    -3446.96893 2282.79689 -2345.92077 -2738.11670 2204.44942 -2303.30674       (-20.510,-455.320) (-2282.797,-78.347) (-63.124,-1164.172)      126.868
35    -3443.41845 2280.42906 -2344.73559 -2735.74887 2199.71376 -2300.93891       (-20.510,-455.320) (-2280.429,-80.715) (-64.307,-1162.989)      130.605
36    -3439.86797 2278.06123 -2343.55041 -2733.38104 2194.97810 -2298.57108       (-20.510,-455.320) (-2278.061,-83.083) (-65.489,-1161.807)      134.342
37    -3436.31748 2275.69340 -2342.36523 -2731.01321 2190.24244 -2296.20325       (-20.510,-455.320) (-2275.693,-85.451) (-66.672,-1160.624)      138.08
