Fol_2018-03-05.09_12_40.42_.txt     Output is probe cell, reduced cell, NCDist distance between
0      0.53329  10.85685   8.45513 -52.66895 -17.57830 -40.43253       (-10.324,-7.922) (-18.186,-0.135) (-14.578,-0.533)      3.55271e-15
1      0.53222  10.83564   8.44653 -52.63082 -17.56863 -40.41027       (-10.303,-7.914) (-18.207,-0.143) (-14.599,-0.532)      0.0374564
2      0.53115  10.81444   8.43793 -52.59270 -17.55897 -40.38800       (-10.283,-7.907) (-18.228,-0.152) (-14.619,-0.531)      0.0749128
3      0.53009  10.79324   8.42933 -52.55457 -17.54930 -40.36573       (-10.263,-7.899) (-18.249,-0.161) (-14.640,-0.530)      0.112369
4      0.52902  10.77204   8.42074 -52.51644 -17.53964 -40.34346       (-10.243,-7.892) (-18.270,-0.169) (-14.660,-0.529)      0.149826
5      0.52795  10.75084   8.41214 -52.47831 -17.52997 -40.32119       (-10.223,-7.884) (-18.292,-0.178) (-14.680,-0.528)      0.187282
6      0.52688  10.72964   8.40354 -52.44018 -17.52030 -40.29892       (-10.203,-7.877) (-18.313,-0.186) (-14.701,-0.527)      0.224739
7      0.52582  10.70843   8.39494 -52.40205 -17.51064 -40.27665       (-10.183,-7.869) (-18.334,-0.195) (-14.721,-0.526)      0.262195
8      0.52475  10.68723   8.38634 -52.36392 -17.50097 -40.25438       (-10.162,-7.862) (-18.355,-0.204) (-14.742,-0.525)      0.299651
9      0.52368  10.66603   8.37774 -52.32579 -17.49131 -40.23211       (-10.142,-7.854) (-18.376,-0.212) (-14.762,-0.524)      0.337108
10      0.52261  10.64483   8.36914 -52.28767 -17.48164 -40.20984       (-10.122,-7.847) (-18.398,-0.221) (-14.782,-0.523)      0.374564
11      0.52155  10.62363   8.36055 -52.24954 -17.47197 -40.18757       (-10.102,-7.839) (-18.419,-0.229) (-14.803,-0.522)      0.412021
12      0.52048  10.60243   8.35195 -52.21141 -17.46231 -40.16530       (-10.082,-7.831) (-18.440,-0.238) (-14.823,-0.520)      0.449477
13      0.51941  10.58123   8.34335 -52.17328 -17.45264 -40.14303       (-10.062,-7.824) (-18.461,-0.247) (-14.844,-0.519)      0.486934
14      0.51834  10.56002   8.33475 -52.13515 -17.44297 -40.12076       (-10.042,-7.816) (-18.482,-0.255) (-14.864,-0.518)      0.52439
15      0.51727  10.53882   8.32615 -52.09702 -17.43331 -40.09850       (-10.022,-7.809) (-18.504,-0.264) (-14.884,-0.517)      0.561846
16      0.51621  10.51762   8.31755 -52.05889 -17.42364 -40.07623       (-10.001,-7.801) (-18.525,-0.272) (-14.905,-0.516)      0.599303
17      0.51514  10.49642   8.30896 -52.02076 -17.41398 -40.05396       (-9.981,-7.794) (-18.546,-0.281) (-14.925,-0.515)      0.636759
18      0.51407  10.47522   8.30036 -51.98263 -17.40431 -40.03169       (-9.961,-7.786) (-18.567,-0.290) (-14.946,-0.514)      0.674216
19      0.51300  10.45402   8.29176 -51.94451 -17.39464 -40.00942       (-9.941,-7.779) (-18.588,-0.298) (-14.966,-0.513)      0.711672
20      0.51194  10.43281   8.28316 -51.90638 -17.38498 -39.98715       (-9.921,-7.771) (-18.610,-0.307) (-14.986,-0.512)      0.749128
21      0.51087  10.41161   8.27456 -51.86825 -17.37531 -39.96488       (-9.901,-7.764) (-18.631,-0.315) (-15.007,-0.511)      0.786585
22      0.50980  10.39041   8.26596 -51.83012 -17.36565 -39.94261       (-9.881,-7.756) (-18.652,-0.324) (-15.027,-0.510)      0.824041
23      0.50873  10.36921   8.25736 -51.79199 -17.35598 -39.92034       (-9.860,-7.749) (-18.673,-0.333) (-15.048,-0.509)      0.861498
24      0.50767  10.34801   8.24877 -51.75386 -17.34631 -39.89807       (-9.840,-7.741) (-18.694,-0.341) (-15.068,-0.508)      0.898954
25      0.50660  10.32681   8.24017 -51.71573 -17.33665 -39.87580       (-9.820,-7.734) (-18.716,-0.350) (-15.088,-0.507)      0.936411
26      0.50553  10.30560   8.23157 -51.67760 -17.32698 -39.85353       (-9.800,-7.726) (-18.737,-0.358) (-15.109,-0.506)      0.973867
27      0.50446  10.28440   8.22297 -51.63948 -17.31732 -39.83126       (-9.780,-7.719) (-18.758,-0.367) (-15.129,-0.504)      1.01132
28      0.50340  10.26320   8.21437 -51.60135 -17.30765 -39.80900       (-9.760,-7.711) (-18.779,-0.376) (-15.150,-0.503)      1.04878
29      0.50233  10.24200   8.20577 -51.56322 -17.29798 -39.78673       (-9.740,-7.703) (-18.800,-0.384) (-15.170,-0.502)      1.08624
30      0.50126  10.22080   8.19717 -51.52509 -17.28832 -39.76446       (-9.720,-7.696) (-18.822,-0.393) (-15.190,-0.501)      1.12369
31      0.50019  10.19960   8.18858 -51.48696 -17.27865 -39.74219       (-9.699,-7.688) (-18.843,-0.401) (-15.211,-0.500)      1.16115
32      0.49912  10.17839   8.17998 -51.44883 -17.26898 -39.71992       (-9.679,-7.681) (-18.864,-0.410) (-15.231,-0.499)      1.19861
33      0.49806  10.15719   8.17138 -51.41070 -17.25932 -39.69765       (-9.659,-7.673) (-18.885,-0.419) (-15.252,-0.498)      1.23606
34      0.49699  10.13599   8.16278 -51.37257 -17.24965 -39.67538       (-9.639,-7.666) (-18.906,-0.427) (-15.272,-0.497)      1.27352
35      0.49592  10.11479   8.15418 -51.33445 -17.23999 -39.65311       (-9.619,-7.658) (-18.928,-0.436) (-15.292,-0.496)      1.31097
36      0.49485  10.09359   8.14558 -51.29632 -17.23032 -39.63084       (-9.599,-7.651) (-18.949,-0.444) (-15.313,-0.495)      1.34843
37      0.49379  10.07239   8.13699 -51.25819 -17.22065 -39.60857       (-9.579,-7.643) (-18.970,-0.453) (-15.333,-0.494)      1.38589
38      0.49272  10.05119   8.12839 -51.22006 -17.21099 -39.58630       (-9.558,-7.636) (-18.991,-0.461) (-15.354,-0.493)      1.42334
39      0.49165  10.02998   8.11979 -51.18193 -17.20132 -39.56403       (-9.538,-7.628) (-19.012,-0.470) (-15.374,-0.492)      1.4608
40      0.49058  10.00878   8.11119 -51.14380 -17.19166 -39.54176       (-9.518,-7.621) (-19.034,-0.479) (-15.394,-0.491)      1.49826
41      0.48952   9.98758   8.10259 -51.10567 -17.18199 -39.51950       (-9.498,-7.613) (-19.055,-0.487) (-15.415,-0.490)      1.53571
42      0.48845   9.96638   8.09399 -51.06754 -17.17232 -39.49723       (-9.478,-7.606) (-19.076,-0.496) (-15.435,-0.488)      1.57317
43      0.48738   9.94518   8.08539 -51.02942 -17.16266 -39.47496       (-9.458,-7.598) (-19.097,-0.504) (-15.456,-0.487)      1.61063
44      0.48631   9.92398   8.07680 -50.99129 -17.15299 -39.45269       (-9.438,-7.590) (-19.118,-0.513) (-15.476,-0.486)      1.64808
45      0.48525   9.90277   8.06820 -50.95316 -17.14332 -39.43042       (-9.418,-7.583) (-19.140,-0.522) (-15.496,-0.485)      1.68554
46      0.48418   9.88157   8.05960 -50.91503 -17.13366 -39.40815       (-9.397,-7.575) (-19.161,-0.530) (-15.517,-0.484)      1.723
47      0.48311   9.86037   8.05100 -50.87690 -17.12399 -39.38588       (-9.377,-7.568) (-19.182,-0.539) (-15.537,-0.483)      1.76045
48      0.48204   9.83917   8.04240 -50.83877 -17.11433 -39.36361       (-9.357,-7.560) (-19.203,-0.547) (-15.558,-0.482)      1.79791
49      0.48097   9.81797   8.03380 -50.80064 -17.10466 -39.34134       (-9.337,-7.553) (-19.224,-0.556) (-15.578,-0.481)      1.83536
50      0.47991   9.79677   8.02521 -50.76251 -17.09499 -39.31907       (-9.317,-7.545) (-19.246,-0.565) (-15.598,-0.480)      1.87282
51      0.47884   9.77556   8.01661 -50.72438 -17.08533 -39.29680       (-9.297,-7.538) (-19.267,-0.573) (-15.619,-0.479)      1.91028
52      0.47777   9.75436   8.00801 -50.68626 -17.07566 -39.27453       (-9.277,-7.530) (-19.288,-0.582) (-15.639,-0.478)      1.94773
53      0.47670   9.73316   7.99941 -50.64813 -17.06600 -39.25226       (-9.256,-7.523) (-19.309,-0.590) (-15.660,-0.477)      1.98519
54      0.47564   9.71196   7.99081 -50.61000 -17.05633 -39.22999       (-9.236,-7.515) (-19.330,-0.599) (-15.680,-0.476)      2.02265
55      0.47457   9.69076   7.98221 -50.57187 -17.04666 -39.20773       (-9.216,-7.508) (-19.352,-0.608) (-15.700,-0.475)      2.0601
56      0.47350   9.66956   7.97361 -50.53374 -17.03700 -39.18546       (-9.196,-7.500) (-19.373,-0.616) (-15.721,-0.474)      2.09756
57      0.47243   9.64835   7.96502 -50.49561 -17.02733 -39.16319       (-9.176,-7.493) (-19.394,-0.625) (-15.741,-0.472)      2.13502
58      0.47137   9.62715   7.95642 -50.45748 -17.01767 -39.14092       (-9.156,-7.485) (-19.415,-0.633) (-15.762,-0.471)      2.17247
59      0.47030   9.60595   7.94782 -50.41935 -17.00800 -39.11865       (-9.136,-7.478) (-19.436,-0.642) (-15.782,-0.470)      2.20993
60      0.46923   9.58475   7.93922 -50.38123 -16.99833 -39.09638       (-9.116,-7.470) (-19.458,-0.651) (-15.803,-0.469)      2.24739
61      0.46816   9.56355   7.93062 -50.34310 -16.98867 -39.07411       (-9.095,-7.462) (-19.479,-0.659) (-15.823,-0.468)      2.28484
62      0.46710   9.54235   7.92202 -50.30497 -16.97900 -39.05184       (-9.075,-7.455) (-19.500,-0.668) (-15.843,-0.467)      2.3223
63      0.46603   9.52114   7.91343 -50.26684 -16.96933 -39.02957       (-9.055,-7.447) (-19.521,-0.676) (-15.864,-0.466)      2.35975
64      0.46496   9.49994   7.90483 -50.22871 -16.95967 -39.00730       (-9.035,-7.440) (-19.542,-0.685) (-15.884,-0.465)      2.39721
65      0.46389   9.47874   7.89623 -50.19058 -16.95000 -38.98503       (-9.015,-7.432) (-19.564,-0.694) (-15.905,-0.464)      2.43467
66      0.46282   9.45754   7.88763 -50.15245 -16.94034 -38.96276       (-8.995,-7.425) (-19.585,-0.702) (-15.925,-0.463)      2.47212
67      0.46176   9.43634   7.87903 -50.11432 -16.93067 -38.94049       (-8.975,-7.417) (-19.606,-0.711) (-15.945,-0.462)      2.50958
68      0.46069   9.41514   7.87043 -50.07620 -16.92100 -38.91823       (-8.954,-7.410) (-19.627,-0.719) (-15.966,-0.461)      2.54704
69      0.45962   9.39394   7.86183 -50.03807 -16.91134 -38.89596       (-8.934,-7.402) (-19.648,-0.728) (-15.986,-0.460)      2.58449
70      0.45855   9.37273   7.85324 -49.99994 -16.90167 -38.87369       (-8.914,-7.395) (-19.670,-0.737) (-16.007,-0.459)      2.62195
71      0.45749   9.35153   7.84464 -49.96181 -16.89201 -38.85142       (-8.894,-7.387) (-19.691,-0.745) (-16.027,-0.457)      2.65941
72      0.45642   9.33033   7.83604 -49.92368 -16.88234 -38.82915       (-8.874,-7.380) (-19.712,-0.754) (-16.047,-0.456)      2.69686
73      0.45535   9.30913   7.82744 -49.88555 -16.87267 -38.80688       (-8.854,-7.372) (-19.733,-0.762) (-16.068,-0.455)      2.73432
74      0.45428   9.28793   7.81884 -49.84742 -16.86301 -38.78461       (-8.834,-7.365) (-19.754,-0.771) (-16.088,-0.454)      2.77178
