10PERCENT_2018-03-07.11_26_53.320_.txt     Output is probe cell, reduced cell, NCDist distance between
21     -2.71555 -36.03953  -7.23854 -10.64552   6.46761  -9.83594       (-0.505,-34.392) (-0.240,-0.852) (-0.732,-2.741)      2.30736
22     -2.71296 -36.03568  -7.23418 -10.63493   6.45966  -9.82589       (-0.515,-34.479) (-0.256,-0.907) (-0.690,-2.716)      2.36898
23     -2.71038 -36.03184  -7.22983 -10.62434   6.45171  -9.81584       (-0.525,-34.565) (-0.272,-0.961) (-0.649,-2.691)      2.43447
24     -2.70779 -36.02799  -7.22548 -10.61375   6.44376  -9.80579       (-0.535,-34.652) (-0.289,-1.016) (-0.608,-2.665)      2.50352
25     -2.70520 -36.02415  -7.22113 -10.60317   6.43581  -9.79574       (-0.545,-34.739) (-0.305,-1.070) (-0.567,-2.640)      2.57585
26     -2.70262 -36.02030  -7.21678 -10.59258   6.42786  -9.78569       (-0.555,-34.826) (-0.322,-1.124) (-0.525,-2.615)      2.65119
27     -2.70003 -36.01645  -7.21243 -10.58199   6.41991  -9.77564       (-0.565,-34.913) (-0.338,-1.179) (-0.484,-2.589)      2.72929
28     -2.69745 -36.01261  -7.20808 -10.57140   6.41196  -9.76559       (-0.575,-34.999) (-0.354,-1.233) (-0.443,-2.564)      2.80992
29     -2.69486 -36.00876  -7.20372 -10.56081   6.40401  -9.75553       (-0.585,-35.086) (-0.371,-1.288) (-0.402,-2.539)      2.89286
30     -2.69227 -36.00492  -7.19937 -10.55022   6.39606  -9.74548       (-0.595,-35.173) (-0.387,-1.342) (-0.361,-2.514)      2.97793
31     -2.68969 -36.00107  -7.19502 -10.53964   6.38811  -9.73543       (-0.605,-35.260) (-0.403,-1.397) (-0.319,-2.488)      3.06495
32     -2.68710 -35.99723  -7.19067 -10.52905   6.38016  -9.72538       (-0.615,-35.347) (-0.420,-1.451) (-0.278,-2.463)      3.15376
33     -2.68452 -35.99338  -7.18632 -10.51846   6.37221  -9.71533       (-0.625,-35.434) (-0.436,-1.505) (-0.237,-2.438)      3.2442
34     -2.68193 -35.98953  -7.18197 -10.50787   6.36426  -9.70528       (-0.635,-35.520) (-0.452,-1.560) (-0.196,-2.412)      3.33615
35     -2.67934 -35.98569  -7.17762 -10.49728   6.35631  -9.69523       (-0.645,-35.607) (-0.469,-1.614) (-0.154,-2.387)      3.42949
36     -2.67676 -35.98184  -7.17327 -10.48669   6.34836  -9.68518       (-0.655,-35.694) (-0.485,-1.669) (-0.113,-2.362)      3.5241
37     -2.67417 -35.97800  -7.16891 -10.47610   6.34041  -9.67512       (-0.665,-35.781) (-0.501,-1.723) (-0.072,-2.336)      3.61989
38     -2.67159 -35.97415  -7.16456 -10.46552   6.33246  -9.66507       (-0.675,-35.868) (-0.518,-1.777) (-0.031,-2.311)      3.71676
39     -2.66900 -35.97031  -7.16021 -10.45493   6.32451  -9.65502       (-0.674,-0.524) (-35.944,-1.821) (-0.010,-2.296)      3.79922
40     -2.66641 -35.96646  -7.15586 -10.44434   6.31656  -9.64497       (-0.643,-0.499) (-35.990,-1.834) (-0.052,-2.312)      3.83738
41     -2.66383 -35.96261  -7.15151 -10.43375   6.30861  -9.63492       (-0.612,-0.474) (-36.035,-1.848) (-0.093,-2.328)      3.87666
42     -2.66124 -35.95877  -7.14716 -10.42316   6.30066  -9.62487       (-0.581,-0.449) (-36.081,-1.861) (-0.134,-2.344)      3.91702
43     -2.65865 -35.95492  -7.14281 -10.41257   6.29271  -9.61482       (-0.549,-0.424) (-36.126,-1.874) (-0.175,-2.360)      3.95844
44     -2.65607 -35.95108  -7.13845 -10.40198   6.28476  -9.60477       (-0.518,-0.399) (-36.172,-1.887) (-0.217,-2.376)      4.00088
45     -2.65348 -35.94723  -7.13410 -10.39140   6.27681  -9.59472       (-0.487,-0.374) (-36.218,-1.900) (-0.258,-2.392)      4.04431
46     -2.65090 -35.94339  -7.12975 -10.38081   6.26887  -9.58466       (-0.456,-0.350) (-36.263,-1.914) (-0.299,-2.408)      4.0887
47     -2.64831 -35.93954  -7.12540 -10.37022   6.26092  -9.57461       (-0.424,-0.325) (-36.309,-1.927) (-0.340,-2.423)      4.13402
48     -2.64572 -35.93569  -7.12105 -10.35963   6.25297  -9.56456       (-0.393,-0.300) (-36.354,-1.940) (-0.381,-2.439)      4.18023
49     -2.64314 -35.93185  -7.11670 -10.34904   6.24502  -9.55451       (-0.362,-0.275) (-36.400,-1.953) (-0.423,-2.455)      4.2273
50     -2.64055 -35.92800  -7.11235 -10.33845   6.23707  -9.54446       (-0.331,-0.250) (-36.446,-1.966) (-0.464,-2.471)      4.27522
51     -2.63797 -35.92416  -7.10800 -10.32787   6.22912  -9.53441       (-0.299,-0.225) (-36.491,-1.979) (-0.505,-2.487)      4.32395
52     -2.63538 -35.92031  -7.10364 -10.31728   6.22117  -9.52436       (-0.268,-0.200) (-36.537,-1.993) (-0.546,-2.503)      4.37346
53     -2.63279 -35.91647  -7.09929 -10.30669   6.21322  -9.51431       (-0.237,-0.175) (-36.582,-2.006) (-0.588,-2.519)      4.42372
54     -2.63021 -35.91262  -7.09494 -10.29610   6.20527  -9.50425       (-0.206,-0.151) (-36.628,-2.019) (-0.629,-2.535)      4.47472
55     -2.62762 -35.90877  -7.09059 -10.28551   6.19732  -9.49420       (-0.174,-0.126) (-36.674,-2.032) (-0.670,-2.551)      4.52643
56     -2.62504 -35.90493  -7.08624 -10.27492   6.18937  -9.48415       (-0.143,-0.101) (-36.719,-2.045) (-0.711,-2.567)      4.57882
57     -2.62245 -35.90108  -7.08189 -10.26433   6.18142  -9.47410       (-0.112,-0.076) (-36.765,-2.059) (-0.752,-2.583)      4.63187
58     -2.61986 -35.89724  -7.07754 -10.25375   6.17347  -9.46405       (-0.081,-0.051) (-36.810,-2.072) (-0.794,-2.598)      4.68555
59     -2.61728 -35.89339  -7.07318 -10.24316   6.16552  -9.45400       (-0.050,-0.026) (-36.856,-2.085) (-0.835,-2.614)      4.73985
60     -2.61469 -35.88955  -7.06883 -10.23257   6.15757  -9.44395       (-0.018,-0.001) (-36.902,-2.098) (-0.876,-2.630)      4.79475
61     -2.61211 -35.88570  -7.06448 -10.22198   6.14962  -9.43390       (-0.024,-0.011) (-2.088,-0.894) (-36.924,-2.623)      4.81961
62     -2.60952 -35.88186  -7.06013 -10.21139   6.14167  -9.42385       (-0.048,-0.004) (-2.076,-0.910) (-36.944,-2.614)      4.84294
63     -2.60693 -35.87801  -7.05578 -10.20080   6.13372  -9.41379       (-0.075,-0.002) (-36.963,-0.924) (-2.062,-2.603)      4.86528
64     -2.60435 -35.87416  -7.05143 -10.19022   6.12577  -9.40374       (-0.107,-0.009) (-36.977,-0.934) (-2.044,-2.587)      4.88165
65     -2.60176 -35.87032  -7.04708 -10.17963   6.11782  -9.39369       (-0.138,-0.015) (-36.992,-0.944) (-2.026,-2.572)      4.89835
66     -2.59918 -35.86647  -7.04272 -10.16904   6.10987  -9.38364       (-0.169,-0.021) (-37.006,-0.954) (-2.008,-2.557)      4.91538
67     -2.59659 -35.86263  -7.03837 -10.15845   6.10192  -9.37359       (-0.200,-0.028) (-37.020,-0.964) (-1.990,-2.541)      4.93273
68     -2.59400 -35.85878  -7.03402 -10.14786   6.09397  -9.36354       (-0.232,-0.034) (-37.035,-0.974) (-1.972,-2.526)      4.95041
69     -2.59142 -35.85494  -7.02967 -10.13727   6.08602  -9.35349       (-0.263,-0.040) (-37.049,-0.984) (-1.954,-2.510)      4.96839
70     -2.58883 -35.85109  -7.02532 -10.12668   6.07807  -9.34344       (-0.294,-0.047) (-37.064,-0.994) (-1.936,-2.495)      4.9867
71     -2.58625 -35.84724  -7.02097 -10.11610   6.07012  -9.33338       (-0.325,-0.053) (-37.078,-1.004) (-1.918,-2.480)      5.00531
72     -2.58366 -35.84340  -7.01662 -10.10551   6.06217  -9.32333       (-0.357,-0.060) (-37.092,-1.014) (-1.900,-2.464)      5.02422
73     -2.58107 -35.83955  -7.01227 -10.09492   6.05422  -9.31328       (-0.388,-0.066) (-37.107,-1.024) (-1.882,-2.449)      5.04344
74     -2.57849 -35.83571  -7.00791 -10.08433   6.04628  -9.30323       (-0.419,-0.072) (-37.121,-1.034) (-1.864,-2.434)      5.06296
75     -2.57590 -35.83186  -7.00356 -10.07374   6.03833  -9.29318       (-0.450,-0.079) (-37.135,-1.044) (-1.845,-2.418)      5.08278
76     -2.57332 -35.82802  -6.99921 -10.06315   6.03038  -9.28313       (-0.482,-0.085) (-37.150,-1.054) (-1.827,-2.403)      5.10288
77     -2.57073 -35.82417  -6.99486 -10.05257   6.02243  -9.27308       (-0.513,-0.091) (-37.164,-1.064) (-1.809,-2.388)      5.12328
78     -2.56814 -35.82032  -6.99051 -10.04198   6.01448  -9.26303       (-0.544,-0.098) (-37.178,-1.074) (-1.791,-2.372)      5.14396
79     -2.56556 -35.81648  -6.98616 -10.03139   6.00653  -9.25298       (-0.575,-0.104) (-37.193,-1.084) (-1.773,-2.357)      5.16492
80     -2.56297 -35.81263  -6.98181 -10.02080   5.99858  -9.24292       (-0.607,-0.111) (-37.207,-1.094) (-1.755,-2.342)      5.18617
81     -2.56039 -35.80879  -6.97745 -10.01021   5.99063  -9.23287       (-0.638,-0.117) (-37.221,-1.104) (-1.737,-2.326)      5.20768
82     -2.55780 -35.80494  -6.97310  -9.99962   5.98268  -9.22282       (-0.669,-0.123) (-37.236,-1.114) (-1.719,-2.311)      5.22947
83     -2.55521 -35.80110  -6.96875  -9.98903   5.97473  -9.21277       (-0.700,-0.130) (-37.250,-1.124) (-1.701,-2.296)      5.25153
84     -2.55263 -35.79725  -6.96440  -9.97845   5.96678  -9.20272       (-0.732,-0.136) (-37.264,-1.134) (-1.683,-2.280)      5.27385
85     -2.55004 -35.79340  -6.96005  -9.96786   5.95883  -9.19267       (-0.763,-0.142) (-37.279,-1.144) (-1.665,-2.265)      5.29643
86     -2.54746 -35.78956  -6.95570  -9.95727   5.95088  -9.18262       (-0.794,-0.149) (-37.293,-1.154) (-1.647,-2.250)      5.31927
87     -2.54487 -35.78571  -6.95135  -9.94668   5.94293  -9.17257       (-0.825,-0.155) (-37.308,-1.164) (-1.629,-2.234)      5.34237
88     -2.54228 -35.78187  -6.94700  -9.93609   5.93498  -9.16251       (-0.857,-0.162) (-37.322,-1.174) (-1.611,-2.219)      5.36572
89     -2.53970 -35.77802  -6.94264  -9.92550   5.92703  -9.15246       (-0.888,-0.168) (-37.336,-1.184) (-1.593,-2.204)      5.38932
90     -2.53711 -35.77418  -6.93829  -9.91492   5.91908  -9.14241       (-0.919,-0.174) (-37.351,-1.194) (-1.575,-2.188)      5.40626
91     -2.53453 -35.77033  -6.93394  -9.90433   5.91113  -9.13236       (-0.950,-0.181) (-37.365,-1.204) (-1.556,-2.173)      5.42031
92     -2.53194 -35.76648  -6.92959  -9.89374   5.90318  -9.12231       (-0.982,-0.187) (-37.379,-1.214) (-1.538,-2.158)      5.43467
93     -2.52935 -35.76264  -6.92524  -9.88315   5.89523  -9.11226       (-1.013,-0.193) (-37.394,-1.223) (-1.520,-2.142)      5.44934
94     -2.52677 -35.75879  -6.92089  -9.87256   5.88728  -9.10221       (-1.044,-0.200) (-37.408,-1.233) (-1.502,-2.127)      5.46431
95     -2.52418 -35.75495  -6.91654  -9.86197   5.87933  -9.09216       (-1.075,-0.206) (-37.422,-1.243) (-1.484,-2.112)      5.47959
96     -2.52160 -35.75110  -6.91218  -9.85138   5.87138  -9.08211       (-1.107,-0.213) (-37.437,-1.253) (-1.466,-2.096)      5.49516
97     -2.51901 -35.74726  -6.90783  -9.84080   5.86343  -9.07205       (-1.138,-0.219) (-37.451,-1.263) (-1.448,-2.081)      5.51104
98     -2.51642 -35.74341  -6.90348  -9.83021   5.85548  -9.06200       (-1.169,-0.225) (-37.465,-1.273) (-1.430,-2.066)      5.52721
99     -2.51384 -35.73956  -6.89913  -9.81962   5.84753  -9.05195       (-1.200,-0.232) (-37.480,-1.283) (-1.412,-2.050)      5.54367
100     -2.51125 -35.73572  -6.89478  -9.80903   5.83958  -9.04190       (-1.232,-0.238) (-37.494,-1.293) (-1.394,-2.035)      5.56042
101     -2.50867 -35.73187  -6.89043  -9.79844   5.83163  -9.03185       (-1.263,-0.244) (-37.509,-1.303) (-1.376,-2.020)      5.57746
102     -2.50608 -35.72803  -6.88608  -9.78785   5.82369  -9.02180       (-1.294,-0.251) (-37.523,-1.313) (-1.358,-2.004)      5.59479
103     -2.50349 -35.72418  -6.88172  -9.77727   5.81574  -9.01175       (-1.325,-0.257) (-37.537,-1.323) (-1.340,-1.989)      5.6124
104     -2.50091 -35.72034  -6.87737  -9.76668   5.80779  -9.00170       (-1.357,-0.264) (-37.552,-1.333) (-1.322,-1.974)      5.62883
105     -2.49832 -35.71649  -6.87302  -9.75609   5.79984  -8.99164       (-1.388,-0.270) (-37.566,-1.343) (-1.304,-1.958)      5.64313
106     -2.49574 -35.71264  -6.86867  -9.74550   5.79189  -8.98159       (-1.419,-0.276) (-37.580,-1.353) (-1.286,-1.943)      5.65772
107     -2.49315 -35.70880  -6.86432  -9.73491   5.78394  -8.97154       (-1.450,-0.283) (-37.595,-1.363) (-1.267,-1.928)      5.67261
108     -2.49056 -35.70495  -6.85997  -9.72432   5.77599  -8.96149       (-1.482,-0.289) (-37.609,-1.373) (-1.249,-1.912)      5.68779
109     -2.48798 -35.70111  -6.85562  -9.71373   5.76804  -8.95144       (-1.513,-0.295) (-37.623,-1.383) (-1.231,-1.897)      5.70327
110     -2.48539 -35.69726  -6.85127  -9.70315   5.76009  -8.94139       (-1.544,-0.302) (-37.638,-1.393) (-1.213,-1.882)      5.71903
111     -2.48281 -35.69342  -6.84691  -9.69256   5.75214  -8.93134       (-1.575,-0.308) (-37.652,-1.403) (-1.195,-1.866)      5.73507
112     -2.48022 -35.68957  -6.84256  -9.68197   5.74419  -8.92129       (-1.607,-0.315) (-37.666,-1.413) (-1.177,-1.851)      5.7514
113     -2.47763 -35.68573  -6.83821  -9.67138   5.73624  -8.91124       (-1.638,-0.321) (-37.681,-1.423) (-1.159,-1.836)      5.76801
114     -2.47505 -35.68188  -6.83386  -9.66079   5.72829  -8.90118       (-1.669,-0.327) (-37.695,-1.433) (-1.141,-1.820)      5.78489
115     -2.47246 -35.67803  -6.82951  -9.65020   5.72034  -8.89113       (-1.700,-0.334) (-37.710,-1.443) (-1.123,-1.805)      5.80205
116     -2.46987 -35.67419  -6.82516  -9.63962   5.71239  -8.88108       (-1.732,-0.340) (-37.724,-1.453) (-1.105,-1.790)      5.81094
117     -2.46729 -35.67034  -6.82081  -9.62903   5.70444  -8.87103       (-1.763,-0.347) (-37.738,-1.463) (-1.087,-1.774)      5.81607
118     -2.46470 -35.66650  -6.81645  -9.61844   5.69649  -8.86098       (-1.794,-0.353) (-37.753,-1.473) (-1.069,-1.759)      5.82152
119     -2.46212 -35.66265  -6.81210  -9.60785   5.68854  -8.85093       (-1.825,-0.359) (-37.767,-1.483) (-1.051,-1.744)      5.82729
120     -2.45953 -35.65881  -6.80775  -9.59726   5.68059  -8.84088       (-1.856,-0.366) (-37.781,-1.493) (-1.033,-1.728)      5.83338
121     -2.45694 -35.65496  -6.80340  -9.58667   5.67264  -8.83083       (-1.888,-0.372) (-37.796,-1.503) (-1.015,-1.713)      5.83978
122     -2.45436 -35.65111  -6.79905  -9.57608   5.66469  -8.82077       (-1.919,-0.378) (-37.810,-1.513) (-0.997,-1.698)      5.84649
123     -2.45177 -35.64727  -6.79470  -9.56550   5.65674  -8.81072       (-1.950,-0.385) (-37.824,-1.523) (-0.978,-1.682)      5.85353
124     -2.44919 -35.64342  -6.79035  -9.55491   5.64879  -8.80067       (-1.981,-0.391) (-37.839,-1.533) (-0.960,-1.667)      5.86087
125     -2.44660 -35.63958  -6.78600  -9.54432   5.64084  -8.79062       (-2.013,-0.398) (-37.853,-1.543) (-0.942,-1.652)      5.86853
126     -2.44401 -35.63573  -6.78164  -9.53373   5.63289  -8.78057       (-2.044,-0.404) (-37.867,-1.553) (-0.924,-1.636)      5.87649
127     -2.44143 -35.63189  -6.77729  -9.52314   5.62494  -8.77052       (-2.075,-0.410) (-37.882,-1.563) (-0.906,-1.621)      5.88477
128     -2.43884 -35.62804  -6.77294  -9.51255   5.61699  -8.76047       (-2.106,-0.417) (-37.896,-1.573) (-0.888,-1.606)      5.89335
129     -2.43626 -35.62419  -6.76859  -9.50197   5.60905  -8.75042       (-2.138,-0.423) (-37.910,-1.583) (-0.870,-1.590)      5.90224
130     -2.43367 -35.62035  -6.76424  -9.49138   5.60110  -8.74037       (-2.169,-0.429) (-37.925,-1.593) (-0.852,-1.575)      5.90755
131     -2.43108 -35.61650  -6.75989  -9.48079   5.59315  -8.73031       (-2.200,-0.436) (-37.939,-1.603) (-0.834,-1.560)      5.91269
132     -2.42850 -35.61266  -6.75554  -9.47020   5.58520  -8.72026       (-2.231,-0.442) (-37.954,-1.612) (-0.816,-1.544)      5.91814
133     -2.42591 -35.60881  -6.75118  -9.45961   5.57725  -8.71021       (-2.263,-0.449) (-37.968,-1.622) (-0.798,-1.529)      5.92391
134     -2.42333 -35.60497  -6.74683  -9.44902   5.56930  -8.70016       (-2.294,-0.455) (-37.982,-1.632) (-0.780,-1.514)      5.92999
135     -2.42074 -35.60112  -6.74248  -9.43843   5.56135  -8.69011       (-2.325,-0.461) (-37.997,-1.642) (-0.762,-1.498)      5.93638
136     -2.41815 -35.59727  -6.73813  -9.42785   5.55340  -8.68006       (-2.356,-0.468) (-38.011,-1.652) (-0.744,-1.483)      5.94308
137     -2.41557 -35.59343  -6.73378  -9.41726   5.54545  -8.67001       (-2.388,-0.474) (-38.025,-1.662) (-0.726,-1.468)      5.95009
138     -2.41298 -35.58958  -6.72943  -9.40667   5.53750  -8.65996       (-2.419,-0.480) (-38.040,-1.672) (-0.708,-1.452)      5.95741
139     -2.41040 -35.58574  -6.72508  -9.39608   5.52955  -8.64990       (-2.450,-0.487) (-38.054,-1.682) (-0.689,-1.437)      5.96504
140     -2.40781 -35.58189  -6.72072  -9.38549   5.52160  -8.63985       (-2.481,-0.493) (-38.068,-1.692) (-0.671,-1.422)      5.97297
141     -2.40522 -35.57805  -6.71637  -9.37490   5.51365  -8.62980       (-2.513,-0.500) (-38.083,-1.702) (-0.653,-1.406)      5.9812
142     -2.40264 -35.57420  -6.71202  -9.36431   5.50570  -8.61975       (-2.544,-0.506) (-38.097,-1.712) (-0.635,-1.391)      5.98974
143     -2.40005 -35.57035  -6.70767  -9.35373   5.49775  -8.60970       (-2.575,-0.512) (-38.111,-1.722) (-0.617,-1.376)      5.99858
144     -2.39747 -35.56651  -6.70332  -9.34314   5.48980  -8.59965       (-2.606,-0.519) (-38.126,-1.732) (-0.599,-1.360)      6.00772
145     -2.39488 -35.56266  -6.69897  -9.33255   5.48185  -8.58960       (-2.638,-0.525) (-38.140,-1.742) (-0.581,-1.345)      6.01716
146     -2.39229 -35.55882  -6.69462  -9.32196   5.47390  -8.57955       (-2.669,-0.531) (-38.155,-1.752) (-0.563,-1.329)      6.0269
147     -2.38971 -35.55497  -6.69027  -9.31137   5.46595  -8.56950       (-2.700,-0.538) (-38.169,-1.762) (-0.545,-1.314)      6.03693
148     -2.38712 -35.55113  -6.68591  -9.30078   5.45800  -8.55944       (-2.731,-0.544) (-38.183,-1.772) (-0.527,-1.299)      6.04726
149     -2.38454 -35.54728  -6.68156  -9.29020   5.45005  -8.54939       (-2.763,-0.551) (-38.198,-1.782) (-0.509,-1.283)      6.05789
150     -2.38195 -35.54343  -6.67721  -9.27961   5.44210  -8.53934       (-2.794,-0.557) (-38.212,-1.792) (-0.491,-1.268)      6.0688
151     -2.37936 -35.53959  -6.67286  -9.26902   5.43415  -8.52929       (-2.825,-0.563) (-38.226,-1.802) (-0.473,-1.253)      6.08001
152     -2.37678 -35.53574  -6.66851  -9.25843   5.42620  -8.51924       (-2.856,-0.570) (-38.241,-1.812) (-0.455,-1.237)      6.0915
153     -2.37419 -35.53190  -6.66416  -9.24784   5.41825  -8.50919       (-2.888,-0.576) (-38.255,-1.822) (-0.437,-1.222)      6.10328
154     -2.37161 -35.52805  -6.65981  -9.23725   5.41030  -8.49914       (-2.919,-0.582) (-38.269,-1.832) (-0.419,-1.207)      6.11535
155     -2.36902 -35.52421  -6.65545  -9.22666   5.40235  -8.48909       (-2.950,-0.589) (-38.284,-1.842) (-0.400,-1.191)      6.1277
156     -2.36643 -35.52036  -6.65110  -9.21608   5.39440  -8.47903       (-2.981,-0.595) (-38.298,-1.852) (-0.382,-1.176)      6.14033
157     -2.36385 -35.51651  -6.64675  -9.20549   5.38646  -8.46898       (-3.013,-0.602) (-38.312,-1.862) (-0.364,-1.161)      6.15324
158     -2.36126 -35.51267  -6.64240  -9.19490   5.37851  -8.45893       (-3.044,-0.608) (-38.327,-1.872) (-0.346,-1.145)      6.16643
159     -2.35868 -35.50882  -6.63805  -9.18431   5.37056  -8.44888       (-3.075,-0.614) (-38.341,-1.882) (-0.328,-1.130)      6.1799
160     -2.35609 -35.50498  -6.63370  -9.17372   5.36261  -8.43883       (-3.106,-0.621) (-38.356,-1.892) (-0.310,-1.115)      6.19364
161     -2.35350 -35.50113  -6.62935  -9.16313   5.35466  -8.42878       (-3.138,-0.627) (-38.370,-1.902) (-0.292,-1.099)      6.20766
162     -2.35092 -35.49729  -6.62500  -9.15255   5.34671  -8.41873       (-3.169,-0.633) (-38.384,-1.912) (-0.274,-1.084)      6.22194
163     -2.34833 -35.49344  -6.62064  -9.14196   5.33876  -8.40868       (-3.200,-0.640) (-38.399,-1.922) (-0.256,-1.069)      6.2365
164     -2.34575 -35.48960  -6.61629  -9.13137   5.33081  -8.39863       (-3.231,-0.646) (-38.413,-1.932) (-0.238,-1.053)      6.25132
165     -2.34316 -35.48575  -6.61194  -9.12078   5.32286  -8.38857       (-3.263,-0.653) (-38.427,-1.942) (-0.220,-1.038)      6.26641
166     -2.34057 -35.48190  -6.60759  -9.11019   5.31491  -8.37852       (-3.294,-0.659) (-38.442,-1.952) (-0.202,-1.023)      6.28176
167     -2.33799 -35.47806  -6.60324  -9.09960   5.30696  -8.36847       (-3.325,-0.665) (-38.456,-1.962) (-0.184,-1.007)      6.29738
168     -2.33540 -35.47421  -6.59889  -9.08901   5.29901  -8.35842       (-3.356,-0.672) (-38.470,-1.972) (-0.166,-0.992)      6.31325
169     -2.33282 -35.47037  -6.59454  -9.07843   5.29106  -8.34837       (-3.388,-0.678) (-38.485,-1.982) (-0.148,-0.977)      6.32938
170     -2.33023 -35.46652  -6.59018  -9.06784   5.28311  -8.33832       (-3.419,-0.684) (-38.499,-1.991) (-0.130,-0.961)      6.34577
171     -2.32764 -35.46268  -6.58583  -9.05725   5.27516  -8.32827       (-3.450,-0.691) (-38.513,-2.001) (-0.111,-0.946)      6.36241
172     -2.32506 -35.45883  -6.58148  -9.04666   5.26721  -8.31822       (-3.481,-0.697) (-38.528,-2.011) (-0.093,-0.931)      6.37931
173     -2.32247 -35.45498  -6.57713  -9.03607   5.25926  -8.30816       (-3.513,-0.704) (-38.542,-2.021) (-0.075,-0.915)      6.39645
174     -2.31989 -35.45114  -6.57278  -9.02548   5.25131  -8.29811       (-3.544,-0.710) (-38.556,-2.031) (-0.057,-0.900)      6.41384
175     -2.31730 -35.44729  -6.56843  -9.01490   5.24336  -8.28806       (-3.575,-0.716) (-38.571,-2.041) (-0.039,-0.885)      6.43148
176     -2.31471 -35.44345  -6.56408  -9.00431   5.23541  -8.27801       (-3.606,-0.723) (-38.585,-2.051) (-0.021,-0.869)      6.44936
177     -2.31213 -35.43960  -6.55973  -8.99372   5.22746  -8.26796       (-3.638,-0.729) (-38.600,-2.061) (-0.003,-0.854)      6.46748
178     -2.30954 -35.43576  -6.55537  -8.98313   5.21951  -8.25791       (-3.654,-38.599) (-0.720,-2.056) (-0.015,-0.854)      6.46753
179     -2.30696 -35.43191  -6.55102  -8.97254   5.21156  -8.24786       (-3.667,-38.595) (-0.709,-2.048) (-0.033,-0.856)      6.4639
180     -2.30437 -35.42806  -6.54667  -8.96195   5.20361  -8.23781       (-3.680,-38.592) (-0.697,-2.040) (-0.051,-0.859)      6.46038
181     -2.30178 -35.42422  -6.54232  -8.95136   5.19566  -8.22776       (-3.693,-38.588) (-0.685,-2.032) (-0.069,-0.862)      6.45697
