Fol_2018-03-05.09_12_26.24_.txt     Output is probe cell, reduced cell, NCDist distance between
0      0.79214  -4.48185   5.20832 -28.00192 -10.02358 -17.17673       (-0.792,-14.423) (-5.274,-2.046) (-1.185,-14.800)      0
1      0.79056  -4.48264   5.20192 -27.98832 -10.01559 -17.17435       (-0.791,-14.436) (-5.273,-2.054) (-1.179,-14.803)      0.0172713
2      0.78897  -4.48344   5.19552 -27.97473 -10.00761 -17.17197       (-0.789,-14.450) (-5.272,-2.062) (-1.172,-14.805)      0.0345426
3      0.78738  -4.48423   5.18912 -27.96114  -9.99962 -17.16959       (-0.787,-14.463) (-5.272,-2.070) (-1.166,-14.807)      0.051814
4      0.78580  -4.48502   5.18272 -27.94755  -9.99163 -17.16722       (-0.786,-14.477) (-5.271,-2.078) (-1.160,-14.810)      0.0690853
5      0.78421  -4.48582   5.17632 -27.93395  -9.98365 -17.16484       (-0.784,-14.491) (-5.270,-2.086) (-1.153,-14.812)      0.0863566
6      0.78263  -4.48661   5.16992 -27.92036  -9.97566 -17.16246       (-0.783,-14.504) (-5.269,-2.094) (-1.147,-14.815)      0.103628
7      0.78104  -4.48740   5.16352 -27.90677  -9.96768 -17.16008       (-0.781,-14.518) (-5.268,-2.102) (-1.140,-14.817)      0.120899
8      0.77945  -4.48819   5.15712 -27.89318  -9.95969 -17.15770       (-0.779,-14.531) (-5.268,-2.110) (-1.134,-14.819)      0.138171
9      0.77787  -4.48899   5.15072 -27.87958  -9.95170 -17.15532       (-0.778,-14.545) (-5.267,-2.118) (-1.128,-14.822)      0.155442
10      0.77628  -4.48978   5.14432 -27.86599  -9.94372 -17.15294       (-0.776,-14.559) (-5.266,-2.126) (-1.121,-14.824)      0.172713
11      0.77470  -4.49057   5.13792 -27.85240  -9.93573 -17.15056       (-0.775,-14.572) (-5.265,-2.134) (-1.115,-14.826)      0.189985
12      0.77311  -4.49137   5.13152 -27.83880  -9.92775 -17.14819       (-0.773,-14.586) (-5.264,-2.142) (-1.108,-14.829)      0.207256
13      0.77152  -4.49216   5.12512 -27.82521  -9.91976 -17.14581       (-0.772,-14.599) (-5.264,-2.150) (-1.102,-14.831)      0.224527
14      0.76994  -4.49295   5.11872 -27.81162  -9.91178 -17.14343       (-0.770,-14.613) (-5.263,-2.158) (-1.096,-14.834)      0.241799
15      0.76835  -4.49375   5.11232 -27.79803  -9.90379 -17.14105       (-0.768,-14.627) (-5.262,-2.166) (-1.089,-14.836)      0.25907
16      0.76677  -4.49454   5.10592 -27.78443  -9.89580 -17.13867       (-0.767,-14.640) (-5.261,-2.174) (-1.083,-14.838)      0.276341
17      0.76518  -4.49533   5.09952 -27.77084  -9.88782 -17.13629       (-0.765,-14.654) (-5.261,-2.182) (-1.076,-14.841)      0.293613
18      0.76360  -4.49612   5.09312 -27.75725  -9.87983 -17.13391       (-0.764,-14.667) (-5.260,-2.190) (-1.070,-14.843)      0.310884
19      0.76201  -4.49692   5.08672 -27.74365  -9.87185 -17.13153       (-0.762,-14.681) (-5.259,-2.197) (-1.064,-14.846)      0.328155
20      0.76042  -4.49771   5.08032 -27.73006  -9.86386 -17.12916       (-0.760,-14.695) (-5.258,-2.205) (-1.057,-14.848)      0.345426
