10PERCENT_2018-03-07.11_26_39.180_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -16.31870   2.01578 -11.84157 -11.85125  -6.13224  -1.32938       (-0.686,-10.522) (-1.329,-9.139) (-7.462,-13.617)      4.44089e-16
1    -16.30369   2.00013 -11.84024 -11.84853  -6.13357  -1.32874       (-0.671,-10.520) (-1.329,-9.169) (-7.462,-13.632)      0.0365443
2    -16.28869   1.98449 -11.83892 -11.84582  -6.13490  -1.32810       (-0.656,-10.518) (-1.328,-9.198) (-7.463,-13.648)      0.0730886
3    -16.27368   1.96884 -11.83760 -11.84311  -6.13623  -1.32745       (-0.641,-10.516) (-1.327,-9.227) (-7.464,-13.663)      0.109633
4    -16.25868   1.95319 -11.83628 -11.84039  -6.13756  -1.32681       (-0.626,-10.514) (-1.327,-9.257) (-7.464,-13.679)      0.146177
5    -16.24367   1.93754 -11.83496 -11.83768  -6.13889  -1.32617       (-0.611,-10.512) (-1.326,-9.286) (-7.465,-13.695)      0.182721
6    -16.22867   1.92190 -11.83364 -11.83496  -6.14022  -1.32552       (-0.596,-10.509) (-1.326,-9.315) (-7.466,-13.710)      0.219266
7    -16.21367   1.90625 -11.83232 -11.83225  -6.14156  -1.32488       (-0.581,-10.507) (-1.325,-9.345) (-7.466,-13.726)      0.25581
8    -16.19866   1.89060 -11.83100 -11.82953  -6.14289  -1.32424       (-0.566,-10.505) (-1.324,-9.374) (-7.467,-13.742)      0.292354
9    -16.18366   1.87495 -11.82968 -11.82682  -6.14422  -1.32359       (-0.551,-10.503) (-1.324,-9.403) (-7.468,-13.757)      0.328899
10    -16.16865   1.85930 -11.82836 -11.82410  -6.14555  -1.32295       (-0.536,-10.501) (-1.323,-9.433) (-7.468,-13.773)      0.365443
11    -16.15365   1.84366 -11.82703 -11.82139  -6.14688  -1.32230       (-0.521,-10.499) (-1.322,-9.462) (-7.469,-13.789)      0.401987
12    -16.13864   1.82801 -11.82571 -11.81867  -6.14821  -1.32166       (-0.506,-10.497) (-1.322,-9.491) (-7.470,-13.804)      0.438531
13    -16.12364   1.81236 -11.82439 -11.81596  -6.14954  -1.32102       (-0.491,-10.495) (-1.321,-9.521) (-7.471,-13.820)      0.475076
14    -16.10864   1.79671 -11.82307 -11.81325  -6.15087  -1.32037       (-0.476,-10.493) (-1.320,-9.550) (-7.471,-13.836)      0.51162
15    -16.09363   1.78106 -11.82175 -11.81053  -6.15220  -1.31973       (-0.461,-10.491) (-1.320,-9.579) (-7.472,-13.851)      0.548164
16    -16.07863   1.76542 -11.82043 -11.80782  -6.15353  -1.31909       (-0.446,-10.489) (-1.319,-9.609) (-7.473,-13.867)      0.584708
17    -16.06362   1.74977 -11.81911 -11.80510  -6.15486  -1.31844       (-0.431,-10.487) (-1.318,-9.638) (-7.473,-13.883)      0.621253
18    -16.04862   1.73412 -11.81779 -11.80239  -6.15619  -1.31780       (-0.416,-10.485) (-1.318,-9.667) (-7.474,-13.898)      0.657797
19    -16.03361   1.71847 -11.81647 -11.79967  -6.15752  -1.31716       (-0.401,-10.483) (-1.317,-9.697) (-7.475,-13.914)      0.694341
20    -16.01861   1.70282 -11.81515 -11.79696  -6.15885  -1.31651       (-0.386,-10.480) (-1.317,-9.726) (-7.475,-13.929)      0.730886
21    -16.00360   1.68718 -11.81382 -11.79424  -6.16019  -1.31587       (-0.371,-10.478) (-1.316,-9.755) (-7.476,-13.945)      0.76743
22    -15.98860   1.67153 -11.81250 -11.79153  -6.16152  -1.31522       (-0.356,-10.476) (-1.315,-9.785) (-7.477,-13.961)      0.803974
23    -15.97360   1.65588 -11.81118 -11.78881  -6.16285  -1.31458       (-0.341,-10.474) (-1.315,-9.814) (-7.477,-13.976)      0.840518
24    -15.95859   1.64023 -11.80986 -11.78610  -6.16418  -1.31394       (-0.326,-10.472) (-1.314,-9.843) (-7.478,-13.992)      0.877063
25    -15.94359   1.62458 -11.80854 -11.78338  -6.16551  -1.31329       (-0.311,-10.470) (-1.313,-9.873) (-7.479,-14.008)      0.913607
26    -15.92858   1.60894 -11.80722 -11.78067  -6.16684  -1.31265       (-0.296,-10.468) (-1.313,-9.902) (-7.479,-14.023)      0.950151
27    -15.91358   1.59329 -11.80590 -11.77796  -6.16817  -1.31201       (-0.281,-10.466) (-1.312,-9.931) (-7.480,-14.039)      0.986696
28    -15.89857   1.57764 -11.80458 -11.77524  -6.16950  -1.31136       (-0.266,-10.464) (-1.311,-9.961) (-7.481,-14.055)      1.02324
29    -15.88357   1.56199 -11.80326 -11.77253  -6.17083  -1.31072       (-0.251,-10.462) (-1.311,-9.990) (-7.482,-14.070)      1.05978
30    -15.86857   1.54634 -11.80194 -11.76981  -6.17216  -1.31008       (-0.236,-10.460) (-1.310,-10.019) (-7.482,-14.086)      1.09633
31    -15.85356   1.53070 -11.80061 -11.76710  -6.17349  -1.30943       (-0.221,-10.458) (-1.309,-10.049) (-7.483,-14.102)      1.13287
32    -15.83856   1.51505 -11.79929 -11.76438  -6.17482  -1.30879       (-0.206,-10.456) (-1.309,-10.078) (-7.484,-14.117)      1.16942
33    -15.82355   1.49940 -11.79797 -11.76167  -6.17615  -1.30814       (-0.191,-10.454) (-1.308,-10.107) (-7.484,-14.133)      1.20596
34    -15.80855   1.48375 -11.79665 -11.75895  -6.17748  -1.30750       (-0.176,-10.451) (-1.308,-10.137) (-7.485,-14.149)      1.24251
35    -15.79354   1.46810 -11.79533 -11.75624  -6.17882  -1.30686       (-0.161,-10.449) (-1.307,-10.166) (-7.486,-14.164)      1.27905
36    -15.77854   1.45246 -11.79401 -11.75352  -6.18015  -1.30621       (-0.146,-10.447) (-1.306,-10.195) (-7.486,-14.180)      1.31559
37    -15.76354   1.43681 -11.79269 -11.75081  -6.18148  -1.30557       (-0.131,-10.445) (-1.306,-10.225) (-7.487,-14.195)      1.35214
38    -15.74853   1.42116 -11.79137 -11.74810  -6.18281  -1.30493       (-0.116,-10.443) (-1.305,-10.254) (-7.488,-14.211)      1.38868
39    -15.73353   1.40551 -11.79005 -11.74538  -6.18414  -1.30428       (-0.101,-10.441) (-1.304,-10.283) (-7.488,-14.227)      1.42523
40    -15.71852   1.38987 -11.78872 -11.74267  -6.18547  -1.30364       (-0.086,-10.439) (-1.304,-10.313) (-7.489,-14.242)      1.46177
41    -15.70352   1.37422 -11.78740 -11.73995  -6.18680  -1.30300       (-0.071,-10.437) (-1.303,-10.342) (-7.490,-14.258)      1.49832
42    -15.68851   1.35857 -11.78608 -11.73724  -6.18813  -1.30235       (-0.056,-10.435) (-1.302,-10.371) (-7.490,-14.274)      1.53486
43    -15.67351   1.34292 -11.78476 -11.73452  -6.18946  -1.30171       (-0.041,-10.433) (-1.302,-10.401) (-7.491,-14.289)      1.5714
44    -15.65851   1.32727 -11.78344 -11.73181  -6.19079  -1.30106       (-0.026,-10.431) (-1.301,-10.430) (-7.492,-14.305)      1.60795
45    -15.64350   1.31163 -11.78212 -11.72909  -6.19212  -1.30042       (-0.011,-10.429) (-1.300,-10.459) (-7.493,-14.321)      1.64449
46    -15.62850   1.29598 -11.78080 -11.72638  -6.19345  -1.29978       (-0.004,-10.430) (-1.296,-7.489) (-10.485,-14.333)      1.67615
47    -15.61349   1.28033 -11.77948 -11.72366  -6.19478  -1.29913       (-0.019,-10.443) (-1.280,-7.475) (-10.499,-14.333)      1.6937
48    -15.59849   1.26468 -11.77816 -11.72095  -6.19611  -1.29849       (-0.034,-10.456) (-1.265,-7.461) (-10.513,-14.334)      1.71167
49    -15.58348   1.24903 -11.77684 -11.71824  -6.19745  -1.29785       (-0.049,-10.469) (-1.249,-7.446) (-10.528,-14.334)      1.73007
50    -15.56848   1.23339 -11.77551 -11.71552  -6.19878  -1.29720       (-0.064,-10.482) (-1.233,-7.432) (-10.542,-14.335)      1.74887
51    -15.55348   1.21774 -11.77419 -11.71281  -6.20011  -1.29656       (-0.079,-10.495) (-1.218,-7.418) (-10.556,-14.336)      1.76806
52    -15.53847   1.20209 -11.77287 -11.71009  -6.20144  -1.29592       (-0.094,-10.508) (-1.202,-7.404) (-10.571,-14.336)      1.78763
53    -15.52347   1.18644 -11.77155 -11.70738  -6.20277  -1.29527       (-0.109,-10.521) (-1.186,-7.389) (-10.585,-14.337)      1.80757
54    -15.50846   1.17079 -11.77023 -11.70466  -6.20410  -1.29463       (-0.124,-10.534) (-1.171,-7.375) (-10.599,-14.338)      1.82787
55    -15.49346   1.15515 -11.76891 -11.70195  -6.20543  -1.29399       (-0.139,-10.547) (-1.155,-7.361) (-10.614,-14.338)      1.84851
56    -15.47845   1.13950 -11.76759 -11.69923  -6.20676  -1.29334       (-0.154,-10.560) (-1.139,-7.346) (-10.628,-14.339)      1.86948
57    -15.46345   1.12385 -11.76627 -11.69652  -6.20809  -1.29270       (-0.169,-10.573) (-1.124,-7.332) (-10.642,-14.340)      1.89078
58    -15.44845   1.10820 -11.76495 -11.69380  -6.20942  -1.29205       (-0.184,-10.586) (-1.108,-7.318) (-10.657,-14.340)      1.91239
