Fol_2018-02-25.13_34_40.29_.txt     Output is probe cell, reduced cell, NCDist distance between
0     32.13638 -484.83585 -677.51238 249.81923 -462.45975 -406.05190       (-217.683,-249.819) (-427.693,-212.641) (-235.017,-156.233)      1.13687e-13
1     31.88631 -484.77865 -677.06944 249.31909 -462.20968 -405.80183       (-217.433,-249.319) (-427.750,-212.891) (-235.460,-156.483)      0.798254
2     31.63624 -484.72145 -676.62650 248.81895 -461.95961 -405.55176       (-217.183,-248.819) (-427.808,-213.141) (-235.903,-156.733)      1.59651
3     31.38617 -484.66425 -676.18357 248.31881 -461.70954 -405.30169       (-216.933,-248.319) (-427.865,-213.391) (-236.345,-156.983)      2.39476
4     31.13610 -484.60705 -675.74063 247.81868 -461.45947 -405.05162       (-216.683,-247.819) (-427.922,-213.641) (-236.788,-157.233)      3.19302
5     30.88603 -484.54986 -675.29769 247.31854 -461.20940 -404.80155       (-216.433,-247.319) (-427.979,-213.891) (-237.231,-157.483)      3.99127
6     30.63596 -484.49266 -674.85475 246.81840 -460.95933 -404.55149       (-216.182,-246.818) (-428.036,-214.141) (-237.674,-157.733)      4.78952
7     30.38589 -484.43546 -674.41181 246.31826 -460.70926 -404.30142       (-215.932,-246.318) (-428.094,-214.391) (-238.117,-157.983)      5.58778
8     30.13582 -484.37826 -673.96887 245.81812 -460.45919 -404.05135       (-215.682,-245.818) (-428.151,-214.641) (-238.560,-158.233)      6.38603
9     29.88575 -484.32106 -673.52593 245.31798 -460.20912 -403.80128       (-215.432,-245.318) (-428.208,-214.891) (-239.003,-158.483)      7.18428
10     29.63568 -484.26386 -673.08300 244.81784 -459.95905 -403.55121       (-215.182,-244.818) (-428.265,-215.141) (-239.446,-158.733)      7.98254
11     29.38561 -484.20666 -672.64006 244.31771 -459.70899 -403.30114       (-214.932,-244.318) (-428.322,-215.391) (-239.889,-158.983)      8.78079
12     29.13554 -484.14946 -672.19712 243.81757 -459.45892 -403.05107       (-214.682,-243.818) (-428.380,-215.641) (-240.332,-159.234)      9.57905
13     28.88547 -484.09226 -671.75418 243.31743 -459.20885 -402.80100       (-214.432,-243.317) (-428.437,-215.891) (-240.775,-159.484)      10.3773
14     28.63541 -484.03506 -671.31124 242.81729 -458.95878 -402.55093       (-214.182,-242.817) (-428.494,-216.141) (-241.218,-159.734)      11.1756
15     28.38534 -483.97786 -670.86830 242.31715 -458.70871 -402.30086       (-213.932,-242.317) (-428.551,-216.392) (-241.661,-159.984)      11.9738
16     28.13527 -483.92066 -670.42536 241.81701 -458.45864 -402.05079       (-213.682,-241.817) (-428.608,-216.642) (-242.104,-160.234)      12.7721
17     27.88520 -483.86346 -669.98242 241.31687 -458.20857 -401.80072       (-213.432,-241.317) (-428.666,-216.892) (-242.547,-160.484)      13.5703
18     27.63513 -483.80626 -669.53949 240.81674 -457.95850 -401.55065       (-213.182,-240.817) (-428.723,-217.142) (-242.990,-160.734)      14.3686
19     27.38506 -483.74906 -669.09655 240.31660 -457.70843 -401.30058       (-212.932,-240.317) (-428.780,-217.392) (-243.432,-160.984)      15.1668
20     27.13499 -483.69186 -668.65361 239.81646 -457.45836 -401.05051       (-212.681,-239.816) (-428.837,-217.642) (-243.875,-161.234)      15.9651
21     26.88492 -483.63466 -668.21067 239.31632 -457.20829 -400.80045       (-212.431,-239.316) (-428.894,-217.892) (-244.318,-161.484)      16.7633
22     26.63485 -483.57746 -667.76773 238.81618 -456.95822 -400.55038       (-212.181,-238.816) (-428.952,-218.142) (-244.761,-161.734)      17.5616
23     26.38478 -483.52026 -667.32479 238.31604 -456.70815 -400.30031       (-211.931,-238.316) (-429.009,-218.392) (-245.204,-161.984)      18.3598
24     26.13471 -483.46306 -666.88185 237.81590 -456.45808 -400.05024       (-211.681,-237.816) (-429.066,-218.642) (-245.647,-162.234)      19.1581
25     25.88464 -483.40586 -666.43891 237.31577 -456.20802 -399.80017       (-211.431,-237.316) (-429.123,-218.892) (-246.090,-162.484)      19.9563
26     25.63457 -483.34866 -665.99598 236.81563 -455.95795 -399.55010       (-211.181,-236.816) (-429.180,-219.142) (-246.533,-162.734)      20.7546
27     25.38450 -483.29146 -665.55304 236.31549 -455.70788 -399.30003       (-210.931,-236.315) (-429.238,-219.392) (-246.976,-162.985)      21.5529
28     25.13444 -483.23426 -665.11010 235.81535 -455.45781 -399.04996       (-210.681,-235.815) (-429.295,-219.642) (-247.419,-163.235)      22.3511
29     24.88437 -483.17706 -664.66716 235.31521 -455.20774 -398.79989       (-210.431,-235.315) (-429.352,-219.893) (-247.862,-163.485)      23.1494
30     24.63430 -483.11986 -664.22422 234.81507 -454.95767 -398.54982       (-210.181,-234.815) (-429.409,-220.143) (-248.305,-163.735)      23.9476
31     24.38423 -483.06266 -663.78128 234.31493 -454.70760 -398.29975       (-209.931,-234.315) (-429.466,-220.393) (-248.748,-163.985)      24.7459
32     24.13416 -483.00546 -663.33834 233.81480 -454.45753 -398.04968       (-209.681,-233.815) (-429.524,-220.643) (-249.191,-164.235)      25.5441
33     23.88409 -482.94826 -662.89541 233.31466 -454.20746 -397.79961       (-209.431,-233.315) (-429.581,-220.893) (-249.634,-164.485)      26.3424
34     23.63402 -482.89106 -662.45247 232.81452 -453.95739 -397.54954       (-209.180,-232.815) (-429.638,-221.143) (-250.077,-164.735)      27.1406
35     23.38395 -482.83386 -662.00953 232.31438 -453.70732 -397.29948       (-208.930,-232.314) (-429.695,-221.393) (-250.519,-164.985)      27.9389
36     23.13388 -482.77666 -661.56659 231.81424 -453.45725 -397.04941       (-208.680,-231.814) (-429.752,-221.643) (-250.962,-165.235)      28.7371
37     22.88381 -482.71946 -661.12365 231.31410 -453.20718 -396.79934       (-208.430,-231.314) (-429.810,-221.893) (-251.405,-165.485)      29.5354
38     22.63374 -482.66226 -660.68071 230.81396 -452.95711 -396.54927       (-208.180,-230.814) (-429.867,-222.143) (-251.848,-165.735)      30.3336
39     22.38367 -482.60506 -660.23777 230.31383 -452.70705 -396.29920       (-207.930,-230.314) (-429.924,-222.393) (-252.291,-165.985)      31.1319
40     22.13360 -482.54786 -659.79483 229.81369 -452.45698 -396.04913       (-207.680,-229.814) (-429.981,-222.643) (-252.734,-166.235)      31.9302
41     21.88353 -482.49066 -659.35190 229.31355 -452.20691 -395.79906       (-207.430,-229.314) (-430.038,-222.893) (-253.177,-166.486)      32.7284
42     21.63347 -482.43346 -658.90896 228.81341 -451.95684 -395.54899       (-207.180,-228.813) (-430.096,-223.143) (-253.620,-166.736)      33.5267
43     21.38340 -482.37626 -658.46602 228.31327 -451.70677 -395.29892       (-206.930,-228.313) (-430.153,-223.393) (-254.063,-166.986)      34.3249
44     21.13333 -482.31906 -658.02308 227.81313 -451.45670 -395.04885       (-206.680,-227.813) (-430.210,-223.644) (-254.506,-167.236)      35.1232
45     20.88326 -482.26186 -657.58014 227.31299 -451.20663 -394.79878       (-206.430,-227.313) (-430.267,-223.894) (-254.949,-167.486)      35.9214
46     20.63319 -482.20466 -657.13720 226.81285 -450.95656 -394.54871       (-206.180,-226.813) (-430.324,-224.144) (-255.392,-167.736)      36.7197
47     20.38312 -482.14746 -656.69426 226.31272 -450.70649 -394.29864       (-205.930,-226.313) (-430.382,-224.394) (-255.835,-167.986)      37.5179
48     20.13305 -482.09026 -656.25132 225.81258 -450.45642 -394.04857       (-205.680,-225.813) (-430.439,-224.644) (-256.278,-168.236)      38.3162
49     19.88298 -482.03306 -655.80839 225.31244 -450.20635 -393.79851       (-205.429,-225.312) (-430.496,-224.894) (-256.721,-168.486)      39.1144
50     19.63291 -481.97586 -655.36545 224.81230 -449.95628 -393.54844       (-205.179,-224.812) (-430.553,-225.144) (-257.164,-168.736)      39.9127
51     19.38284 -481.91866 -654.92251 224.31216 -449.70621 -393.29837       (-204.929,-224.312) (-430.610,-225.394) (-257.606,-168.986)      40.7109
52     19.13277 -481.86146 -654.47957 223.81202 -449.45614 -393.04830       (-204.679,-223.812) (-430.668,-225.644) (-258.049,-169.236)      41.5092
53     18.88270 -481.80426 -654.03663 223.31188 -449.20607 -392.79823       (-204.429,-223.312) (-430.725,-225.894) (-258.492,-169.486)      42.3075
54     18.63263 -481.74706 -653.59369 222.81175 -448.95601 -392.54816       (-204.179,-222.812) (-430.782,-226.144) (-258.935,-169.736)      43.1057
55     18.38256 -481.68986 -653.15075 222.31161 -448.70594 -392.29809       (-203.929,-222.312) (-430.839,-226.394) (-259.378,-169.986)      43.904
56     18.13249 -481.63266 -652.70782 221.81147 -448.45587 -392.04802       (-203.679,-221.811) (-430.896,-226.644) (-259.821,-170.237)      44.7022
57     17.88243 -481.57546 -652.26488 221.31133 -448.20580 -391.79795       (-203.429,-221.311) (-430.954,-226.894) (-260.264,-170.487)      45.5005
58     17.63236 -481.51826 -651.82194 220.81119 -447.95573 -391.54788       (-203.179,-220.811) (-431.011,-227.145) (-260.707,-170.737)      46.2987
59     17.38229 -481.46106 -651.37900 220.31105 -447.70566 -391.29781       (-202.929,-220.311) (-431.068,-227.395) (-261.150,-170.987)      47.097
60     17.13222 -481.40386 -650.93606 219.81091 -447.45559 -391.04774       (-202.679,-219.811) (-431.125,-227.645) (-261.593,-171.237)      47.8952
61     16.88215 -481.34666 -650.49312 219.31078 -447.20552 -390.79767       (-202.429,-219.311) (-431.182,-227.895) (-262.036,-171.487)      48.6935
62     16.63208 -481.28946 -650.05018 218.81064 -446.95545 -390.54760       (-202.179,-218.811) (-431.240,-228.145) (-262.479,-171.737)      49.4917
63     16.38201 -481.23226 -649.60724 218.31050 -446.70538 -390.29753       (-201.928,-218.310) (-431.297,-228.395) (-262.922,-171.987)      50.29
64     16.13194 -481.17506 -649.16431 217.81036 -446.45531 -390.04747       (-201.678,-217.810) (-431.354,-228.645) (-263.365,-172.237)      51.0882
65     15.88187 -481.11786 -648.72137 217.31022 -446.20524 -389.79740       (-201.428,-217.310) (-431.411,-228.895) (-263.808,-172.487)      51.8865
66     15.63180 -481.06066 -648.27843 216.81008 -445.95517 -389.54733       (-201.178,-216.810) (-431.468,-229.145) (-264.251,-172.737)      52.6847
67     15.38173 -481.00346 -647.83549 216.30994 -445.70510 -389.29726       (-200.928,-216.310) (-431.526,-229.395) (-264.694,-172.987)      53.483
68     15.13166 -480.94626 -647.39255 215.80981 -445.45504 -389.04719       (-200.678,-215.810) (-431.583,-229.645) (-265.136,-173.237)      54.2813
69     14.88159 -480.88906 -646.94961 215.30967 -445.20497 -388.79712       (-200.428,-215.310) (-431.640,-229.895) (-265.579,-173.487)      55.0795
70     14.63152 -480.83186 -646.50667 214.80953 -444.95490 -388.54705       (-200.178,-214.810) (-431.697,-230.145) (-266.022,-173.738)      55.8778
71     14.38146 -480.77466 -646.06373 214.30939 -444.70483 -388.29698       (-199.928,-214.309) (-431.754,-230.395) (-266.465,-173.988)      56.676
72     14.13139 -480.71746 -645.62080 213.80925 -444.45476 -388.04691       (-199.678,-213.809) (-431.812,-230.646) (-266.908,-174.238)      57.4743
73     13.88132 -480.66026 -645.17786 213.30911 -444.20469 -387.79684       (-199.428,-213.309) (-431.869,-230.896) (-267.351,-174.488)      58.2725
74     13.63125 -480.60306 -644.73492 212.80897 -443.95462 -387.54677       (-199.178,-212.809) (-431.926,-231.146) (-267.794,-174.738)      59.0708
75     13.38118 -480.54586 -644.29198 212.30884 -443.70455 -387.29670       (-198.928,-212.309) (-431.983,-231.396) (-268.237,-174.988)      59.869
76     13.13111 -480.48866 -643.84904 211.80870 -443.45448 -387.04663       (-198.678,-211.809) (-432.040,-231.646) (-268.680,-175.238)      60.6673
77     12.88104 -480.43146 -643.40610 211.30856 -443.20441 -386.79656       (-198.428,-211.309) (-432.098,-231.896) (-269.123,-175.488)      61.4655
78     12.63097 -480.37426 -642.96316 210.80842 -442.95434 -386.54650       (-198.177,-210.808) (-432.155,-232.146) (-269.566,-175.738)      62.2638
79     12.38090 -480.31706 -642.52023 210.30828 -442.70427 -386.29643       (-197.927,-210.308) (-432.212,-232.396) (-270.009,-175.988)      63.062
80     12.13083 -480.25986 -642.07729 209.80814 -442.45420 -386.04636       (-197.677,-209.808) (-432.269,-232.646) (-270.452,-176.238)      63.8603
81     11.88076 -480.20266 -641.63435 209.30800 -442.20413 -385.79629       (-197.427,-209.308) (-432.326,-232.896) (-270.895,-176.488)      64.6586
82     11.63069 -480.14546 -641.19141 208.80787 -441.95407 -385.54622       (-197.177,-208.808) (-432.384,-233.146) (-271.338,-176.738)      65.4568
83     11.38062 -480.08826 -640.74847 208.30773 -441.70400 -385.29615       (-196.927,-208.308) (-432.441,-233.396) (-271.781,-176.988)      66.2551
84     11.13055 -480.03106 -640.30553 207.80759 -441.45393 -385.04608       (-196.677,-207.808) (-432.498,-233.646) (-272.223,-177.238)      67.0533
85     10.88049 -479.97386 -639.86259 207.30745 -441.20386 -384.79601       (-196.427,-207.307) (-432.555,-233.896) (-272.666,-177.489)      67.8516
86     10.63042 -479.91666 -639.41965 206.80731 -440.95379 -384.54594       (-196.177,-206.807) (-432.612,-234.146) (-273.109,-177.739)      68.6498
87     10.38035 -479.85946 -638.97672 206.30717 -440.70372 -384.29587       (-195.927,-206.307) (-432.670,-234.397) (-273.552,-177.989)      69.4481
88     10.13028 -479.80226 -638.53378 205.80703 -440.45365 -384.04580       (-195.677,-205.807) (-432.727,-234.647) (-273.995,-178.239)      70.2463
89      9.88021 -479.74506 -638.09084 205.30690 -440.20358 -383.79573       (-195.427,-205.307) (-432.784,-234.897) (-274.438,-178.489)      71.0446
90      9.63014 -479.68786 -637.64790 204.80676 -439.95351 -383.54566       (-195.177,-204.807) (-432.841,-235.147) (-274.881,-178.739)      71.4635
91      9.38007 -479.63066 -637.20496 204.30662 -439.70344 -383.29559       (-194.927,-204.307) (-432.898,-235.397) (-275.324,-178.989)      71.6448
92      9.13000 -479.57346 -636.76202 203.80648 -439.45337 -383.04553       (-194.676,-203.806) (-432.956,-235.647) (-275.767,-179.239)      71.8345
93      8.87993 -479.51626 -636.31908 203.30634 -439.20330 -382.79546       (-194.426,-203.306) (-433.013,-235.897) (-276.210,-179.489)      72.0326
94      8.62986 -479.45906 -635.87614 202.80620 -438.95323 -382.54539       (-194.176,-202.806) (-433.070,-236.147) (-276.653,-179.739)      72.2389
95      8.37979 -479.40186 -635.43321 202.30606 -438.70316 -382.29532       (-193.926,-202.306) (-433.127,-236.397) (-277.096,-179.989)      72.4535
96      8.12972 -479.34466 -634.99027 201.80592 -438.45309 -382.04525       (-193.676,-201.806) (-433.184,-236.647) (-277.539,-180.239)      72.6762
97      7.87965 -479.28746 -634.54733 201.30579 -438.20303 -381.79518       (-193.426,-201.306) (-433.242,-236.897) (-277.982,-180.489)      72.907
98      7.62958 -479.23026 -634.10439 200.80565 -437.95296 -381.54511       (-193.176,-200.806) (-433.299,-237.147) (-278.425,-180.739)      73.1457
99      7.37951 -479.17306 -633.66145 200.30551 -437.70289 -381.29504       (-192.926,-200.306) (-433.356,-237.397) (-278.868,-180.990)      73.3923
