2BOUNDS_2018-03-07.14_56_53.922_.txt     Output is probe cell, reduced cell, NCDist distance between
0      1.56943   8.79639   7.05646 -50.24509 -46.06964 -15.07463       (-13.503,-1.569) (-31.957,-0.621) (-3.918,-2.518)      7.10543e-15
1      1.55434   8.78696   7.04687 -50.19637 -46.05551 -15.06346       (-13.508,-1.554) (-31.962,-0.657) (-3.938,-2.510)      0.0454156
2      1.53925   8.77754   7.03729 -50.14764 -46.04138 -15.05230       (-13.512,-1.539) (-31.967,-0.693) (-3.959,-2.503)      0.0908312
3      1.52416   8.76811   7.02771 -50.09892 -46.02726 -15.04113       (-13.517,-1.524) (-31.972,-0.730) (-3.979,-2.495)      0.136247
4      1.50908   8.75868   7.01812 -50.05020 -46.01313 -15.02996       (-13.522,-1.509) (-31.977,-0.766) (-4.000,-2.487)      0.181662
5      1.49399   8.74926   7.00854 -50.00147 -45.99900 -15.01879       (-13.526,-1.494) (-31.982,-0.802) (-4.021,-2.480)      0.227078
6      1.47890   8.73983   6.99895 -49.95275 -45.98487 -15.00762       (-13.531,-1.479) (-31.987,-0.838) (-4.041,-2.472)      0.272493
7      1.46381   8.73040   6.98937 -49.90402 -45.97075 -14.99646       (-13.536,-1.464) (-31.992,-0.874) (-4.062,-2.464)      0.317909
8      1.44873   8.72098   6.97978 -49.85530 -45.95662 -14.98529       (-13.540,-1.449) (-31.997,-0.910) (-4.082,-2.457)      0.363325
9      1.43364   8.71155   6.97020 -49.80657 -45.94249 -14.97412       (-13.545,-1.434) (-32.002,-0.946) (-4.103,-2.449)      0.40874
10      1.41855   8.70212   6.96062 -49.75785 -45.92837 -14.96295       (-13.550,-1.419) (-32.007,-0.982) (-4.124,-2.441)      0.454156
11      1.40346   8.69269   6.95103 -49.70912 -45.91424 -14.95178       (-13.554,-1.403) (-32.012,-1.019) (-4.144,-2.434)      0.499571
12      1.38838   8.68327   6.94145 -49.66040 -45.90011 -14.94061       (-13.559,-1.388) (-32.017,-1.055) (-4.165,-2.426)      0.544987
13      1.37329   8.67384   6.93186 -49.61168 -45.88599 -14.92945       (-13.564,-1.373) (-32.022,-1.091) (-4.185,-2.418)      0.590403
14      1.35820   8.66441   6.92228 -49.56295 -45.87186 -14.91828       (-13.568,-1.358) (-32.027,-1.127) (-4.206,-2.411)      0.635818
15      1.34311   8.65499   6.91269 -49.51423 -45.85773 -14.90711       (-13.573,-1.343) (-32.032,-1.163) (-4.226,-2.403)      0.681234
16      1.32803   8.64556   6.90311 -49.46550 -45.84360 -14.89594       (-13.578,-1.328) (-32.037,-1.199) (-4.247,-2.395)      0.726649
17      1.31294   8.63613   6.89353 -49.41678 -45.82948 -14.88477       (-13.582,-1.313) (-32.042,-1.235) (-4.268,-2.387)      0.772065
18      1.29785   8.62671   6.88394 -49.36805 -45.81535 -14.87360       (-13.587,-1.298) (-32.047,-1.271) (-4.288,-2.380)      0.81748
19      1.28276   8.61728   6.87436 -49.31933 -45.80122 -14.86244       (-13.592,-1.283) (-32.053,-1.308) (-4.309,-2.372)      0.835255
20      1.26768   8.60785   6.86477 -49.27060 -45.78710 -14.85127       (-13.596,-1.268) (-32.058,-1.344) (-4.329,-2.364)      0.825217
21      1.25259   8.59842   6.85519 -49.22188 -45.77297 -14.84010       (-13.601,-1.253) (-32.063,-1.380) (-4.350,-2.357)      0.817581
22      1.23750   8.58900   6.84561 -49.17316 -45.75884 -14.82893       (-13.606,-1.237) (-32.068,-1.416) (-4.371,-2.349)      0.812416
23      1.22241   8.57957   6.83602 -49.12443 -45.74471 -14.81776       (-13.610,-1.222) (-32.073,-1.452) (-4.391,-2.341)      0.80977
24      1.20732   8.57014   6.82644 -49.07571 -45.73059 -14.80660       (-13.615,-1.207) (-32.078,-1.488) (-4.412,-2.334)      0.809666
25      1.19224   8.56072   6.81685 -49.02698 -45.71646 -14.79543       (-13.620,-1.192) (-32.083,-1.524) (-4.432,-2.326)      0.812106
26      1.17715   8.55129   6.80727 -48.97826 -45.70233 -14.78426       (-13.625,-1.177) (-32.088,-1.560) (-4.453,-2.318)      0.817066
27      1.16206   8.54186   6.79768 -48.92953 -45.68821 -14.77309       (-13.629,-1.162) (-32.093,-1.596) (-4.474,-2.311)      0.824503
28      1.14697   8.53243   6.78810 -48.88081 -45.67408 -14.76192       (-13.634,-1.147) (-32.098,-1.633) (-4.494,-2.303)      0.834348
29      1.13189   8.52301   6.77852 -48.83209 -45.65995 -14.75075       (-13.639,-1.132) (-32.103,-1.669) (-4.515,-2.295)      0.846519
30      1.11680   8.51358   6.76893 -48.78336 -45.64583 -14.73959       (-13.643,-1.117) (-32.108,-1.705) (-4.535,-2.288)      0.860916
31      1.10171   8.50415   6.75935 -48.73464 -45.63170 -14.72842       (-13.648,-1.102) (-32.113,-1.741) (-4.556,-2.280)      0.877431
32      1.08662   8.49473   6.74976 -48.68591 -45.61757 -14.71725       (-13.653,-1.087) (-32.118,-1.777) (-4.577,-2.272)      0.895945
33      1.07154   8.48530   6.74018 -48.63719 -45.60344 -14.70608       (-13.657,-1.072) (-32.123,-1.813) (-4.597,-2.265)      0.916338
34      1.05645   8.47587   6.73060 -48.58846 -45.58932 -14.69491       (-13.662,-1.056) (-32.128,-1.849) (-4.618,-2.257)      0.938488
35      1.04136   8.46645   6.72101 -48.53974 -45.57519 -14.68375       (-13.667,-1.041) (-32.133,-1.885) (-4.638,-2.249)      0.962272
36      1.02627   8.45702   6.71143 -48.49101 -45.56106 -14.67258       (-13.671,-1.026) (-32.138,-1.922) (-4.659,-2.241)      0.987573
37      1.01119   8.44759   6.70184 -48.44229 -45.54694 -14.66141       (-13.676,-1.011) (-32.143,-1.958) (-4.679,-2.234)      1.01428
38      0.99610   8.43816   6.69226 -48.39357 -45.53281 -14.65024       (-13.681,-0.996) (-32.148,-1.994) (-4.700,-2.226)      1.04228
39      0.98101   8.42874   6.68267 -48.34484 -45.51868 -14.63907       (-13.685,-0.981) (-32.153,-2.030) (-4.721,-2.218)      1.07147
40      0.96592   8.41931   6.67309 -48.29612 -45.50456 -14.62790       (-13.690,-0.966) (-32.158,-2.066) (-4.741,-2.211)      1.10177
41      0.95084   8.40988   6.66351 -48.24739 -45.49043 -14.61674       (-13.695,-0.951) (-32.163,-2.102) (-4.762,-2.203)      1.13307
42      0.93575   8.40046   6.65392 -48.19867 -45.47630 -14.60557       (-13.699,-0.936) (-32.168,-2.138) (-4.782,-2.195)      1.1653
43      0.92066   8.39103   6.64434 -48.14994 -45.46217 -14.59440       (-13.704,-0.921) (-32.173,-2.174) (-4.803,-2.188)      1.19839
44      0.90557   8.38160   6.63475 -48.10122 -45.44805 -14.58323       (-13.709,-0.906) (-32.179,-2.211) (-4.824,-2.180)      1.23226
45      0.89049   8.37217   6.62517 -48.05250 -45.43392 -14.57206       (-13.713,-0.890) (-32.184,-2.247) (-4.844,-2.172)      1.26686
46      0.87540   8.36275   6.61558 -48.00377 -45.41979 -14.56090       (-13.718,-0.875) (-32.189,-2.283) (-4.865,-2.165)      1.30212
47      0.86031   8.35332   6.60600 -47.95505 -45.40567 -14.54973       (-13.723,-0.860) (-32.194,-2.319) (-4.885,-2.157)      1.33799
48      0.84522   8.34389   6.59642 -47.90632 -45.39154 -14.53856       (-13.727,-0.845) (-32.199,-2.355) (-4.906,-2.149)      1.37443
49      0.83013   8.33447   6.58683 -47.85760 -45.37741 -14.52739       (-13.732,-0.830) (-32.204,-2.391) (-4.927,-2.142)      1.41139
50      0.81505   8.32504   6.57725 -47.80887 -45.36328 -14.51622       (-13.737,-0.815) (-32.209,-2.427) (-4.947,-2.134)      1.44883
51      0.79996   8.31561   6.56766 -47.76015 -45.34916 -14.50505       (-13.741,-0.800) (-32.214,-2.463) (-4.968,-2.126)      1.48671
52      0.78487   8.30619   6.55808 -47.71142 -45.33503 -14.49389       (-13.746,-0.785) (-32.219,-2.499) (-4.988,-2.118)      1.52501
53      0.76978   8.29676   6.54850 -47.66270 -45.32090 -14.48272       (-13.751,-0.770) (-32.224,-2.536) (-5.009,-2.111)      1.56369
54      0.75470   8.28733   6.53891 -47.61398 -45.30678 -14.47155       (-13.755,-0.755) (-32.229,-2.572) (-5.030,-2.103)      1.60272
55      0.73961   8.27790   6.52933 -47.56525 -45.29265 -14.46038       (-13.760,-0.740) (-32.234,-2.608) (-5.050,-2.095)      1.64208
56      0.72452   8.26848   6.51974 -47.51653 -45.27852 -14.44921       (-13.765,-0.725) (-32.239,-2.644) (-5.071,-2.088)      1.68174
57      0.70943   8.25905   6.51016 -47.46780 -45.26440 -14.43805       (-13.769,-0.709) (-32.244,-2.680) (-5.091,-2.080)      1.72169
58      0.69435   8.24962   6.50057 -47.41908 -45.25027 -14.42688       (-13.774,-0.694) (-32.249,-2.716) (-5.112,-2.072)      1.7619
59      0.67926   8.24020   6.49099 -47.37035 -45.23614 -14.41571       (-13.779,-0.679) (-32.254,-2.752) (-5.132,-2.065)      1.80236
60      0.66417   8.23077   6.48141 -47.32163 -45.22201 -14.40454       (-13.783,-0.664) (-32.259,-2.788) (-5.153,-2.057)      1.84305
61      0.64908   8.22134   6.47182 -47.27290 -45.20789 -14.39337       (-13.788,-0.649) (-32.264,-2.825) (-5.174,-2.049)      1.88396
62      0.63400   8.21191   6.46224 -47.22418 -45.19376 -14.38220       (-13.793,-0.634) (-32.269,-2.861) (-5.194,-2.042)      1.92507
63      0.61891   8.20249   6.45265 -47.17546 -45.17963 -14.37104       (-13.797,-0.619) (-32.274,-2.897) (-5.215,-2.034)      1.94096
64      0.60382   8.19306   6.44307 -47.12673 -45.16551 -14.35987       (-13.802,-0.604) (-32.279,-2.933) (-5.235,-2.026)      1.95232
65      0.58873   8.18363   6.43349 -47.07801 -45.15138 -14.34870       (-13.807,-0.589) (-32.284,-2.969) (-5.256,-2.019)      1.96467
66      0.57365   8.17421   6.42390 -47.02928 -45.13725 -14.33753       (-13.811,-0.574) (-32.289,-3.005) (-5.277,-2.011)      1.97798
67      0.55856   8.16478   6.41432 -46.98056 -45.12313 -14.32636       (-13.816,-0.559) (-32.294,-3.041) (-5.297,-2.003)      1.99223
68      0.54347   8.15535   6.40473 -46.93183 -45.10900 -14.31519       (-13.821,-0.543) (-32.300,-3.077) (-5.318,-1.996)      2.00742
69      0.52838   8.14593   6.39515 -46.88311 -45.09487 -14.30403       (-13.825,-0.528) (-32.305,-3.114) (-5.338,-1.988)      2.02351
70      0.51329   8.13650   6.38556 -46.83439 -45.08074 -14.29286       (-13.830,-0.513) (-32.310,-3.150) (-5.359,-1.980)      2.04048
71      0.49821   8.12707   6.37598 -46.78566 -45.06662 -14.28169       (-13.835,-0.498) (-32.315,-3.186) (-5.380,-1.972)      2.05831
72      0.48312   8.11764   6.36640 -46.73694 -45.05249 -14.27052       (-13.839,-0.483) (-32.320,-3.222) (-5.400,-1.965)      2.07699
73      0.46803   8.10822   6.35681 -46.68821 -45.03836 -14.25935       (-13.844,-0.468) (-32.325,-3.258) (-5.421,-1.957)      2.09648
74      0.45294   8.09879   6.34723 -46.63949 -45.02424 -14.24819       (-13.849,-0.453) (-32.330,-3.294) (-5.441,-1.949)      2.11677
75      0.43786   8.08936   6.33764 -46.59076 -45.01011 -14.23702       (-13.853,-0.438) (-32.335,-3.330) (-5.462,-1.942)      2.13783
76      0.42277   8.07994   6.32806 -46.54204 -44.99598 -14.22585       (-13.858,-0.423) (-32.340,-3.366) (-5.483,-1.934)      2.15964
77      0.40768   8.07051   6.31847 -46.49331 -44.98185 -14.21468       (-13.863,-0.408) (-32.345,-3.402) (-5.503,-1.926)      2.18218
78      0.39259   8.06108   6.30889 -46.44459 -44.96773 -14.20351       (-13.867,-0.393) (-32.350,-3.439) (-5.524,-1.919)      2.20542
79      0.37751   8.05165   6.29931 -46.39587 -44.95360 -14.19234       (-13.872,-0.378) (-32.355,-3.475) (-5.544,-1.911)      2.22935
80      0.36242   8.04223   6.28972 -46.34714 -44.93947 -14.18118       (-13.877,-0.362) (-32.360,-3.511) (-5.565,-1.903)      2.25393
