10PERCENT_2018-03-07.11_27_31.755_.txt     Output is probe cell, reduced cell, NCDist distance between
0      0.18991  -4.68613 -19.65148   1.23440 -14.01692   2.15235       (-0.192,-8.195) (-0.002,-2.940) (-5.537,-2.151)      1.06581e-14
1      0.18757  -4.68163 -19.63475   1.22762 -14.01109   2.15019       (-0.194,-8.210) (-0.006,-2.961) (-5.522,-2.144)      0.0310062
2      0.18523  -4.67713 -19.61803   1.22084 -14.00526   2.14803       (-0.196,-8.224) (-0.011,-2.982) (-5.506,-2.137)      0.0620125
3      0.18288  -4.67263 -19.60130   1.21406 -13.99944   2.14588       (-0.198,-8.239) (-0.015,-3.003) (-5.491,-2.131)      0.0930187
4      0.18054  -4.66813 -19.58457   1.20728 -13.99361   2.14372       (-0.200,-8.254) (-0.020,-3.024) (-5.475,-2.124)      0.124025
5      0.17820  -4.66363 -19.56784   1.20050 -13.98778   2.14157       (-0.202,-8.268) (-0.024,-3.045) (-5.460,-2.117)      0.155031
6      0.17585  -4.65913 -19.55112   1.19373 -13.98195   2.13941       (-0.204,-8.283) (-0.029,-3.065) (-5.444,-2.111)      0.186037
7      0.17351  -4.65463 -19.53439   1.18695 -13.97613   2.13725       (-0.207,-8.298) (-0.033,-3.086) (-5.428,-2.104)      0.217044
8      0.17117  -4.65013 -19.51766   1.18017 -13.97030   2.13510       (-0.209,-8.312) (-0.038,-3.107) (-5.413,-2.097)      0.24805
9      0.16882  -4.64563 -19.50093   1.17339 -13.96447   2.13294       (-0.211,-8.327) (-0.042,-3.128) (-5.397,-2.091)      0.279056
10      0.16648  -4.64114 -19.48420   1.16661 -13.95864   2.13078       (-0.213,-8.341) (-0.047,-3.149) (-5.382,-2.084)      0.310062
11      0.16414  -4.63664 -19.46748   1.15983 -13.95282   2.12863       (-0.215,-8.356) (-0.051,-3.170) (-5.366,-2.078)      0.341069
12      0.16180  -4.63214 -19.45075   1.15305 -13.94699   2.12647       (-0.217,-8.371) (-0.056,-3.191) (-5.350,-2.071)      0.372075
