2BOUNDS_2018-03-07.14_22_25.79_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -18.86421 -64.67863 -30.45699  13.84051  -6.85083 -19.80105       (-22.577,-5.822) (-42.819,-5.961) (-26.744,-1.029)      2.16103e-14
1    -18.86793 -64.65675 -30.45327  13.82083  -6.84994 -19.78226       (-22.594,-5.840) (-42.856,-5.961) (-26.727,-1.009)      0.0512376
2    -18.87164 -64.63487 -30.44956  13.80115  -6.84905 -19.76347       (-22.611,-5.859) (-42.892,-5.962) (-26.710,-0.990)      0.102475
3    -18.87536 -64.61299 -30.44584  13.78147  -6.84815 -19.74468       (-22.628,-5.878) (-42.928,-5.963) (-26.694,-0.970)      0.153713
4    -18.87908 -64.59111 -30.44212  13.76179  -6.84726 -19.72589       (-22.644,-5.897) (-42.964,-5.964) (-26.677,-0.950)      0.20495
5    -18.88279 -64.56923 -30.43841  13.74211  -6.84637 -19.70710       (-22.661,-5.916) (-43.001,-5.965) (-26.660,-0.931)      0.256188
6    -18.88651 -64.54735 -30.43469  13.72242  -6.84548 -19.68831       (-22.678,-5.934) (-43.037,-5.966) (-26.643,-0.911)      0.307426
7    -18.89023 -64.52547 -30.43097  13.70274  -6.84459 -19.66952       (-22.695,-5.953) (-43.073,-5.967) (-26.626,-0.891)      0.358663
8    -18.89394 -64.50358 -30.42726  13.68306  -6.84370 -19.65073       (-22.712,-5.972) (-43.109,-5.968) (-26.609,-0.872)      0.409901
9    -18.89766 -64.48170 -30.42354  13.66338  -6.84281 -19.63193       (-22.729,-5.991) (-43.146,-5.969) (-26.592,-0.852)      0.461138
10    -18.90138 -64.45982 -30.41982  13.64370  -6.84192 -19.61314       (-22.746,-6.010) (-43.182,-5.969) (-26.576,-0.832)      0.512376
11    -18.90509 -64.43794 -30.41611  13.62401  -6.84103 -19.59435       (-22.762,-6.028) (-43.218,-5.970) (-26.559,-0.813)      0.563614
12    -18.90881 -64.41606 -30.41239  13.60433  -6.84013 -19.57556       (-22.779,-6.047) (-43.255,-5.971) (-26.542,-0.793)      0.614851
13    -18.91253 -64.39418 -30.40867  13.58465  -6.83924 -19.55677       (-22.796,-6.066) (-43.291,-5.972) (-26.525,-0.773)      0.666089
14    -18.91624 -64.37230 -30.40496  13.56497  -6.83835 -19.53798       (-22.813,-6.085) (-43.327,-5.973) (-26.508,-0.754)      0.717326
15    -18.91996 -64.35042 -30.40124  13.54529  -6.83746 -19.51919       (-22.830,-6.104) (-43.363,-5.974) (-26.491,-0.734)      0.768564
16    -18.92367 -64.32853 -30.39752  13.52560  -6.83657 -19.50040       (-22.847,-6.122) (-43.400,-5.975) (-26.474,-0.714)      0.819802
17    -18.92739 -64.30665 -30.39381  13.50592  -6.83568 -19.48161       (-22.864,-6.141) (-43.436,-5.976) (-26.458,-0.695)      0.871039
18    -18.93111 -64.28477 -30.39009  13.48624  -6.83479 -19.46282       (-22.880,-6.160) (-43.472,-5.977) (-26.441,-0.675)      0.922277
19    -18.93482 -64.26289 -30.38637  13.46656  -6.83390 -19.44403       (-22.897,-6.179) (-43.508,-5.977) (-26.424,-0.655)      0.973514
20    -18.93854 -64.24101 -30.38266  13.44688  -6.83300 -19.42524       (-22.914,-6.197) (-43.545,-5.978) (-26.407,-0.636)      1.02475
