10PERCENT_2018-03-07.11_27_51.981_.txt     Output is probe cell, reduced cell, NCDist distance between
0      0.46140   3.57647  -9.02151 -29.98115   3.79021 -37.19082       (-13.864,-0.461) (-0.057,-4.038) (-4.252,-28.654)      7.10543e-15
1      0.44706   3.57284  -9.01673 -29.95160   3.78237 -37.18228       (-13.900,-0.447) (-0.111,-4.020) (-4.229,-28.695)      0.0836428
2      0.43272   3.56920  -9.01196 -29.92205   3.77454 -37.17373       (-13.936,-0.433) (-0.165,-4.002) (-4.207,-28.737)      0.167286
3      0.41838   3.56556  -9.00718 -29.89250   3.76670 -37.16519       (-13.973,-0.418) (-0.219,-3.984) (-4.185,-28.779)      0.250928
4      0.40404   3.56192  -9.00241 -29.86295   3.75886 -37.15664       (-14.009,-0.404) (-0.273,-3.966) (-4.163,-28.821)      0.334571
5      0.38970   3.55829  -8.99763 -29.83340   3.75103 -37.14810       (-14.046,-0.390) (-0.326,-3.948) (-4.141,-28.862)      0.418214
6      0.37536   3.55465  -8.99286 -29.80385   3.74319 -37.13955       (-14.082,-0.375) (-0.380,-3.930) (-4.119,-28.904)      0.501857
7      0.36102   3.55101  -8.98808 -29.77431   3.73536 -37.13100       (-14.118,-0.361) (-0.434,-3.912) (-4.096,-28.946)      0.5855
8      0.34668   3.54738  -8.98331 -29.74476   3.72752 -37.12246       (-14.155,-0.347) (-0.488,-3.894) (-4.074,-28.988)      0.669143
9      0.33235   3.54374  -8.97853 -29.71521   3.71968 -37.11391       (-14.191,-0.332) (-0.542,-3.876) (-4.052,-29.029)      0.752785
10      0.31801   3.54010  -8.97376 -29.68566   3.71185 -37.10537       (-14.228,-0.318) (-0.596,-3.858) (-4.030,-29.071)      0.836428
11      0.30367   3.53647  -8.96899 -29.65611   3.70401 -37.09682       (-14.264,-0.304) (-0.650,-3.840) (-4.008,-29.113)      0.920071
12      0.28933   3.53283  -8.96421 -29.62656   3.69618 -37.08828       (-14.301,-0.289) (-0.704,-3.822) (-3.986,-29.155)      1.00371
13      0.27499   3.52919  -8.95944 -29.59701   3.68834 -37.07973       (-14.337,-0.275) (-0.758,-3.804) (-3.963,-29.196)      1.08736
14      0.26065   3.52555  -8.95466 -29.56746   3.68051 -37.07118       (-14.373,-0.261) (-0.812,-3.786) (-3.941,-29.238)      1.171
15      0.24631   3.52192  -8.94989 -29.53791   3.67267 -37.06264       (-14.410,-0.246) (-0.866,-3.768) (-3.919,-29.280)      1.25464
16      0.23197   3.51828  -8.94511 -29.50836   3.66483 -37.05409       (-14.446,-0.232) (-0.920,-3.750) (-3.897,-29.322)      1.33829
17      0.21763   3.51464  -8.94034 -29.47881   3.65700 -37.04555       (-14.483,-0.218) (-0.973,-3.732) (-3.875,-29.363)      1.42193
18      0.20329   3.51101  -8.93556 -29.44926   3.64916 -37.03700       (-14.519,-0.203) (-1.027,-3.714) (-3.852,-29.405)      1.50557
19      0.18895   3.50737  -8.93079 -29.41971   3.64133 -37.02846       (-14.555,-0.189) (-1.081,-3.696) (-3.830,-29.447)      1.58921
20      0.17461   3.50373  -8.92601 -29.39016   3.63349 -37.01991       (-14.592,-0.175) (-1.135,-3.678) (-3.808,-29.489)      1.67286
21      0.16027   3.50010  -8.92124 -29.36061   3.62565 -37.01136       (-14.628,-0.160) (-1.189,-3.660) (-3.786,-29.530)      1.7565
22      0.14593   3.49646  -8.91646 -29.33107   3.61782 -37.00282       (-14.665,-0.146) (-1.243,-3.642) (-3.764,-29.572)      1.84014
23      0.13159   3.49282  -8.91169 -29.30152   3.60998 -36.99427       (-14.701,-0.132) (-1.297,-3.624) (-3.742,-29.614)      1.92378
