2BOUNDS_2018-03-07.14_47_11.691_.txt     Output is probe cell, reduced cell, NCDist distance between
0      9.05086  10.72326  12.93234 -57.11222 -32.18094 -42.15630       (-15.055,-13.331) (-0.085,-1.672) (-1.062,-7.378)      0
1      9.03442  10.71085  12.90432 -57.05612 -32.14881 -42.12745       (-15.148,-13.348) (-0.158,-1.676) (-1.018,-7.358)      0.129166
2      9.01797  10.69845  12.87631 -57.00001 -32.11669 -42.09859       (-15.241,-13.364) (-0.231,-1.680) (-0.973,-7.337)      0.258333
3      9.00153  10.68604  12.84829 -56.94391 -32.08456 -42.06974       (-15.334,-13.381) (-0.304,-1.685) (-0.929,-7.317)      0.387499
4      8.98508  10.67363  12.82028 -56.88780 -32.05243 -42.04088       (-15.427,-13.397) (-0.377,-1.689) (-0.885,-7.297)      0.516666
5      8.96864  10.66122  12.79226 -56.83169 -32.02030 -42.01203       (-15.520,-13.414) (-0.450,-1.693) (-0.840,-7.276)      0.645832
6      8.95219  10.64881  12.76425 -56.77559 -31.98817 -41.98318       (-15.613,-13.430) (-0.524,-1.697) (-0.796,-7.256)      0.774999
7      8.93574  10.63641  12.73623 -56.71948 -31.95604 -41.95432       (-15.706,-13.446) (-0.597,-1.701) (-0.751,-7.235)      0.904165
8      8.91930  10.62400  12.70822 -56.66337 -31.92392 -41.92547       (-15.799,-13.463) (-0.670,-1.705) (-0.707,-7.215)      1.03333
9      8.90285  10.61159  12.68020 -56.60727 -31.89179 -41.89661       (-15.892,-13.479) (-0.743,-1.709) (-0.663,-7.194)      1.09278
10      8.88641  10.59918  12.65218 -56.55116 -31.85966 -41.86776       (-15.985,-13.496) (-0.816,-1.713) (-0.618,-7.174)      1.13196
11      8.86996  10.58677  12.62417 -56.49506 -31.82753 -41.83891       (-16.078,-13.512) (-0.889,-1.717) (-0.574,-7.153)      1.18401
12      8.85352  10.57437  12.59615 -56.43895 -31.79540 -41.81005       (-16.171,-13.529) (-0.963,-1.721) (-0.530,-7.133)      1.24732
13      8.83707  10.56196  12.56814 -56.38284 -31.76327 -41.78120       (-16.264,-13.545) (-1.036,-1.725) (-0.485,-7.112)      1.32026
14      8.82062  10.54955  12.54012 -56.32674 -31.73115 -41.75235       (-16.357,-13.562) (-1.109,-1.729) (-0.441,-7.092)      1.40133
15      8.80418  10.53714  12.51211 -56.27063 -31.69902 -41.72349       (-16.451,-13.578) (-1.182,-1.733) (-0.396,-7.071)      1.48921
16      8.78773  10.52473  12.48409 -56.21453 -31.66689 -41.69464       (-16.544,-13.594) (-1.255,-1.737) (-0.352,-7.051)      1.58276
17      8.77129  10.51233  12.45608 -56.15842 -31.63476 -41.66578       (-16.637,-13.611) (-1.328,-1.741) (-0.308,-7.030)      1.68104
18      8.75484  10.49992  12.42806 -56.10231 -31.60263 -41.63693       (-16.730,-13.627) (-1.402,-1.745) (-0.263,-7.010)      1.78326
19      8.73839  10.48751  12.40005 -56.04621 -31.57050 -41.60808       (-16.823,-13.644) (-1.475,-1.749) (-0.219,-6.989)      1.88878
20      8.72195  10.47510  12.37203 -55.99010 -31.53837 -41.57922       (-16.916,-13.660) (-1.548,-1.753) (-0.174,-6.969)      1.99709
21      8.70550  10.46269  12.34401 -55.93400 -31.50625 -41.55037       (-17.009,-13.677) (-1.621,-1.757) (-0.130,-6.948)      2.10774
22      8.68906  10.45029  12.31600 -55.87789 -31.47412 -41.52151       (-17.102,-13.693) (-1.694,-1.761) (-0.086,-6.928)      2.2204
23      8.67261  10.43788  12.28798 -55.82178 -31.44199 -41.49266       (-17.195,-13.710) (-1.767,-1.765) (-0.041,-6.907)      2.33477
24      8.65617  10.42547  12.25997 -55.76568 -31.40986 -41.46381       (-17.285,-1.838) (-13.723,-1.766) (-0.003,-6.890)      2.44562
25      8.63972  10.41306  12.23195 -55.70957 -31.37773 -41.43495       (-17.333,-1.866) (-13.695,-1.726) (-0.047,-6.914)      2.49113
26      8.62327  10.40065  12.20394 -55.65346 -31.34560 -41.40610       (-17.382,-1.895) (-13.667,-1.686) (-0.092,-6.938)      2.53903
27      8.60683  10.38824  12.17592 -55.59736 -31.31348 -41.37725       (-17.431,-1.924) (-13.639,-1.645) (-0.136,-6.962)      2.58919
28      8.59038  10.37584  12.14791 -55.54125 -31.28135 -41.34839       (-17.479,-1.953) (-13.611,-1.605) (-0.181,-6.986)      2.64148
29      8.57394  10.36343  12.11989 -55.48515 -31.24922 -41.31954       (-17.528,-1.981) (-13.583,-1.564) (-0.225,-7.009)      2.69578
30      8.55749  10.35102  12.09188 -55.42904 -31.21709 -41.29068       (-17.577,-2.010) (-13.555,-1.524) (-0.269,-7.033)      2.75197
31      8.54105  10.33861  12.06386 -55.37293 -31.18496 -41.26183       (-17.625,-2.039) (-13.527,-1.484) (-0.314,-7.057)      2.80994
32      8.52460  10.32620  12.03584 -55.31683 -31.15283 -41.23298       (-17.674,-2.068) (-13.499,-1.443) (-0.358,-7.081)      2.86957
33      8.50815  10.31380  12.00783 -55.26072 -31.12071 -41.20412       (-17.723,-2.097) (-13.471,-1.403) (-0.403,-7.105)      2.93077
34      8.49171  10.30139  11.97981 -55.20462 -31.08858 -41.17527       (-17.771,-2.125) (-13.444,-1.363) (-0.447,-7.129)      2.99344
35      8.47526  10.28898  11.95180 -55.14851 -31.05645 -41.14641       (-17.820,-2.154) (-13.416,-1.322) (-0.491,-7.153)      3.05749
36      8.45882  10.27657  11.92378 -55.09240 -31.02432 -41.11756       (-17.868,-2.183) (-13.388,-1.282) (-0.536,-7.177)      3.12283
37      8.44237  10.26416  11.89577 -55.03630 -30.99219 -41.08871       (-17.917,-2.212) (-13.360,-1.242) (-0.580,-7.201)      3.18939
38      8.42592  10.25176  11.86775 -54.98019 -30.96006 -41.05985       (-17.966,-2.240) (-13.332,-1.201) (-0.624,-7.225)      3.25709
39      8.40948  10.23935  11.83974 -54.92408 -30.92794 -41.03100       (-18.014,-2.269) (-13.304,-1.161) (-0.669,-7.248)      3.32586
40      8.39303  10.22694  11.81172 -54.86798 -30.89581 -41.00215       (-18.063,-2.298) (-13.276,-1.121) (-0.713,-7.272)      3.39563
41      8.37659  10.21453  11.78371 -54.81187 -30.86368 -40.97329       (-18.112,-2.327) (-13.248,-1.080) (-0.758,-7.296)      3.46635
42      8.36014  10.20212  11.75569 -54.75577 -30.83155 -40.94444       (-18.160,-2.356) (-13.220,-1.040) (-0.802,-7.320)      3.53796
43      8.34370  10.18972  11.72767 -54.69966 -30.79942 -40.91558       (-18.209,-2.384) (-13.192,-1.000) (-0.846,-7.344)      3.61041
44      8.32725  10.17731  11.69966 -54.64355 -30.76729 -40.88673       (-18.258,-2.413) (-13.164,-0.959) (-0.891,-7.368)      3.68364
45      8.31080  10.16490  11.67164 -54.58745 -30.73517 -40.85788       (-18.306,-2.442) (-13.136,-0.919) (-0.935,-7.392)      3.75761
46      8.29436  10.15249  11.64363 -54.53134 -30.70304 -40.82902       (-18.355,-2.471) (-13.108,-0.879) (-0.980,-7.416)      3.83228
47      8.27791  10.14008  11.61561 -54.47524 -30.67091 -40.80017       (-18.404,-2.499) (-13.080,-0.838) (-1.024,-7.440)      3.90761
48      8.26147  10.12768  11.58760 -54.41913 -30.63878 -40.77131       (-18.452,-2.528) (-13.052,-0.798) (-1.068,-7.464)      3.98355
49      8.24502  10.11527  11.55958 -54.36302 -30.60665 -40.74246       (-18.501,-2.557) (-13.024,-0.758) (-1.113,-7.487)      4.06009
50      8.22858  10.10286  11.53157 -54.30692 -30.57452 -40.71361       (-18.549,-2.586) (-12.996,-0.717) (-1.157,-7.511)      4.13717
51      8.21213  10.09045  11.50355 -54.25081 -30.54239 -40.68475       (-18.598,-2.615) (-12.969,-0.677) (-1.201,-7.535)      4.21478
52      8.19568  10.07804  11.47554 -54.19471 -30.51027 -40.65590       (-18.647,-2.643) (-12.941,-0.636) (-1.246,-7.559)      4.29288
53      8.17924  10.06564  11.44752 -54.13860 -30.47814 -40.62705       (-18.695,-2.672) (-12.913,-0.596) (-1.290,-7.583)      4.37145
54      8.16279  10.05323  11.41950 -54.08249 -30.44601 -40.59819       (-18.744,-2.701) (-12.885,-0.556) (-1.335,-7.607)      4.45046
55      8.14635  10.04082  11.39149 -54.02639 -30.41388 -40.56934       (-18.793,-2.730) (-12.857,-0.515) (-1.379,-7.631)      4.52989
56      8.12990  10.02841  11.36347 -53.97028 -30.38175 -40.54048       (-18.841,-2.758) (-12.829,-0.475) (-1.423,-7.655)      4.60973
57      8.11346  10.01600  11.33546 -53.91417 -30.34962 -40.51163       (-18.890,-2.787) (-12.801,-0.435) (-1.468,-7.679)      4.68993
58      8.09701  10.00359  11.30744 -53.85807 -30.31750 -40.48278       (-18.939,-2.816) (-12.773,-0.394) (-1.512,-7.703)      4.7705
59      8.08056   9.99119  11.27943 -53.80196 -30.28537 -40.45392       (-18.987,-2.845) (-12.745,-0.354) (-1.557,-7.727)      4.85141
60      8.06412   9.97878  11.25141 -53.74586 -30.25324 -40.42507       (-19.036,-2.874) (-12.717,-0.314) (-1.601,-7.750)      4.93264
61      8.04767   9.96637  11.22340 -53.68975 -30.22111 -40.39621       (-19.085,-2.902) (-12.689,-0.273) (-1.645,-7.774)      5.01418
62      8.03123   9.95396  11.19538 -53.63364 -30.18898 -40.36736       (-19.133,-2.931) (-12.661,-0.233) (-1.690,-7.798)      5.09601
63      8.01478   9.94155  11.16737 -53.57754 -30.15685 -40.33851       (-19.182,-2.960) (-12.633,-0.193) (-1.734,-7.822)      5.17813
64      7.99833   9.92915  11.13935 -53.52143 -30.12473 -40.30965       (-19.230,-2.989) (-12.605,-0.152) (-1.779,-7.846)      5.26051
65      7.98189   9.91674  11.11134 -53.46533 -30.09260 -40.28080       (-19.279,-3.017) (-12.577,-0.112) (-1.823,-7.870)      5.34314
66      7.96544   9.90433  11.08332 -53.40922 -30.06047 -40.25195       (-19.328,-3.046) (-12.549,-0.072) (-1.867,-7.894)      5.42602
67      7.94900   9.89192  11.05530 -53.35311 -30.02834 -40.22309       (-19.376,-3.075) (-12.522,-0.031) (-1.912,-7.918)      5.50912
68      7.93255   9.87951  11.02729 -53.29701 -29.99621 -40.19424       (-1.947,-3.095) (-12.503,-0.009) (-19.416,-7.933)      6.10307    *****
69      7.91611   9.86711  10.99927 -53.24090 -29.96408 -40.16538       (-1.951,-3.083) (-12.515,-0.049) (-19.424,-7.916)      6.10405
70      7.89966   9.85470  10.97126 -53.18479 -29.93196 -40.13653       (-1.955,-3.072) (-12.527,-0.090) (-19.433,-7.900)      6.1054
71      7.88321   9.84229  10.94324 -53.12869 -29.89983 -40.10768       (-1.959,-3.060) (-12.540,-0.130) (-19.441,-7.883)      6.10712
72      7.86677   9.82988  10.91523 -53.07258 -29.86770 -40.07882       (-1.963,-3.048) (-12.552,-0.170) (-19.449,-7.867)      6.10921
73      7.85032   9.81747  10.88721 -53.01648 -29.83557 -40.04997       (-1.967,-3.037) (-12.565,-0.211) (-19.457,-7.850)      6.11168
74      7.83388   9.80507  10.85920 -52.96037 -29.80344 -40.02111       (-1.971,-3.025) (-12.577,-0.251) (-19.466,-7.834)      6.11451
75      7.81743   9.79266  10.83118 -52.90426 -29.77131 -39.99226       (-1.975,-3.014) (-12.590,-0.292) (-19.474,-7.817)      6.11771
76      7.80099   9.78025  10.80317 -52.84816 -29.73918 -39.96341       (-1.979,-3.002) (-12.602,-0.332) (-19.482,-7.801)      6.12129
77      7.78454   9.76784  10.77515 -52.79205 -29.70706 -39.93455       (-1.983,-2.991) (-12.614,-0.372) (-19.491,-7.785)      6.12523
78      7.76809   9.75543  10.74713 -52.73595 -29.67493 -39.90570       (-1.987,-2.979) (-12.627,-0.413) (-19.499,-7.768)      6.12954
79      7.75165   9.74303  10.71912 -52.67984 -29.64280 -39.87685       (-1.991,-2.967) (-12.639,-0.453) (-19.507,-7.752)      6.13421
80      7.73520   9.73062  10.69110 -52.62373 -29.61067 -39.84799       (-1.995,-2.956) (-12.652,-0.493) (-19.515,-7.735)      6.13926
81      7.71876   9.71821  10.66309 -52.56763 -29.57854 -39.81914       (-1.999,-2.944) (-12.664,-0.534) (-19.524,-7.719)      6.14466
82      7.70231   9.70580  10.63507 -52.51152 -29.54641 -39.79028       (-2.003,-2.933) (-12.676,-0.574) (-19.532,-7.702)      6.15044
83      7.68587   9.69339  10.60706 -52.45542 -29.51429 -39.76143       (-2.008,-2.921) (-12.689,-0.614) (-19.540,-7.686)      6.15657
84      7.66942   9.68098  10.57904 -52.39931 -29.48216 -39.73258       (-2.012,-2.910) (-12.701,-0.655) (-19.549,-7.669)      6.16307
85      7.65297   9.66858  10.55103 -52.34320 -29.45003 -39.70372       (-2.016,-2.898) (-12.714,-0.695) (-19.557,-7.653)      6.16993
86      7.63653   9.65617  10.52301 -52.28710 -29.41790 -39.67487       (-2.020,-2.886) (-12.726,-0.735) (-19.565,-7.637)      6.17716
87      7.62008   9.64376  10.49500 -52.23099 -29.38577 -39.64601       (-2.024,-2.875) (-12.738,-0.776) (-19.574,-7.620)      6.18473
88      7.60364   9.63135  10.46698 -52.17488 -29.35364 -39.61716       (-2.028,-2.863) (-12.751,-0.816) (-19.582,-7.604)      6.19267
89      7.58719   9.61894  10.43896 -52.11878 -29.32152 -39.58831       (-2.032,-2.852) (-12.763,-0.856) (-19.590,-7.587)      6.20096
90      7.57074   9.60654  10.41095 -52.06267 -29.28939 -39.55945       (-2.036,-2.840) (-12.776,-0.897) (-19.598,-7.571)      6.20961
