Fol_2018-02-25.13_34_51.40_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -42.86283 -119.60650  11.96480 -2476.74830 -186.65947 -109.39841       (-30.898,-107.642) (-2464.783,-174.695) (-11.965,-121.363)      1.71121e-13
1    -42.85085 -121.95403  11.94085 -2474.37682 -186.64749 -109.41038       (-30.910,-110.013) (-2462.436,-174.707) (-11.941,-121.351)      3.33703
2    -42.83888 -124.30155  11.91690 -2472.00535 -186.63551 -109.42236       (-30.922,-112.385) (-2460.088,-174.719) (-11.917,-121.339)      6.67406
3    -42.82690 -126.64908  11.89294 -2469.63387 -186.62354 -109.43434       (-30.934,-114.756) (-2457.741,-174.731) (-11.893,-121.327)      10.0111
4    -42.81492 -128.99660  11.86899 -2467.26239 -186.61156 -109.44632       (-30.946,-117.128) (-2455.393,-174.743) (-11.869,-121.315)      13.3481
5    -42.80294 -131.34413  11.84504 -2464.89091 -186.59958 -109.45829       (-30.958,-119.499) (-2453.046,-174.755) (-11.845,-121.303)      16.6852
6    -42.79097 -133.69165  11.82108 -2462.51943 -186.58761 -109.47027       (-30.970,-121.871) (-2450.698,-174.767) (-11.821,-121.291)      20.0222
7    -42.77899 -136.03918  11.79713 -2460.14796 -186.57563 -109.48225       (-30.982,-124.242) (-2448.351,-174.778) (-11.797,-121.279)      23.3592
8    -42.76701 -138.38670  11.77318 -2457.77648 -186.56365 -109.49422       (-30.994,-126.614) (-2446.003,-174.790) (-11.773,-121.267)      26.6963
9    -42.75504 -140.73422  11.74922 -2455.40500 -186.55168 -109.50620       (-31.006,-128.985) (-2443.656,-174.802) (-11.749,-121.255)      30.0333
10    -42.74306 -143.08175  11.72527 -2453.03352 -186.53970 -109.51818       (-31.018,-131.356) (-2441.308,-174.814) (-11.725,-121.243)      33.3703
11    -42.73108 -145.42927  11.70132 -2450.66204 -186.52772 -109.53015       (-31.030,-133.728) (-2438.961,-174.826) (-11.701,-121.231)      36.7074
