Fol_2018-03-05.09_12_44.51_.txt     Output is probe cell, reduced cell, NCDist distance between
0      5.92371   4.72338  11.29485 -34.40132 -45.18891 -33.25132       (-15.475,-4.723) (-6.571,-1.200) (-7.088,-16.681)      3.97205e-15
1      5.90229   4.71208  11.27645 -34.37162 -45.14488 -33.23473       (-15.499,-4.712) (-6.564,-1.190) (-7.107,-16.718)      0.0511909
2      5.88087   4.70077  11.25805 -34.34191 -45.10084 -33.21814       (-15.524,-4.701) (-6.557,-1.180) (-7.125,-16.756)      0.102382
3      5.85945   4.68947  11.23965 -34.31220 -45.05681 -33.20155       (-15.548,-4.689) (-6.550,-1.170) (-7.143,-16.793)      0.153573
4      5.83803   4.67816  11.22125 -34.28249 -45.01278 -33.18497       (-15.572,-4.678) (-6.543,-1.160) (-7.162,-16.831)      0.204764
5      5.81661   4.66685  11.20285 -34.25279 -44.96875 -33.16838       (-15.597,-4.667) (-6.536,-1.150) (-7.180,-16.868)      0.255955
6      5.79519   4.65555  11.18445 -34.22308 -44.92471 -33.15179       (-15.621,-4.656) (-6.529,-1.140) (-7.199,-16.906)      0.307146
7      5.77377   4.64424  11.16604 -34.19337 -44.88068 -33.13520       (-15.645,-4.644) (-6.522,-1.130) (-7.217,-16.943)      0.358337
8      5.75234   4.63294  11.14764 -34.16366 -44.83665 -33.11862       (-15.670,-4.633) (-6.515,-1.119) (-7.235,-16.981)      0.409528
9      5.73092   4.62163  11.12924 -34.13396 -44.79262 -33.10203       (-15.694,-4.622) (-6.508,-1.109) (-7.254,-17.019)      0.460718
10      5.70950   4.61032  11.11084 -34.10425 -44.74858 -33.08544       (-15.718,-4.610) (-6.501,-1.099) (-7.272,-17.056)      0.511909
11      5.68808   4.59902  11.09244 -34.07454 -44.70455 -33.06885       (-15.743,-4.599) (-6.493,-1.089) (-7.291,-17.094)      0.5631
12      5.66666   4.58771  11.07404 -34.04483 -44.66052 -33.05227       (-15.767,-4.588) (-6.486,-1.079) (-7.309,-17.131)      0.614291
13      5.64524   4.57640  11.05564 -34.01513 -44.61649 -33.03568       (-15.791,-4.576) (-6.479,-1.069) (-7.327,-17.169)      0.665482
14      5.62382   4.56510  11.03723 -33.98542 -44.57245 -33.01909       (-15.815,-4.565) (-6.472,-1.059) (-7.346,-17.206)      0.716673
15      5.60240   4.55379  11.01883 -33.95571 -44.52842 -33.00251       (-15.840,-4.554) (-6.465,-1.049) (-7.364,-17.244)      0.767864
16      5.58098   4.54249  11.00043 -33.92600 -44.48439 -32.98592       (-15.864,-4.542) (-6.458,-1.038) (-7.383,-17.281)      0.819055
17      5.55956   4.53118  10.98203 -33.89629 -44.44036 -32.96933       (-15.888,-4.531) (-6.451,-1.028) (-7.401,-17.319)      0.870246
18      5.53814   4.51987  10.96363 -33.86659 -44.39632 -32.95274       (-15.913,-4.520) (-6.444,-1.018) (-7.419,-17.357)      0.921437
19      5.51672   4.50857  10.94523 -33.83688 -44.35229 -32.93616       (-15.937,-4.509) (-6.437,-1.008) (-7.438,-17.394)      0.972628
20      5.49530   4.49726  10.92683 -33.80717 -44.30826 -32.91957       (-15.961,-4.497) (-6.430,-0.998) (-7.456,-17.432)      1.02382
21      5.47388   4.48596  10.90842 -33.77746 -44.26422 -32.90298       (-15.986,-4.486) (-6.422,-0.988) (-7.475,-17.469)      1.07501
22      5.45246   4.47465  10.89002 -33.74776 -44.22019 -32.88639       (-16.010,-4.475) (-6.415,-0.978) (-7.493,-17.507)      1.1262
23      5.43104   4.46334  10.87162 -33.71805 -44.17616 -32.86981       (-16.034,-4.463) (-6.408,-0.968) (-7.511,-17.544)      1.17739
24      5.40962   4.45204  10.85322 -33.68834 -44.13213 -32.85322       (-16.058,-4.452) (-6.401,-0.958) (-7.530,-17.582)      1.22858
25      5.38820   4.44073  10.83482 -33.65863 -44.08809 -32.83663       (-16.083,-4.441) (-6.394,-0.947) (-7.548,-17.620)      1.27977
26      5.36678   4.42942  10.81642 -33.62893 -44.04406 -32.82004       (-16.107,-4.429) (-6.387,-0.937) (-7.567,-17.657)      1.33096
27      5.34536   4.41812  10.79801 -33.59922 -44.00003 -32.80346       (-16.131,-4.418) (-6.380,-0.927) (-7.585,-17.695)      1.38216
28      5.32394   4.40681  10.77961 -33.56951 -43.95600 -32.78687       (-16.156,-4.407) (-6.373,-0.917) (-7.603,-17.732)      1.43335
29      5.30252   4.39551  10.76121 -33.53980 -43.91196 -32.77028       (-16.180,-4.396) (-6.366,-0.907) (-7.622,-17.770)      1.48454
30      5.28110   4.38420  10.74281 -33.51010 -43.86793 -32.75369       (-16.204,-4.384) (-6.359,-0.897) (-7.640,-17.807)      1.53573
31      5.25968   4.37289  10.72441 -33.48039 -43.82390 -32.73711       (-16.229,-4.373) (-6.352,-0.887) (-7.659,-17.845)      1.58692
32      5.23826   4.36159  10.70601 -33.45068 -43.77987 -32.72052       (-16.253,-4.362) (-6.344,-0.877) (-7.677,-17.882)      1.63811
33      5.21684   4.35028  10.68761 -33.42097 -43.73583 -32.70393       (-16.277,-4.350) (-6.337,-0.867) (-7.695,-17.920)      1.6893
34      5.19542   4.33898  10.66920 -33.39126 -43.69180 -32.68735       (-16.302,-4.339) (-6.330,-0.856) (-7.714,-17.958)      1.74049
35      5.17400   4.32767  10.65080 -33.36156 -43.64777 -32.67076       (-16.326,-4.328) (-6.323,-0.846) (-7.732,-17.995)      1.79168
36      5.15258   4.31636  10.63240 -33.33185 -43.60374 -32.65417       (-16.350,-4.316) (-6.316,-0.836) (-7.751,-18.033)      1.84287
37      5.13116   4.30506  10.61400 -33.30214 -43.55970 -32.63758       (-16.374,-4.305) (-6.309,-0.826) (-7.769,-18.070)      1.89406
38      5.10974   4.29375  10.59560 -33.27243 -43.51567 -32.62100       (-16.399,-4.294) (-6.302,-0.816) (-7.787,-18.108)      1.94526
39      5.08832   4.28244  10.57720 -33.24273 -43.47164 -32.60441       (-16.423,-4.282) (-6.295,-0.806) (-7.806,-18.145)      1.99645
40      5.06690   4.27114  10.55880 -33.21302 -43.42761 -32.58782       (-16.447,-4.271) (-6.288,-0.796) (-7.824,-18.183)      2.04764
41      5.04548   4.25983  10.54039 -33.18331 -43.38357 -32.57123       (-16.472,-4.260) (-6.281,-0.786) (-7.843,-18.220)      2.09883
42      5.02405   4.24853  10.52199 -33.15360 -43.33954 -32.55465       (-16.496,-4.249) (-6.273,-0.776) (-7.861,-18.258)      2.15002
43      5.00263   4.23722  10.50359 -33.12390 -43.29551 -32.53806       (-16.520,-4.237) (-6.266,-0.765) (-7.879,-18.296)      2.20121
44      4.98121   4.22591  10.48519 -33.09419 -43.25147 -32.52147       (-16.545,-4.226) (-6.259,-0.755) (-7.898,-18.333)      2.2524
45      4.95979   4.21461  10.46679 -33.06448 -43.20744 -32.50488       (-16.569,-4.215) (-6.252,-0.745) (-7.916,-18.371)      2.30359
46      4.93837   4.20330  10.44839 -33.03477 -43.16341 -32.48830       (-16.593,-4.203) (-6.245,-0.735) (-7.935,-18.408)      2.35478
47      4.91695   4.19200  10.42999 -33.00507 -43.11938 -32.47171       (-16.617,-4.192) (-6.238,-0.725) (-7.953,-18.446)      2.40597
48      4.89553   4.18069  10.41158 -32.97536 -43.07534 -32.45512       (-16.642,-4.181) (-6.231,-0.715) (-7.972,-18.483)      2.45717
49      4.87411   4.16938  10.39318 -32.94565 -43.03131 -32.43853       (-16.666,-4.169) (-6.224,-0.705) (-7.990,-18.521)      2.50836
50      4.85269   4.15808  10.37478 -32.91594 -42.98728 -32.42195       (-16.690,-4.158) (-6.217,-0.695) (-8.008,-18.558)      2.55955
51      4.83127   4.14677  10.35638 -32.88623 -42.94325 -32.40536       (-16.715,-4.147) (-6.210,-0.685) (-8.027,-18.596)      2.61074
52      4.80985   4.13546  10.33798 -32.85653 -42.89921 -32.38877       (-16.739,-4.135) (-6.203,-0.674) (-8.045,-18.634)      2.66193
53      4.78843   4.12416  10.31958 -32.82682 -42.85518 -32.37218       (-16.763,-4.124) (-6.195,-0.664) (-8.064,-18.671)      2.71312
