10PERCENT_2018-03-07.11_27_41.877_.txt     Output is probe cell, reduced cell, NCDist distance between
79    -53.80560 -31.10894   0.65840  -0.90114   4.26229 -34.02490       (-4.262,-29.792) (-0.901,-43.964) (-0.658,-25.500)      11.4176
80    -53.77620 -31.07951   0.65683  -0.94985   4.25530 -34.01015       (-4.255,-29.766) (-0.950,-43.952) (-0.657,-25.500)      11.3901
81    -53.74680 -31.05007   0.65526  -0.99856   4.24832 -33.99539       (-4.248,-29.740) (-0.999,-43.940) (-0.655,-25.499)      11.3629
82    -53.71740 -31.02064   0.65370  -1.04728   4.24133 -33.98064       (-4.241,-29.713) (-1.047,-43.927) (-0.654,-25.498)      11.3359
83    -53.68800 -30.99121   0.65213  -1.09599   4.23435 -33.96588       (-4.234,-29.687) (-1.096,-43.915) (-0.652,-25.497)      11.3091
84    -53.65860 -30.96178   0.65057  -1.14471   4.22736 -33.95112       (-4.227,-29.661) (-1.145,-43.903) (-0.651,-25.496)      11.2825
85    -53.62920 -30.93235   0.64900  -1.19342   4.22037 -33.93637       (-4.220,-29.634) (-1.193,-43.890) (-0.649,-25.496)      11.2562
86    -53.59980 -30.90292   0.64744  -1.24213   4.21339 -33.92161       (-4.213,-29.608) (-1.242,-43.878) (-0.647,-25.495)      11.2301
87    -53.57040 -30.87349   0.64587  -1.29085   4.20640 -33.90686       (-4.206,-29.582) (-1.291,-43.866) (-0.646,-25.494)      11.2042
88    -53.54100 -30.84405   0.64430  -1.33956   4.19941 -33.89210       (-4.199,-29.555) (-1.340,-43.854) (-0.644,-25.493)      11.1786
89    -53.51160 -30.81462   0.64274  -1.38827   4.19243 -33.87735       (-4.192,-29.529) (-1.388,-43.841) (-0.643,-25.492)      11.1532
90    -53.48220 -30.78519   0.64117  -1.43699   4.18544 -33.86259       (-4.185,-29.503) (-1.437,-43.829) (-0.641,-25.492)      11.128
91    -53.45280 -30.75576   0.63961  -1.48570   4.17845 -33.84784       (-4.178,-29.477) (-1.486,-43.817) (-0.640,-25.491)      11.1031
92    -53.42340 -30.72633   0.63804  -1.53441   4.17147 -33.83308       (-4.171,-29.450) (-1.534,-43.804) (-0.638,-25.490)      11.0784
93    -53.39400 -30.69690   0.63648  -1.58313   4.16448 -33.81832       (-4.164,-29.424) (-1.583,-43.792) (-0.636,-25.489)      11.0539
94    -53.36460 -30.66747   0.63491  -1.63184   4.15750 -33.80357       (-4.157,-29.398) (-1.632,-43.780) (-0.635,-25.489)      11.0297
95    -53.33520 -30.63804   0.63334  -1.68056   4.15051 -33.78881       (-4.151,-29.371) (-1.681,-43.767) (-0.633,-25.488)      11.0058
96    -53.30579 -30.60860   0.63178  -1.72927   4.14352 -33.77406       (-4.144,-29.345) (-1.729,-43.755) (-0.632,-25.487)      10.982
97    -53.27639 -30.57917   0.63021  -1.77798   4.13654 -33.75930       (-4.137,-29.319) (-1.778,-43.743) (-0.630,-25.486)      10.9586
98    -53.24699 -30.54974   0.62865  -1.82670   4.12955 -33.74455       (-4.130,-29.292) (-1.827,-43.731) (-0.629,-25.485)      10.9353
99    -53.21759 -30.52031   0.62708  -1.87541   4.12256 -33.72979       (-4.123,-29.266) (-1.875,-43.718) (-0.627,-25.485)      10.9124
100    -53.18819 -30.49088   0.62551  -1.92412   4.11558 -33.71504       (-4.116,-29.240) (-1.924,-43.706) (-0.626,-25.484)      10.8896
101    -53.15879 -30.46145   0.62395  -1.97284   4.10859 -33.70028       (-4.109,-29.214) (-1.973,-43.694) (-0.624,-25.483)      10.8672
102    -53.12939 -30.43202   0.62238  -2.02155   4.10160 -33.68552       (-4.102,-29.187) (-2.022,-43.681) (-0.622,-25.482)      10.845
103    -53.09999 -30.40259   0.62082  -2.07026   4.09462 -33.67077       (-4.095,-29.161) (-2.070,-43.669) (-0.621,-25.482)      10.823
104    -53.07059 -30.37315   0.61925  -2.11898   4.08763 -33.65601       (-4.088,-29.135) (-2.119,-43.657) (-0.619,-25.481)      10.8013
105    -53.04119 -30.34372   0.61769  -2.16769   4.08065 -33.64126       (-4.081,-29.108) (-2.168,-43.645) (-0.618,-25.480)      10.7799
106    -53.01179 -30.31429   0.61612  -2.21641   4.07366 -33.62650       (-4.074,-29.082) (-2.216,-43.632) (-0.616,-25.479)      10.7587
107    -52.98239 -30.28486   0.61455  -2.26512   4.06667 -33.61175       (-4.067,-29.056) (-2.265,-43.620) (-0.615,-25.478)      10.7378
108    -52.95299 -30.25543   0.61299  -2.31383   4.05969 -33.59699       (-4.060,-29.029) (-2.314,-43.608) (-0.613,-25.478)      10.7171
109    -52.92359 -30.22600   0.61142  -2.36255   4.05270 -33.58224       (-4.053,-29.003) (-2.363,-43.595) (-0.611,-25.477)      10.6967
110    -52.89419 -30.19657   0.60986  -2.41126   4.04571 -33.56748       (-4.046,-28.977) (-2.411,-43.583) (-0.610,-25.476)      10.6766
111    -52.86479 -30.16713   0.60829  -2.45997   4.03873 -33.55272       (-4.039,-28.951) (-2.460,-43.571) (-0.608,-25.475)      10.6568
112    -52.83539 -30.13770   0.60673  -2.50869   4.03174 -33.53797       (-4.032,-28.924) (-2.509,-43.558) (-0.607,-25.474)      10.6372
113    -52.80599 -30.10827   0.60516  -2.55740   4.02475 -33.52321       (-4.025,-28.898) (-2.557,-43.546) (-0.605,-25.474)      10.6179
114    -52.77659 -30.07884   0.60359  -2.60611   4.01777 -33.50846       (-4.018,-28.872) (-2.606,-43.534) (-0.604,-25.473)      10.5988
115    -52.74719 -30.04941   0.60203  -2.65483   4.01078 -33.49370       (-4.011,-28.845) (-2.655,-43.522) (-0.602,-25.472)      10.5801
116    -52.71779 -30.01998   0.60046  -2.70354   4.00380 -33.47895       (-4.004,-28.819) (-2.704,-43.509) (-0.600,-25.471)      10.5616
117    -52.68839 -29.99055   0.59890  -2.75226   3.99681 -33.46419       (-3.997,-28.793) (-2.752,-43.497) (-0.599,-25.471)      10.5434
118    -52.65899 -29.96112   0.59733  -2.80097   3.98982 -33.44944       (-3.990,-28.766) (-2.801,-43.485) (-0.597,-25.470)      10.5254
119    -52.62959 -29.93168   0.59577  -2.84968   3.98284 -33.43468       (-3.983,-28.740) (-2.850,-43.472) (-0.596,-25.469)      10.5078
120    -52.60019 -29.90225   0.59420  -2.89840   3.97585 -33.41992       (-3.976,-28.714) (-2.898,-43.460) (-0.594,-25.468)      10.4904
121    -52.57079 -29.87282   0.59263  -2.94711   3.96886 -33.40517       (-3.969,-28.688) (-2.947,-43.448) (-0.593,-25.467)      10.4733
122    -52.54139 -29.84339   0.59107  -2.99582   3.96188 -33.39041       (-3.962,-28.661) (-2.996,-43.435) (-0.591,-25.467)      10.4565
123    -52.51199 -29.81396   0.58950  -3.04454   3.95489 -33.37566       (-3.955,-28.635) (-3.045,-43.423) (-0.590,-25.466)      10.44
124    -52.48259 -29.78453   0.58794  -3.09325   3.94790 -33.36090       (-3.948,-28.609) (-3.093,-43.411) (-0.588,-25.465)      10.4238
125    -52.45319 -29.75510   0.58637  -3.14196   3.94092 -33.34615       (-3.941,-28.582) (-3.142,-43.399) (-0.586,-25.464)      10.4079
126    -52.42379 -29.72566   0.58481  -3.19068   3.93393 -33.33139       (-3.934,-28.556) (-3.191,-43.386) (-0.585,-25.464)      10.3922
127    -52.39439 -29.69623   0.58324  -3.23939   3.92695 -33.31664       (-3.927,-28.530) (-3.239,-43.374) (-0.583,-25.463)      10.3768
128    -52.36499 -29.66680   0.58167  -3.28811   3.91996 -33.30188       (-3.920,-28.503) (-3.288,-43.362) (-0.582,-25.462)      10.3618
129    -52.33559 -29.63737   0.58011  -3.33682   3.91297 -33.28712       (-3.913,-28.477) (-3.337,-43.349) (-0.580,-25.461)      10.347
130    -52.30619 -29.60794   0.57854  -3.38553   3.90599 -33.27237       (-3.906,-28.451) (-3.386,-43.337) (-0.579,-25.460)      10.3325
131    -52.27679 -29.57851   0.57698  -3.43425   3.89900 -33.25761       (-3.899,-28.425) (-3.434,-43.325) (-0.577,-25.460)      10.3184
132    -52.24739 -29.54908   0.57541  -3.48296   3.89201 -33.24286       (-3.892,-28.398) (-3.483,-43.313) (-0.575,-25.459)      10.3045
133    -52.21799 -29.51965   0.57385  -3.53167   3.88503 -33.22810       (-3.885,-28.372) (-3.532,-43.300) (-0.574,-25.458)      10.2909
134    -52.18859 -29.49021   0.57228  -3.58039   3.87804 -33.21335       (-3.878,-28.346) (-3.580,-43.288) (-0.572,-25.457)      10.2776
135    -52.15919 -29.46078   0.57071  -3.62910   3.87106 -33.19859       (-3.871,-28.319) (-3.629,-43.276) (-0.571,-25.456)      10.2646
136    -52.12979 -29.43135   0.56915  -3.67782   3.86407 -33.18384       (-3.864,-28.293) (-3.678,-43.263) (-0.569,-25.456)      10.252
137    -52.10039 -29.40192   0.56758  -3.72653   3.85708 -33.16908       (-3.857,-28.267) (-3.727,-43.251) (-0.568,-25.455)      10.2396
138    -52.07099 -29.37249   0.56602  -3.77524   3.85010 -33.15432       (-3.850,-28.240) (-3.775,-43.239) (-0.566,-25.454)      10.2275
139    -52.04159 -29.34306   0.56445  -3.82396   3.84311 -33.13957       (-3.843,-28.214) (-3.824,-43.226) (-0.564,-25.453)      10.2157
140    -52.01219 -29.31363   0.56289  -3.87267   3.83612 -33.12481       (-3.836,-28.188) (-3.873,-43.214) (-0.563,-25.453)      10.2043
141    -51.98279 -29.28419   0.56132  -3.92138   3.82914 -33.11006       (-3.829,-28.162) (-3.921,-43.202) (-0.561,-25.452)      10.1931
142    -51.95339 -29.25476   0.55975  -3.97010   3.82215 -33.09530       (-3.822,-28.135) (-3.970,-43.190) (-0.560,-25.451)      10.1823
143    -51.92399 -29.22533   0.55819  -4.01881   3.81516 -33.08055       (-3.815,-28.109) (-4.019,-43.177) (-0.558,-25.450)      10.1718
144    -51.89459 -29.19590   0.55662  -4.06752   3.80818 -33.06579       (-3.808,-28.083) (-4.068,-43.165) (-0.557,-25.449)      10.1615
145    -51.86519 -29.16647   0.55506  -4.11624   3.80119 -33.05103       (-3.801,-28.056) (-4.116,-43.153) (-0.555,-25.449)      10.1516
146    -51.83579 -29.13704   0.55349  -4.16495   3.79421 -33.03628       (-3.794,-28.030) (-4.165,-43.140) (-0.553,-25.448)      10.142
147    -51.80639 -29.10761   0.55192  -4.21367   3.78722 -33.02152       (-3.787,-28.004) (-4.214,-43.128) (-0.552,-25.447)      10.1327
148    -51.77699 -29.07818   0.55036  -4.26238   3.78023 -33.00677       (-3.780,-27.977) (-4.262,-43.116) (-0.550,-25.446)      10.1238
149    -51.74759 -29.04874   0.54879  -4.31109   3.77325 -32.99201       (-3.773,-27.951) (-4.311,-43.104) (-0.549,-25.446)      10.1151
150    -51.71819 -29.01931   0.54723  -4.35981   3.76626 -32.97726       (-3.766,-27.925) (-4.360,-43.091) (-0.547,-25.445)      10.1068
151    -51.68879 -28.98988   0.54566  -4.40852   3.75927 -32.96250       (-3.759,-27.899) (-4.409,-43.079) (-0.546,-25.444)      10.0988
152    -51.65939 -28.96045   0.54410  -4.45723   3.75229 -32.94775       (-3.752,-27.872) (-4.457,-43.067) (-0.544,-25.443)      10.0911
153    -51.62999 -28.93102   0.54253  -4.50595   3.74530 -32.93299       (-3.745,-27.846) (-4.506,-43.054) (-0.543,-25.442)      10.0837
154    -51.60058 -28.90159   0.54096  -4.55466   3.73831 -32.91823       (-3.738,-27.820) (-4.555,-43.042) (-0.541,-25.442)      10.0766
155    -51.57118 -28.87216   0.53940  -4.60337   3.73133 -32.90348       (-3.731,-27.793) (-4.603,-43.030) (-0.539,-25.441)      10.0698
156    -51.54178 -28.84273   0.53783  -4.65209   3.72434 -32.88872       (-3.724,-27.767) (-4.652,-43.017) (-0.538,-25.440)      10.0634
157    -51.51238 -28.81329   0.53627  -4.70080   3.71736 -32.87397       (-3.717,-27.741) (-4.701,-43.005) (-0.536,-25.439)      10.0573
158    -51.48298 -28.78386   0.53470  -4.74952   3.71037 -32.85921       (-3.710,-27.714) (-4.750,-42.993) (-0.535,-25.438)      10.0515
159    -51.45358 -28.75443   0.53314  -4.79823   3.70338 -32.84446       (-3.703,-27.688) (-4.798,-42.981) (-0.533,-25.438)      10.0461
160    -51.42418 -28.72500   0.53157  -4.84694   3.69640 -32.82970       (-3.696,-27.662) (-4.847,-42.968) (-0.532,-25.437)      10.0409
161    -51.39478 -28.69557   0.53000  -4.89566   3.68941 -32.81495       (-3.689,-27.636) (-4.896,-42.956) (-0.530,-25.436)      10.0361
162    -51.36538 -28.66614   0.52844  -4.94437   3.68242 -32.80019       (-3.682,-27.609) (-4.944,-42.944) (-0.528,-25.435)      10.0316
163    -51.33598 -28.63671   0.52687  -4.99308   3.67544 -32.78543       (-3.675,-27.583) (-4.993,-42.931) (-0.527,-25.435)      10.0274
164    -51.30658 -28.60727   0.52531  -5.04180   3.66845 -32.77068       (-3.668,-27.557) (-5.042,-42.919) (-0.525,-25.434)      10.0236
165    -51.27718 -28.57784   0.52374  -5.09051   3.66146 -32.75592       (-3.661,-27.530) (-5.091,-42.907) (-0.524,-25.433)      10.0201
166    -51.24778 -28.54841   0.52218  -5.13922   3.65448 -32.74117       (-3.654,-27.504) (-5.139,-42.894) (-0.522,-25.432)      10.0169
167    -51.21838 -28.51898   0.52061  -5.18794   3.64749 -32.72641       (-3.647,-27.478) (-5.188,-42.882) (-0.521,-25.431)      10.014
168    -51.18898 -28.48955   0.51904  -5.23665   3.64051 -32.71166       (-3.641,-27.451) (-5.237,-42.870) (-0.519,-25.431)      10.0115
169    -51.15958 -28.46012   0.51748  -5.28537   3.63352 -32.69690       (-3.634,-27.425) (-5.285,-42.858) (-0.517,-25.430)      10.0092
170    -51.13018 -28.43069   0.51591  -5.33408   3.62653 -32.68215       (-3.627,-27.399) (-5.334,-42.845) (-0.516,-25.429)      10.0073
171    -51.10078 -28.40126   0.51435  -5.38279   3.61955 -32.66739       (-3.620,-27.373) (-5.383,-42.833) (-0.514,-25.428)      10.0058
172    -51.07138 -28.37182   0.51278  -5.43151   3.61256 -32.65263       (-3.613,-27.346) (-5.432,-42.821) (-0.513,-25.428)      10.0045
173    -51.04198 -28.34239   0.51122  -5.48022   3.60557 -32.63788       (-3.606,-27.320) (-5.480,-42.808) (-0.511,-25.427)      10.0036
174    -51.01258 -28.31296   0.50965  -5.52893   3.59859 -32.62312       (-3.599,-27.294) (-5.529,-42.796) (-0.510,-25.426)      10.003
175    -50.98318 -28.28353   0.50808  -5.57765   3.59160 -32.60837       (-3.592,-27.267) (-5.578,-42.784) (-0.508,-25.425)      10.0028
176    -50.95378 -28.25410   0.50652  -5.62636   3.58461 -32.59361       (-3.585,-27.241) (-5.626,-42.772) (-0.507,-25.424)      10.0028
177    -50.92438 -28.22467   0.50495  -5.67507   3.57763 -32.57886       (-3.578,-27.215) (-5.675,-42.759) (-0.505,-25.424)      10.0032
178    -50.89498 -28.19524   0.50339  -5.72379   3.57064 -32.56410       (-3.571,-27.188) (-5.724,-42.747) (-0.503,-25.423)      10.0039
179    -50.86558 -28.16580   0.50182  -5.77250   3.56366 -32.54935       (-3.564,-27.162) (-5.773,-42.735) (-0.502,-25.422)      10.005
180    -50.83618 -28.13637   0.50026  -5.82122   3.55667 -32.53459       (-3.557,-27.136) (-5.821,-42.722) (-0.500,-25.421)      10.0064
181    -50.80678 -28.10694   0.49869  -5.86993   3.54968 -32.51983       (-3.550,-27.110) (-5.870,-42.710) (-0.499,-25.420)      10.0081
182    -50.77738 -28.07751   0.49712  -5.91864   3.54270 -32.50508       (-3.543,-27.083) (-5.919,-42.698) (-0.497,-25.420)      10.0101
183    -50.74798 -28.04808   0.49556  -5.96736   3.53571 -32.49032       (-3.536,-27.057) (-5.967,-42.685) (-0.496,-25.419)      10.0124
184    -50.71858 -28.01865   0.49399  -6.01607   3.52872 -32.47557       (-3.529,-27.031) (-6.016,-42.673) (-0.494,-25.418)      10.0151
185    -50.68918 -27.98922   0.49243  -6.06478   3.52174 -32.46081       (-3.522,-27.004) (-6.065,-42.661) (-0.492,-25.417)      10.0181
