Fol_2018-02-25.13_34_41.30_.txt     Output is probe cell, reduced cell, NCDist distance between
0    198.46563 -663.71707 -187.29429 174.04921 -687.16518 -253.27303       (-477.528,-13.245) (-476.423,-11.171) (-187.294,-43.636)      8.98773e-14
1    197.78895 -663.52959 -187.29429 173.86173 -686.48851 -253.06319       (-478.205,-13.433) (-476.235,-10.495) (-187.294,-44.780)      1.51448
2    197.11228 -663.34211 -187.29429 173.67424 -685.81184 -252.85334       (-478.882,-13.620) (-476.048,-9.818) (-187.294,-45.923)      3.02896
3    196.43561 -663.15463 -187.29429 173.48676 -685.13517 -252.64349       (-479.558,-13.808) (-475.860,-9.141) (-187.294,-47.067)      4.54343
4    195.75894 -662.96715 -187.29429 173.29928 -684.45850 -252.43365       (-480.235,-13.995) (-475.673,-8.465) (-187.294,-48.210)      6.05791
5    195.08227 -662.77967 -187.29429 173.11180 -683.78183 -252.22380       (-480.912,-14.182) (-475.485,-7.788) (-187.294,-49.354)      7.57239
6    194.40560 -662.59218 -187.29429 172.92432 -683.10516 -252.01395       (-481.588,-14.370) (-475.298,-7.111) (-187.294,-50.497)      9.08687
7    193.72893 -662.40470 -187.29429 172.73684 -682.42849 -251.80410       (-482.265,-14.557) (-475.110,-6.435) (-187.294,-51.641)      10.6013
8    193.05226 -662.21722 -187.29429 172.54935 -681.75182 -251.59426       (-482.942,-14.745) (-474.923,-5.758) (-187.294,-52.784)      12.1158
9    192.37559 -662.02974 -187.29429 172.36187 -681.07515 -251.38441       (-483.618,-14.932) (-474.735,-5.081) (-187.294,-53.928)      13.6303
10    191.69892 -661.84226 -187.29429 172.17439 -680.39848 -251.17456       (-484.295,-15.120) (-474.548,-4.405) (-187.294,-55.071)      15.1448
11    191.02225 -661.65477 -187.29429 171.98691 -679.72181 -250.96472       (-484.972,-15.307) (-474.360,-3.728) (-187.294,-56.215)      16.6593
12    190.34558 -661.46729 -187.29429 171.79943 -679.04514 -250.75487       (-485.648,-15.495) (-474.173,-3.051) (-187.294,-57.358)      18.1737
13    189.66891 -661.27981 -187.29429 171.61194 -678.36846 -250.54502       (-486.325,-15.682) (-473.986,-2.375) (-187.294,-58.501)      19.6882
14    188.99224 -661.09233 -187.29429 171.42446 -677.69179 -250.33518       (-487.002,-15.870) (-473.798,-1.698) (-187.294,-59.645)      21.2027
15    188.31557 -660.90485 -187.29429 171.23698 -677.01512 -250.12533       (-487.678,-16.057) (-473.611,-1.021) (-187.294,-60.788)      22.7172
16    187.63890 -660.71737 -187.29429 171.04950 -676.33845 -249.91548       (-488.355,-16.245) (-473.423,-0.345) (-187.294,-61.932)      24.2316
17    186.96223 -660.52988 -187.29429 170.86202 -675.66178 -249.70564       (-186.962,-16.100) (-473.568,-0.332) (-488.700,-62.743)      25.2712
18    186.28556 -660.34240 -187.29429 170.67454 -674.98511 -249.49579       (-186.286,-15.611) (-474.057,-1.009) (-488.700,-63.210)      25.8556
19    185.60889 -660.15492 -187.29429 170.48705 -674.30844 -249.28594       (-185.609,-15.122) (-474.546,-1.685) (-488.700,-63.677)      26.4881
20    184.93222 -659.96744 -187.29429 170.29957 -673.63177 -249.07610       (-184.932,-14.633) (-475.035,-2.362) (-488.700,-64.144)      27.1653
21    184.25554 -659.77996 -187.29429 170.11209 -672.95510 -248.86625       (-184.256,-14.143) (-475.524,-3.039) (-488.700,-64.611)      27.8838
22    183.57887 -659.59248 -187.29429 169.92461 -672.27843 -248.65640       (-183.579,-13.654) (-476.014,-3.715) (-488.700,-65.078)      28.6407
23    182.90220 -659.40499 -187.29429 169.73713 -671.60176 -248.44656       (-182.902,-13.165) (-476.503,-4.392) (-488.700,-65.544)      29.4329
24    182.22553 -659.21751 -187.29429 169.54965 -670.92509 -248.23671       (-182.226,-12.676) (-476.992,-5.069) (-488.700,-66.011)      30.2576
25    181.54886 -659.03003 -187.29429 169.36216 -670.24842 -248.02686       (-181.549,-12.187) (-477.481,-5.745) (-488.700,-66.478)      31.1124
26    180.87219 -658.84255 -187.29429 169.17468 -669.57175 -247.81702       (-180.872,-11.698) (-477.970,-6.422) (-488.700,-66.945)      31.9947
27    180.19552 -658.65507 -187.29429 168.98720 -668.89508 -247.60717       (-180.196,-11.208) (-478.460,-7.099) (-488.700,-67.412)      32.9023
28    179.51885 -658.46758 -187.29429 168.79972 -668.21841 -247.39732       (-179.519,-10.719) (-478.949,-7.775) (-488.700,-67.878)      33.8333
29    178.84218 -658.28010 -187.29429 168.61224 -667.54174 -247.18747       (-178.842,-10.230) (-479.438,-8.452) (-488.700,-68.345)      34.7857
30    178.16551 -658.09262 -187.29429 168.42475 -666.86507 -246.97763       (-178.166,-9.741) (-479.927,-9.129) (-488.700,-68.812)      35.7578
31    177.48884 -657.90514 -187.29429 168.23727 -666.18840 -246.76778       (-177.489,-9.252) (-480.416,-9.805) (-488.700,-69.279)      36.7481
32    176.81217 -657.71766 -187.29429 168.04979 -665.51173 -246.55793       (-176.812,-8.762) (-480.905,-10.482) (-488.700,-69.746)      37.7551
33    176.13550 -657.53018 -187.29429 167.86231 -664.83505 -246.34809       (-176.135,-8.273) (-481.395,-11.159) (-488.700,-70.213)      38.7776
34    175.45883 -657.34269 -187.29429 167.67483 -664.15838 -246.13824       (-175.459,-7.784) (-481.884,-11.835) (-488.700,-70.679)      39.8143
35    174.78216 -657.15521 -187.29429 167.48735 -663.48171 -245.92839       (-174.782,-7.295) (-482.373,-12.512) (-488.700,-71.146)      40.8642
36    174.10549 -656.96773 -187.29429 167.29986 -662.80504 -245.71855       (-174.105,-6.806) (-482.862,-13.189) (-488.700,-71.613)      41.9262
37    173.42882 -656.78025 -187.29429 167.11238 -662.12837 -245.50870       (-173.429,-6.316) (-483.351,-13.865) (-488.700,-72.080)      42.9995
38    172.75215 -656.59277 -187.29429 166.92490 -661.45170 -245.29885       (-172.752,-5.827) (-483.841,-14.542) (-488.700,-72.547)      44.0832
39    172.07548 -656.40529 -187.29429 166.73742 -660.77503 -245.08901       (-172.075,-5.338) (-484.330,-15.219) (-488.700,-73.014)      45.1766
40    171.39880 -656.21780 -187.29429 166.54994 -660.09836 -244.87916       (-171.399,-4.849) (-484.819,-15.895) (-488.700,-73.480)      46.2791
41    170.72213 -656.03032 -187.29429 166.36246 -659.42169 -244.66931       (-170.722,-4.360) (-485.308,-16.572) (-488.700,-73.947)      47.3899
42    170.04546 -655.84284 -187.29429 166.17497 -658.74502 -244.45947       (-170.045,-3.870) (-485.797,-17.249) (-488.700,-74.414)      48.5085
43    169.36879 -655.65536 -187.29429 165.98749 -658.06835 -244.24962       (-169.369,-3.381) (-486.287,-17.925) (-488.700,-74.881)      49.6344
44    168.69212 -655.46788 -187.29429 165.80001 -657.39168 -244.03977       (-168.692,-2.892) (-486.776,-18.602) (-488.700,-75.348)      50.767
45    168.01545 -655.28039 -187.29429 165.61253 -656.71501 -243.82993       (-168.015,-2.403) (-487.265,-19.279) (-488.700,-75.814)      51.9061
46    167.33878 -655.09291 -187.29429 165.42505 -656.03834 -243.62008       (-167.339,-1.914) (-487.754,-19.956) (-488.700,-76.281)      53.051
47    166.66211 -654.90543 -187.29429 165.23756 -655.36167 -243.41023       (-166.662,-1.425) (-488.243,-20.632) (-488.700,-76.748)      54.2015
48    165.98544 -654.71795 -187.29429 165.05008 -654.68500 -243.20039       (-165.985,-0.935) (-488.733,-21.309) (-488.700,-77.215)      55.3566
49    165.30877 -654.53047 -187.29429 164.86260 -654.00833 -242.99054       (-165.309,-0.446) (-489.222,-21.986) (-488.700,-77.682)      56.5077
50    164.63210 -654.34299 -187.29429 164.67512 -653.33166 -242.78069       (-0.043,-164.675) (-22.619,-488.657) (-489.668,-78.106)      57.5578
51    163.95543 -654.15550 -187.29429 164.48764 -652.65499 -242.57084       (-0.532,-164.488) (-22.807,-488.167) (-489.668,-78.083)      57.5167
52    163.27876 -653.96802 -187.29429 164.30016 -651.97831 -242.36100       (-1.021,-164.300) (-22.994,-487.678) (-489.668,-78.061)      57.4852
53    162.60209 -653.78054 -187.29429 164.11267 -651.30164 -242.15115       (-1.511,-164.113) (-23.182,-487.189) (-489.668,-78.038)      57.4632
54    161.92542 -653.59306 -187.29429 163.92519 -650.62497 -241.94130       (-2.000,-163.925) (-23.369,-486.700) (-489.668,-78.016)      57.4507
55    161.24875 -653.40558 -187.29429 163.73771 -649.94830 -241.73146       (-2.489,-163.738) (-23.557,-486.211) (-489.668,-77.994)      57.4479
56    160.57208 -653.21810 -187.29429 163.55023 -649.27163 -241.52161       (-2.978,-163.550) (-23.744,-485.721) (-489.668,-77.971)      57.4545
57    159.89541 -653.03061 -187.29429 163.36275 -648.59496 -241.31176       (-3.467,-163.363) (-23.932,-485.232) (-489.668,-77.949)      57.4708
58    159.21874 -652.84313 -187.29429 163.17527 -647.91829 -241.10192       (-3.957,-163.175) (-24.119,-484.743) (-489.668,-77.927)      57.4966
59    158.54207 -652.65565 -187.29429 162.98778 -647.24162 -240.89207       (-4.446,-162.988) (-24.307,-484.254) (-489.668,-77.904)      57.5319
60    157.86539 -652.46817 -187.29429 162.80030 -646.56495 -240.68222       (-4.935,-162.800) (-24.494,-483.765) (-489.668,-77.882)      57.5767
61    157.18872 -652.28069 -187.29429 162.61282 -645.88828 -240.47238       (-5.424,-162.613) (-24.681,-483.275) (-489.668,-77.860)      57.6311
62    156.51205 -652.09320 -187.29429 162.42534 -645.21161 -240.26253       (-5.913,-162.425) (-24.869,-482.786) (-489.668,-77.837)      57.6949
63    155.83538 -651.90572 -187.29429 162.23786 -644.53494 -240.05268       (-6.402,-162.238) (-25.056,-482.297) (-489.668,-77.815)      57.7682
64    155.15871 -651.71824 -187.29429 162.05037 -643.85827 -239.84284       (-6.892,-162.050) (-25.244,-481.808) (-489.668,-77.792)      57.8509
65    154.48204 -651.53076 -187.29429 161.86289 -643.18160 -239.63299       (-7.381,-161.863) (-25.431,-481.319) (-489.668,-77.770)      57.9429
66    153.80537 -651.34328 -187.29429 161.67541 -642.50493 -239.42314       (-7.870,-161.675) (-25.619,-480.830) (-489.668,-77.748)      58.0442
67    153.12870 -651.15580 -187.29429 161.48793 -641.82826 -239.21330       (-8.359,-161.488) (-25.806,-480.340) (-489.668,-77.725)      58.1549
68    152.45203 -650.96831 -187.29429 161.30045 -641.15159 -239.00345       (-8.848,-161.300) (-25.994,-479.851) (-489.668,-77.703)      58.2747
69    151.77536 -650.78083 -187.29429 161.11297 -640.47492 -238.79360       (-9.338,-161.113) (-26.181,-479.362) (-489.668,-77.681)      58.4037
70    151.09869 -650.59335 -187.29429 160.92548 -639.79825 -238.58376       (-9.827,-160.925) (-26.369,-478.873) (-489.668,-77.658)      58.5418
71    150.42202 -650.40587 -187.29429 160.73800 -639.12158 -238.37391       (-10.316,-160.738) (-26.556,-478.384) (-489.668,-77.636)      58.689
72    149.74535 -650.21839 -187.29429 160.55052 -638.44490 -238.16406       (-10.805,-160.551) (-26.744,-477.894) (-489.668,-77.614)      58.8451
73    149.06868 -650.03091 -187.29429 160.36304 -637.76823 -237.95422       (-11.294,-160.363) (-26.931,-477.405) (-489.668,-77.591)      59.0101
74    148.39201 -649.84342 -187.29429 160.17556 -637.09156 -237.74437       (-11.784,-160.176) (-27.119,-476.916) (-489.668,-77.569)      59.1839
75    147.71534 -649.65594 -187.29429 159.98808 -636.41489 -237.53452       (-12.273,-159.988) (-27.306,-476.427) (-489.668,-77.546)      59.3665
76    147.03867 -649.46846 -187.29429 159.80059 -635.73822 -237.32467       (-12.762,-159.801) (-27.494,-475.938) (-489.668,-77.524)      59.5577
77    146.36200 -649.28098 -187.29429 159.61311 -635.06155 -237.11483       (-13.251,-159.613) (-27.681,-475.448) (-489.668,-77.502)      59.7576
78    145.68533 -649.09350 -187.29429 159.42563 -634.38488 -236.90498       (-13.740,-159.426) (-27.869,-474.959) (-489.668,-77.479)      59.9659
79    145.00865 -648.90601 -187.29429 159.23815 -633.70821 -236.69513       (-14.229,-159.238) (-28.056,-474.470) (-489.668,-77.457)      60.1826
80    144.33198 -648.71853 -187.29429 159.05067 -633.03154 -236.48529       (-14.719,-159.051) (-28.244,-473.981) (-489.668,-77.435)      60.4077
81    143.65531 -648.53105 -187.29429 158.86318 -632.35487 -236.27544       (-15.208,-158.863) (-28.431,-473.492) (-489.668,-77.412)      60.641
82    142.97864 -648.34357 -187.29429 158.67570 -631.67820 -236.06559       (-15.697,-158.676) (-28.619,-473.002) (-489.668,-77.390)      60.8824
83    142.30197 -648.15609 -187.29429 158.48822 -631.00153 -235.85575       (-16.186,-158.488) (-28.806,-472.513) (-489.668,-77.368)      61.1318
84    141.62530 -647.96861 -187.29429 158.30074 -630.32486 -235.64590       (-16.675,-158.301) (-28.994,-472.024) (-489.668,-77.345)      61.3892
85    140.94863 -647.78112 -187.29429 158.11326 -629.64819 -235.43605       (-17.165,-158.113) (-29.181,-471.535) (-489.668,-77.323)      61.6544
86    140.27196 -647.59364 -187.29429 157.92578 -628.97152 -235.22621       (-17.654,-157.926) (-29.369,-471.046) (-489.668,-77.300)      61.9274
87    139.59529 -647.40616 -187.29429 157.73829 -628.29485 -235.01636       (-18.143,-157.738) (-29.556,-470.557) (-489.668,-77.278)      62.208
88    138.91862 -647.21868 -187.29429 157.55081 -627.61818 -234.80651       (-18.632,-157.551) (-29.743,-470.067) (-489.668,-77.256)      62.4961
89    138.24195 -647.03120 -187.29429 157.36333 -626.94151 -234.59667       (-19.121,-157.363) (-29.931,-469.578) (-489.668,-77.233)      62.7916
90    137.56528 -646.84372 -187.29429 157.17585 -626.26484 -234.38682       (-19.611,-157.176) (-30.118,-469.089) (-489.668,-77.211)      63.0945
91    136.88861 -646.65623 -187.29429 156.98837 -625.58816 -234.17697       (-20.100,-156.988) (-30.306,-468.600) (-489.668,-77.189)      63.4046
92    136.21194 -646.46875 -187.29429 156.80089 -624.91149 -233.96713       (-20.589,-156.801) (-30.493,-468.111) (-489.668,-77.166)      63.7218
93    135.53527 -646.28127 -187.29429 156.61340 -624.23482 -233.75728       (-21.078,-156.613) (-30.681,-467.621) (-489.668,-77.144)      64.046
94    134.85860 -646.09379 -187.29429 156.42592 -623.55815 -233.54743       (-21.567,-156.426) (-30.868,-467.132) (-489.668,-77.122)      64.3771
95    134.18193 -645.90631 -187.29429 156.23844 -622.88148 -233.33759       (-22.057,-156.238) (-31.056,-466.643) (-489.668,-77.099)      64.715
